global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
906997.2560571184	1443.1166134023806	822644022495.142	2082585.559877956	1360937.9841765873	3730.216530257603	13914515.362607071	1852152196774.633	933272.9080416207	2046.7057090683372	4189004.259532926	870998320884.4635	973955.3204089096	922903.821599554	1.176785	24.299013	0.1306819583024733	0.0762621616241292	0.0860896705	-0.1206539726	0.015190464	-0.0690364138	0.025982926	0.0769348275	0.0540887513	0.0912142999	0.1194091125	0.0465685788	-0.0155662467	-0.006039427	0.0277040632	0.0525224389	0.1540552934	-0.1689113202	0.1012957069	0.0193269818	0.0057967368	0.0034964266	0.0090661774	0.0121464902	0.1989012951	0.1220821924	-0.104895351	0.0709140068	-0.0437561725	-0.0139951752	-0.0231001015	-0.0841648407	0.0095093121	0.0276533338	0.0324806207	-0.0464772389	-0.0797672814	-0.0438069711	0.0297501489	0.0960884932	0.0583625043	0.1009353297	0.0910746975	-0.0153571603	0.0536868613	-0.1002360231	-0.0569817259	-0.1268983661	-0.0030448371	-0.0419962576	-0.0228200235	-0.0982555786	0.220551102	0.1152373116	-0.0172452748	0.0039266523	0.110299269	0.0808708334	-0.112506247	-0.021566156	-0.1405365203	-0.0626806017	-0.0437514041	0.127125598	-0.0148688539	-0.0668222958	0.2251700652	0.0426125213	-0.0069008581	-0.0347421462	-0.0028775653	-0.0230211078	-0.0432101233	0.0093397619	0.0573253985	-0.000657443	-0.0043408373	0.1129712302	-0.069439989	0.1182764195	0.0483144767	-0.0763338815	-0.0524491328	0.0787196235	-0.1641758559	0.1023985807	-0.058955217	-0.0133408171	0.0917920175	0.0576398485	0.0025357535	-0.0660741065	-0.1200341255	0.0652001489	-0.0169227703	-0.048802482	0.0826211075	-0.1781801375	0.0210635032	-0.0743904895	-0.1630313649	-0.0222197593	-0.0838173683	0.1351574706	-0.0429730407	0.0796085052	0.0384734666	-0.0982138847	0.0446060533	-0.0742097523	-0.0927963662	-0.0627309087	0.0881955685	0.0192567962	-0.0587790397	-0.0075758022279899	-0.0029809541104839	5.739277939761673e-05	8.886087408811454e-06	0.0038553573151034	-0.0133272246073091	0.0001776149157336	1.48637800271213e-05	0.0377393866021549	0.0669135616263502	0.0044774247295233	0.0014242613011069	-0.0002050819600966	-0.0003222498608799	1.0384497283711492e-07	4.2058610357063444e-08	0.0010635857374263	0.000254609987246	6.48262456054083e-08	1.1312146208566463e-06	-0.0007868920577175	-0.0003723445110407	1.38640434902138e-07	6.191991104988814e-07	0.0	0.0	0.0	0.0	0.0
904857.5091842426	-2139.7468728758395	818767111927.1117	4578516.679981934	1363162.5035218254	2224.5193452381063	4948486.317338573	1858212011007.8904	933302.458741042	29.550699421204627	873.2438362823834	871053479492.0743	974537.136150266	920327.6725513182	1.242598	25.657965	0.1493316112113878	0.0839530983772286	0.0215061637	0.0965011402	-0.1303871824	0.1427273596	-0.0987437699	-0.0967615822	0.0800261712	0.024040382	-0.1484170391	-0.0505776978	-0.049589166	0.1660415911	-0.0068515527	0.1627129857	0.0263677017	0.0512714061	-0.0405645895	0.0168658344	-0.0152852546	-0.0296159281	0.1156760662	-0.0373210042	0.1537025047	-0.0389038142	0.0963349684	0.0229193015	-0.0603374794	0.0722907074	0.0824823249	-0.072690668	-0.1115540315	0.0362710726	0.1332348504	-0.0265397465	0.0481405308	-0.0624565049	-0.0600042161	0.0686220273	0.0319264122	0.0757389682	0.0788598864	0.0599208102	-0.0767236507	0.0515693079	0.013084869	-0.0006663884	-0.1437849601	-0.1275666252	0.048908747	0.0590165442	0.0863975567	-0.1030952593	-0.0004600115	-0.1617881134	0.1105606914	0.0019432205	0.0074104762	-0.0133820654	0.0467921238	0.135062334	-0.1011156033	0.0287457746	-0.0956957354	-0.0414328651	0.1518700954	-0.1191698417	0.0013919238	0.0118847418	0.0458232139	-0.0383607277	0.0625690066	-0.0354048214	-0.1067956189	-0.0864379115	-0.0685292953	-0.0228036983	-0.0394289259	0.0922519009	0.0009023988	0.0256593737	0.0652431788	-0.0123362627	-0.0041420912	0.043914804	-0.1648820177	-0.0294082513	0.0037267859	-0.1451138179	-0.0459588792	-0.0666601246	0.0304146781	-0.1795870056	-0.0483354163	-0.0319732439	0.0975327173	-0.0256635431	-0.0086857666	-0.0374595405	-0.0498908711	-0.0372349533	-0.0057309189	-0.0137931269	-0.0084515063	0.1643540338	0.0772359027	-0.1199017757	-0.0340857433	0.0059148752	-0.0859451717	-0.1655763026	0.0866153656	0.0144722352	-0.0649037979	-0.0186750978269998	-0.0110992955990099	0.000348759278848	0.0001231943627942	0.0730851896477986	0.0692298323326952	0.004792769684813	0.0053414449458546	0.0804082501383192	0.0426688635361643	0.0018206319154678	0.0064654866903065	-7.877405567623027e-05	0.0001263079044203	1.5953686719065262e-08	6.205351847681827e-09	0.0010910148557137	2.742911828739988e-05	7.523565300241745e-10	1.1903134153879857e-06	-0.0004139566855549	0.0003729353721626	1.39080791810057e-07	1.7136013751559837e-07	0.0	0.0	0.0	0.0	0.0
905596.265504302	738.7563200594159	820104596095.3383	545760.9004277302	1356324.2009920634	-6838.302529762033	46762381.48854983	1839615338196.7595	931285.423425441	-2017.0353156009223	4068431.464381313	867292539884.703	971623.6463730054	913345.4601792038	1.132741	23.389563	0.039693794469918	0.0257835561373397	-0.091552122	0.0867667003	0.0832417073	0.0728262119	0.1122340878	-0.0245759544	-0.050483014	-0.0873559616	-0.0486478491	-0.0701775499	0.0467060216	0.0408170651	0.0246298473	-0.1060359388	-0.0795336591	-0.0291716758	0.0610325821	-0.1206918939	0.0670774774	-0.0198391654	-0.0030655707	0.0373998349	0.1225285287	0.0346705068	0.1458939655	-0.0157292115	0.0200664095	0.0880268111	-0.0051749666	-0.0210584393	-0.041057275	-0.0563765225	-0.0278572567	0.001515769	0.1726190989	0.0344361928	0.1639334594	0.0923489653	-0.0495893823	0.0342007409	0.0507214371	-0.1389024983	0.0597747811	-0.0534013914	-0.1663211223	0.0526090618	-0.1820694502	-0.1524181489	-0.0166613994	0.1240459449	0.0864158744	-0.0831375307	0.0631179463	0.0577581733	-0.082879926	0.1418451577	0.0292647643	0.1160303889	0.0315617803	0.0281995518	0.0389329514	0.004524631	-0.0484168699	0.0527670526	0.1246866312	-0.0623813488	0.0071759244	-0.0724532472	-0.0314254665	-0.035188226	-0.0118419743	-0.0335645832	0.0348730046	-0.2148833846	0.1734346777	0.0280779933	-0.0912990178	-0.0375086713	0.0473233411	-0.0624988813	0.0021375979	-0.0241206815	-0.0050094332	-0.1211119856	0.061567481	0.1155487961	-0.0946771816	-0.0035958629	-0.0838885968	-0.028992537	0.0157538893	0.0336887514	-0.0565506362	-0.1652621874	0.1697073411	-0.0049469765	0.0227331609	-0.0621294852	0.1025108806	-0.0127833415	0.1269431971	0.0824862008	0.0346251031	0.0558987499	0.0085803489	0.0176528687	0.0148049322	-0.0292843796	-0.0673794127	-0.0307631357	0.0849971703	0.0096622851	-0.0707724105	-0.0146587436197478	0.004016354207252	0.0002148787645094	1.613110111811084e-05	0.068213681782538	-0.0048715078652605	2.373158888129585e-05	0.0046531063823293	0.0565039120852901	-0.0239043380530291	0.0005714173777534	0.0031926920809421	-4.775199700380272e-05	3.102205867242755e-05	9.62368124275537e-10	2.2802532178511843e-09	0.0011980100350885	0.0001069951793748	1.1447968409445646e-08	1.4352280441727491e-06	-0.0004139713343952	-1.4648840300013953e-08	2.1458852213531283e-16	1.7137226570094254e-07	0.0	0.0	0.0	0.0	0.0
907756.6740588372	2160.4085545352427	824022179298.362	4667365.122509057	1359739.000421627	3414.7994295635726	11660855.144147702	1848890149267.6047	930645.3751894984	-640.0482359426096	409661.7443332464	866100814361.6023	970009.0978590426	919256.0069189402	1.212139	25.029036	0.150756451966832	0.073907471839219	0.0624653681	-0.1450210101	-0.064795241	-0.0371891218	0.061335337	0.0979192742	0.0627086855	0.0423094301	0.0540013945	0.0810183436	0.0435100027	-0.0918733925	0.0325510696	0.0748316361	0.0877886033	-0.0983749008	0.1171909913	-0.0933047482	0.0663532056	-0.1327999574	0.0499772943	-0.1140362738	0.116334246	0.1330968148	0.0165026885	-0.0279385605	-0.01749804	-0.1333010039	-0.1547364725	-0.0772707261	0.0640280705	0.0411428851	0.1249009197	0.0348059159	-0.1300069722	-0.0225680616	-0.0643286177	-0.029522736	0.0912308198	0.0370528287	-0.0490392731	-0.0843357892	-0.1421405963	0.0211719546	-0.0460848175	0.0165240652	0.0165832067	-0.0309488958	0.0083847188	-0.0441879323	0.0527045326	0.1230392862	-0.0486120321	0.0121116529	0.0158430693	0.1416780413	-0.0677077328	0.0302947183	-0.0250251433	-0.0275707349	-0.1578455662	-0.0696406478	-0.0262150485	0.0340867237	0.1645168828	0.1038626953	-0.0577273762	-0.0640625934	0.0281848156	0.1310158999	-0.1199235267	0.033462558	0.0139064103	-0.0201016045	-0.1953744633	0.0811657757	0.1216075438	-0.0120497	0.0269243659	0.1792757704	-0.0198950916	-0.0748808471	0.0061241648	-0.0183949437	0.0011297514	0.0277600559	0.0238631447	0.1268382498	-0.0660582603	-0.0617023247	-0.0539294078	0.0494070418	-0.0971516301	0.041243239	0.0602202085	-0.1688761605	-0.0064601069	-0.0558635334	-0.0018699474	-0.0674370391	-0.010345871	0.1222442755	-0.1177294233	0.012888587	0.1259869061	-0.0827750822	0.011678426	-0.0453804105	0.0308760538	-0.0244023369	0.0833416924	0.004835384	-0.0763617167	-0.0052186960081144	0.0094400476116334	2.7234788025109173e-05	8.911449890990547e-05	0.0090593890774073	-0.0591542927051307	0.0034992303454442	8.20725304558467e-05	0.022360689071192	-0.0341432230140981	0.0011657596777904	0.0005000004157385	-0.0004260147807801	-0.0003782627837762	1.430827335901938e-07	1.8148859344311665e-07	0.0010916929060766	-0.0001063171290118	1.1303331921332988e-08	1.1917934011779725e-06	-0.0008897691943264	-0.0004757978599312	2.263836035151098e-07	7.91689219172251e-07	0.0	0.0	0.0	0.0	0.0
909392.4105211898	1635.7364623525646	826994556313.5402	2675633.774269683	1376157.9969246031	16418.996502976166	269583446.16474354	1893810832499.536	935983.391744763	5338.016555264592	28494420.744278863	876064909622.0305	975852.402918883	935189.3895141984	1.274402	26.314671	0.0803283872058392	0.0482488697270307	0.0952645241	0.1514829065	0.0138048412	-0.0223034799	0.0556207689	-0.1878880898	0.068168671	-0.0234741017	-0.0045019609	0.1251383084	0.097583491	0.1676267129	-0.1056940581	0.0068315347	0.0349222665	-0.1119036007	0.0419475039	0.0206589623	-0.0374124055	0.0099195309	-0.024037581	-0.0632164273	-0.0371093151	0.0487072856	-0.0659256477	0.0194862748	-0.0460282089	-0.0264157028	-0.1233604645	0.0054997279	0.0787640796	0.0474851747	0.0856326951	0.1018818983	0.0243411163	-0.0302814027	0.1377540026	-0.0565372905	-0.1065465094	-0.1128087293	0.0312997999	0.0004293082	-0.0004739575	0.0513262953	0.068805599	0.0232004163	-0.0091368046	-0.009750392	0.202211622	0.1422163715	-0.1123245289	-0.1613943534	-0.0576668928	-0.0384390386	0.1157459674	0.0394665726	-0.0861014105	-0.0610909846	-0.0696221961	-0.094353464	0.0187780549	-0.0545244644	-0.0036010117	-0.0347530491	-0.0062885605	0.0760108556	-0.0972281586	-0.0084652074	-0.0533576378	0.1315537818	-0.0727269304	-0.0051332656	-0.0005368156	0.005199083	-0.1056741029	0.041365212	0.085257585	-0.07657953	0.1309602643	-0.0571265765	0.006056415	0.0376423711	0.0362414975	-0.0781804556	0.0304651706	-0.0649652372	0.1089740932	-0.0900661852	-0.0430860555	-0.0715525113	0.0528205414	-0.0540254352	0.0630023522	-0.1680940244	-0.0701819875	-0.0488607059	0.1281195126	0.1581050818	-0.0032449534	-0.0767047526	-0.082555942	-0.001451942	-0.0203413607	-0.0115004403	0.1678598005	-0.0146322827	-0.0654970175	-0.0586998177	-0.0211654251	0.0358542323	0.0816496581	0.0	-0.0816496581	-0.0129696529991178	-0.0077509569910034	0.0001682118989175	6.0077334276384494e-05	0.0390206092294249	0.0299612201520176	0.0008976747129976	0.0015226079446354	0.0564684159790402	0.0341077269078482	0.0011633370348203	0.0031886820031819	-0.0005960155509759	-0.0001700007701958	2.89002618671652e-08	3.552345370051057e-07	0.0010917684885403	7.558246369987302e-08	5.7127088189426226e-15	1.191958432569571e-06	-0.0008896758838865	9.331043989996984e-08	8.706838194325884e-15	7.915231783692251e-07	0.0	0.0	0.0	0.0	0.0
905840.7630131864	-3551.6475080034	820547487936.3118	12614200.02110676	1360670.6297619047	-15487.367162698414	239858541.63222912	1851424562696.6584	932399.2610942668	-3584.1306504962267	12845992.519826503	869368382089.1346	973239.4718916224	895266.9821185565	1.500894	30.991419	0.1846399243997162	0.092115824693604	-0.169823023	-0.150888486	0.0371417477	-0.0944575835	-0.0983366748	0.0590084832	-0.1435281328	0.1393825276	-0.0245014735	0.0064756939	0.1635466872	0.0284626515	0.2272296373	0.0244417266	0.0386931817	0.0360871404	-0.0037671542	0.1019579012	0.0793265167	0.0185674113	0.0831751237	0.0667129942	0.0646035704	-0.0088066542	-0.0394419578	-0.0898716464	-0.0880323424	0.1042125295	-0.0832001833	0.1543102725	0.1971182273	0.0265514039	0.1992779247	0.0429265681	-0.0477574146	0.0734648268	-0.0555203427	0.0467586441	-0.062454548	0.2151073211	-0.069202165	-0.0320305765	0.0283612499	-0.0239390091	0.0066192844	-0.1089950242	0.1138803131	-0.0274534083	0.0510813229	0.1195276124	0.0319044638	0.1222355334	0.1827267529	-0.0259861815	0.0461705096	0.0243256036	-0.026107756	-0.021307568	-0.0508036466	0.1483586719	0.0422165348	0.0548212372	-0.0612753491	-0.0216867178	-0.0484916672	0.0064576249	-0.0892076681	-0.1064899337	-0.0585067515	0.227609568	0.0682104237	0.0048619136	-0.049812478	-0.0454643254	-0.0150784746	0.2357007499	-0.0973463534	-0.0487743173	0.0349174383	0.0565220643	0.1088979343	-0.1026198936	-0.005861604	0.0721235409	-0.0067710663	-0.064654777	-0.1233428423	-0.0278629168	0.0006125235	-0.0685604343	-0.1505645837	-0.005032143	-0.2185254334	-0.0808364561	0.0161334108	-0.0699173424	-0.0013417053	0.1083819388	-0.0626720788	-0.0559921752	0.0282452895	-0.0524593071	0.0750001405	-0.0802722114	-0.0300885991	0.0290361062	-0.1675487907	0.15760314	0.0307071179	0.0291400904	0.0799218096	-0.004835384	-0.0866153656	-0.0002540324571924	0.0127156205419254	6.453248930720855e-08	0.0001616870057662	0.0973062558606585	0.0582856466312336	0.003397216603221	0.0094685074296199	0.0211996590315379	-0.0352687569475023	0.0012438852166219	0.0004494255430534	0.0003157257356306	0.0009117412866065	8.31272173702876e-07	9.968274013948353e-08	0.0012259433896928	0.0001341749011524	1.8002904099283142e-08	1.5029371947314723e-06	-0.0003681940660644	0.0005214818178221	2.71943286319042e-07	1.3556687028503576e-07	0.0	1.0	0.0	0.0	0.0
908715.3542418606	2874.591228674166	825763595034.9102	8263274.731970451	1359547.61765873	-1123.012103174813	1261156.183877117	1848369724681.528	932116.4632890022	-282.79780526459217	79974.59866247019	868841101134.3978	971673.769517952	925460.7885624344	1.277732	26.38344	0.1138673944779347	0.0674519845734229	0.024728297	0.0584272561	-0.0404167186	-0.0312195897	0.0070518968	0.0320624702	0.0752421051	-0.0552706836	-0.0343240192	0.1233881277	0.0008148187	-0.0013432493	-0.0514182179	0.0402408634	-0.0528406286	-0.0430024991	0.0025233269	0.0782132476	0.0717208405	-0.0067334611	0.0463606582	0.2062250373	0.086532591	0.0336404204	0.0067696258	0.0386208767	0.1114248075	0.0986621695	-0.1857878371	0.0483515274	0.1178222581	0.0185092343	0.0348137301	0.0932900903	4.25644e-05	-0.1163626395	-0.1136022553	-0.0370482929	0.071435752	-0.134483173	-0.0923181915	0.0554622766	0.0866432079	-0.128190312	0.1092133061	0.0741974135	-0.1105730488	-0.0994194188	-0.0685660881	0.022874384	-0.1250255634	-0.03604731	-0.0860559738	-0.0270276065	-0.0484528082	0.0311618914	-0.0578706441	0.0042773468	-0.0242849763	0.1337072599	0.0525736035	0.1746972857	-0.0203572955	0.0367031412	0.0152700062	0.0398658074	0.0075507079	-0.0380864379	-0.1770411514	0.0379099496	-0.0243670116	-0.0105993916	0.1580550345	-0.1141445644	-0.1028426192	-0.0960373806	0.1013947237	-0.0111314328	-0.0238069515	0.0607804287	0.103146439	-0.0899936142	0.0390089964	0.1599017412	0.0473120629	0.090353786	-0.0355517749	0.0940995596	-0.0878339747	-0.05421569	0.0590612584	-0.1468124536	-0.0845252169	-0.1206393425	-0.0199273144	-0.0974513031	-0.0235632824	-0.0448123518	-0.0205432705	0.0351760349	-0.0203542364	0.0815420725	-0.0203228525	0.0171198199	-0.0005929506	0.0294722427	0.0823055984	0.0207846191	0.0892541002	0.0839866002	0.0781589047	-0.0096622851	-0.0912392418	-0.0051787335245592	-0.0049247010673668	2.681928091839336e-05	2.4252680602923704e-05	0.0394314123467154	-0.0578748435139431	0.0033494975117634	0.0015548362796566	0.0184263092403682	-0.0027733497911697	7.691469064181022e-06	0.0003395288722216	-6.49830431562035e-05	-0.0003807087787868	1.449391742453393e-07	4.222795897841007e-09	0.0011625312409127	-6.341214878009989e-05	4.021100612909524e-09	1.3514788860980222e-06	-0.0008899631406066	-0.0005217690745421	2.722429671486238e-07	7.920343916383628e-07	0.0	0.0	0.0	0.0	0.0
909894.8941155366	1179.5398736760253	827908718337.5236	1391314.3135916537	1366307.5126488097	6759.894990079803	45696180.27690603	1866796219120.5771	932641.4569838754	524.9936948731774	275618.3796565909	869820087285.0059	973725.675987367	934648.3251205076	1.098592	22.684439	0.0815681028412962	0.0468629537335285	0.1028423436	-0.103739276	0.1269145161	-0.11958603	-0.0083388132	0.0020128589	-0.0190415032	-0.0193240676	0.1820733726	0.0641428909	-0.0989466368	-0.0312931961	-0.0586637017	-0.0853831099	0.0821308889	-0.1012161954	-0.0388408356	-0.0349953256	0.1428588824	-0.148186976	0.0990615572	-0.0292086066	-0.0872114329	0.0298281322	0.0310464804	0.0918528072	-0.1041058472	0.2028745615	-0.0578284349	0.0824829822	-0.0557421418	0.0383618502	-0.0346178957	-0.0189345096	0.0489991852	0.1778295334	-0.1371970923	0.1178682734	0.1024246057	-0.1128199047	-0.0041940152	0.04510577	-0.0398664224	0.1103279942	0.0456829799	-0.1954112415	-0.0243999314	-0.0115748838	-0.1835908479	0.1186082762	0.0099440219	0.0008173231	0.0173200947	0.1602935561	0.0542658505	-0.0907859772	-0.140042567	0.0537754027	-0.0030290274	0.0295304537	-0.189676472	-0.0322815279	0.1181069306	-0.0819664802	0.0089712049	-0.0573960593	-0.1524073235	-0.0190727201	-0.1640947558	0.0243652339	0.0194943633	-0.0320763485	0.0106245491	-0.0469274044	-0.0191182961	-0.1260565726	-0.1372694052	-0.0028728042	-0.1710080254	-0.0064617574	0.0244443226	-0.1665074829	0.0208111364	-0.1221746217	-0.0570563049	0.110701981	0.1147538092	0.0813971075	-0.0885767856	-0.0573123783	-0.0593225405	0.0624889059	-0.0734236711	-0.0832244669	-0.1258666066	-0.0103641821	-0.0408677425	0.0669230131	-0.0409873098	-0.1593867289	-0.093988843	-0.011494327	0.0112252639	0.0655522538	0.0199425728	-0.017591874	-0.0836345169	-0.0262672417	0.1188336791	-0.0263689979	0.0763617167	-0.0144722352	-0.0955030384	-0.013702581230234	-0.0085238477056748	0.0001877607323711	7.265597970953756e-05	0.0197624225882009	-0.0196689897585145	0.0003868691581205	0.0003905533465546	0.0554987925721803	0.0370724833318121	0.0013743690203874	0.0030801159769698	-0.0003200145569408	-0.0002550315137845	6.504107302326284e-08	1.0240931665401653e-07	0.0010916443663082	-7.088687460449997e-05	5.024948991194103e-09	1.1916874224924316e-06	-0.0008898258880898	1.3725251679999346e-07	1.8838253367932486e-14	7.917901111148012e-07	0.0	0.0	0.0	0.0	0.0
908987.8175983268	-907.07651720976	826258852542.1691	822787.8080733878	1372964.9179811508	6657.405332341092	44321045.7590836	1885032666006.988	935372.8348435776	2731.3778597022174	7460425.012471466	874922340163.3107	976449.6288863032	929148.5586552336	1.348723	27.849308	0.0163543754898146	0.0083378780092282	0.0444112474	0.1073189381	-0.1025695526	0.0612492915	-0.1659886324	-0.1151109037	0.0437612605	0.0950763278	-0.0678583662	0.0638494459	-0.0240952665	0.1700816806	-0.0719855577	0.1669715842	0.0531387286	0.0313087249	-0.0972754938	-0.0243732448	0.0275257436	-0.1326477671	-0.0015384041	0.1436060432	-0.0271380129	0.055421889	-0.0356794416	-0.1318819218	0.07671606	0.1358116886	-0.0868745825	-0.0082053418	0.0192708804	-0.1015305707	-0.1024797595	-0.0873946404	-0.0980311306	0.0208060376	-0.0014572315	0.2435790868	-0.0549496933	-0.0715534477	-0.0713371382	-0.0247701807	-0.0065384514	0.0718416696	-0.1317303174	0.0089522464	-0.0404256967	-0.1142017838	-0.0433811353	0.0032559181	-0.1093005897	-0.0793786181	-0.0425339582	-0.1689290075	0.1372311956	-0.0783729825	-0.0724255016	0.083495994	0.0453118046	0.0714548807	-0.0429865333	0.0882117825	0.0481060896	0.0915460585	-0.0359385644	0.122741562	0.0072675688	-0.1378233929	-0.130139048	-0.0280277819	-0.024080721	0.0113357902	-0.0170845403	-0.1039633758	0.0335782803	0.0256975686	-0.004362024	0.1222858426	-0.1405453265	-0.129303371	-0.076566868	-0.1846319815	0.0572977391	-0.0581063577	-0.0376156988	0.0721293737	0.0232036663	-0.1393847479	-0.0946084251	-0.1450966541	0.0704200819	-0.1188856094	0.0145042829	0.0161519382	-0.0970561717	-0.017560129	0.0265655243	-0.0769382114	-0.131430706	0.0353731471	0.0550361626	-0.0152958115	-0.0896962015	0.0553387894	0.0468193425	0.039692106	-0.0693766313	0.0523064261	0.0759346899	-0.0070195892	0.074531034	-0.0192567962	-0.0993899282	-0.018281463566538	-0.0045788823363039	0.0003342119101346	2.096616344971676e-05	0.0182865522857582	-0.0014758703024427	2.178193149632307e-06	0.0003343979944997	0.0615441951116082	0.0060454025394278	3.654689186372126e-05	0.0037876879519356	-0.0002350146259414	8.499993099939999e-05	7.224988269902758e-09	5.523187440637617e-08	0.0010916065422199	-3.782408830002755e-08	1.4306616557282809e-15	1.1916048430172863e-06	-0.0008898725392349	-4.665114510004394e-08	2.176329339145354e-15	7.918731360843687e-07	0.0	0.0	0.0	0.0	0.0
907807.7169694812	-1180.1006288456265	824114850989.3417	1392637.4942018432	1366854.9529823908	-6109.964998760028	37331672.28607263	1868292462492.4937	933563.4500930264	-1809.3847505511949	3273873.17552721	871540715349.5946	975489.266016456	922189.1665935696	1.243588	25.678406	0.1495233469478933	0.1043557766026275	-0.0687757132	0.0003988647	0.1025985176	-0.1217823067	-0.0262226258	-0.026958002	-0.1750802765	-0.0356781062	0.0458865671	0.0777598068	-0.0191556373	0.0712638371	0.0571444109	-0.0517603274	-0.0719216962	-0.0833550269	0.0271801181	-0.050216993	0.1272614725	-0.118614451	-0.2331989898	0.0495706822	-0.1517754147	0.0888913728	-0.0044806319	-0.0401242489	-0.1342220794	-0.0444066829	0.014542403	0.0069068561	0.0066214972	0.1116722052	-0.0556320689	-0.0186028779	-0.0325049399	-0.0197951185	0.0966915545	0.0153715101	0.0683416141	0.091436927	0.0955064795	-0.0355434532	0.0403616181	-0.0307051526	-0.1172681784	0.0685971433	-0.003506777	-0.1840186041	-0.0816278194	0.0160948159	-0.0875623276	-0.0544394977	0.1446107874	0.0235294944	-0.058993745	0.0130949868	-0.1087681362	0.1337757784	-0.0342613437	-0.0787650587	-0.0331963353	0.0177000108	0.2152830447	0.1820699577	-0.0292147617	0.0127878735	0.021795935	0.0437981128	-0.0197682754	0.0957767745	0.0033819855	0.0271862038	0.0331744388	0.0832774676	0.0309307518	0.0468180711	0.0095458502	0.0259852911	0.0377488594	-0.038136577	-0.028772168	0.0759091026	-0.0648485425	0.0460574758	-0.0735473996	0.1030490512	-0.0568096166	0.1012783274	-0.0631176688	-0.1622454293	0.0112062739	0.0844790747	0.0092895449	-0.0638362507	-0.108857513	0.0837573356	-0.021958866	0.0561456735	-0.0064035009	-0.0519738076	-0.0059639419	0.0510524939	0.0217081556	0.0433969698	-0.0051839761	-0.1183544832	-0.0355748348	0.0359499757	-0.0227316074	-0.120073975	0.0726676594	-0.0240075741	-0.1028845713	-0.021338410493243	-0.003056946926705	0.0004553277623781	9.34492451269116e-06	-0.0192586079369618	-0.03754516022272	0.0014096390561497	0.0003708939796696	-0.0304101449395801	-0.0919543400511883	0.0084556006542495	0.0009247769152462	0.0001029861884286	0.00033800081437	1.1424455051478321e-07	1.0606155007051105e-08	0.0010909523200319	-6.542221880000924e-07	4.280066712716282e-13	1.190176964582985e-06	-0.0008905554976225	-6.829583875999712e-07	4.664321591931525e-13	7.930890943456586e-07	0.0	0.0	0.0	0.0	0.0
