global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
922821.8355297606	2101.70529584738	851600140130.5165	4417165.150592921	1484465.0239752023	10319.684178896714	2203636407405.698	106495881.55217114	920715.6805320946	2039.2132299710065	847717364377.678	4158390.597288785	995981.0569519928	997435.0642260174	1.284923	31.116209	0.113439334426786	0.0705043792045352	-0.0863162146	0.002166615	-0.1204647485	-0.1360943741	-0.071042944	0.108661424	-0.073738886	0.0503776011	0.2084239652	-0.0282667882	-0.0266161717	0.1059912949	-0.0315757766	0.0182311695	0.0937982987	0.0235482425	-0.1028780458	-0.1250029874	-0.1618226574	-0.0731585348	-0.0853830583	0.1136341114	-0.0104532909	0.014424789	0.0017240031	-0.0624309088	-0.0439995193	-0.0219687094	-0.0088167109	-0.000651848	-0.0503457603	0.0180287166	-0.0134682639	0.0470962472	0.0191478877	0.0290504534	0.096416548	-0.1559085797	0.0562380088	0.0599625037	0.0645825915	-0.076443683	0.0428425957	-0.1292396386	-0.0134051118	-0.0954586988	0.0521357606	-0.0024908137	0.0380592943	-0.1037364808	-0.0632617025	-0.1427287859	-0.1981727903	-0.0327670952	0.0049331563	0.1131316292	-0.0398851339	-0.0041113651	0.0162395389	-0.010127618	-0.006909428	-0.0522241485	0.0665801592	-0.0317642689	0.020988666	0.0187133293	0.0467673793	-0.0019535865	0.0101973215	-0.0148584217	-0.066546301	-0.0377050901	-0.0663931759	-0.0460065239	0.0679779788	0.0858592944	-0.0476080196	-0.0608965769	0.0481374047	-0.0494471099	0.0565825045	-0.1531627668	0.0128157889	0.0808330536	-0.0474739459	0.0053080518	-0.1355599459	0.0879181149	-0.0408394718	-0.063087182	0.085873717	-0.1116954133	-0.0094124237	0.055451139	0.0611030336	0.0546675725	0.0969211244	0.0463035902	-0.0194497534	0.0	-0.0155376995078029	-0.0133601881745449	0.0001784946280592	0.0002414201059947	0.1265816026938893	0.0668598638424385	0.0160229021405536	0.0044702413930294	0.0027328046151353	-0.0132190780635	7.468221064504795e-06	0.0001747440248489	-0.0003390100307318	-0.0001379890060316	1.9040965785588953e-08	1.14927800936776e-07	-0.0002509859878645	0.000262005889357	6.299396610431896e-08	6.864708605775256e-08	-8.1042441011428e-05	9.191537452517145e-09	6.567877245090788e-09	8.448436074102534e-17	0.0	0.0	0.0	0.0	0.0	0.0
927877.8298615122	5055.994331751601	860957267148.5093	25563078.68270432	1486061.1375253038	1596.1135501014069	2208377704463.0	2547578.4648173163	923916.3308096044	3200.65027750982	853621386336.6823	10244162.198923688	999557.3163873792	1013169.4204741048	1.20025	29.065756	0.3130321242831068	0.1649436849239501	-0.1258220357	0.0005640607	0.0867737665	0.0208418966	0.0450086264	0.0047315182	-0.0581631367	0.1558010384	0.0137642432	0.0551356636	-0.0513844192	0.0967238258	0.1382214674	0.0914677246	0.0578637591	0.0067714111	-0.067795131	0.0155379478	-0.0781234372	-0.0618841568	-0.0022364304	-0.0456970473	-0.0429678534	-0.0726457425	-0.0578887348	0.0783171064	-0.0695892916	0.0586815122	-0.0644118738	-0.0889376664	0.128698641	0.1603155629	-0.0184753237	-0.0098890899	0.2242516486	0.1061287022	-0.0866660945	0.0757523476	-0.1907062782	-0.0577024973	0.0895725989	-0.056122531	-0.0555340386	-0.0903114626	-0.0101490039	-0.0303731301	0.1645611454	0.0035803125	0.0759774185	-0.0226731879	0.0476035278	-0.0388912234	-0.0516875482	-0.0195754321	-0.034129018	-0.0349826367	0.1415440833	0.0510286358	0.0670318387	-0.0362142923	0.0118918388	-0.0669132521	0.074475535	-0.0858888938	-0.179459388	-0.0949565092	0.0175700937	-0.0604021049	-0.0497216969	-0.0756912758	-0.1453282474	0.1007135202	0.0756586772	-0.0892562126	-0.0412536836	-0.0157943386	0.0141052406	0.09760557	0.0016674416	-0.1270313059	0.0917237562	-0.0083990075	-0.0683800379	0.1107361199	0.0041512968	-0.0054999378	-0.0462851477	0.0801689689	0.0437729272	-0.0156169593	0.0585318422	0.124160819	0.042163304	-0.0789810266	0.0527537673	-0.0213564318	0.0955613349	0.0417853327	-0.0266303944	0.0	0.0139489470181644	0.0294866465259673	0.0008694623233473	0.0001945731229155	-0.0195225904278402	-0.1461041931217295	0.0003811315370131	0.0213464352477516	-0.0526572183519533	-0.0553900229670886	0.0027727826445652	0.0030680546442946	0.0002629483217679	0.0006019583524997	3.623538581441532e-07	6.914181992055508e-08	0.0002060657963576	0.0004570517842221	4.2463112428491876e-08	2.088963334606051e-07	0.0005009726556332	0.0005820150966446	2.509736016921808e-07	3.387415727222557e-07	0.0	0.0	0.0	0.0	0.0	0.0
925207.9623171124	-2669.8675443998072	856009773534.9833	7128192.704639456	1480285.6873734817	-5775.450151822064	2191245716242.7808	33355824.456181504	920292.0283542472	-3624.30245535716	846937417452.3745	13135568.287907936	992642.3818123492	1002397.3184717336	1.119913	27.120277	0.3708455300610413	0.2112844860326852	-0.0823646104	0.0393085169	-0.0479505528	0.0985705911	-0.0049324792	0.0577817823	-0.104845352	-0.0180944852	-0.0021332635	0.0963724998	-0.046329685	0.0774485198	-0.0967311499	-0.0288435578	0.0769349429	0.0052431345	-0.0247557286	0.1469017424	-0.1196267332	-0.0042506521	0.0328800442	0.0945005677	0.1397410517	-0.0773743768	-0.0587477667	0.0849943483	0.0538853435	0.1500030293	0.0147651314	0.08793032	-0.0100908333	-0.0268517419	-0.1918518461	0.0566091955	0.0686586369	-0.0394937581	-0.1584314656	0.014965951	-0.051540326	-0.0818253649	0.0283519771	-0.0206407052	-0.0104669126	-0.0193546391	-0.0744688733	-0.134015427	-0.0466391037	0.0189600263	0.0535172414	-0.024395256	-0.0330243979	-0.0060180098	-0.0234520266	0.0910815954	-0.1169235813	-0.0972430501	0.1181581655	-0.122212945	-0.0453080951	-0.0550019206	-0.0826986753	-0.1315365105	-0.090793396	-0.084499981	-0.1288023892	0.0643201858	0.0403838055	-0.0619157407	-0.0291651361	-0.1145218183	0.1301075588	0.0448145762	-0.1299757024	-0.0283047435	-0.0285337293	0.005973751	0.02320512	-0.1528082039	-0.078525925	-0.0907811203	-0.0062993267	-0.0067282638	-0.128583185	-0.1096238288	-0.0220603822	-0.0280766594	0.0620424266	0.1071750049	0.0579232657	-0.0852655809	-0.1126930167	-0.0436059389	0.0968078185	-0.080226413	-0.0242309716	-0.01280144	0.0941590645	0.0371927824	-0.0337045224	0.0	-0.0022039545482215	-0.0161529015663859	0.0002609162290133	4.857415650626236e-06	0.1707856011485375	0.1903081915763776	0.0291677215596673	0.0362172077810712	0.0214243687223358	0.0740815870742891	0.0004590035751506	0.0054880815434454	-0.000790995519612	-0.0010539438413799	1.11079762078262e-06	6.256739120462579e-07	-0.0001170284349898	-0.0003230942313474	1.3695654596161844e-08	1.0438988232996725e-07	7.195373148072726e-05	-0.0004290189241524	5.177339474000601e-09	1.8405723728094522e-07	0.0	0.0	0.0	0.0	0.0	0.0
926464.4723054224	1256.5099883100484	858336418444.1648	1578817.3507229178	1479532.3672191296	-753.3201543521136	2189016025649.0413	567491.2549530923	923442.4165661196	3150.3882118724287	852745896713.4749	9924945.885504758	997648.1365489132	1011138.2966168146	0.91829	22.23769	0.2439188144387743	0.1479913838719468	-0.0953469659	0.064636455	0.0125215951	0.0675289814	0.0660219303	0.0564330293	-0.0532208561	0.0499429794	-0.0212372015	0.1091967034	0.0007686826	0.0852135966	0.0465531604	-0.0772105822	0.0769319909	-0.0238033253	-0.0452827887	0.0425393512	0.0774614103	0.0357718963	-0.1424171812	0.1698696681	-0.103821628	0.0767938778	-0.0155885756	0.1306470975	-0.0157356081	0.1724872135	0.0552741378	0.0929300108	-0.0518915025	-0.0714537566	-0.0887050282	-0.0047503819	-0.0636356995	0.0747419671	-0.1493552492	0.0268539629	-0.173792938	-0.0365061877	0.0685043382	-0.0250430332	0.0009779133	-0.0534911465	0.0563102607	-0.0576019981	0.0617512336	-0.0669037926	0.0474515785	-0.0350922154	0.0023727804	0.125286811	-0.0129121001	0.0674199013	0.1135261622	0.0939290201	0.0766012968	-0.0509544742	-0.1046522624	-0.1714867273	-0.0753603951	-0.0205991055	0.0734371491	-0.0544129088	-0.0664327613	-0.0620587016	-0.004747102	0.0771386576	0.0400100121	-0.1493580663	0.1198774515	0.0882641675	0.0187642525	-0.0645255985	0.0009143731	0.0232067157	0.0333638803	-0.0059885231	-0.0750375152	-0.1905523181	-0.0651196409	0.0323437792	-0.1499742913	-0.0604500589	-0.0298398008	-0.0684266989	0.1170559085	0.1070658693	0.015872507	-0.0567466018	-0.0327490029	0.0366247137	0.0929023674	-0.0495941084	-0.1668616013	-0.1262410068	0.0927149366	0.0325341047	-0.0406438432	0.0	-0.0020506459095912	0.0001533086386303	2.3503538678675952e-08	4.205148646523119e-06	0.0416447112517772	-0.1291408898967603	0.0017342819752438	0.0166773694433271	-0.0438455377510393	-0.0652699064733751	0.0019224311806778	0.0042601606910431	-0.0002549653274073	0.0005360301922046	2.873283669550076e-07	6.50073181799117e-08	-0.0001390637756373	-2.20353406475e-05	1.9338733694501312e-08	4.855562374513656e-10	0.0005009823872287	0.0004290286557479	2.509833523133671e-07	1.8406558745291253e-07	0.0	0.0	0.0	0.0	0.0	0.0
924219.2703241956	-2245.201981226797	854181259638.5886	5040931.936504736	1481166.1921811742	1633.8249620446004	2193853288860.479	2669384.00660004	919565.1975446428	-3877.219021476805	845600152535.318	15032827.340501554	993880.027004076	1008133.8220672047	0.9104310000000002	22.047359	0.21452318274745	0.1412239436996945	-0.0860562096	0.0287938408	-0.0415750832	0.1319593933	0.0154507105	0.0365875219	-0.1262175457	-0.0108668957	-0.0504175434	0.0455056304	0.0446373489	0.0503136408	-0.1135878778	-0.0550844484	0.098757894	-0.0237909548	-0.0074753177	0.0541614505	-0.0757338759	0.0091611818	0.0335973113	0.1251261638	0.0029088549	-0.0280478009	0.0036780909	-0.0487232447	0.0400916393	0.1118445294	0.077855632	0.0540256628	-0.0844445348	-0.1225123412	-0.1144200742	-0.0015418709	0.1231004256	0.072152227	-0.0048139054	0.0253359682	-0.0813472472	-0.0794158116	-0.0719796091	0.0276568007	-0.0060584316	0.016603013	-0.0894231085	-0.1109632298	-0.0549155953	0.0249551046	0.0084753407	-0.0433238555	-0.0672587784	0.109457259	-0.0809156055	0.0265551972	-0.0294371813	-0.0259023532	0.1084953237	-0.049927867	-0.0070954229	-0.0851839627	-0.0616500976	-0.038195691	-0.0736305442	0.0028999635	0.0822633967	-0.0091418755	-0.0877163122	-0.0666607201	0.0056830425	0.0431875928	0.1048809678	0.1366069061	-0.1277953089	-0.0289382977	-0.0365919652	0.0036284395	0.0246829606	-0.163453636	-0.0979347154	-0.1310982764	-0.0212495843	-0.0293894497	-0.1515214765	-0.1462695674	0.0293511493	-0.0106349064	0.0807556115	0.1249982588	0.0621489828	-0.0376193547	-0.104950768	0.0294982078	0.0344201685	-0.0296379204	-0.0455029093	-0.0389171614	0.0912295932	0.0278175825	-0.0474206018	0.0	-0.0021249448166429	-7.429890705170023e-05	5.52032758907719e-09	4.5153904737775285e-06	0.1713992728449938	0.1297545615932165	0.0293777107317926	0.0168362462542478	0.0098005521517023	0.0536460899027416	9.60508224782366e-05	0.002877902961853	-0.0006519920848368	-0.0003970267574295	1.5763024611498306e-07	4.25093678689837e-07	-4.212183459939567e-05	9.694194103790432e-05	1.774248950018846e-09	9.39773993219652e-09	0.0003739864388073	-0.0001269959484214	1.3986585641176638e-07	1.61279709154509e-08	0.0	0.0	0.0	0.0	0.0	0.0
924875.9243755416	656.6540513460059	855395475489.5126	431194.5431491229	1484331.7029352228	3165.5107540485915	2203240604338.5786	10020458.333997283	923085.6252111486	3520.4276665057987	852087071471.4572	12393410.955099463	998042.9311405496	1002880.1068648638	1.07526	26.038927	0.2526461759728529	0.1740475337074414	-0.0975851545	0.0844119886	-0.0289626365	-0.0083463098	0.1083306901	0.07532085	-0.0236621058	0.0790042734	0.065603189	0.0337382025	0.0864125569	0.0932461312	0.1039307291	-0.1014546582	0.0832476184	-0.0759119513	0.0162340699	0.0393186159	0.1154434926	0.0490171622	0.0400617743	0.0633518376	-0.0269606442	0.2072531226	0.0323141256	-0.1470818607	0.0251320634	0.0223675664	0.0023516201	-0.0782119565	0.002169957	-0.0449991662	-0.0453768051	0.0865872258	0.0299384191	0.0692370131	0.068674969	-0.0282783469	-0.0039481408	0.0046563251	-0.0869887711	0.158309849	0.0427541125	-0.1278716092	0.1136732692	-0.0654783633	0.0814192394	-0.1113942215	0.1096376185	-0.0485913964	-0.0256260689	0.1397260889	0.056314791	0.0358376529	0.1018400064	0.0566989048	-0.1458618823	0.0804360586	-0.0731397267	-0.0535867824	-0.0276421003	0.0373190323	-0.1326436308	-0.0575920758	0.0898683315	-0.0626598946	-0.1244470419	-0.0575460104	0.0629755453	0.0625351635	0.024407452	-0.0067725716	0.0704607541	-0.1224279513	0.0639826703	0.0620791861	0.0026452296	0.0421183216	-0.0281606517	-0.1592116609	-0.0957320296	-0.039980917	-0.1090536381	-0.0499397678	-0.0630335502	-0.0920694826	0.1228739805	0.0568769657	-0.003270995	-0.0094703813	0.0070637298	-0.0967181396	0.0653358986	-0.0402715012	-0.2361141259	-0.1076600756	0.0897036946	0.0230516017	-0.0540076933	0.0	-0.0021226693111628	2.2755054800999847e-06	5.177925189965062e-12	4.5057250045523565e-06	0.0008883794652376	-0.1705108933797562	7.892180742558441e-07	0.0290739647611625	-0.0133395071217279	-0.0231400592734302	0.0001779424502506	0.0005354623431778	8.501976094112487e-05	0.0007370118457779	5.431864608169838e-07	7.228359750486022e-09	-0.0002619936595025	-0.0002198718249031	6.864067761951192e-08	4.8343619386221375e-08	0.0001510111532046	-0.0002229752856027	2.2804368392183168e-08	4.9717977989605644e-08	0.0	0.0	0.0	0.0	0.0	0.0
923348.2118873856	-1527.7124881560449	852571920395.6323	2333905.4464679337	1478781.208944838	-5550.493990384741	2186793863928.3567	30807983.53729712	921869.5063042954	-1216.1189068532549	849843386653.7253	1478945.1956059556	996316.0656891606	1005274.02454196	1.006484	24.373428	0.1654701677567191	0.1237996604284445	-0.0687318442	0.0136183989	-0.0198647696	0.0937229708	0.0341171435	0.0282141111	-0.103987552	0.0064379498	0.033818368	0.0544543165	0.0094221368	0.0942357052	-0.0169065224	-0.0233803272	0.1066690565	-0.0077974258	-0.0142909231	0.041609215	0.0037338197	-0.0107260287	0.0823614544	0.0025617965	-0.0981920763	-0.042948695	-0.074304031	-0.0124955584	0.1776490082	0.1559740624	-0.0347573931	0.0102472188	-0.1143752947	-0.2098743306	-0.1100398724	0.1345325751	-0.0371075617	0.1563734947	0.0231181397	-0.1264811189	0.0572578931	0.065991957	0.0681216536	-0.0076632386	-0.0036924988	0.0089678569	-0.0461142061	-0.0942144852	0.0187451307	0.002205435	0.0708656688	-0.0232035555	-0.0128890745	0.0493456057	-0.0350995617	0.0028371354	-0.0148756575	-0.0157667735	0.1169728888	0.1004716631	0.0105122154	-0.0504123748	0.0356780892	-0.1268365155	-0.1631439864	0.0145600917	0.2006354187	-0.0462867196	0.0781328643	0.0960542084	-0.0491668738	-0.0006926864	0.1281935929	0.0762000901	-0.0717257675	-0.0770754191	-0.06773325	-0.0276855827	-0.016705993	-0.0997523511	0.0176051341	-0.1257769096	-0.0371577176	-0.0856552144	-0.0545477116	0.0027971639	-0.0064100438	-0.1039635604	0.0964243123	0.0466353858	-0.0554227162	-0.0402322115	-0.0357007844	0.0821398249	-0.0360264132	0.0038679319	-0.0539387425	-0.1780655606	0.0881379191	0.018244636	-0.0603787714	0.0	-0.0021058489037102	1.682040745260016e-05	2.8292610687148703e-10	4.4345996052574514e-06	0.1212663689592119	0.1203779894939743	0.0147055322405517	0.0144908603546113	0.015734361088036	0.0290738682097639	0.0002475701188487	0.0008452898126787	-2.398695420038535e-05	-0.0001090067151415	1.1882463945942356e-08	5.753739718113844e-10	-0.000389000965169	-0.0001270073056664	1.5132175090241353e-07	1.6130855692663758e-08	6.699538110204286e-05	-8.401577210255713e-05	4.488381089007962e-09	7.0586499619888165e-09	0.0	0.0	0.0	0.0	0.0	0.0
927414.594856812	4066.382969426457	860097830753.4248	16535470.45404153	1469986.1930668016	-8795.015878036385	2160859407807.0283	77352304.29491213	920703.431044884	-1166.0752594113585	847694807937.8215	1359731.5106112666	995366.0698407306	1010020.0468379456	1.118095	27.076256	0.0379710359107965	0.0210013793917834	0.1165326356	0.0623778898	-0.0512903341	-0.0490929536	0.0859359947	0.0677456386	0.1374966945	-0.0382436098	0.0537736243	0.0693332926	-0.0905225807	-0.0663244975	0.0286720102	-0.0844689433	5.10985e-05	-0.0364622594	-0.0024509915	0.0231023012	-0.0506342587	-0.0659481092	-0.0380229382	-0.0134951714	0.2023125828	-0.0056239917	0.0456371052	-0.0623692172	0.1294165423	0.2060273963	0.0394094744	0.004395074	-0.1593860599	-0.1593197918	-0.0861625255	-0.0220581929	-0.059005495	0.0357076021	0.080570833	0.0037954424	-0.0157049446	-0.1533383398	-0.0427661657	-0.0565067104	-0.0251897924	0.022652026	0.0703642234	0.0530215959	-0.049219553	-0.1103198916	0.0189748091	-0.0804384346	0.0130717246	-0.1334100555	0.0575523735	-0.0033394508	-0.0481267461	-0.0159699855	0.0184768045	-0.0859878547	-0.059202556	-0.0235376266	-0.0147964548	-0.1009935642	-0.1401792181	-0.0443792554	0.1710660294	-0.0740697408	-0.0760557293	0.0727329054	0.1156315094	-0.0590061208	0.0321032939	0.063185511	-0.0318592513	-0.031873473	0.0865984959	0.1040862781	-0.0076257649	-0.0796083594	0.0623668472	0.0357229141	-0.1869468246	-0.0512300102	-0.0429505658	-0.0309759045	-0.1437227685	-0.0349173161	0.0626237769	0.1135504692	-0.0686386472	-0.0399551245	-0.0250638002	-0.0906507159	-0.0530189545	0.0156346958	-0.1503143286	-0.0684413973	0.0865329627	0.013405232	-0.066508354	0.0	-0.0020867001602908	1.9148743419399903e-05	3.6667437454201117e-10	4.354317558957651e-06	0.1212677276018752	1.3586426632905546e-06	0.0147058617577226	1.845909886513251e-12	-0.0025189520536343	-0.0182533131416703	6.3451194485084585e-06	0.0003331834406478	-0.0001609670020001	-0.0001369800477997	1.8763533495212107e-08	2.5910375732900196e-08	-0.0002900178631561	9.89831020129e-05	8.411036094963034e-08	9.797654484096167e-09	0.0002249765389503	0.0001579811578482	5.061444307805585e-08	2.4958046235075938e-08	0.0	0.0	0.0	0.0	0.0	0.0
925925.7793673946	-1488.8154894174077	857338548897.1172	2216571.561529195	1488121.585273279	18135.392206477467	2214505852556.2573	328892450.48276365	923487.910111004	2784.479066119995	852829920121.1898	7753323.66966048	999515.7377717393	1024235.2069499694	1.074959	26.031635	0.1957683286243233	0.152409723642796	0.0359486134	0.1252080939	0.0093219761	-0.0060864743	-0.1402507849	-0.0377233078	-0.0226803688	0.0236172	0.0546763696	0.1556576124	0.1012412633	0.0201897747	0.1515590462	-0.059759255	0.0566041119	-0.0019882965	0.0166029398	0.0167695405	0.0623232955	0.1473191557	0.0030146481	0.0691009287	-0.0662503031	-0.0092182476	0.015515961	-0.0380091083	0.1272236763	0.0600002383	-0.0148604319	-0.0786542882	0.0301046151	-0.1197673745	0.0175326012	-0.069931423	0.0348377242	-0.130037684	-0.1301369824	-0.0144952543	-0.0674894792	-0.0180419863	-0.0691902342	-0.0140111548	-0.0286357551	0.0329636847	0.1622140684	0.0234113096	0.0543004216	-0.0697764097	0.1082191671	0.0275654842	0.0722101766	0.1829995015	0.0191629089	-0.0382157403	0.058467475	0.0544202933	-0.077446679	-0.036413649	-0.0047846183	-0.0557698675	-0.0594588504	-0.058841923	-0.0457452929	-0.0208722648	0.0283837382	-0.1450683233	0.2239785556	0.0585792068	0.079758832	-0.0197713235	-0.083936605	0.017247083	0.0513915956	-0.1411130919	-0.0865591433	-0.0665248491	-0.0247204229	0.0284556455	0.0565938858	-0.0923604905	-0.0840124792	-0.0460204158	-0.1066484766	-0.0318747673	-0.0014138874	-0.0407036274	0.0067529271	0.0138484784	-0.0587722484	-0.1147149275	0.0444802706	0.1144288701	-0.0966992256	0.1193080368	-0.0851606194	-0.095773657	0.0848895389	0.0085419939	-0.0723719246	0.0	-0.0020891011692327	-2.401008941899704e-06	5.764843939082335e-12	4.364343695289433e-06	-0.0307299526869542	-0.1519976802888294	0.0009443299921424	0.0231032948131851	-0.0116402608952483	-0.009121308841614	0.0001354956737094	8.319827498410574e-05	0.0003360081716425	0.0004969751736426	2.469843232170925e-07	1.1290149141053577e-07	-0.0002519885223504	3.8029340805699984e-05	6.349821539633803e-08	1.4462307621160779e-09	6.704228369983984e-05	-0.0001579342552504	4.49466780368981e-09	2.49432289815175e-08	0.0	0.0	0.0	0.0	0.0	0.0
922813.2666935736	-3112.5126738210674	851584325185.6646	9687735.14469677	1471980.1657072369	-16141.419566042256	2166725608235.5044	260545425.60701177	918008.820915782	-5479.089195222012	842740195279.1843	30020418.409198597	993153.2917421496	1002238.230259572	1.01929	24.683537	0.2401059645535282	0.157479343270907	0.0993022239	0.0411543639	-0.10574113	0.0155810552	0.0513257971	0.0322188356	0.0018259669	-0.0863982679	-0.0568888857	0.0362145177	-0.0669460549	-0.0769518012	-0.0649777968	-0.0595458706	0.0393811706	-0.0547696044	-0.1158400591	0.0486063632	0.0174276902	0.0905009748	-0.0374618058	-0.046019226	0.0002646388	-0.0040227392	0.026048335	0.0407637393	0.0580530959	-0.0298523969	-0.0272964154	-0.0428796359	0.0305654306	-0.0640032717	-0.007379814	0.1192169457	-0.0954669485	0.0256113015	-0.050965778	-0.007220379	0.0494574501	0.0006622697	-0.0646415865	0.0132457823	-0.0602927229	-0.13938449	-0.0240587948	-0.0010219112	-0.098684402	-0.0157194284	-0.0450976971	-0.074819658	0.1023157585	0.0898981687	-0.0303268679	0.044963729	0.0057239087	0.0045945296	-0.0335085673	0.0020771568	-0.019932198	-0.0713810452	0.0503420147	-0.0633724692	-0.0105225235	0.0346723482	0.0556506293	-0.0016863078	0.1608701847	0.0492268946	-0.0156135989	0.0951763118	0.0874063735	-0.0628730382	-0.0619969778	-0.0280437331	0.0327427168	0.062884068	0.0103697992	-0.1051234821	0.083781085	0.0124280079	-0.142511896	-0.0569338532	-0.0847458622	-0.0165199764	-0.0148843221	0.0413282673	0.0211122848	0.0277319438	-0.071122154	-0.0633599419	-0.0224001221	-0.0279607587	-0.0309590565	0.0613243404	-0.0331962511	-0.008573634	0.0832083783	0.0036635686	-0.0779460309	0.0	0.0150044037830952	0.0170935049523279	0.0002921879115552	0.0002251321328861	0.1226269971061668	0.153356949793121	0.0150373804192758	0.0235183540498498	0.0054715548863981	0.0171118157816464	2.9937912874866924e-05	0.000292814239345	-0.0001979526966245	-0.000533960868267	2.851142088404485e-07	3.918527010091133e-08	-0.0007000131654104	-0.00044802464306	4.90018431747888e-07	2.007260807890404e-07	0.0001359306529015	6.888836920166015e-05	1.8477142398228063e-08	4.745607411264239e-09	0.0	0.0	0.0	0.0	0.0	0.0
