global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
984238.1848607257	1448.1313946268056	968724804537.936	2097084.536103777	1267518.006790612	-9965.321729957592	1606601897538.4456	99307637.18156496	953759.2853260868	-4717.708868577145	909656774345.728	22256776.968651447	968120.313445378	948910.4793603972	1.181961	26.086525	0.2755511604048035	0.1666498179036407	0.0385067094	0.0612199085	0.0016548249	0.0022701027	0.18052211	0.1220896488	-0.0645213707	-0.1610640941	0.0182127664	-0.0443099685	0.0205358064	-0.0369455952	0.0070837299	0.018301844	-0.1187078301	-0.0219409615	-0.013657373	0.1629235842	-0.0005073666	-0.0063585126	-0.0748550778	-0.0161602217	0.0934117662	0.0879278773	0.1154483292	-0.0402095948	-0.0615412895	0.0373420835	-0.0439601093	-0.0454508494	-0.1703279618	0.0187559855	0.0264216659	0.0235196231	-0.086688101	0.0415445854	0.1018046233	-0.1037967405	-0.123121986	0.0455033231	0.0563128876	0.0151276223	-0.1263446583	0.0319994334	-0.0441076289	0.1403799926	0.0189970336	-0.05323336	0.0731128237	-0.0463613025	0.019839077	0.0300506501	-0.1227134618	-0.0066735068	-0.1031624037	-0.0993235678	0.0871328047	-0.1006755869	-0.1062740633	0.0531671056	-0.0372712214	0.0756151465	0.0200108065	-0.0678312278	0.0076171854	0.0379022615	0.2012070038	0.0953806224	0.0497315747	-0.0066156739	0.1044763095	-0.0527563945	0.053597166	-0.0587519956	-0.0383799832	-0.0876942323	0.099366084	-0.0059984751	0.01006865	-0.0681248734	-0.0125227118	0.1138424945	-0.1078729741	0.0090116977	-0.0858021415	0.0817877536	-0.0608326218	0.0186052609	-0.1193675742	0.0204899955	-0.0500487585	0.074531034	-0.0192567962	-0.0993899282	0.0261931189244393	-0.003140570056388	9.86318027908093e-06	0.0006860794789898	0.1355513703086188	0.1555751682986538	0.0242036329911544	0.0183741739925443	0.0596978238236403	0.0259110765663167	0.0035638301692783	0.0006713838888255	0.0001139205695109	-0.0009110796335564	1.2977896157687798e-08	8.300660986812641e-07	-0.0016854725389068	-0.0005404158094211	2.920492470722628e-07	2.8408176794089342e-06	0.0004990964386561	-0.0003669914666913	1.346827366243049e-07	2.490972550792022e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
987138.6948549574	2900.5099942317465	974442802879.9489	8412958.226638246	1271254.908887131	3736.902096519014	1616089043369.6274	13964437.278968202	953394.7611577734	-364.5241683133645	908961570603.088	132877.86928455008	968287.0834908964	959314.6695376536	1.070041	23.616386	0.1872965457701199	0.0920624740271526	-0.0541781413	0.0471979001	-0.0374371173	-0.0042322224	0.1002005598	-0.0135207202	-0.0447423508	-0.0730956808	-0.0406815451	0.1006178001	-0.0710040361	-0.0782617168	0.0016451726	0.0313029374	-0.0604716186	0.1035985267	-0.0574729644	0.1277605111	-0.0318996278	-0.032760889	0.0155194307	-0.1016438739	0.0136907761	-0.0819890795	-0.0160868638	-0.1234667269	-0.0466953002	-0.0546332805	-0.0282553645	0.0525365317	-0.056083149	-0.0270207534	0.0441609095	-0.0730215549	-0.104669789	-0.0743490953	-0.0193004008	-0.1899736219	-0.0028466722	-0.006981864	-0.0677675312	-0.0105692207	-0.0796330942	0.1141628065	0.054578832	0.1159209195	-0.0152200592	-0.0361165266	-0.0529560934	0.0532552512	0.1248931948	-0.027135055	0.0179854576	-0.0848403973	-0.0373319996	-0.0041362697	0.0122678894	-0.0274764271	-0.0519687649	0.031386393	-0.0721666188	0.0838846065	-0.0786097256	0.0435569889	-0.0813528876	-0.0146985988	0.1559571335	0.0610037826	-0.0425559343	-0.0267045701	0.0874585564	0.0029213036	0.1215391699	0.0434195925	-0.0076806198	-0.0730678777	0.0377663867	-0.0514798078	-0.021795092	-0.0834737348	0.0895220877	0.0335580935	-0.0427430536	-0.0278270251	-0.0541371816	-0.0771777915	0.0070831725	-0.0408728042	-0.0660859323	6.65265e-05	0.0533729967	0.0726676594	-0.0240075741	-0.1028845713	0.0380507784271486	0.0118576595027093	0.0001406040888821	0.0014478617389119	0.0778455209267718	-0.057705849381847	0.0033299650528804	0.0060599251283604	0.0263804711720467	-0.0333173526515936	0.0006959292592591	0.0011100459877106	0.0011483513345914	0.0010344307650805	1.3187107876578497e-06	1.0700470077450289e-06	-0.0011451516538292	0.0005403208850775	2.919466588510409e-07	1.311372310267752e-06	0.0006126584731774	0.0001135620345212	1.2896335684616932e-08	3.75350404756063e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
989563.1095046612	2424.4146497037727	979235147692.534	5877786.393698267	1275311.8814280063	4056.972540875431	1626420394911.4414	16459026.197417252	956369.5551301052	2974.7939723317977	914642725979.7554	8849399.177821597	971418.9897934174	966589.3072352532	0.981024	21.651739	0.0836275237920907	0.042798462384031	-0.0762409335	-0.0003883717	0.0767037588	0.0180375327	0.0094484863	0.0868495538	0.0146558053	-0.0729943642	-0.0468042601	0.071035011	0.0927054453	0.0617207544	-0.024456253	0.0725372727	0.0280119544	-0.018826177	0.1146884395	0.0844543238	-0.0542125677	0.0356281016	-0.0157782279	-0.0552955641	0.0479029572	0.1034130745	0.0271557615	0.0796735341	-0.0780340716	0.0310853906	0.0427404111	-0.1406955987	-0.045866904	-0.0664184548	-0.0140432067	0.1193136638	0.0290038469	0.0226223764	0.0621096169	-0.0547718955	0.061726376	0.0130173289	0.0296098738	-0.0789517587	0.0191612177	-0.0833415779	0.0214368031	0.1147181279	-0.0345445498	0.0123410373	0.0576701171	-0.0526119958	-0.0006075879	0.1043833481	-0.0609212938	0.0957630249	-0.0485288791	-0.0314847647	-0.0363271388	-0.0675953921	-0.0053772714	-0.1462125253	0.0069267312	0.0927516151	0.1210607646	-0.1046958243	0.0588255057	-0.0399276524	0.0546560886	0.084622945	0.0402497412	-0.0403424386	0.0860752507	0.0461547899	0.0532843573	-0.0224152004	0.0205113841	0.0401225802	-0.0228701737	-0.044370507	0.0455229017	0.0004982279	0.0132470357	-0.0638421063	-0.1467941029	0.0046623282	-0.0784534757	0.021056789	0.025982864	0.0267485634	-0.034651039	-0.0322985622	-0.0291590375	0.0707724105	-0.0287162347	-0.105973176	0.0414868005048276	0.0034360220776789	1.1806247718297504e-05	0.0017211546161273	0.0884975754467376	0.0106520545199658	0.0001134662654963	0.007831820859951	0.0177889914127007	-0.0085914797593459	0.0003164482154811	7.381352445525198e-05	0.000460146452873	-0.0006882048817184	2.11734758091604e-07	4.736259592210371e-07	-0.0012757697893817	-0.0001306181355524	1.7061097335211232e-08	1.627588555499027e-06	0.0010127948046085	0.0004001363314311	1.6010908373113918e-07	1.0257533162419698e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
987800.3188070434	-1762.7906976178056	975749469835.2964	3107431.0436078697	1286759.481408228	11447.599980221596	1655749962993.9717	131047545.30716948	954678.7850790514	-1690.7700510538416	911411582680.0135	2858703.36554061	969355.1021008404	969668.3173256367	0.972718	21.468414	0.1499363816066916	0.0773342009882226	-0.1023902561	-0.0730636133	0.00195488	0.0718185208	0.031804661	-0.0229504587	0.0358195276	0.0846819113	-0.0943906257	0.0344047336	0.0241025017	-0.0278795543	-0.089781542	0.0128297459	0.0135902393	0.1169360254	0.0489847095	-0.0323938522	-0.0495425179	-0.0272454749	0.0327122911	-0.0665997849	0.0728560188	0.1851279495	-0.054730519	-0.0709098264	-0.0990330712	-0.0061885283	0.0215041587	-0.0782105019	0.072830139	0.0572365531	0.0209869827	0.027638233	-0.1050622573	0.1199653611	0.0222881531	0.1007175865	0.0071246474	-0.0123529834	0.0067514524	-0.0337353054	5.63233e-05	-0.0184769457	0.1321317867	-0.0501431051	-0.0543881526	-0.0368256976	0.0272974608	-0.1333585812	0.0093013845	0.1412612016	0.0042658868	-0.0646837186	-0.1025715959	0.0182147579	-0.0027669038	-0.0352984064	0.1248390537	-0.0104452855	0.0726916344	0.0932552665	0.0283693293	-0.0225857806	0.0629283693	0.2024747006	-0.0013310585	0.0805581474	-0.0758910191	-0.0411001513	0.0221955421	-0.0651262814	0.0020195616	-0.1317203931	-0.0085791104	0.0524651236	0.0121619286	0.0107337909	0.0133790538	-0.0029362782	0.0039508267	0.0101842079	-0.0021967111	-0.0372114827	-0.0506967951	0.1217251372	0.0059890583	0.1317184419	0.0166371689	-0.0301592816	0.0584038481	0.0688461184	-0.0333745172	-0.108643553	0.0517912694473494	0.0103044689425218	0.0001061820801873	0.0026823355909679	0.0273083202241224	-0.0611892552226152	0.0037441249546983	0.0007457443534632	0.0628584630439803	0.0450694716312796	0.0039511863762514	0.0020312572731227	0.0008086880670546	0.0003485416141816	6.539763897965053e-07	1.2148125681631538e-07	-0.001145017306402	0.0001307524829796	1.709621180535671e-08	1.3110646319600917e-06	0.0012009644236527	0.0001881696190441	3.5407805531239354e-08	1.442315546879462e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
985919.0974658292	-1881.2213412141427	972036466747.8352	3538993.734639538	1287616.6641613925	857.182753164554	1657956673826.1123	734762.2723227647	956053.124711792	1374.3396327405935	914037577271.1812	1888809.4261215492	971684.8045168068	971120.162603374	0.971305	21.437237	0.1020047721256384	0.058680251725891	-0.0599774496	-0.041999949	0.0184156757	-0.0373393219	-0.0346082035	-0.0937513375	0.0679599054	0.1112565844	0.03351088	0.1140020617	-0.0647285426	-0.0379830028	-0.0227075746	0.0370736447	0.0730928927	0.0600462063	0.0288346354	0.0220070476	0.0025864832	0.0090296019	0.092880506	-0.0975372961	0.0143661813	0.0629181629	-0.0408755326	0.036855317	-0.0075845762	0.0182705821	-0.0651219597	0.085223769	0.0111518521	-0.1136266852	-0.0469070372	-0.0705471933	0.0630167438	-0.0496505437	-0.0583737833	-0.1410436577	0.0565907849	-0.109704884	-0.0171812461	-0.0533003496	0.074825941	-0.0051745681	0.0615450645	0.0125725728	0.0094537055	-0.006719565	-0.0579835821	-0.0620911121	0.0660487977	0.1072943221	0.0408408581	0.0231326194	0.0020568456	0.0123046602	-0.0260760542	0.1372439304	-0.0546788786	-0.0577577531	0.0185449761	-0.0394024251	-0.06870296	-0.076705314	-0.0939537741	-0.024530486	0.0323726553	0.0511985192	-0.0697110986	-0.0508312765	0.01749599	0.0806643997	0.0605714665	-0.0098807421	-0.0031108707	0.0561891555	0.0215661256	-0.0560600531	-0.0409742128	0.0357029635	0.0266760673	-0.0323340375	-0.0426716881	-0.0430470292	0.0958348822	0.0049517567	0.0387933842	-0.0356419245	0.0113967925	-0.111006444	-0.0512561471	0.0668896282	-0.0379742494	-0.1108851636	0.0565340253710218	0.0047427559236723	2.249373375152961e-05	0.0031960960246513	0.0385838422247672	0.0112755220006447	0.000127137396387	0.0014887128808257	0.013977161485684	-0.0488813015582962	0.0001953610431968	0.002389381642033	0.0011489616187527	0.000340273551698	1.3201128013668246e-06	1.1578608998523946e-07	-0.0011450418072977	-2.4500895699861722e-08	6.002938900955025e-16	1.3111207404595828e-06	0.000799158623386	-0.0004018058002667	1.614479011279633e-07	6.386545053322065e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
985381.8567004862	-537.240765343071	970977403514.4974	288627.6399464086	1280097.5711860496	-7519.092975342879	1638649791756.423	56536759.17185063	955903.4872364954	-149.63747529662214	913751476910.8928	22391.3740131472	971691.3867822128	969049.163627964	0.835322	18.436003	0.0754300934111455	0.0376590108556657	-0.0929698277	0.0049432012	0.0282006223	-0.0861217041	0.0702863573	-0.1174215683	0.0467257994	0.0377461965	0.1487652147	0.0606457498	0.0300975717	-0.0366111149	-0.0033277394	0.0474492168	0.107478144	0.0421553837	0.0262694925	0.0563338607	0.0881433746	-0.0902934824	0.1147940162	-0.0454437731	0.0880003377	-0.0516148185	-0.039571819	0.1246538312	-0.1081937443	0.0327707724	-0.041361292	0.1605920513	-0.088986706	-0.0180210407	-0.0829787945	-0.0506045775	0.0128106101	0.0585616104	-0.1105208094	-0.0294704707	-0.0639782619	-0.0361929275	-0.0476824464	-0.0715571222	0.1139287514	0.003273608	0.0284427971	0.0274665692	0.0845440522	-0.1049230805	-0.104169876	-0.0725814952	0.1006234892	-0.0203892916	0.0172496952	0.1105248331	-0.0594422651	0.0760344764	-0.0400802554	0.1090811298	-0.1856701063	0.0332328169	0.0349803154	-0.0104090069	-0.0039117141	-0.0481683422	-0.120874805	0.0434616205	-0.0687923743	0.0762753642	-0.0378795854	-0.0251947576	0.0314036752	0.0569589651	-0.0764830245	-0.1165511112	-0.0425089482	0.0463959503	0.0635412137	-0.1146262372	-0.1433787087	0.0543333158	0.015127064	0.0342244902	0.0104903173	0.034120759	0.0505737781	-0.0498032449	-0.1081174962	-0.088394614	-0.0513941592	-0.0511020477	-0.0498316023	0.0649037979	-0.0425073619	-0.112689161	0.0414635207481097	-0.015070504622912	0.0002271201095892	0.0017192235528289	0.0162364012847007	-0.0223474409400664	0.0004994081165697	0.0002636207266778	0.014026156140261	4.899465457700036e-05	0.0001967330560709	2.400476177119582e-09	0.0010171978185736	-0.000131763800179	1.0346914021108903e-06	1.7361699037637757e-08	-0.0008557661527848	0.0002892756545128	8.368040429386662e-08	7.323357082520977e-07	0.0004609350142062	-0.0003382236091797	1.1439520980661005e-07	2.1246108732126981e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
983728.903070212	-1652.9536302741617	967722554735.7224	2732255.70383653	1274671.6359935391	-5425.935192510486	1624787779606.4456	29440772.7133238	951499.36104249	-4404.126194005366	905351034064.2668	19396327.532724194	966124.3052871148	946288.0424061402	0.959673	21.180506	0.2291371739798358	0.1292356311409363	-0.0879578558	-0.0511236243	0.0141929936	-0.0543027584	0.1152763804	0.0808706745	-0.0249383709	8.23984e-05	0.0495072175	0.1592334713	0.0090255548	-0.0694767113	-0.0413045102	0.145057432	-0.1084770729	0.0756220973	0.0390374949	0.0753697347	0.0012877515	-0.0355913838	0.0529513121	-0.0832513234	0.0654220155	0.0346095578	-0.0162337202	-0.0292300707	-0.069419273	-0.0012626483	-0.1285907388	-0.0900810947	-0.1041717241	0.0269013463	0.0098670738	-0.1078894934	-0.0978893125	0.0685288039	0.096812712	-0.0048042532	0.0447234372	0.0371031824	-0.107315201	-0.1180012561	-0.1336963131	0.0130024735	0.061789792	0.0704773016	0.0140355836	-0.0616139663	-0.0491384099	-0.0297863528	0.1121012445	0.0616079383	-0.0188155879	0.0164580097	-0.1634983975	-0.063318713	0.1479485623	-0.068554406	-0.0479270461	0.0464361182	-0.0346331157	-0.0297996319	-0.1394076195	-0.0607021131	0.0576146213	-0.017448278	-0.0203962786	0.1044773538	-0.0080491637	-0.0085790631	0.1098726474	-0.0489983672	0.0741114274	0.0061296571	-0.0054040241	0.0144425974	0.0894542882	-0.0795820259	-0.070705942	0.0014362199	0.05811261	-0.0284507231	-0.0548405329	-0.0113742462	-0.0247725596	0.0871786266	-0.0578136703	0.0366252936	0.0913651933	-0.1083821327	-0.0386201217	0.0628894987	-0.0469659021	-0.1140484259	0.0530084435600315	0.0115449228119218	0.0001332852427332	0.002809895088657	0.1283181294303688	0.1120817281456681	0.0125623137841194	0.0164655423405088	0.0599295183619119	0.0459033622216508	0.0035915471710907	0.002107118663252	0.0004059326726249	-0.0006112651459487	1.6478133470439429e-07	3.736450786516855e-07	-0.0011353478946649	-0.0002795817418801	7.816595039271087e-08	1.2890148419200207e-06	0.0007622313423893	0.0003012963281831	9.07794773766183e-08	5.809966193205943e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
987184.1266546216	3455.2235844095703	974532499918.848	11938570.01826012	1281131.461448444	6459.825454904931	1641297821513.026	41729344.9078377	957345.601284585	5846.240242094966	916510600298.9436	34178524.968290605	972933.9829656862	957852.4248435672	1.008028	22.24773	0.2377082896591893	0.142500680182817	-0.067909671	-0.0441987785	0.0164958876	-0.0355493936	0.0065922617	0.0502652488	0.0061577465	-0.0185878137	-0.0301694616	0.0905269652	-0.0459619628	0.0162271062	-0.0037945464	0.0229291396	0.1011120293	0.0703112532	0.0544914178	0.0158550873	-0.0264439198	0.0428824744	0.1266429134	-0.0781576843	0.0226885881	0.013518491	-0.0618160979	0.1811826464	-0.0285661887	0.0059397196	-0.0811108133	0.0510017871	-0.0682851417	-0.0369692063	0.0181490408	0.0715647976	0.0842144164	0.0436026723	0.0366301478	-0.0194144619	-0.0070726052	-0.0565954515	0.0006779637	-0.0487485967	0.0988448395	-0.025615794	0.0899105705	0.046711494	-0.0156825862	0.0456728683	-0.1148528643	-0.0196936635	0.0693700758	0.0732044281	0.0263761422	0.1412133474	-0.0349732681	0.0524454383	0.0662902518	0.0841539386	-0.0759829971	0.0113415564	-0.0622903048	-0.0146188877	0.0995358844	-0.1009472632	0.0224444506	0.0054855342	0.0069710519	0.0679820742	-0.0599166173	-0.0593948999	0.0164425242	0.1134179815	0.0282558013	-0.0301343236	-0.0062976681	0.050888497	0.0275570832	-0.0063914441	-0.1045384182	0.0123554231	0.0374043588	-0.0342237436	-0.1366506432	0.0078692253	0.1058251703	0.0669484018	0.0347312848	0.0051839298	0.1304471736	-0.1109860528	-0.0416445334	0.0608476141	-0.0513420481	-0.1149575937	0.0454143749788187	-0.0075940685812128	5.766987761616343e-05	0.0020624654547167	0.005824862204065	-0.1224932672263038	0.0150046005157746	3.392901969634497e-05	0.0043705728836442	-0.0555589454782676	1.9101907331245976e-05	0.0030867964226571	0.001192820478182	0.0007868878055571	1.422820693170335e-06	6.191924185344685e-07	-0.0010111235228682	0.0001242243717967	1.5431694548284758e-08	1.0223707784973994e-06	0.000632103352275	-0.0001301279901142	1.693329381118735e-08	3.995546479572928e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
987737.0725719352	552.9459173136856	975624524532.9764	305749.18747387326	1277146.7879087552	-3984.6735396888103	1631103917865.6511	15877623.217896156	954667.8159996708	-2677.7852849141927	911390638905.5812	7170534.032102984	969509.6274859944	956594.1852781489	1.064343	23.490639	0.2528607236847454	0.1437352267111751	-0.0609998355	-0.0830565012	0.1178056289	0.0468623539	0.0712827715	0.1264576113	-0.0048977315	-0.0892898153	-0.1323525304	0.0401844986	0.1585009397	0.0175155258	0.0023348188	0.0966741719	-0.0439447039	-0.000396518	0.1445732595	0.0311997251	-0.0514849492	0.0272932873	-0.0500631825	0.0131697263	0.0544056615	0.11256456	-0.002488609	0.0859029369	-0.0390953627	-0.0098605907	0.0001590055	-0.1109286655	-0.0188681025	0.0776725588	-0.0504867217	0.0124473079	-0.0659707239	0.2565203966	0.0268154898	0.035648448	0.1029996746	-0.0854216399	-0.0212881244	-0.093897729	-0.0534532131	-0.1265853639	0.0423607297	0.0776149964	-0.0380295024	0.0031287915	0.0801857035	-0.0465095246	-0.0435978367	0.0533087945	-0.0440733284	0.0833821642	-0.0590829248	0.0128010173	0.1068273001	-0.0658562134	0.048289546	-0.0185647256	0.0876735105	0.0691238156	0.0188283994	-0.1836697937	0.0427282504	0.1712900452	-0.0483590985	0.1364169596	0.0361694085	-0.0222599875	0.0990056777	-0.0075719478	0.0064722434	-0.0820502008	-4.75006e-05	0.0267725976	0.0317976078	0.0038690496	-0.0110396383	0.0295768462	0.0050588348	-0.069427865	-0.0042705464	0.0191646211	-0.0221751383	0.1258477284	-0.0314641629	0.105495591	0.0114630271	-0.0147435866	-0.1721134942	0.0587790397	-0.0556281227	-0.1154130763	0.0497436749187869	0.0043292999399682	1.874283797020868e-05	0.0024744331944259	0.1299451288390543	0.1241202666349892	0.0154058405895408	0.0168857365089984	0.0434585232291482	0.039087950345504	0.0018886432412584	0.0015278678622125	9.025976378262148e-05	-0.0011025607143993	8.146824958094627e-09	1.2156401289368683e-06	-0.0013639856390819	-0.0003528621162137	1.2451167305881082e-07	1.8604568236216597e-06	0.0003810620476024	-0.0002510413046726	6.302173665172122e-08	1.4520828412293377e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
989628.6808635284	1891.6082915931477	979364925987.6874	3578181.928823946	1280647.7199202268	3500.932011471596	1640058582536.8755	12256524.948946552	957304.8597661396	2637.04376646888	916432594531.8684	6953999.826272376	972402.487219888	955638.0792433585	1.246056	27.501143	0.2738722153772871	0.1766103233933187	0.0558468486	-0.1614560392	-0.0356911643	0.1893901021	0.0452850744	0.0757166485	-0.0383021861	0.0175500881	-0.2156818038	-0.0027841387	-0.0103392592	-0.0144081201	0.0759089393	-0.099211574	-0.0045560355	0.086149048	0.0734582821	-0.027888041	-0.1143353176	0.0178990901	0.0108463962	-0.0324993363	0.0545509702	-0.0019091148	-0.0663988878	-0.0656632562	0.0020861562	-0.1045275735	0.0561696279	0.1493476001	0.0875411446	0.1395336208	0.0208149598	-0.0157197391	-0.1057696378	0.0780049775	0.0429914344	0.0289248254	0.0431441798	-0.0092597219	-0.0492916619	0.091143146	-0.0070903641	-0.0492360025	0.1280714062	0.0167825573	-0.1208640289	0.0195689428	-0.015313827	-0.0150071134	0.0684692864	-0.0299948755	0.0122318207	-0.1271297436	-0.0006040843	0.1576978821	0.0604777429	0.0374575381	0.0403697937	0.1829947318	0.0256986333	0.0896368825	-0.0519527592	-0.1064673034	-0.0019980915	0.0208584135	-0.0301272979	0.04893657	-0.1648658542	-0.0468997912	0.012184431	-0.0085933628	0.0912959276	-0.0227310242	-0.0070515119	-0.0120543041	-0.0028933826	0.1523080195	0.0413580961	-0.0222903038	0.0394933176	0.0179847002	0.1296794135	-0.0337811001	0.0470704103	0.0314520965	0.0070870815	0.1191285059	0.1055534971	-0.038264803	-0.0299816718	0.0566846829	-0.0598166067	-0.1154130763	0.0487987546432151	-0.0009449202755718	8.928743271866928e-07	0.0023813184547287	-0.0314383784353395	-0.1613835072743938	0.0260446364201843	0.0009883716386436	0.0145418180158856	-0.0289167052132626	0.0002114644712071	0.0008361758403907	0.0013792755082251	0.0012890157444424	1.902400927589608e-06	1.661561589420597e-06	-0.0011071607018904	0.0002568249371915	6.595904836341798e-08	1.2258048198104432e-06	0.0004877630182496	0.0001067009706472	1.1385097137054644e-08	2.3791276197195967e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
990697.7735558352	1069.0926923068473	981482078528.489	1142959.184743903	1278991.1559203586	-1656.563999868231	1635818376922.495	2744204.285659432	959515.5876564558	2210.727890316164	920670162955.7136	4887317.805021758	974292.5649509804	993484.273335727	1.337063	29.509701	0.1454838814878847	0.1032409043695474	0.0856048777	-0.0294947031	0.1943291619	0.1526634613	0.0279934553	-0.0496045159	0.0146401397	-0.0295855338	-0.056305092	-0.0947207016	0.1400612241	-0.1006685242	0.0396606752	-0.0908176281	0.0037595112	-0.0383911182	0.129347483	0.101167158	-0.0525325628	0.0230316634	-0.0995156158	0.0362924191	0.1260799138	0.0007432679	-0.0503279869	0.0392419385	0.0377806161	0.0138712254	0.0388453734	-0.0109319668	0.089264911	0.034416592	-0.0556484665	0.1960268834	0.1181912304	0.0594869888	0.0619758857	-0.0652859929	0.0377332614	0.0438430577	-0.0079567121	0.084374967	0.0198991144	-0.1075780652	0.0135077088	0.1325502319	-0.0264130597	-0.0162507715	0.1157448863	-0.1073102948	0.0300036626	-0.0870731887	0.0369604383	0.0013458217	0.0500137918	0.0018986998	-0.0170034492	0.0350425012	0.0732949954	-0.0391415297	0.0584733211	0.0108839519	0.161208865	-0.1345150064	0.0578739968	-0.118444669	-0.0454609295	0.1169934816	0.0139536724	-0.0607918238	0.0087043704	0.0914871885	-0.0036199115	-0.1341932577	-0.0440687812	-0.0044509127	0.0071433057	0.0604103735	0.0449872749	0.0422232427	-0.0818439041	-0.0521350283	0.0613867734	-0.026411062	-0.0200796756	-0.0310067274	-0.0237879729	-0.1089700927	0.0311291526	-0.0296749646	-0.1084725943	0.0545654623	-0.063900152	-0.1149575937	0.0424851097439784	-0.0063136448992366	3.986211191365759e-05	0.0018049845499578	0.0683744753966379	0.0998128538319773	0.0099626057900836	0.0046750688857654	0.011885454960165	-0.0026563630557206	0.0001412640396101	7.056264683797285e-06	0.0008152240042391	-0.0005640515039859	6.645901770876321e-07	3.181540991488685e-07	-0.0011713444768397	-6.418377494930004e-05	4.119556966742394e-09	1.3720478834228703e-06	0.0003819779031659	-0.0001057851150837	1.1190490573271654e-08	1.4590711850701769e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
