global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
1036083.8932397376	-6997.453443677165	48964354.69642941	1073469833830.812	1178078.2860331633	13336.845902423607	177871458.62499335	1387868448022.8357	1039036.2913886036	-5485.88732032862	1079596414822.5833	30094959.69134233	1074062.8445058742	903661.6914925508	1.35513	34.100853	0.2251254313546722	0.1303456834060397	0.0357886108	0.0749572827	-0.0417080387	0.0760545502	-0.0971277364	0.1924131091	0.1619161048	0.0937007481	0.0821264709	-6.3604e-05	-0.18014807	-0.0313428245	-0.122224462	-0.0593800606	0.0375677369	-0.0489210321	-0.1738080331	0.016693574	0.0198623648	-0.1888892592	0.0513488519	-0.0902048957	0.0363067427	-0.2067267464	0.0053229535	0.0996404048	0.1221635005	0.1267192311	-0.013996272	0.1183520228	-0.1650497066	0.0369024367	0.0657829575	0.0999054188	-0.2102517233	-0.059447793	0.0573565463	-0.0777744271	-0.1080151293	0.0537669408	-0.0882437056	-0.0908942837	-0.1898942747	-0.1089590503	-0.0577403515	0.0225780617	-0.0172950874	0.1471884916	0.1902304891	0.1706048832	0.0898152311	-0.023828809	-0.1136224544	0.0619315729	0.0447375169	0.0203006796	-0.0107288403	0.04668677	-0.0657004442	0.1286143097	-0.1523261788	-0.0833135019	0.0089231069	-0.1341356035	-0.1128887226	-0.0121762096	-0.015256555	-0.0292326633	0.1258623976	-0.1052331456	-0.2106507921	-0.0359040931	-0.0429061133	0.0273280391	-0.2147872211	0.1701413389	0.2213082867	0.2059044628	-0.2111180519	0.0816496581	0.0	-0.0816496581	0.034267204424438	0.018636715732299	0.0003473271732865	0.0011742412990662	0.0416414986640489	-0.0017205729440804	0.0017340144109879	2.9603712559014977e-06	0.1060861913956898	-0.0018297206652277	0.0112542800048429	3.3478777127616497e-06	-0.0041527467165744	0.0009271120748254	1.7245305292019463e-05	8.595367992870583e-07	-0.0024605539180437	0.0011236493708227	6.054325583600203e-06	1.26258790855025e-06	0.0026659093876249	0.0020080069946131	4.032092090415535e-06	7.1070728630265685e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1033735.7516576884	-2348.1415820491966	5513768.889348504	1068609604255.286	1173026.388193559	-5051.897839604411	25521671.78179972	1375990907398.426	1036083.0284907598	-2953.2628978438443	1073468041926.5846	8721761.74378102	1073690.6952855045	923485.1059479468	1.42459	35.848763	0.3681085693154408	0.1680855481430373	0.0935155953	0.1087584629	0.0544404848	0.2277443333	0.141491813	0.0003735841	0.1673505029	-0.0012419873	0.0456891165	0.063827605	-0.0829398175	0.1581050096	-0.0429131953	-0.0362466155	-0.0905444908	0.0383950688	-0.1178378392	0.0130862041	0.045646802	0.0537437985	0.1591531287	-0.0966426257	0.0712651367	-0.160075005	-0.0114247976	0.1845685157	-0.0399380755	0.122281827	-0.0554848384	-0.0620369635	-0.0441900477	0.1066553297	0.1015197023	-0.0423935211	0.0457921548	-0.0792519786	-0.0418524019	0.0050425064	-0.092303062	0.0575486002	-0.0632990913	0.1337232129	-0.0632382634	-0.1816083627	-0.1745633413	-0.1359193839	-0.0025883267	0.1523311708	0.1835663183	0.0652773044	-0.0878661695	0.1155138852	0.0655703448	-0.0638989239	-0.1411560574	0.0240563048	-0.0329032662	0.1182558976	-0.0795213409	0.0138378449	0.0295021194	-0.0220746065	-0.0278132196	-0.0743307701	-0.1655595369	0.040246113	-0.0823729872	-0.0750652804	-0.0786601366	0.1483888118	-0.150472627	-0.1623285968	0.2143070216	0.0611640829	0.0011483544	0.1160269245	-0.0502400604	0.1396322254	-0.0392801701	0.0799218096	-0.004835384	-0.0866153656	0.0050233655702385	-0.0292438388541995	0.0008552021109303	2.5234201652257568e-05	-0.0100206950271939	-0.0516621936912427	0.000100414328828	0.0026689822569914	0.1415990729955183	0.0355128815998285	0.0200502974731901	0.0012611647595234	-0.0031412486893246	0.0010114980272498	9.867443328183518e-06	1.0231282591302374e-06	-0.0045882400311101	-0.0021276861130664	2.105194658308121e-05	4.527048195735606e-06	0.0007713004245377	-0.0018946089630871	3.589543123010354e-06	5.949043448920362e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1026597.1443276006	-7138.607330087805	50959714.61318334	1053901696741.5844	1150666.5027901786	-22359.885403380264	499964475.25229776	1324033400643.38	1033588.3184676592	-2494.7100231006043	1068304812072.8032	6223578.099358617	1070718.4505118348	888079.6243076058	1.251908	31.50333	0.147927157288649	0.0753506741368596	0.0517626557	0.1050780205	-0.0544106294	0.1241309598	-0.0779738993	0.0201108488	0.0667759197	-0.0771076721	-0.0622731744	0.0576696628	-0.0011305308	0.1368935459	-0.0338158991	0.0135152775	-0.0568535246	-0.0650718632	-0.0945660321	-0.0404486858	0.0468926789	0.1939977967	0.1181274792	-0.0369726061	-0.0414665433	0.0321178586	-0.0260521195	0.1447633085	-0.1247599063	0.141056497	0.03226096	0.0443258639	0.1927888166	0.0548689189	0.0856818991	0.0598064304	-0.0085874249	-0.0299970175	-0.0429555852	-0.028021817	-0.109599923	0.0709127131	0.0335684648	0.1574387884	0.0690994737	-0.1062612392	-0.0437127022	-0.1329002933	-0.1236622317	0.1655402544	0.0543370738	-0.0533779648	-0.0344375045	0.102778456	-0.0891182059	0.0395431123	0.0069724391	0.0333031342	-0.0246877836	0.128927209	-0.0967662358	0.0503113341	0.0436392661	0.0186938046	0.011504032	-0.0055561713	-0.139356653	0.0881144532	-0.1207735721	-0.1566362807	0.0294843561	0.0066339628	0.0413297124	0.1034295907	0.0615503081	0.083643408	0.0921684136	-0.0276417703	0.0972955049	-0.1202818886	-0.067739096	0.0781589047	-0.0096622851	-0.0912392418	0.0170186739064774	0.0119953083362389	0.0001438874220814	0.000289635261535	0.0496517131339402	0.0596724081611341	0.002465292617135	0.0035607962957489	0.1395187329127623	-0.002080340082756	0.0194654768335827	4.327814859921284e-06	-0.002682148108294	0.0004591005810306	7.193918474825084e-06	2.107733435026345e-07	-0.005177979471286	-0.0005897394401758	2.6811471405059243e-05	3.477926072989837e-07	0.0003365584315738	-0.0004347419929638	1.8900060044622364e-07	1.1327157786341624e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1025969.1182835496	-628.0260440510465	394416.712006407	1052612631671.524	1130311.1886957907	-20355.31409438793	414338811.8811877	1277603383290.8914	1032737.7036062628	-850.6148613963742	1066547164449.9373	723545.6424283729	1067813.602680114	895847.1362554505	0.917492	23.088007	0.1031056664282687	0.0487388904272901	0.0809270989	0.1246323949	-0.0665226526	0.1449598455	-0.0227887956	-0.010446528	0.0027788014	-0.1768084884	0.003963706	0.1167990045	-0.0767124351	0.2036762356	0.0382871252	0.0445227831	-0.0692699043	-0.1271419112	-0.1565667601	0.0009240891	0.1504621572	0.1503762568	0.0723056807	0.0848076189	-0.0490811315	-0.011706747	0.0497238413	0.1363743074	-0.1026647801	0.026166073	0.0925094815	0.0253090049	0.2939236947	0.0268114245	-0.0859887261	-0.0100519374	0.0721662507	0.0057218968	-0.0322558465	-0.0266709558	-0.2257623735	0.1072984307	-0.039727149	0.1002148073	0.0502676248	-0.0441422542	0.0075132336	-0.0320058111	-0.0592166295	0.1129726013	-0.0845415397	-0.0905414161	-0.1258165606	-0.0705871333	-0.1095875507	0.0411675391	0.0181799368	0.0297678576	-0.0129026221	0.1224770424	-0.0985187649	0.052934492	0.0278593842	0.041592756	-0.0108462588	0.009926538	-0.1091470599	0.0758548232	-0.0099593683	-0.0876439822	0.0429075262	0.0619454694	0.0137869868	-0.1118062735	0.0899055363	0.1098079088	0.1466655333	-0.0750433423	0.0500758986	-0.165417441	0.0748506881	0.0763617167	-0.0144722352	-0.0955030384	0.0165387072710814	-0.000479966635396	2.3036797109335827e-07	0.0002735288381985	0.0283307918675603	-0.0213209212663799	0.000802633767843	0.0004545816836471	0.1546586621725652	0.0151399292598028	0.0239193017850076	0.0002292174579918	-0.0024482641551482	0.0002338839531457	5.993997373383531e-06	5.470170353910676e-08	-0.0045269712359579	0.000651008235328	2.04934685711902e-05	4.238117224650064e-07	0.0007749632284337	0.0004384047968598	1.921987659097701e-07	6.00568005424383e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1028168.2137161068	2199.095432557282	4836020.721494299	1057129875696.17	1140307.368861607	9996.180165816331	99923617.9074598	1300300895480.081	1035505.4210728952	2767.71746663237	1072271477071.354	7660259.975101904	1071611.0950457845	879490.6562954215	1.018585	25.631931	0.0827904353401038	0.0476122313772798	0.0593891981	0.0587922659	-0.1204591576	0.0537150695	-0.0869471597	-0.0676809017	-0.039149057	-0.1029693256	0.0159698168	-0.0349987544	0.0311482016	0.0353451609	-0.0651276175	-0.0194320773	-0.0276025049	0.0836015189	-0.1042895572	0.0333582327	0.0462961885	0.2085694044	0.0787083601	0.0263103434	-0.1634807587	0.0953334569	0.0503657836	0.0047034984	-0.0303747179	0.0551533986	-0.0189169457	0.1761191162	0.0735357884	0.0424105708	-0.0393056305	-0.0865810272	-0.0412125863	-0.0269307837	-0.0307701215	-0.1000852941	-0.0072327078	0.0429854619	0.0043572807	0.0907160477	0.2152301159	-0.0629993547	0.0713449237	-0.0673208267	-0.0270205203	-0.0357447595	-0.0734763937	0.0357132508	-0.0996893255	0.0139923003	-0.0817332129	0.1590697128	-0.1512743079	0.0347536253	-0.0162758325	0.1121788249	-0.0750093631	0.0531369099	0.0577251452	0.0464966182	0.0131622655	0.0161125793	-0.0303643636	0.0574926086	-0.0641327449	-0.084044048	0.0919337561	-0.0247957614	0.0068240164	0.0478031731	0.0110266139	-0.0487426052	0.1243462277	-0.0165895604	-0.0690536784	-0.1283948645	0.1318792079	0.074531034	-0.0192567962	-0.0993899282	0.026552798067911	0.0100140907968295	0.0001002820144871	0.0007050510852352	0.0446647731963878	0.0163339813288275	0.0019949419646847	0.0002667989460504	0.1984194477361569	0.0437607855635917	0.0393702772399215	0.0019150063531426	-0.0023257099934082	0.00012255416174	5.408926973438769e-06	1.5019522559794147e-08	-0.0046579239270456	-0.0001309526910876	2.16962553101439e-05	1.714860730311042e-08	0.0007750879286231	1.2470018940005916e-07	1.5550137236410627e-14	6.007612970972478e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1031247.14038287	3078.926666763145	9479789.419305213	1063470664547.8468	1152586.793207908	12279.424346301006	150784262.27652988	1328456315877.289	1041223.5209188912	5718.09984599601	1084146420514.7328	32696665.8487796	1075451.9287966485	890552.1632608103	1.154634	29.055515	0.201879778807509	0.0889897286922177	0.0637961999	0.0398217355	-0.099823793	0.0292519056	-0.0387426089	0.0612640274	0.0293928836	-0.0795665463	0.0736243429	0.0142946567	-0.1672669759	0.1001787523	0.0026888096	-0.1289473571	0.1110249455	-0.026736969	-0.1202828217	0.0601324145	0.1653395373	-0.0044596985	-0.0035137229	-0.0447826577	-0.1361701493	0.1135388316	-0.1185859944	0.0664640557	0.087499651	0.0632154042	0.0137883875	0.1045866757	-0.1177873802	0.0985501308	-0.0860285054	0.0168621467	0.0222533484	-0.087507851	0.1106682329	-0.0325572826	-0.1168798016	0.0063251046	-0.0994695094	-0.0843075904	0.0514624072	-0.0930561721	-0.0120234538	-0.0490762148	-0.2062753784	-0.047327088	-0.0516255202	-0.0213214715	0.0476942921	-0.0252209215	-0.065874823	0.202735863	0.0339310982	0.0398615536	-0.0205985734	0.1198380612	-0.0432604401	0.0458747164	0.0444135695	0.0330028586	-0.024185775	0.0685480571	-0.1293969143	0.0220478514	-0.1268106799	-0.0685241354	0.1041243906	-0.2976429484	0.1905164542	-0.089333409	-0.3089099947	-0.0494296468	0.0342662234	0.1313103719	-0.1997515352	0.0047580625	0.1812012303	0.0726676594	-0.0240075741	-0.1028845713	0.0581479307219865	0.0315951326540755	0.0009982524074286	0.0033811818472489	0.0695683638771811	0.0249035906807933	0.0048397572525478	0.0006201888287964	0.1420876635109067	-0.0563317842252502	0.0201889041219886	0.0031732699140001	-0.0027440935372413	-0.0004183835438331	7.53004934112947e-06	1.750447897503436e-07	-0.0055627323002058	-0.0009048083731602	3.0943990643752914e-05	8.186781921408089e-07	0.0012328814365776	0.0004577935079544	2.095748959252868e-07	1.5199966366576465e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1029328.7867905695	-1918.3535923004383	3680080.505091997	1059517751315.7456	1155636.856624681	3050.063416772988	9302886.846336912	1335496544389.3735	1036899.87262577	-4323.648293121136	1075161345851.338	18693934.56260931	1073792.785558483	874515.2921170966	1.204373	30.307169	0.2399564369999897	0.1115839966642446	0.0449933468	0.0260083352	-0.0845890515	0.0550783592	-0.1151206337	-0.0859422465	0.0241918146	-0.0952198779	-0.0277841453	0.0104858924	0.1019334103	0.0670011511	-0.1419133075	-0.0534057918	0.0149567985	-0.0360602242	-0.0285386216	-0.0124736872	0.0104047828	0.0733484738	-0.0653812973	0.1262580929	0.2054311564	0.1158773591	0.0448934098	0.0215723644	0.055450567	0.063836699	0.0093787082	-0.0799499913	-0.0049027241	-0.0120147582	-0.0019003379	0.1159676906	-0.0757447072	-0.0513645105	0.0024270064	-0.0021362809	-0.0099062573	0.0533061354	0.0127104531	-0.0576264278	0.151268389	0.1407182732	-0.1421575764	-0.0805826009	-0.0199636419	0.1016628827	-0.0042453887	-0.082490976	0.0520484619	0.0427512527	-0.0170588089	-0.0866754054	0.1418023482	0.0448180462	-0.023601205	0.1210750123	-0.0356638719	0.0092134758	0.0398090574	-0.033761152	-0.077510522	-0.1937284467	-0.0227280391	0.0445569605	0.062207596	-0.032355179	-0.0646781773	-0.0805296491	0.1831338623	0.0340739117	0.0010718991	0.0426372672	0.0594100383	-0.0036808929	0.0269527568	-0.1109808611	0.0857846376	0.0707724105	-0.0287162347	-0.105973176	-0.0011703883581475	-0.059318319080134	0.0035186629784925	1.3698089088872009e-06	0.0992528232612528	0.0296844593840717	0.0098511229253294	0.0008811671289246	0.2050128908770858	0.062925227366179	0.0420302854257798	0.0039595842390853	-0.0033788488171945	-0.0006347552799531	1.141661932945667e-05	4.0291426542846506e-07	-0.0060170069581604	-0.0004542746579545	3.620437273455067e-05	2.063654648597687e-07	0.0005613427510933	-0.0006715386854842	4.5096420610198157e-07	3.1510568420499455e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1029018.110518188	-310.67627238156274	96519.74622090296	1058878271774.4218	1140979.228914222	-14657.627710459055	214846050.0984172	1301833600813.6926	1032482.6172356264	-4417.255390143604	1066020354893.7292	19512145.181752723	1068957.2132429164	875453.6538721839	0.982928	24.73465	0.1412074034028605	0.0739250298355346	0.0649724646	-0.0542347619	-0.1310690124	-0.0798821844	-0.1125028086	-0.023584032	-0.071203611	-0.1066715268	0.0091010092	-0.0340588876	-0.0419541319	0.0510500308	-0.0143867705	0.0623837212	-0.0062496347	-0.0368834556	-0.1476979296	0.01861544	0.0408555484	-0.0437319491	0.0285369995	0.1925293627	0.0980521123	0.1195330294	0.1388308261	-0.0762999361	0.0384643796	0.0346599435	0.1006091563	-0.0716684318	0.009924076	0.0764379782	-0.0706848745	0.1349529742	-0.0473707489	0.0462962358	-0.0177724779	-0.1341533365	-0.1045338247	0.0471455288	-0.0283063937	-0.0793595198	0.0578319209	0.1521824356	-0.0067827849	-0.1397186936	0.046464148	0.0068667771	-0.090803629	-0.0368768256	0.0034035595	-0.0107088726	-0.0962427056	-0.0600421114	0.1822512586	0.0511746374	-0.0257275442	0.1100258343	0.0071034646	-0.0701194239	0.0270191462	0.0287916753	-0.076885814	-0.1628849614	0.0439754133	-0.061001268	0.1445485693	0.1139224849	0.0764356992	0.0117186155	0.0929667338	-0.008388742	-0.0172108235	0.1227382699	-0.0083917147	-0.0004206775	-0.0358149669	-0.1521275981	-0.0050962092	0.0688461184	-0.0333745172	-0.108643553	-0.0084086709804864	-0.0072382826223389	5.239273532085331e-05	7.070574765807412e-05	0.0728830839087919	-0.0263697393524608	0.005311943920056	0.0006953631535167	0.2510850386977665	0.0460721478206807	0.0630436966578589	0.0021226428048106	-0.0038411561373513	-0.0004623073201568	1.475448047151156e-05	2.1372805827056225e-07	-0.0060141661244166	2.840833743800175e-06	3.617019417208018e-05	8.070336359913719e-12	-0.0002040537671537	-0.000765396518247	5.858318301446303e-07	4.163793988961641e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1035071.3957882156	6053.285270027584	36642262.56033292	1071372794378.9648	1159712.9460299744	18733.7171157524	350952156.9730344	1344934117189.5222	1035260.155736653	2777.5385010265745	1071763590055.879	7714720.12468495	1071022.9203092605	900893.2570227336	1.225061	30.827763	0.3354412225272787	0.2005577856188312	0.0213531704	-0.1273789292	-0.0510198493	0.0025096611	0.1003615314	-0.1708167101	-0.0178896054	-0.0198154836	0.1160840009	-0.094265721	0.1063713568	-0.0327069282	0.0193395151	0.0194245197	0.0295775759	0.140556166	0.0213381198	0.0533821866	-0.0419048955	0.0569878661	-0.0540303778	0.1010124612	0.1507756584	0.0531913305	0.0738677916	-0.1449646661	0.0023454086	-0.0375210604	-0.0832389944	0.0251588792	-0.021091839	-0.0013654024	-0.0363889847	-0.0007436385	-0.0733397532	0.0259639893	0.0257967111	-0.0573165291	0.0644692506	-0.0356296401	-0.0461530295	-0.020669155	0.1199904365	0.1363462983	-0.0812161953	0.092105264	0.2042290958	-0.1204284046	0.0209746095	-0.0426122871	0.0141842097	0.0176635738	0.0243199016	0.0164974024	0.0327224352	0.0668483148	-0.0348259873	0.0287573455	0.0610228167	-0.1272144657	0.0325047109	0.0066868244	-0.0572680991	-0.1059059163	0.1153775315	-0.0028663479	0.135799491	0.097804067	0.0066824841	0.061723572	-0.0169761786	-0.1934415568	0.090204203	-0.2253325225	-0.0665025989	0.0733161087	-0.0399557183	-0.0350499882	0.0030628404	0.0668896282	-0.0379742494	-0.1108851636	-0.0119082077289931	-0.0034995367485067	1.2246757454148848e-05	0.0001418054113168	0.1014556925272671	0.0285726086184752	0.0102932575461873	0.0008163939632645	0.4292921671871283	0.1782071284893618	0.1842917648082213	0.0317577806444239	-0.0046062914086594	-0.000765135271308	2.12179205414894e-05	5.854319833997195e-07	-0.0073331013712962	-0.0013189352468796	5.377437572170621e-05	1.7395901854613525e-06	0.0002151146880773	0.0004191684552309	1.7570219386074284e-07	4.627432902659407e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1031101.1553051784	-3970.240483037196	15762809.49314743	1063169592471.6736	1148950.6667729593	-10762.279257015092	115826654.80597731	1320087634678.0278	1035424.8062114988	164.650474845781	1072104529318.12	27109.77886694116	1069133.333815653	876060.4960267532	0.966682	24.325836	0.1573581602184266	0.081605198875669	0.0269977764	-0.1181280427	-0.0886619296	-0.0801604893	-0.0428276948	-0.0729181771	-0.0692060386	0.0624529625	0.0245282398	-0.0739001134	-0.0473852471	0.0065926302	-0.0565032764	0.0212727391	0.0539547212	0.1458493151	-0.0758517061	0.0991631306	-0.0008713603	-0.066717478	-0.0675643386	0.0746665551	0.1133687196	0.1404857867	0.0620762014	-0.158104048	0.084675387	-0.0931548766	0.0233265872	0.0029688262	-0.0627552908	0.0915817573	-0.0771461476	0.0298928324	-0.061100994	0.0480801173	0.0134698608	-0.1086292048	0.0711667075	-0.0380675598	-0.1010021331	-0.1433533532	0.1123917524	0.0795246997	-0.0443093249	-0.017118297	0.0659742089	-0.1271734107	-0.0208638565	0.0591384702	-0.0365474719	-0.0174259106	-0.0352100906	-0.0826503768	0.025290554	0.0511543016	-0.0304098706	0.0412647411	0.0423632182	-0.0961041224	0.0453032579	-0.0001117572	-0.0617362586	-0.162385369	0.1515689536	-0.040266788	0.1263856876	0.1448385299	0.0637133002	0.0034339873	-0.0170197424	0.0412798081	0.0098246041	-0.0820339871	-0.0838726206	0.0593526156	-0.0427547928	0.1124364632	0.0173535301	0.0649037979	-0.0425073619	-0.112689161	-0.0171770072165742	-0.0052687994875811	2.776024804033486e-05	0.0002950495769182	0.1631948136831624	0.0617391211558953	0.026632547213082	0.0038117190811023	0.3947974149695312	-0.0344947522175971	0.1558649988666242	0.0011898879305534	-0.0047204648363185	-0.0001141734276591	2.228278827091945e-05	1.3035571583427826e-08	-0.0065141546170257	0.0008189467542705	4.2434210374517246e-05	6.706737863301872e-07	3.112512285983809e-05	-0.0001839895652174	3.385216010891067e-08	9.687732730400158e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1031039.6091718848	-61.54613329353742	3787.926523385876	1063042675681.313	1152738.328643176	3787.661870216718	14346382.443093603	1328805654323.0627	1033371.1382828542	-2053.6679286445724	1067855909436.0018	4217551.961143289	1067708.4916853835	891702.0301190043	0.92179	23.196159	0.1175960971990575	0.0608960980732055	0.0261239177	-0.0945311908	-0.0559888949	-0.0378692088	0.0829017986	-0.0762281233	-0.0451340661	0.0267864895	0.0856501358	-0.0061410362	-0.0480700811	0.0780539951	0.0478194107	0.0705578658	0.0567260106	0.0739379489	-0.0637573992	0.0914707249	0.0793749949	-0.0693823096	-0.0265563346	0.0708249088	0.1674130983	0.0330090543	0.066352498	-0.0733421874	0.0479943321	-0.0146752271	-0.0813931361	-0.0108338803	-0.0437788952	-0.0287541721	0.0366111152	0.0590701141	-0.0627539351	0.078255435	0.0181768672	-0.0227445354	-0.0315922448	-0.0038373386	-0.1417143528	-0.119695377	0.0569647033	0.1024089969	-0.1032107941	-0.0388076848	0.1282031975	-0.0875494223	0.0526751824	0.0495184911	-0.0196783403	0.0148450332	0.0300710075	-7.60532e-05	-0.0678065716	0.0577076985	-0.0316684585	0.0390445804	0.0533238289	-0.1147822477	0.0450634368	-0.0106306269	-0.0626926606	-0.0841443543	0.1007488871	-0.0175808762	0.0445292791	0.1451691997	-0.0516710397	0.0233256544	0.0230120293	-0.1147687466	-0.0246154263	-0.0498740941	-0.1063599833	0.112070331	-0.0640527484	0.0734560667	-0.022204158	0.0628894987	-0.0469659021	-0.1140484259	-0.0178164454190294	-0.0006394382024552	4.0888121475913867e-07	0.0003174257273692	0.1365006145529292	-0.0266941991302332	0.0186324177733273	0.0007125802672045	0.3997009769716584	0.0049035620021272	0.1597608709920982	2.4044920308705863e-05	-0.0054973886372063	-0.0007769238008877	3.0221281828484934e-05	6.036105923859449e-07	-0.007193008146064	-0.0006788535290383	5.173936618934306e-05	4.6084211388775446e-07	-0.0002202755044989	-0.0002514006273587	6.32022754363671e-08	4.852129788224492e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
