global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
888157.5592187895	831.9932471619686	692212.7633231166	788823849997.4775	1114549.064902119	5227.61384249269	1242219618074.188	27327946.48622119	909787.2785544592	1605.672902960796	2578185.4713025494	827712892219.5292	919919.1937390862	837993.0198066907	0.94776	19.012547	0.0876376268971135	0.046298153879238	0.0078051609	-0.021802069	0.0315170879	-0.0594958914	-0.0333225765	-0.0142401764	-0.131595416	-0.0004810666	0.0011569015	-0.1124987741	-0.0215407068	-0.0100946159	-0.0735812605	0.0399050017	-0.037470782	-0.0257231681	0.0839048692	-0.01017901	-0.0683509556	0.0181418566	-0.0149775184	0.146102127	0.1272773642	-0.0225547246	0.0372326115	-0.0414033138	0.1575647054	0.1149996322	0.0773762347	0.0180766065	0.1181610813	0.0972590949	0.0309357943	-0.0072989034	0.0281872834	-0.0442742056	0.0423224191	-0.0314234169	0.0453645751	0.0001232176	-0.0241762245	0.2041550602	-0.0911409386	0.0606180908	-0.1239090985	0.0154187477	0.0735608452	0.0350336461	0.0342067057	0.0628283566	0.0796017044	0.0136537281	0.0855610836	-0.0026539376	-0.0747022581	0.0238855806	-0.0496071341	0.1370062846	0.1042124599	-0.0442389465	0.0517426475	-0.0572724659	-0.0106032316	-0.1826143298	0.162026791	0.0484586621	-0.018541256	-0.04152028	0.0392497554	-0.0177962681	-0.0261623152	-0.0050430459	-0.0275826626	0.0182130816	-0.09834706	-0.1153680188	0.1710064939	0.0151296135	0.008496703	-0.0155966095	-0.0368334628	-0.0369074752	0.0076756824	-0.0312298389	0.0220772963	0.1193736552	-0.0379741724	0.0658256208	0.0031645518	0.1675323691	-0.0655033228	-0.0229022899	-0.0512825288	0.0520679539	0.0352239828	-0.0117906511	-0.1053603501	0.0104588251	-0.1618262218	0.0472407423	-0.020909836	0.0955030384	0.0425073619	-0.0251890118	0.0104688521545739	-1.8899797197500023e-05	0.0001095968654343	3.5720233410662977e-10	0.0649061273940532	0.0188938612284346	0.0003569779921193	0.004212805373293	0.0606124630576374	0.0101095880762614	0.0001022037710716	0.0036738706779134	-0.0006290077111126	0.0006049740174936	3.956507006391121e-07	3.659935618423466e-07	-0.0001609682154737	-0.0005670300528106	2.5910766392787512e-08	3.215230807903919e-07	-0.0001010508771979	-3.014856002000072e-07	1.0211279782465066e-08	9.089356712795859e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
890496.3094297299	2338.7502109404886	5469752.54917418	792983677107.9694	1115348.5939520474	799.5290499283001	1244002486030.809	639246.7016792501	911539.240702668	1751.9621482087532	3069371.368756229	830903787340.7965	920465.8632312282	849717.5107471956	0.993804	19.936201	0.0726406133901265	0.0424376135790702	0.0287236644	-0.0110860224	-0.045958054	0.1503418575	-0.0339453436	0.0059553742	0.0431438319	0.1211409819	0.1188762823	-0.0447075894	-0.0229369708	0.0890270107	0.0159432837	0.0433294873	0.1148968108	-0.0384322643	-0.000535828	-0.0819171522	-0.0303565739	-0.0050052836	-0.0180097694	0.0166834172	0.1722697974	-0.1036741972	-0.007985131	0.129216043	-0.0791070686	0.0359450145	-0.020447991	0.0370387024	0.1502073086	-0.0182781511	0.07675005	-0.028478019	0.0148368381	0.0424474083	0.1388327246	-0.025827346	0.0622399047	-0.0066817487	-0.0436585313	0.015213524	-0.1049008781	0.0941066731	0.0348159901	-0.1219877926	-0.0006004834	0.0251397101	-0.1137551115	-0.000859009	0.0062450979	-0.0038025993	0.055750781	-0.069066013	-0.0878353031	-0.0295358532	0.044734511	-0.0388718081	0.2073069681	0.0443441295	-0.1022953878	0.0365105283	0.1213383996	-0.0640069937	0.0992299162	0.0246188563	-0.0731393249	0.0012500458	0.1107982664	-0.0356418574	0.0613981255	-0.0105279893	-0.0103849061	-0.1405687609	-0.0563511624	-0.0098451789	-0.004255066	0.0316565291	-0.0017908282	0.0023566815	-0.0781349445	0.0298957169	0.0027992438	-0.0432261934	-0.0614966833	0.0279257944	0.1165119208	0.0554069288	-0.1378213604	0.1108037516	-0.0450114734	-0.0414716956	0.0756795597	-0.0345729915	0.0602907982	-0.0074083348	-0.0223451286	0.0005761956	-0.2112073981	0.0303165292	-0.0137229212	0.0941228505	0.0379742494	-0.032215118	0.0223749027012445	0.0119060505466705	0.0005006362708901	0.0001417540396198	0.0456055099260339	-0.0193006174680193	0.0003725138346468	0.0020798625356135	0.0236790346738757	-0.0369334283837617	0.0013640781321784	0.0005606966830866	-0.0007000095640738	-7.100185296119994e-05	4.900133897947915e-07	5.041263123923857e-09	-0.0001799646763271	-1.8996460853400003e-05	3.2387284725517874e-08	3.608655249547588e-10	-0.0001010629032168	-1.2026018900005745e-08	1.0213710406608285e-08	1.4462513058329535e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
891708.932336617	1212.622906887089	1470454.3143072934	795144820008.9094	1121690.4204382184	6341.82648617099	1258189399302.8672	40218763.18069989	912719.2171281067	1179.97642543877	1392344.3645912574	833056369314.9441	922570.1586146682	855728.2494891827	1.072628	21.517445	0.0320744769210115	0.0202645306285823	0.0322441978	-0.013308735	0.1637000799	-0.0005779539	0.052969038	-0.0298720284	0.0569236318	-0.0378289783	0.0549527909	-0.0104887209	0.0083471462	-0.1032367422	0.0737871154	0.0454627186	-0.0706375738	0.0554784573	0.0306820924	0.0259353024	-0.0561097652	-0.067005516	0.0404877588	-0.1594793493	-0.0525770858	0.0382911724	0.0994141688	0.0126358374	0.0374809148	0.0414666321	-0.0273991469	-0.0631089283	0.0092224251	0.0794106857	0.1204069333	-0.0987323454	0.0406824035	0.0253428611	-0.111739832	-0.0553873597	-0.0950951191	-0.0383954404	-0.105496559	0.0958704617	-0.0781829785	-0.0476759488	0.0077688017	0.1127526795	-0.0916881927	0.0337133144	0.0588712383	-0.0209112591	0.0679533462	-0.0047559564	0.0706586279	-0.0345061048	0.057567198	-0.0911987271	0.0523687679	-0.096293207	-0.0856090895	-0.0624836399	-0.0867522601	0.0227095314	-0.0497746556	-0.0901937084	0.054921544	-0.0143182616	-0.0201524132	-0.0836634184	0.0652939404	0.0328720751	0.0285529041	-0.0478404025	0.1370626731	0.0486590398	-0.0644851611	-0.0404449406	0.0004361274	0.0316012715	0.0436204434	-0.0254960894	0.009261194	0.0029589465	-0.0153097469	-0.0294325228	0.0898107219	0.1407781088	-0.0527727763	-0.0770904987	-0.0068551607	0.1628236629	0.0338237917	0.0393072625	-0.0601261131	0.0181901114	0.0555451366	0.1362006447	-0.0455013632	0.0266489292	-0.0826024941	0.0147153215	0.0573939991	0.0927013771	0.0333745172	-0.0391140859	0.0359665426738473	0.0135916399726028	0.0012935921919096	0.0001847326771448	0.0456499607148828	4.44507888489043e-05	1.975872629289874e-09	0.0020839189132703	0.0351664748845905	0.0114874402107148	0.0001319612825947	0.0012366809558085	-0.0008390088369087	-0.0001389992728349	7.039358284108896e-07	1.932079784863099e-08	-0.0001799575944443	7.081882799994275e-09	3.2384735798179164e-08	5.0153063992854745e-17	-0.000101075467476	-1.2564259199991832e-08	1.0216250125491934e-08	1.578606092445793e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
889899.9527480593	-1808.9795885577328	3272407.151818506	791921925900.9982	1121341.2023168104	-349.2181214080192	1257406092013.3098	121953.29631974603	911950.8908077484	-768.3263203583192	590325.3345553546	831654427245.0459	921137.358920256	859432.1018880209	1.151581	23.101286	0.0604253880293349	0.0393116367555147	0.0351377599	-0.030745375	-0.1050285112	-0.1275672232	0.0284209899	-0.0684880076	-0.075749728	-0.025562807	-0.0708443643	0.1021197538	0.0247738842	-0.0918671072	-0.0303892985	0.0835976496	-0.0049360765	0.0003066274	0.0502066077	-0.0871863836	-0.0067653526	0.0791244036	-0.0373356637	-0.0111316149	-0.0029498099	-0.0716043859	0.0057996709	0.0785911118	-0.0921681333	0.1473925674	0.0756062279	0.1124891748	0.0342921811	0.0673989474	-0.0617531047	0.0539376245	0.1831207128	0.048487915	-0.1663291215	-0.1230615154	-0.0108772224	0.003798492	0.0339749337	-0.0124278343	-0.0911438986	-0.1528966541	-0.0503719703	0.0885802866	0.0569266808	0.0829854677	-0.0232993432	0.0305230126	0.0048396377	-0.0992290485	-0.0294270825	0.0402812207	-0.0794664512	0.0788777561	0.0714136411	-0.0804385389	0.083743882	0.0222180139	-0.1163350555	-0.0113987439	0.0587656605	-0.0627729369	0.0273628889	0.1361646201	0.16176102	0.052310104	0.0204186521	0.0427196761	0.0643954669	0.0378756978	-0.0858487954	0.1084932192	0.1076177895	-0.0484307952	0.014078069	0.0490711961	-0.0072582696	0.0145401701	-0.0550654949	-0.0441339069	0.0117976967	-0.0398289874	-0.064886932	-0.0154042093	-0.0471463103	0.1767917732	-0.0473837912	0.1378361456	-0.0414347656	0.0114838672	0.0249215811	0.0342665106	0.0778162038	0.0374729541	-0.0569553681	-0.0086674787	-0.0098415381	0.0175986334	0.0065896591	0.0912392418	0.0287162347	-0.0458586883	0.0201701461368202	-0.0157963965370271	0.0004068347951806	0.000249526143555	0.0458201532590862	0.0001701925442033	2.8965502102425305e-08	0.0020994864446861	0.0126107442150811	-0.0225557306695094	0.0005087609860354	0.0001590308696582	-0.0004010087333962	0.0004380001035125	1.6080800426002464e-07	1.9184409067696076e-07	-0.0001799793226542	-2.172820989999229e-08	3.2392556583064634e-08	4.721151054581229e-16	-0.0001010359336265	3.953384949999727e-08	1.0208259883778511e-08	1.5629252562884345e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
888680.1068418478	-1219.845906211529	1488024.0349010262	789752332296.438	1111161.1734913792	-10180.02882543113	1234679153474.739	103632986.88660872	911275.34829587	-675.5425118784187	456357.6853550035	830422760411.7592	920339.2114922876	848370.0236102764	1.095739	21.981081	0.0684063746277711	0.0331034351024042	0.044017781	-0.0282605354	-0.0084737265	0.1278672753	-0.0642274841	-0.0326321147	0.0361624206	0.0655750692	-0.0180044834	0.0094090179	0.0239609651	0.098747868	0.0311148589	0.0746376601	0.0562297239	0.0403358755	0.0266368572	-0.0090583308	0.0049082643	0.1288187523	-0.0852976622	0.0070751739	0.0026412174	-0.085291016	-0.0059899204	0.0474192758	-0.1572028785	0.0210301041	-0.0446203724	0.0847287089	0.0949623475	-0.0439445875	-0.0673868261	-0.0633522298	0.1531974828	0.0562333341	0.0243552282	-0.1705988973	0.0525557701	0.1097289987	0.0949556245	0.0345257763	-0.2066249098	-0.1215087475	-0.0896176163	-0.1010639831	-0.0301745384	0.0575954313	-0.0513304136	-0.0474008912	0.0355938365	-0.0148389677	-0.0451337634	0.0994127243	-0.07630272	0.0779022737	0.0811606237	-0.0465041636	0.0468694671	0.0663236477	-0.1000279779	0.0929526503	0.1200422872	-0.0282304528	-0.0392226316	0.0644300152	0.0284055282	0.120523199	0.1080947094	0.0566567493	0.1585488809	0.085757654	-0.0243835588	-0.0022793059	0.0675746822	0.0257587705	-0.0101142039	0.0478520267	0.0292395168	-0.0001330222	-0.0088221635	0.065526395	0.000831405	-0.0631013176	-0.0210397475	0.0395551073	0.0892394805	0.0056827618	-0.0951396824	0.0755448079	-0.096433548	0.0543198808	0.0726704835	0.0190066861	-0.0039118186	-0.0213857228	-0.0644400684	-0.0964329859	-0.0951156306	-0.0529359745	-0.0544114371	0.089737086	0.0240075741	-0.0524223074	0.0358796481746566	0.0157095020378364	0.0012873491531371	0.0002467884542767	0.0337212831704079	-0.0120988700886782	0.0001463826574227	0.0011371249386588	0.0356066506320189	0.0229959064169378	0.0005288117119365	0.0012678335692306	-0.000400999664701	9.0686952000066e-09	1.6080073109031445e-07	8.224123263062274e-17	8.000150103115722e-05	0.0002599808236853	6.400240167238249e-09	6.75900286841168e-08	-8.983904320685398e-06	9.20520293058146e-05	8.071053684322976e-11	8.473576099318551e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
888184.8818265875	-495.2250152602792	245247.81573954376	788872384305.3092	1116728.5462239585	5567.372732579242	1247082645951.4758	30995639.14346686	909743.8750685308	-1531.4732273392146	2345410.24605679	827633918224.7065	920132.112649156	852991.5658453526	0.960932	19.276777	0.1395943541942631	0.0745133039842947	0.0542031352	-0.0386108103	0.1043284269	-0.0212005882	0.001792153	-0.0827553593	0.0326782467	-0.0509362509	-0.0880346752	-0.0791529142	0.0602688273	-0.0097964726	0.0316559852	0.0296628543	-0.1058582283	-0.0490270499	0.0557103078	0.0191291164	-0.0133016526	-0.0029885145	0.0644788201	-0.0501231575	0.0278787846	0.0878850664	0.1842636025	0.0617782875	-0.0817498268	0.0067041078	0.156225497	-0.0258323734	0.035094364	-0.0465943007	-0.0110873729	0.0092047258	0.01857225	0.0810643737	0.0419764223	-0.0770005302	-0.0743591539	0.0043207313	-0.0460629391	-0.027144507	0.0500298519	-0.0465857467	-0.1048291592	0.0553718724	-0.0407766987	0.0378436749	0.0941763775	0.0739198642	-0.002469012	0.0160273901	5.93683e-05	0.0846869745	0.1568753855	-0.0977426703	0.0065818572	0.0162126119	0.0321242965	-0.04330298	-0.1069401311	-0.0595399981	0.0872205326	0.0595993122	-0.0210811749	0.1092812554	-0.0071680103	0.040957263	0.0573656699	0.0200896764	0.0109046684	-0.0276674066	0.0295203788	-0.0737926738	-0.0361479932	0.1057569507	0.0601811905	0.0433006363	0.0525700995	0.0360663747	-0.0081345502	-0.0159709597	0.0792325936	0.0007624557	0.0466612327	0.0927408427	-0.023610295	-0.0172668615	0.0705926866	0.0832718374	-0.0302540653	-0.0542361053	-0.1493329101	0.0781575314	0.0887872509	0.0619605683	-0.0005859981	-0.0695925855	-0.0436740859	-0.0477356168	0.0254865517	0.0881955685	0.0192567962	-0.0587790397	0.049037733968916	0.0131580857942594	0.0024046993528061	0.000173135221769	0.0935906090873004	0.0598693259168924	0.003584336185743	0.0087592021093318	0.060499472476593	0.0248928218445741	0.0006196525793857	0.003660186169946	-0.0007419803969689	-0.0003409807322678	5.505349094861264e-07	1.1626785977795329e-07	-0.0001800832164366	-0.0002600847174677	3.2429964842151326e-08	6.764406026028311e-08	0.0002234330587144	0.000232416963035	4.992233172647252e-08	5.401764470645225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
888028.3233683662	-156.5584582212614	24510.55084061845	788594303104.4316	1110886.7702047413	-5841.776019217214	1234069416215.9216	34126347.058701314	910109.4889894006	365.6139208697714	133673.53913376745	828299281948.5479	920376.5209182188	841700.7848707932	0.997488	20.010101	0.0716525779222201	0.0365299373911467	0.0226318375	-0.0719145814	-0.1160074695	-0.0669113331	-0.0705623545	-0.0731955964	-0.0575904904	0.0372701469	-0.101611115	0.0199238764	0.1054966997	-0.0023419955	-0.0716828665	0.078408165	-0.0160176748	-0.0919118098	-0.0574680367	-0.0479989596	-0.0595072722	0.0288008731	-0.117115882	0.0266105033	0.0184093454	0.062556931	0.0011376116	-0.0199643546	0.00130394	0.1726871607	0.1366182603	-0.036572965	-0.0129209753	-0.0112223692	-0.0573457294	-0.0213494273	0.0393653821	0.0982910637	-0.0520217298	0.0841902022	0.0256400931	0.0604967104	0.1368473281	-0.0665111064	0.0539729664	0.0394441264	-0.0197704027	-0.0085580942	0.0854775807	0.0889105139	-0.0073192733	0.0522859754	-0.083469446	-0.0086328275	0.0750201543	0.041859284	-0.0295358811	-0.0503397083	0.0581940025	0.0815563853	-0.03744285	-0.0587426365	-0.0145771612	-0.1805427881	0.0776106141	-0.0056077842	-0.0094049433	0.0263823329	0.137063977	0.0275939139	-0.0469313728	-0.0367753992	-0.0740717461	0.067991644	0.0130402865	0.0582443618	0.0979072085	-0.003655616	-0.10167835	0.0609890645	0.0206503006	0.0674781717	-0.0399651521	-0.0385159121	0.073444965	-0.0188037962	0.0205717392	-0.0296548816	0.0182055668	0.09703575	-0.0206639084	-0.0147388805	-0.1042155602	0.0197405724	0.0091123672	0.1401340224	0.1688495364	0.0244365015	0.006769753	0.0139583052	0.0942485326	-0.0005075365	0.177948492	0.0866153656	0.0144722352	-0.0649037979	0.0576323929769273	0.0085946590080112	0.0033214927202469	7.386816346398974e-05	0.0781980582805204	-0.0153925508067799	0.0002369306203393	0.0061149363188436	0.0339099076780939	-0.0265895647984991	0.0007070049561735	0.0011498818387368	-0.0006059929526232	0.0001359874443456	3.6722745862898393e-07	1.849258501967484e-08	-3.611051489560424e-05	0.0001439727015409	1.3039692860256554e-09	2.0728138789012646e-08	0.0003649889790063	0.0001415559202918	1.332169547960613e-07	2.0038078569686735e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
888088.4327003864	60.10933202016167	3613.131795910034	788701064296.2288	1111157.6318920618	270.8616873205174	1234671282911.9746	73366.05365811773	910349.9907255116	240.50173611100763	57841.08507240875	828737105613.939	920069.871798603	847072.3275590945	0.972619	19.51123	0.1767304881281441	0.1225543429357244	0.0597954143	-0.0427528222	-0.0006049997	0.0563812144	-0.0678177477	-0.074775297	0.0662043049	0.0515151933	-0.0226746044	-0.0928935562	-0.0795423605	0.0958152858	0.0689069478	0.0331575738	-0.0377489521	0.1342217738	0.0240828239	0.1236243335	-0.1236154875	0.0699598499	0.0469459897	0.0455651549	0.0602640767	0.0676664342	-0.0111261898	0.0279819255	-0.1054628575	0.0647862247	0.0496480914	-0.1852754808	-0.021406099	0.0994615698	0.0041126261	0.0368723246	0.0810199164	0.0630489138	0.0240745816	0.055194278	-0.0264571659	-0.0284027574	-0.1717507594	-0.0229353311	-4.66789e-05	-0.0125749659	0.0291166061	-0.0776743994	-0.0880297882	0.0523305586	0.0549274581	-0.1203536564	0.0815413127	0.0588487881	0.0591850719	0.1186115431	0.0198008158	0.0250929435	-0.0778628511	0.0045217248	0.0511037579	-0.0007274182	-0.0296004513	-0.03979054	0.085580776	-0.0240391205	-0.1242158229	-0.029415609	0.1303776709	-0.112554032	0.0251639253	-0.1264148926	-0.0768131641	-0.052512843	0.0064814794	0.0193313791	0.0078077628	0.1541184578	-0.016340353	0.0681692088	0.0288229896	0.0066854664	0.0798600166	0.0632470559	0.0145130838	-0.0855630422	-0.0206659651	0.0509373941	0.1541573548	-0.0302289783	-0.033002524	-0.0105010918	-0.0874295997	0.0430505563	0.0231099981	-0.0114217642	0.0048934119	0.0500792124	-0.0073349447	-0.0323902583	0.1180092692	-0.0149893884	0.0060678579	0.0849971703	0.0096622851	-0.0707724105	0.052884448650289	-0.0047479443266383	0.002796764909045	2.254297532885685e-05	-0.0384234531794618	-0.1166215114599822	0.0136005769352107	0.0014763617542342	0.0434662615831484	0.0095563539050545	9.13238999586504e-05	0.0018893158960146	9.897849441967947e-05	0.0007049714470428	9.79674235758652e-09	4.969847411457315e-07	0.0001330159377128	0.0001691264526084	1.7693239685615485e-08	2.86037569719028e-08	0.0003229933099282	-4.1995669078099965e-05	1.0432467825837428e-07	1.7636362213172814e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
886946.3593583627	-1142.0733420236502	1304331.5185610694	786673844379.054	1113892.085870151	2734.45397808915	1240755578964.1558	7477238.558287578	909846.0851379752	-503.90558753639925	253920.8411504037	827819898640.8995	919967.6273464784	837975.5942828839	0.9635	19.328285	0.1620619672865317	0.1163936234242388	0.0501611471	-0.0591378929	0.0205957921	-0.1316998141	-0.0425616198	-0.0960514801	-0.0731627465	-0.063413463	-0.1543148095	-0.107013865	-0.0256681424	-0.0597677423	-0.0825880514	0.0935233361	-0.1083891798	-0.0422174984	0.038658526	0.0464437621	-0.0676921128	0.0681953087	-0.0302242168	0.1273707537	0.0072520451	0.0567950725	-0.0168843166	0.0688402092	0.0383666618	0.0775648144	0.0619446211	-0.0833548506	-0.0473143031	0.0942606056	-0.0750313405	-0.054770947	0.0946084351	0.0028390062	-0.0343009891	-0.0383293251	-0.0825012566	0.1476406614	-0.0155768328	0.0114979727	0.0894478867	-0.0383707569	-0.0201993601	0.0786882482	0.0904939298	0.1003876394	0.0736669581	0.0546720593	0.0008862257	0.0408421752	0.0661560991	0.0900047568	-0.0206297904	0.0992532201	-0.0718380885	0.1039861503	0.0164710523	0.0445296	-0.0366044075	-0.0836800771	0.013853135	-0.0277156272	-0.0138139432	0.0169125768	0.1488469925	-0.0093725939	0.0403236497	-0.0304458353	0.0702254823	0.0107903426	0.0635134188	0.08251393	-0.0547828985	0.0363857738	0.0282258763	0.0677280439	0.0298760669	0.06373698	0.0394688092	-0.0424467102	0.0885968091	-0.0330315662	0.0857198947	0.0589451736	-0.0418968885	0.0774187196	0.0800700746	0.0164334792	-0.1027273697	-0.0435403012	-0.1259597844	0.0187473719	0.0567010559	0.0484063007	-0.0318052395	0.0284075965	0.0054054413	-0.0669871436	0.0045617648	0.0833416924	0.004835384	-0.0763617167	0.0578535917356077	0.0049691430853187	0.0033470380767103	2.4692383002370707e-05	0.0735005187886201	0.1119239719680819	0.0125269755011119	0.0054023262621962	0.0419494911228213	-0.001516770460327	2.300592629320872e-06	0.0017597598054636	-0.0002989713712111	-0.0003979498656307	8.938388080384536e-08	1.583640955555554e-07	-0.0001010843507909	-0.0002341002885036	1.0218045974817726e-08	5.4802945077515575e-08	0.0005639847912498	0.0002409914813215	3.180788447610805e-07	5.8076894069579055e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
887703.8329331185	757.4735747557133	573766.2164531993	788018095004.1499	1106510.4150502873	-7381.670819863677	1224365298614.759	54489064.09282689	911579.4290935672	1733.3439555920197	3004481.268387389	830977055546.5538	920621.4960892026	844303.4975085136	0.994427	19.948702	0.0102499614664245	0.0075211349867223	0.0622310151	-0.0859772048	-0.0574533383	0.1197601516	-0.1085843215	-0.0865786304	0.0268142745	0.0993288056	-0.0423612014	-0.0818489806	-0.0069964426	0.1016591345	0.0554804389	0.0763068267	0.0387492087	-0.0830309383	-0.0434815165	-0.0108658675	-0.0749898112	0.0287542614	-0.0107682917	0.0302203829	0.1730282716	0.0088665263	0.0490645258	0.0847089605	-0.0542807854	0.0624318857	0.0467031831	-0.0502859612	0.0741925511	-0.1074353593	-0.0970286683	0.1132721475	0.0549715462	0.0053417786	0.0662096364	-0.0758913369	0.0569940429	0.0042726117	-0.202761448	-0.1165659847	0.0495184691	0.0949879418	-0.0362442047	-0.1141740688	-0.0375546119	0.0815362648	-0.0664101569	0.0344475432	-0.0697013078	0.0305735644	0.0645088773	0.0318247468	-0.0308468177	-0.0468843248	-0.0209205862	0.0316437099	0.1538642554	0.0353469513	-0.0972217773	-0.0676044357	0.1042490811	0.009733381	-0.0626908102	0.0087604063	-0.0206498769	0.0953269074	0.075378534	-0.0127989957	0.0378765895	-0.0693593887	-0.1276853638	0.0427556222	-0.0361680789	0.2220938609	0.0216630731	0.0809252404	0.0231198978	0.0910079992	-0.0272206217	-0.0168354336	0.0949886172	-0.0397440075	-0.0031507168	-0.0401827871	0.1720560066	0.0723296155	-0.0412443182	-0.0548187148	-0.0948329863	-0.0701145322	0.0502344105	0.0232684267	0.1094445338	0.0130889796	0.0284964095	-0.0169627585	-0.0335669875	-0.030398618	-0.0100968033	0.0816496581	0.0	-0.0816496581	0.0578695417033543	1.5949967746599347e-05	0.0033488838569562	2.544014711175595e-10	0.0711368049024656	-0.0023637138861545	5.587143335599611e-06	0.0050604450117314	0.0346793959256928	-0.0072700951971284	5.285428417531086e-05	0.0012026605017709	-0.0003109710148476	-1.1999643636500003e-05	9.670297207534625e-08	1.4399144740299503e-10	-0.0001010878142715	-3.4634806000022763e-09	1.021874619418928e-08	1.1995697866592133e-17	0.000563983850059	-9.41190799992955e-10	3.1807778312737253e-07	8.858401219913793e-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
