global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
946374.2606038424	-3770.728158027981	14218390.841745092	895624241133.4695	1305106.179985119	413.5959077379666	1703302141035.35	171061.5748975926	947645.0594417884	-2974.920943476027	898031158684.4305	8850154.619932294	968650.4484754415	932369.9073022284	1.280143	23.857136	0.1549816738617553	0.0843930722295802	0.024239058	0.1025375798	-0.0498475962	-0.1072293184	-0.0672518499	0.0010886001	0.0005715083	-0.0376229095	-0.038533767	0.0349337097	-0.1888118029	0.033824548	-0.0119980419	0.0524807757	0.1155207177	0.0410141799	0.065476444	-0.0465653107	-0.1171167709	-0.1228157206	-0.2220643452	0.1672943155	-0.0575154643	-0.0262198928	0.0484435007	0.0048523987	0.0688158683	-0.1209090341	-0.0704624807	-0.0109083657	-0.0775912355	0.071583257	0.046067827	-0.00248959	-0.0220511506	0.1254170134	-0.036883857	0.0844075105	-0.0186737175	0.0792701107	-0.0686260158	-0.0234717066	0.041024078	-0.2320577209	-0.035502287	-0.0960385411	0.0524688098	0.0290596636	-0.0997807074	-0.0793110561	0.0241875673	0.0712340552	0.0782405304	-0.0545244193	-0.0799775792	-0.13882173	0.0750784749	-0.190171193	-0.0143055753	-0.0790878958	-0.0205129805	0.1216993352	-0.0749473348	0.1438704765	-0.0621426547	0.1124889049	-0.1245282566	-0.0571250567	-0.1334681362	0.081957779	-0.0020988982	-0.0111762859	-0.1331052916	-0.196655206	0.0654381983	0.0299541281	-0.0058392814	-0.0823912154	-0.0432783542	0.0642495436	-0.0860879422	-0.0032782767	0.0303867902	-0.0273058943	-0.0225227561	-0.0241115964	-0.0604340906	-0.0046904015	0.2865016922	-0.1073540127	0.0438108878	0.0988783685	0.0575463704	0.0808743335	-0.0902717565	0.0627820888	0.0131464728	-0.1481404361	0.094041903	0.042673973	-0.0813949324	-0.0007383028	0.0292140358	0.0881379191	0.018244636	-0.0603787714	0.0	0.083393784498341	0.0168639795251551	0.0069545232929557	0.0002843938054248	0.2363587319143363	0.073361601499144	0.0053819245745192	0.055865450152153	0.2403608915504236	0.032204926110026	0.0010371572657522	0.0577733581869144	0.0001501422075265	0.0002800753821549	2.2542682480930597e-08	7.84422196892133e-08	0.0003539396986982	0.0001059047498363	1.252733103145726e-07	1.1215816037910462e-08	-0.000803026647689	-0.0002650432025573	6.448517968986333e-07	7.024789922182996e-08	0.0	0.0	0.0	0.0	0.0	0.0
948150.7758799496	1776.5152761071222	3156006.5262419647	898989893801.7504	1306518.6075892858	1412.4276041667908	1706990871977.046	1994951.7370123407	947554.7704232284	-90.2890185599681	897860042951.817	8152.106872522264	969369.209919978	930994.6907690016	1.138006	21.208242	0.1520639318266677	0.078764323090736	0.0135420132	-0.0377344605	-0.0362230011	-0.1454469466	0.004334144	0.0903001905	-0.1034653108	-0.0803108553	-0.0281884497	-0.0356307862	-0.0663789023	0.0603724321	0.0439797027	-0.1263657078	0.0330877053	0.0212829957	0.0247889037	-0.008958844	-0.0992280389	0.0188349231	0.089280831	0.1326018905	-0.0855729239	-0.005165065	0.1415449429	0.0307644346	-0.12677371	-0.0820027247	-0.1959426222	-0.0932643641	-0.0624553505	-0.0338210766	-0.0310977611	-0.2153856148	-0.1501084171	-0.0779706418	-0.1011711949	0.1339516956	0.0466881358	0.1173728488	0.0335605662	-0.0386011944	0.1022894966	-0.0198677082	0.068966879	0.05015486	0.0384517997	-0.1138407303	0.0399655704	-0.0642605575	0.0349234595	0.0056390909	0.0694557246	-0.1012500332	0.100260487	0.019287731	-0.0563703919	-0.0618501644	0.0875912286	-0.2151183996	-0.1129966237	0.1457980245	0.1716793581	0.1546527412	-0.0056390676	0.051568099	-0.134115595	0.1029730637	0.0107255826	0.146789345	0.1153314988	-0.0056194608	0.0931031897	0.0412021289	0.0243518068	0.111679334	0.0195091398	-0.0455980679	-0.0088248466	0.0521794463	-0.0447414492	-0.0131942014	0.0788157901	0.1458009229	-0.0917230562	0.0055564228	0.0187579849	-0.1515692722	0.150228298	-0.0638403644	-0.027224256	0.1801650124	-0.0445840934	0.0298334887	0.0629667039	-0.0347932897	-0.0699823764	-0.1529873962	0.0343595675	0.0033680651	-0.0409482302	-0.0563390566	-0.0279822129	0.0865329627	0.013405232	-0.066508354	0.0	0.0695421258301678	-0.0138516586681732	0.0048361072649788	0.0001918684478595	0.1982300045413154	-0.0381287273730208	0.0014537998510861	0.0392951347004499	0.17526071964771	-0.0651001719027135	0.0042380323817628	0.0307163198514332	-0.0002382800321286	-0.0003884222396551	5.6777373711206644e-08	1.5087183625868393e-07	0.0005980871747635	0.0002441474760653	3.577082686165854e-07	5.960799006905623e-08	-0.0007359288857542	6.709776193479999e-05	5.415913248874183e-07	4.502109656659094e-09	0.0	0.0	0.0	0.0	0.0	0.0
947886.0377241516	-264.7381557979388	70086.29113529372	898487940512.3918	1315976.3586309524	9457.751041666605	1731793776475.581	89449054.76614575	948679.4056875705	1124.6352643420687	899992614775.7219	1264804.4778017548	970856.8689362584	941295.0512571172	1.234747	23.011126	0.1547185285293728	0.07540352026052	-0.0818284352	-0.0475598668	0.1328929197	-0.0620394536	0.0375016245	0.1052148864	0.0438225709	-0.0460219691	0.1218824707	-0.0764298885	-0.0872662876	0.0799998809	-0.0263041289	-0.1208681833	-0.0109282917	0.0250995495	0.0137118678	-0.0723430415	-0.0720058547	-0.1210002202	-0.100478804	0.1624361879	-0.0699054359	-0.159505871	0.0563179432	0.0763374515	0.0988456668	-0.092497413	-0.0061455249	-0.0039438403	0.0096143434	0.0457475061	0.1509630883	-0.1559770968	-0.0263073885	-0.002729197	-0.0270577674	0.002181144	-0.0516212443	-0.0912261641	-0.2368895731	0.006510793	0.0094327664	0.207657375	-0.0621241138	-0.0438899044	0.069020772	-0.0603671272	0.1062212612	-0.034149425	0.0222688432	0.0837163148	0.0478183392	-0.0024940893	-0.0439118529	-0.0254969458	0.0106875428	-0.170002482	-0.1442297752	-0.155368619	0.0750136581	-0.0089878881	-0.1399727725	0.1490685874	-0.032411539	0.0579114356	-0.0531632803	-0.0980847498	-0.0920567265	-0.0682947073	0.1711494344	-0.1667802271	0.053487142	-0.0024078009	0.017456402	-0.0224920755	0.0718484443	0.1531789423	-0.0775694848	0.0602419848	-0.0559812277	0.0144285886	0.0540483719	0.0078444261	-0.0245831701	0.1325440287	0.0023571049	-0.1130299451	0.1980946516	0.0409546796	0.0005841595	0.1369115342	0.0569061375	-0.0013904129	0.0015957892	-0.03538472	0.1115410307	-0.0181851064	0.0058016741	-0.0428770106	0.0030202969	-0.0013811039	0.0027311137	0.0848895389	0.0085419939	-0.0723719246	0.0	0.0910382923179753	0.0214961664878075	0.0082879706681731	0.0004620851736715	0.1861144468896185	-0.0121155576516968	0.0001467867372115	0.0346385873410286	0.2334921307149784	0.0582314110672683	0.0033908972348851	0.0545185751058205	0.0006741576456563	0.0009124376777849	4.544885311968454e-07	8.32542515841501e-07	0.0003692129651782	-0.0002288742095852	1.3631821365567872e-07	5.2383403813295816e-08	-0.000852124864836	-0.0001161959790818	7.261167852717713e-07	1.3501505554778114e-08	0.0	0.0	0.0	0.0	0.0	0.0
946873.5235117108	-1012.5142124408158	1025185.0303946454	896569469527.4824	1300467.0732886903	-15509.285342262128	1691214608708.0518	240537931.82770684	948677.179450225	-2.22623734548688	899988390809.6344	4.956132718440467	970026.0670253864	935311.6403956378	1.176782	21.930866	0.0678903353581191	0.0383391382422961	-0.0355655999	0.0485822319	0.0582207068	0.0028230385	-0.0379638485	-0.0437754706	0.0747709958	-0.0404709032	0.0296562795	-0.0742952216	-0.0528560437	0.0428081134	-0.0824235103	0.0427408733	-0.0749736404	-0.0381891564	0.0519190591	0.0928885465	-0.0582059376	-0.0455362072	0.0963635843	0.1119034106	-0.0340408244	-0.1698393934	0.1591424879	-0.0472167506	-0.0569185077	-0.0351167711	-0.0261170535	-0.0177056558	0.1875358071	-0.0267884374	0.0108901358	0.1503012976	0.0383196404	-0.0376003245	0.062547475	-0.1899015307	0.0720162645	0.0260919164	-0.0447060025	0.0470210183	-0.0186338134	-0.1180485264	-0.0348031809	-0.066393952	0.064652642	0.0786661517	0.0564148239	0.0704903266	0.0205563305	-0.0684284888	0.0625664923	-0.0862038376	0.05518459	-0.0069226744	0.0036289469	0.0273256357	-0.0947528792	-0.2122519685	-0.0305515652	-0.0756127562	-0.0005146356	0.1287078865	0.0745485348	-0.1090742879	0.1337713372	-0.0160395815	-0.0139178548	-0.098734576	0.0047167932	0.1513729412	-0.072273028	-0.0065887345	-0.1021060436	0.0755185148	-0.0319455848	-0.0469458426	0.0698508653	0.0374466965	-0.04745684	0.017335074	0.027874788	-0.0131458032	-0.0093563109	0.0780842339	-0.0197965594	-0.2421841262	0.1305219882	-0.0842034598	-0.0156480737	-0.0424286577	-0.039770373	-0.0085737618	-0.025701068	-0.0419383093	-0.0798322829	0.0418979627	0.0921980702	0.0352613309	0.0506085967	0.0358161702	0.0923859115	0.0832083783	0.0036635686	-0.0779460309	0.0	0.1069341005644304	0.015895808246455	0.0114349018635237	0.000252676719808	0.1931004899542614	0.0069860430646428	4.8804797701045154e-05	0.0372877992205758	0.2333930280780123	-9.910263696610856e-05	9.821332653636304e-09	0.0544723055554238	0.0013020679552903	0.000627910309634	1.6953809601938628e-06	3.942713569446658e-07	0.0001529104204269	-0.0002163025447513	2.338159667513132e-08	4.678679086588815e-08	-0.0009060996386518	-5.397477381579999e-05	8.210165551649226e-07	2.9132762084667686e-09	0.0	0.0	0.0	0.0	0.0	0.0
945122.2680529394	-1751.2554587713676	3066895.681876513	893256101569.5323	1297147.598735119	-3319.4745535713155	1682591892904.2852	11018911.311807483	947385.2599479752	-1291.9195022498025	897538830766.6925	1669056.000293377	968900.1161285872	930070.2857852224	0.866557	16.149418	0.0474653457876999	0.0257335353219208	0.0111592623	0.0629755196	0.0485606779	0.0307227294	-0.0263473883	-0.0600087608	0.022417025	0.037942627	0.0155191646	-0.0012212653	-0.1449309319	0.0547131735	-0.0268820059	0.0652730411	-0.0689095334	-0.0840168342	0.0305595289	0.0375547565	-0.0837848761	-0.0820627343	0.0503889062	0.1091004197	-0.1435631838	-0.2406047283	0.0877780045	-0.0040212922	0.0251582726	0.0111453228	0.0303276137	-0.1280226055	-0.130841627	-0.1165351195	0.0318077433	0.0199477167	-0.0873303165	-0.056398276	-0.1293223154	0.0424925207	-0.0820702297	-0.0565670791	-0.0063478759	-0.0745831512	-0.0027488715	0.0610244879	0.1285492813	0.0866597575	0.0597865993	0.0402034343	-0.0008826141	0.0861518521	0.0643474063	-0.0394722501	0.0504006178	-0.0799511307	0.0288492806	0.0379325265	0.0259182029	-0.0515841442	-0.1422232131	-0.2395438171	0.0484800287	-0.0222326464	-0.0227438758	-0.0267953398	0.0377753824	0.1790423766	-0.0129605001	0.0581641953	0.1013791729	0.1439250838	-0.0005827607	0.0178457497	0.0250832982	0.0383865563	-0.1242000625	0.0831845011	-0.0622992776	0.0519141303	-0.0184109913	0.0223482201	-0.012621439	0.0232500656	0.0086886678	-0.0228936616	0.0080116777	0.086990371	-0.0398697267	-0.1865115194	0.1973597231	-0.0485152715	0.0391453698	-0.0024415038	-0.0001483179	-0.0530864321	-0.0511593114	-0.0412129186	-0.0293019909	0.031097563	0.0554581311	0.1301895349	0.0210830186	0.0977324769	0.0787127418	0.0814902283	-0.0012213705	-0.0832083783	0.0	0.1166439832382195	0.0097098826737891	0.013605818825678	9.428182153874997e-05	0.1939916909213082	0.0008912009670467	7.942391636651241e-07	0.0376327761465083	0.2335896036770464	0.0001965755990341	3.864196613561702e-08	0.0545641029459996	0.0014757109217878	0.0001736429664974	2.1777227246837985e-06	3.01518798140519e-08	0.0005659402542195	0.0004130298337925	3.202883713460323e-07	1.7059364360274274e-07	-0.0007594187079853	0.0001466809306664	5.767167740380624e-07	2.1515295421190573e-08	0.0	0.0	0.0	0.0	0.0	0.0
944431.85721722	-690.4108357194345	476667.122078808	891951532926.7675	1296294.7815848214	-852.8171502975747	1680380160764.0398	727297.0918416762	948248.363294432	863.10334645689	899174958490.5692	744947.3866650823	969980.869902042	916300.9977643105	1.150871	21.447985	0.1543722429490046	0.0762647801244281	0.0427301222	0.1230202698	0.0603230329	0.0615032313	-0.0363288195	-0.0879015037	0.0019130156	-0.0149079982	-0.0315354204	0.0748231431	-0.0805370811	0.0857482695	-0.1040862418	0.0666799196	0.0364195714	-0.0345000499	0.0474380477	-0.0070180203	0.089202057	-0.0145944838	0.179874255	0.0673532932	0.0819559325	-0.1749224714	0.0359444597	-0.0381523727	-0.0834381422	0.0414305204	0.0929683773	0.1144026043	-0.0625192602	0.0896822617	0.1090716292	-0.0719357264	0.0383366984	0.0319796508	-0.0151479198	-0.0327321804	0.1065734688	-0.2029385882	0.1171723893	0.0322143985	0.1323086564	-0.1490389765	-0.0531721295	-0.0853333379	0.1169095668	0.0976532172	-0.0303026092	-0.0207974045	0.0117432645	-0.0646514196	0.0884004907	0.0045604762	-0.0475160293	0.1491653724	-0.1947558477	0.0314539035	-0.0670643316	-0.1259404822	-0.0172567256	0.0177783238	-0.0252926731	-0.0856568856	-0.1509293843	0.0166201184	-0.000791466	-0.023157459	0.0466584975	-0.1376948652	0.0171588752	0.1500794568	0.2407760499	0.0812410458	0.0425833815	-0.0604502311	0.0061722773	-0.1599382914	-0.051695225	0.0412028906	-0.0219130162	0.0364982074	-0.0534338095	-0.0846530575	0.0314941842	-0.0651852064	-0.0553685753	-0.1949048759	0.0938832725	0.1608970924	0.1307950064	0.0510822294	0.0289018277	-0.0188644129	-0.0536968355	-0.1044811713	-0.0535832634	0.2684995617	-0.1440006454	-0.0102865434	0.0345738757	-0.0929412718	0.1789971587	0.0797358525	-0.006104138	-0.0881379191	0.0	0.1168122215391207	0.0001682383009011	0.0136450951009046	2.8304125890120683e-08	0.1372360368736593	-0.0567556540476489	0.0032212042663764	0.0188337298167883	0.264885212019081	0.0312956083420346	0.000979415101498	0.0701641755463935	0.0022445647296428	0.0007688538078549	5.038070825556455e-06	5.91136177853133e-07	0.0002328959847401	-0.0003330442694793	5.42405397080609e-08	1.109184854330672e-07	-0.0005382619401513	0.000221156767834	2.897259162154416e-07	4.8910315958781816e-08	0.0	0.0	0.0	0.0	0.0	0.0
943864.7383564082	-567.11886081181	321623.8022884851	890880644312.611	1293262.6365699405	-3032.145014880924	1672528247147.834	9193903.391267236	947273.914545838	-974.4487485940336	897327869178.9956	949550.363636478	968005.95549117	912906.1288424068	1.132169	21.099451	0.1565300369004244	0.113398464781719	0.0613458365	0.0053647023	0.0199161387	-0.0364282578	0.0450221381	-0.0588240195	-0.0703488477	-0.07533756	-0.0335168309	0.001932243	0.019465318	0.0385148269	0.0356740285	0.0075184968	0.0763999513	-0.031499706	-0.0048104366	-0.0754748263	0.043103409	0.0981424649	-0.0861386486	0.1600420718	-0.2397040207	-0.0208614255	-0.0703388251	-0.1256071275	-0.0475390984	0.1601405321	0.0018353469	0.0186375764	0.0864802371	0.0090035739	-0.0735129101	-0.1590278946	0.0748563791	-0.0010465199	0.0654185909	-0.0301962843	-0.1023747052	0.027023801	0.0650686003	0.0295973142	0.005165494	-0.0099628689	0.022806825	0.1592767781	0.0354052416	-0.0286341772	-0.0732059968	-0.0511872364	0.0482883113	0.0231178132	-0.0258949956	0.1539016138	0.0800911266	0.0054197582	0.1432863075	-0.1312266206	0.0019142365	-0.1686016962	-0.0481631288	-0.0469112904	0.1532640551	-0.1122586673	-0.0348048477	-0.1036848218	0.063085119	0.0346622192	-0.070396577	-0.0439351821	-0.0620034676	-0.1892276325	-0.0267799692	0.0114044279	0.0516759179	0.001544384	-0.0970015807	-0.0220155669	0.0570241487	0.0355134122	-0.0306836748	0.0079497892	0.0021461565	0.0345232321	-0.0221551485	-0.0539268789	0.0217670784	-0.0054938499	0.1566355893	-0.0807016861	0.0950241104	-0.07279279	0.0335991168	0.0198852334	0.106621452	-0.0378249612	0.0233128857	-0.017891331	0.0832405678	0.0558982725	0.024102108	-0.1373612898	0.1118109037	0.0779460309	-0.0109760526	-0.0927149366	0.0	0.1168124164318555	1.9489273479778027e-07	0.0136451406326492	3.79831780769579e-14	0.2469290008582874	0.1096929639846281	0.0120325463477329	0.060973931464872	0.2791374988962616	0.0142522868771806	0.0002031276812294	0.0779177432900604	0.0018110034509561	-0.0004335612786866	3.2797334993749038e-06	1.8797538237644621e-07	1.5012855116181e-05	-0.0002178831296239	2.25385818739442e-10	4.747305817471349e-08	-0.0005380145255443	2.474146069999768e-07	2.894596296966582e-07	6.121398775695299e-14	0.0	0.0	0.0	0.0	0.0	0.0
949054.5618125632	5189.82345615502	26934267.506056838	900704561297.2363	1308325.475186012	15062.838616071502	1711715549020.704	226889107.17381483	949742.411100956	2468.4965551180067	902010647443.8574	6093475.242629466	971778.173758278	918025.5453143916	1.223906	22.809084	0.1890739664917145	0.100413059838405	-0.0587903195	-0.0648344789	0.1052159988	-0.0269390274	-0.0924091932	0.0132728921	0.138360381	-0.0387910776	0.0784720744	-0.0564041248	0.1542062747	0.0586058807	-0.0775960863	-0.0707210543	-0.117351495	0.0141598477	0.00736002	-0.0008036787	0.0411211049	0.1249179392	0.1944748226	0.0837711378	0.0680482775	-0.1161674482	-0.1652399981	-0.1536118911	0.1588931486	0.1602495664	-0.1286379548	0.002909072	0.0222950434	0.0144754068	-0.1299495493	-0.0769186553	-0.1724733258	-0.1397705513	0.0922621063	0.0277162691	-0.0510288495	-0.0508928584	0.0933984598	-0.0402294586	-0.0366931847	0.129298658	0.0231826244	-0.126345325	0.0572589577	0.0155414672	0.1452188394	0.0432367598	-0.050962787	-0.0150782901	-0.0173885244	0.1174483446	0.1010091373	0.0537940728	-0.1020850169	0.0031598401	-0.1382270108	-0.0017225809	-0.1498600927	-0.2306591514	0.2013015687	0.0008884893	-0.0923014359	0.019507751	-0.1152656101	0.0857774608	0.1243090826	0.0126020594	-0.1226126524	0.0070553248	-0.0009452505	0.0279147211	0.1674531845	-0.0569170405	0.0070079835	0.0880312039	-0.0652256103	0.0393075852	0.0092958787	0.013838746	0.029880245	0.0274798222	-0.0213515375	0.1022969427	0.0457307714	-0.1793891381	-0.0853531457	0.0819605773	0.1001249858	0.0344468846	0.0078902266	-0.0728940014	0.0661218541	-0.0753674152	0.0003104925	0.2645384175	-0.0085516771	-0.0051191811	-0.0498416672	0.05198186	-0.0271597974	0.0761215592	-0.0158284522	-0.0969211244	0.0	0.0865875494886267	-0.0302248669432288	0.0074974037264453	0.0009135425817358	0.1634077288102844	-0.083521272048003	0.0069758028845165	0.0267020858349354	0.250611924712274	-0.0285255741839876	0.0008137083825261	0.0628063368079905	0.002445005856312	0.0006340024053559	5.978053637399977e-06	4.019590499970671e-07	1.397402696667882e-05	-1.0388281495021784e-06	1.9527342966546688e-10	1.0791639241981202e-12	-0.0008390183583688	-0.0003010038328245	7.039518056798761e-07	9.060330737503954e-08	0.0	0.0	0.0	0.0	0.0	0.0
948434.8227892875	-619.7390232756734	384076.4569706856	899528613079.3473	1295777.704799107	-12547.770386904944	1679039860254.442	157446541.68248865	949787.2264834084	44.815382452332415	902095775591.0452	2008.418504348824	970147.268053256	933356.829467478	1.366957	25.475044	0.208975872878033	0.1038265646157812	-0.0428274904	0.1301649847	0.0088366705	-0.0282118439	0.0134108159	-0.0530620884	0.0380993104	-0.1134938406	-0.0173718956	0.0181791372	-0.0289790985	0.0395510905	-0.1159769725	0.0823082578	0.0132302495	-0.0194212354	0.0402102686	0.0503910438	-0.0408746023	-0.1586007052	0.2121419099	0.0726582889	-0.02731385	-0.011560697	0.0629059725	-0.1222315871	0.2301590279	0.0542887031	0.0859274283	-0.0860528064	0.0963835778	0.0771598455	-0.0488951313	0.1680912046	0.0407366186	-0.0468703165	0.1402389045	-0.0087788085	0.0756648939	0.1421161969	-0.0523727964	0.0379709307	-0.0571996468	0.0398942765	-0.0958552044	0.0464982899	0.0796245487	0.1126974156	0.0159177622	-0.0032935996	0.0306972555	0.0048094728	0.0441453776	-0.1537083321	-0.0278625187	0.0085242165	0.0876567549	0.0421718819	-0.1128301859	-0.0343971097	-0.164400399	-0.2991158829	-0.0262065826	-0.0410592701	0.1115261193	0.0497034461	0.0492820673	-0.0448378147	-0.0025000615	-0.1499185702	-0.1271881986	0.1464022888	-0.0511728967	-0.0264864889	0.0365533327	0.0968748506	0.0722842273	-0.055079963	-0.0529289173	0.0478193266	-0.036038091	0.0045251778	0.0216588624	-0.0978194197	0.0221698724	0.0185519584	0.0336254968	-0.0306279676	-0.0281657815	-0.058815378	0.1231064212	-0.1163147404	-0.0435657368	-0.1393225156	-0.0416946811	-0.1218138835	-0.0887316383	0.0002982118	-0.0333095297	0.0572106648	0.0821650449	-0.0725433315	0.1171973286	0.0742632484	-0.0206527093	-0.100739659	0.0	0.1142314435266484	0.0276438940380217	0.0130488226901818	0.0007641848775853	0.2322739559711948	0.0688662271609104	0.0047425572433781	0.0539511906225085	0.319477128365321	0.0688652036530469	0.0047424162741756	0.1020656355485517	0.0028438471458441	0.000398841289532	8.087466588925634e-06	1.590743742356282e-07	-0.000400110031713	-0.0004140840586796	1.600880374773779e-07	1.7146560765263572e-07	-0.0007799327460595	5.9085612309300005e-05	6.082950883759125e-07	3.491109581964904e-09	0.0	0.0	0.0	0.0	0.0	0.0
949899.0951002606	1464.2723109730289	2144093.400682294	902308290872.2938	1305321.5002232145	9543.795424107462	1703864218944.9834	91084031.09721452	948983.7430750844	-803.4834083239548	900570144620.7979	645585.587451879	970410.223620309	933161.2919484432	1.126662	20.99682	0.0919883913340253	0.0466427145947873	-0.0277259859	0.011485418	-0.0118263503	-0.0938386998	0.1530629557	0.0627458059	-0.0762130591	-0.08634771	-0.0690716409	0.0596504957	0.0194799586	0.0229217237	0.0387779148	-0.0257448337	0.0542498555	0.0665060783	-0.00339754	-0.0494374588	0.0371551889	0.0361723922	0.1317095882	0.0503923568	-0.0520146477	0.0211108855	-0.0169547232	-0.1625666247	-0.0826402815	-0.0629659293	0.0466797363	0.1174377436	0.0729076979	-0.0101979806	-0.02286404	-0.0509059978	0.1040529236	0.0701986615	-0.0125240566	0.0095447185	0.0031601931	-0.0401952156	-0.0170473208	-0.1612501494	-0.105039901	0.0301557657	0.0469758088	0.0214900049	0.0111012664	-0.0600619793	-0.036820062	-0.069343194	-0.0316853912	0.0432508348	0.0069432602	0.0107954642	0.1281677603	0.0984589898	0.0136766257	-0.0086775507	-0.0620696855	-0.014186329	-0.1267411109	0.0310076242	-0.0012215116	-0.0775017284	0.0012357108	-0.179579404	-0.0104932915	0.0354478082	-0.0355258945	-0.0259967999	-0.0570708773	-0.0650179243	-0.0118844844	-0.0576675538	-0.010155813	-0.0798929833	0.0828429756	-0.0146142934	0.0992851021	0.0389740805	-0.0104666968	-0.0009187539	0.0866284464	0.0428961874	-0.0578870324	-0.0535595481	0.0921456653	-0.0073467977	0.0456366192	-0.062513111	0.1369274217	-0.1063280496	-0.1248401707	-0.0614625893	0.0926849772	-0.0581298625	0.0590497766	0.0598138433	0.0295809921	-0.0063221751	-0.0775457946	-0.0394889129	0.0046616719	0.0723719246	-0.0254402467	-0.1041552675	0.0	0.1136241581155701	-0.0006072854110782	0.012910449307472	3.687955705085343e-07	0.2499585228851231	0.0176845669139283	0.0003127439069332	0.0624792631629126	0.2826407759681757	-0.0368363523971452	0.0013569168579266	0.0798858082398925	0.0027170122750717	-0.0001268348707723	7.382155702890297e-06	1.6087084443851317e-08	1.3172558562368764e-05	0.0004132825902753	1.7351629907903463e-10	1.7080249942471837e-07	-0.0009770190172492	-0.0001970862711897	9.545661600665929e-07	3.884299829146001e-08	0.0	0.0	0.0	0.0	0.0	0.0
