global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
951258.8110109228	-1964.8212492280877	3860522.541418221	904893325525.9144	1373027.13810911	-2804.27423199173	7863953.96821281	1885203521984.0933	961338.6323591252	-1138.6707317075925	1296571.035247504	924171966066.1132	1008202.8423165724	1092103.699204699	1.22439	24.592661	0.0882975454431378	0.0466028762298544	-0.0897399397	-0.0671748048	0.1077251696	-0.0212217515	-0.1016374509	-0.0953702863	0.1348209048	0.0122613167	0.0433406953	0.0944978381	0.1387052152	0.0090949666	0.0827701548	-0.131600634	0.073410261	-0.0066048308	-0.0998053999	-0.0413188284	-0.0415709082	0.114107952	0.0070846562	0.0201748496	-0.055069634	-0.0724496173	-0.1176791234	0.0506486086	0.0268240435	0.0097364912	-0.104183847	0.0160583024	0.0535575608	-0.0334525916	-0.1314942409	-0.0566863812	0.0292170146	0.0316835695	0.0970797712	-0.0830575342	0.1425788609	0.061876167	-0.0586921295	-0.0433794423	0.021572955	-0.035302706	0.0561987549	0.0824479087	0.1941603518	-0.0825865858	0.1107804894	0.0532690092	-0.0359822238	-0.0803891114	-0.0996204325	0.0212870171	-0.0727700289	0.0571458145	-0.0272592452	-0.0008050763	0.1516326413	0.0849809802	-0.0510990502	0.0815993011	0.0361740045	0.0718881762	0.0285492528	0.0770450864	-0.1134440542	-0.0438904655	0.0544946881	-0.0299849223	-0.0621986796	0.0574588575	0.0752444317	0.0137264201	-0.0149775717	-0.1302095766	0.026244711	-0.0272533456	-0.0221039269	-0.0731011676	-0.052214295	0.1497905001	0.0197103745	0.1319116855	0.1239482041	-0.018970121	-0.0108052622	0.0131147969	-0.0257718381	-0.1162280755	-0.0440907757	0.025605772	0.0490460057	-0.080204919	0.0948466678	-0.0429429734	-0.0522680881	0.0287108242	-0.1010727495	-0.0562687249	0.1005991057	0.0598166067	0.003627002	0.0019600047726839	-0.0187799705633438	3.841618708943666e-06	0.00035268729436	0.0787971954939195	-0.0014935255451717	0.0062089980177069	2.230618554080699e-06	0.0360805309042859	-0.0042363552419572	0.0013018047103351	1.794670573605908e-05	-0.0009427697018059	-0.0006518309336048	8.888147106431855e-07	4.248835660042355e-07	0.0007278045592282	0.0004877302595229	5.296994764333544e-07	2.378808060543729e-07	-0.0006451576901366	-0.0001361926887254	1.854844846225369e-08	4.162284451423932e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
951027.7862824628	-231.02472846000452	53372.42516001884	904453850281.3217	1361667.828654661	-11359.309454448989	129033911.28193414	1854139275593.0996	956622.8304247268	-4715.8019343983615	22238787.884475328	915127239689.8156	1003348.8275137166	1071927.435059765	1.552599	31.184938	0.1350437350325702	0.07390470239759	0.1170966356	0.0197743787	-0.161945385	-0.0106357962	0.0580902683	-0.0581871266	-0.0959644458	0.0366354288	-0.0860373557	-0.0116465943	-0.0146248006	0.0259944751	0.093583469	0.0791714827	-0.0450330031	0.0369931147	-0.0838443847	0.0697340453	0.0110134206	0.026862736	-0.0241166396	0.0401936538	-0.106849004	0.0130275593	-0.0185557138	0.0042740121	0.0968012247	0.1050433533	0.1037294462	-0.0994877439	0.1443264852	-0.0322426324	-0.0162297899	0.0052526709	-0.1510233435	0.1039168501	-0.0271282437	0.1633203777	-0.0455102171	-0.0554577302	0.0501912266	-0.0535630767	-0.0207137288	0.1084144477	0.031668742	-0.1131282082	0.1196571799	0.0714025341	-0.0669498458	0.0802949038	0.0342923889	-0.0129768225	0.0483135907	0.030669808	-0.0078504412	0.0942044175	0.0707645931	0.0381178551	0.0059506097	-0.0223284137	-0.0687906814	-0.0135680821	-0.0187948002	-0.0145035669	0.1321796439	-0.0272368361	-0.0678371419	-0.0670251084	-0.0402886137	-0.0822691887	-0.0363942361	-0.1710031404	-0.1641266548	-0.0571305558	-0.0205900039	0.0046659574	0.0393678745	0.0046330192	0.0911080947	0.088716425	-0.0044597375	-0.1860050535	-0.004326757	0.005258179	-0.007750059	-0.0082511411	0.0397203424	-0.0077606802	0.0217284847	-0.0913751614	0.0371117745	-0.0269155767	-0.0754014412	-0.0636469501	-0.0090467066	0.0344750696	0.0502858063	-0.2037864976	0.1485499903	0.0424449302	0.0993899282	0.0556281227	-0.003627002	-0.0062315450219188	-0.0081915497946026	3.883215336020097e-05	6.710148803745552e-05	0.0958559020439224	0.0170587065500028	0.009188353956654	0.0002909994691591	0.0403981910170756	0.0043176601127896	0.0016320138374521	1.8642188849575123e-05	-0.0002331073959453	0.0007096623058606	5.4339058044398866e-08	5.036205883593838e-07	-0.0004769472070227	-0.0012047517662509	2.2747863828675425e-07	1.451426818284663e-06	-0.0004500553907446	0.000195102299392	3.806490722804561e-08	2.025498547382746e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
950644.590049032	-383.1962334307609	146839.3533155222	903725136589.492	1370648.6171875	8980.788532838924	80654562.6715711	1878677631798.0056	960097.0115643396	3474.1811396128032	12069934.590841316	921786271614.7758	1007306.449035578	1088632.6214403475	1.605616	32.249817	0.1236523388439243	0.0612907930369358	-0.0875768131	0.1166535474	0.0854190529	0.0580906217	0.0343309552	0.0312378822	-0.0249412595	-0.1079633478	0.0608905425	-0.084872221	0.00305813	-0.0908200854	-0.1243908211	-0.1069986745	-0.0369342494	-0.0481280152	0.037406834	0.0992491657	0.0177569194	-0.0073455811	-0.0383986643	-0.1147971898	0.0846900854	0.0257726465	0.0236761693	0.0514948268	0.0178586986	0.0228482469	-0.0867703537	-0.1221987401	-0.0206108241	0.0048725734	-0.0260390401	-0.08661645	-0.0442045377	0.0530923943	-0.0108447872	-0.1986585844	-0.049355462	-0.0496560047	-0.0964517677	0.0951943323	-0.0405660509	-0.1569863212	-0.0145913888	0.0447350516	-0.0617542823	-0.1325481323	0.0093423778	-0.0133009475	0.0316197135	0.0576356074	0.0809582105	0.0065840882	-0.0171245794	0.043732983	0.0414229713	-0.1344842905	-0.0426009947	-0.0190653606	0.0128611519	0.1580057796	0.0068003353	0.0702717261	-0.0056140475	-0.0564369096	0.0421009249	0.008343405	0.0444372991	-0.125549033	-0.0737167801	0.0987222554	0.1207413991	-0.0330573507	0.2134095795	-0.1500546988	0.0063025925	-0.0543504888	-0.0317667728	-0.0572556066	-0.0276962374	0.1659353615	0.1075246341	-0.1497356358	0.0452296034	-0.0291364236	0.068247441	0.0333371702	0.0307785883	0.1239283094	0.0025869381	0.0502143486	0.0474769099	-0.129001927	0.0424817881	-0.034675376	-0.0530774452	-0.0850744314	-0.0513764507	-0.031707365	0.098137155	0.0513420481	-0.010866692	0.0132576413658256	0.0194891863877443	0.0001757650545848	0.0003798283860562	0.0860744469579373	-0.0097814550859851	0.0074088104191147	9.567686359914384e-05	0.0157479322007958	-0.0246502588162798	0.0002479973686008	0.0006076352597095	0.0001026325158316	0.0003357399117769	1.0533433305923624e-08	1.1272128835996061e-07	0.000482972264721	0.0009599194717436	2.332622084897317e-07	9.21445392232704e-07	-0.0005490247783023	-9.896938755769992e-05	9.794939673546211e-09	3.014282071898896e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
951487.0056281424	842.415579110384	709664.0079278836	905327521879.2086	1376113.7451006356	5465.1279131355695	29867623.106933545	1893689039454.897	958912.5379520606	-1184.4736122790491	1402977.7381853792	919513255441.662	1006563.6230553946	1088879.453977443	1.331844	26.750944	0.0884928217326716	0.0592003630433241	-0.0467624335	-0.0971221475	0.1172768161	-0.0074630546	0.0433175709	-0.0266974805	0.0562448182	-0.0764245278	0.0939355763	0.1809501866	0.0384152895	0.0803781998	-0.0092951812	-0.0756511628	0.0699407609	0.0350658375	-0.017657477	-0.053459132	0.0619477845	-0.0229460288	-0.0170492082	-0.1496934928	-0.0045003292	-0.0292973095	-0.050469114	0.0210413967	0.1322024941	-0.1225727186	-0.0428805418	0.0205691044	-0.0259020546	0.1397300514	-0.0131065424	0.0446638004	-0.0242579656	-0.0581258709	-0.1005260074	-0.0384703752	2.87414e-05	0.0517693677	-0.0600469923	0.1026792627	-0.0060942607	-0.047096923	-0.1162495064	-0.1349246091	0.0419307885	-0.0227832355	0.0730584366	-0.0067476875	-0.142045007	-0.0472704772	-0.0179337954	-0.0505133388	-0.0042158917	0.0762840278	0.0444115169	-0.1461025588	0.0275982926	0.009896983	0.0133630199	-0.0900474652	0.0277350813	-0.0531071197	0.0759623886	-0.0235743368	-0.0273138373	0.1086133946	0.0548510377	-0.0038865972	0.0310419676	0.059065245	-0.0338994935	-0.1640176636	-0.0305120467	-0.022771797	0.0504537795	-0.0172628946	0.012832943	-0.048802907	-0.0213648596	-0.0917698	-0.0601675815	0.150525868	0.1418419518	0.0501105129	-0.1038605699	-0.0037159696	0.0414170651	-0.05534511	-0.0739745746	-0.0240530808	-0.0105308413	-0.1225265736	0.02418157	0.0036545855	0.0207811186	0.0373040693	0.0497327583	-0.0912399992	0.0968413356	0.0469659021	-0.0180634961	0.0191244065196798	0.0058667651538542	0.0003657429247299	3.441893337047789e-05	0.0860457087334936	-2.873822444370011e-05	0.0074038639914492	8.258855441764825e-10	0.0405505195871995	0.0248025873864036	0.0016443446387918	0.0006151683410601	-0.0008498117665037	-0.0009524442823353	7.221800384881392e-07	9.071501109532048e-07	0.0006802363354831	0.0001972640707621	4.627214721114766e-07	3.891311361363482e-08	-0.0005552110445643	-6.186266262000009e-06	3.826989026435956e-11	3.0825930400618106e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
949004.6876681726	-2482.317959969747	6161902.454388366	900609897216.1659	1365207.25529661	-10906.489804025508	118951519.84531233	1863790849914.5037	958377.9798149704	-534.5581370901782	285752.40192932176	918488352194.2238	1004602.44232637	1072807.196830036	1.325242	26.618341	0.0737600547814727	0.0505576546283129	0.0705390898	-0.0517369427	-0.0850753674	-0.0349590269	0.0995572229	0.1377006206	-0.0532334896	0.0433226454	-0.0025928835	0.0468277649	0.0808661487	0.0579045914	0.0440608333	0.0068919513	0.0403887647	0.1257416864	-0.0723919195	0.0229785594	-0.0170766931	-0.0986813547	-0.0536982059	-0.0627643721	0.0392819206	-0.1464087645	0.1014197281	0.0130339885	-0.019076498	0.0526630009	-0.0640101112	0.0241010736	-0.1025936465	0.004283268	-0.140584174	-0.0040947944	-0.2093101452	0.0348062105	0.0342373566	-0.1440275283	-0.1398271455	0.0324342928	0.063031133	0.0329257149	0.1233524048	0.0475130073	-0.0377286776	0.0829030403	0.0433508836	0.0774780189	0.0176811889	0.1110305332	-0.0847071184	0.0438716956	0.0769317952	0.0325194233	0.0191817761	0.009740391	0.073291043	-0.0368508689	0.1817576568	0.08925578	0.0996834915	0.0962972258	-0.1499970877	-0.0379155096	-0.0668013662	0.0430763801	-0.043470293	-0.1166546187	0.0636108598	-0.00383632	-0.133182157	0.0703616205	0.0464917357	-0.0384428467	0.0385009504	0.0575503431	0.0409028719	-0.0672707188	0.0161574299	0.1149095142	-0.0769604673	0.0315958005	0.0288317486	-0.0449835927	0.0807835736	0.0359122396	0.0896433091	-0.0686611612	0.0880153821	0.0507864864	0.0964093559	-0.0137131312	-0.0519855621	0.0261860248	0.0824972277	0.1448474277	-0.1404184259	0.0255639245	-0.0701768506	-0.0155823501	0.0955030384	0.0425073619	-0.0251890118	0.0173003019979631	-0.0018241045217166	0.0002993004492207	3.327357306147302e-06	0.0860200727030928	-2.5636030400802423e-05	0.0073994529078453	6.57206054710866e-10	0.0403036428217404	-0.000246876765459	0.0016243836247024	6.094813732354695e-08	-5.89779665211346e-05	0.0007908337999825	3.4784005349680732e-09	6.254180991948644e-07	8.801502009814222e-05	-0.0005922213153849	7.746643762876378e-09	3.507260863962897e-07	-0.0005049974106539	5.021363391039999e-05	2.5214090304876717e-09	2.550223847671437e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
953468.9340645912	4464.2463964185445	19929495.88793596	909103008226.2676	1376444.9359772245	11237.68068061443	126285467.0794548	1894600661777.3457	966820.9725609756	8442.992746005184	71284126.50909616	934742792983.7509	1014142.0478121592	1077911.0385566547	1.263496	25.378126	0.154985258022213	0.0884655039724471	-0.0191414162	0.0319756172	0.0315279563	0.0337807944	-0.146030885	0.1489077087	0.0544949493	-0.0496526897	-0.017710869	-0.122546513	0.0746121336	-0.1856331232	-0.0199513428	-0.2314611697	-0.125938253	0.0456681766	-0.0860551068	0.0456143732	-0.0382447049	-0.0078696142	-0.055786908	0.0791038218	0.0526385882	-0.0983904511	0.0592918418	-0.0917944795	0.0251299377	-0.124705056	0.0537953152	-0.2370547136	-0.0379771146	-0.0963081336	-0.1115490429	0.0360482878	-0.0739265034	0.077117462	0.0092163787	-0.0820178727	0.0710923318	0.0634695373	0.0220940553	0.0850488065	0.0333298101	0.1363135922	0.0160403141	-0.1886502354	0.0413714302	-0.2006380848	-0.0082741101	0.1446640049	0.0258508166	0.1028087551	-0.0227267203	0.1154032256	0.0279793158	-0.026896711	-0.142936696	0.019318015	0.146776608	0.0302730339	0.1158393741	-0.0157118544	-0.0472155585	0.1677815166	0.1740681026	-0.0681789515	0.0507056463	-0.0207213735	0.0484373341	-0.2334446108	0.043160479	-0.0049610919	0.0469721882	-9.71494e-05	0.0299941315	0.1089336818	0.1174053143	-0.0194106932	0.011491321	0.0182441357	0.0594338854	0.0508220556	0.0582371482	-0.0173782945	0.1420150297	-0.0094187162	-0.0163701632	-0.0447988467	0.0439115576	0.0564618416	-0.0104205862	-0.1173590876	0.2131346079	-0.0383900301	0.0567295464	-0.0413958678	-0.0403062907	0.0112471571	-0.0712057686	-0.0576186153	0.0941228505	0.0379742494	-0.032215118	0.0174373311691624	0.0001370291711992	0.000304060518303	1.8776993759566553e-08	0.0130759299754998	-0.0729441427275929	0.0001709799447241	0.0053208479582634	0.0028177456215843	-0.0374858972001561	7.939690387957494e-06	0.0014051924889006	0.0004450706352421	0.0005040486017632	1.9808787035480646e-07	2.540649929394719e-07	0.0003604128098773	0.0002723977897791	1.298973935236508e-07	7.420055587657023e-08	-0.000393080023731	0.0001119173869228	1.2525501495650104e-08	1.545119050563635e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
952893.357702442	-575.5763621492079	331288.14866491605	908005751153.434	1373147.6923331567	-3297.2436440677848	10871815.648345403	1885534584959.8733	959502.3984966358	-7318.574064339744	53561526.33522636	920644852720.797	1004593.435476588	1077330.7173214552	1.19841	24.070841	0.1859370698795533	0.1076734368163676	-0.0367103762	-0.0827631646	0.0006312276	0.1459257646	-0.0129639095	-0.064161171	0.0704825496	-0.0426442708	-0.1154151505	0.1040267361	-0.0909930085	0.082637128	0.1041175128	-0.0735871277	0.1172696555	0.0296023928	-0.0379076544	-0.0576392411	0.0424570066	-0.0058096328	-0.0486970654	-0.1000046232	-0.0361710792	-0.1264835947	-0.0136205712	0.0787157712	0.05689751	0.0725120334	0.0454491614	0.0644200182	0.0453955307	0.0040918847	0.0004631837	-0.0231621801	-0.1088121072	0.1030766218	0.0635289481	0.03196819	-0.1259525247	0.0514389139	-0.0665717201	0.1071801533	0.1038185218	0.0236093339	-0.0515442681	0.0040151668	0.0673268826	0.017590537	0.0993731109	-0.0025951129	-0.0906253128	0.0174281771	-0.0621724988	0.0691377911	0.1153143441	0.1175342686	0.1370250059	0.001065584	-0.0364110326	0.0678580146	0.034108554	-0.0401004623	0.0122733614	0.0888105314	0.0529266245	0.0205265364	-0.1683793496	-0.0867416404	0.0258322264	0.0284884821	-0.0484693933	-0.0044492363	0.0912404911	-0.077777182	0.0473902109	-0.0749938616	0.0221469421	-0.0401256763	0.0203392508	0.0042473104	-0.0880166782	-0.0446050101	-0.0730466058	0.0006006683	0.1993919715	0.0324258077	-0.0661821414	-0.0557033413	0.0135484916	-0.0668853397	0.0663995694	0.0606604631	0.0086622679	-0.0786996437	0.0055096968	0.1115976509	0.0451176133	-0.1155692201	-0.0442223554	-0.0611487014	0.0927013771	0.0333745172	-0.0391140859	0.0172511057857747	-0.0001862253833876	0.0002976006508319	3.4679893417895205e-08	0.1018170022888256	0.0887410723133258	0.0103667019550827	0.0078749779153189	0.0255269813544742	0.0227092357328899	0.0006516267770716	0.0005157093875719	-0.000541394294097	-0.000986464929339	2.931077816807889e-07	9.73113056815995e-07	0.0002647157192141	-9.56970906632e-05	7.007441199903824e-08	9.157933161400715e-09	-0.0007969287327277	-0.0004038487089967	1.6309377975830133e-07	6.35095405046978e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
951237.942173431	-1655.4155290109338	2740400.57369055	904853622630.3438	1363025.603151483	-10122.089181673711	102456689.40175602	1857838794846.464	957597.21509672	-1905.183399915812	3629723.787314771	916992426360.994	1003258.70174908	1086071.38296238	1.171245	23.5252	0.0838103816916524	0.0508086407093268	0.1269034752	-0.0702513815	-0.0161929145	0.0031938254	0.046062545	-0.0228407337	-0.0876385796	0.0532190008	-0.0298549397	0.0645822612	0.009809349	-0.1193338329	0.0365517623	0.0471099872	0.0212308743	0.0961679427	-0.0625520281	0.089222086	0.0010654951	-0.0774770192	-0.0252355212	-0.0338753018	-0.0412076021	-0.0342444379	-0.1047563904	-0.0655833655	0.0712664839	0.1102741161	-0.0775091796	0.072859339	-0.0689214775	-0.0297361578	0.1530639039	0.0311532884	-0.0014487167	0.2110409242	-0.1040379106	0.0275135745	0.0132305195	-0.0587064874	0.1004688962	-0.0801581729	0.1024531266	-0.0862311629	0.1075500687	-0.2081884497	-0.124812311	0.1007637742	0.0131717279	0.1039967235	-0.0127679103	0.0284409757	0.0925100022	0.0241062092	-0.0336886475	0.0214407004	0.0590363602	-0.0634461004	0.0461715142	-0.0946521259	0.0240047253	0.0534595893	0.1609649671	-0.1262140638	-0.056566568	-0.0105152335	0.0220557426	-0.0695854476	0.0612285645	0.0773474168	-0.1287929253	-0.0574452575	-0.0495872078	-0.1861439852	0.0800255497	-0.0057068384	0.034863608	-0.0328796876	0.0418478321	0.168562944	-0.0872851604	0.0481685961	0.0079819644	-0.0552580225	0.0009377005	0.0081863473	0.0648198334	-0.0421824744	0.0051287512	-0.0308352555	0.088290891	-0.0982228074	0.0225371201	-0.1435527627	0.003127705	0.0489594575	0.0189776998	0.0654384364	0.0253183	0.0155027478	0.0912392418	0.0287162347	-0.0458586883	0.0171939481029568	-5.715768281790157e-05	0.0002956318513671	3.2670007051118403e-09	0.1060320250661988	0.0042150227773731	0.011242790339639	1.7766417013774822e-05	0.0431056488848895	0.0175786675304152	0.0018580969657873	0.0003090095521448	0.0003979966432189	0.0009393909373158	1.5840132801351236e-07	8.824553331112451e-07	-9.153445110321456e-06	-0.0002738691643244	8.378555738766776e-11	7.500431916775696e-08	-0.0007709981603471	2.593057238060002e-05	6.723945839855364e-10	5.944381632586125e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
954195.1843545372	2957.2421811061213	8745281.317713289	910488449845.3892	1376624.5331038137	13598.929952330654	184930895.84839585	1895095105143.293	963295.9554247268	5698.740328006796	32475641.326051	927939097737.6372	1012537.6341969398	1090646.8757400329	1.225378	24.612511	0.0935004088507356	0.0438733719243816	0.0405440348	0.1153444361	0.0708548178	-0.0032630431	0.0088918256	0.0062232488	-0.0805100071	-0.0675402955	-0.0002930686	0.0359719527	0.0979775439	-0.0907157604	0.0363993924	-0.0924039939	-0.1711490562	0.0115625326	-0.1225747392	-0.1179494387	0.0033409674	-0.0120880114	-0.0320689246	0.0039259728	0.0985615475	0.0662691035	-0.0646071602	-0.0859225469	0.1632926886	0.0013684347	0.0442050941	0.0104297677	-0.0727771522	0.0164063111	0.1619883027	0.1774601306	0.0526804428	0.08030404	-0.0619183564	0.113665637	0.0061035365	0.0899279862	-0.0134961769	-0.0303431379	0.2120955117	-0.0747590285	0.119782908	-0.0694613846	0.0900990175	-0.1376795932	-0.1453989918	0.0947298642	-0.0864546765	-0.056540169	-0.0700496325	0.0734340093	0.0237923823	-0.0155477312	-0.131065982	-0.0438589137	-0.0187787411	-0.0515890462	0.0561437868	-0.0273501967	0.0355399095	-0.0722338235	0.0950920436	0.0056110586	0.0228327498	-0.1131263512	0.0263850161	0.1041187681	-0.1475609185	-0.0908045591	0.0151189694	-0.1655123905	-0.1406354634	0.0253800504	-0.012150576	0.012722351	0.053539827	-0.0355699898	0.1645282966	0.0813226499	0.019455212	-0.0140166679	0.0347494689	-0.0509414316	0.0437410181	0.0260581015	-0.0007860651	-0.002497542	0.1030102779	0.1129760661	0.0827795332	-0.0057289896	0.0257251618	0.0311511943	0.02567615	-0.0059796256	-0.0938261671	0.0138654281	0.089737086	0.0240075741	-0.0524223074	0.0091324723297532	-0.0080614757732036	8.340205085370783e-05	6.498739164194859e-05	0.1170696520174345	0.0110376269512356	0.0137053034234832	0.0001218292087146	0.0077557230740978	-0.0353499258107917	6.015124040209303e-05	0.0012496172548284	-1.1872637435971314e-05	-0.0004098692806548	1.409595196860275e-10	1.6799282722454165e-07	0.0003400043015451	0.0003491577466554	1.156029250691713e-07	1.219111320494915e-07	-0.0007489975813473	2.200057899980003e-05	4.840254763264421e-10	5.609973768641052e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
953030.3559325604	-1164.8284219767663	1356825.2526448842	908266859328.9427	1380342.0540254237	3717.520921610063	13819961.802608533	1905344186111.1255	961192.1005046256	-2103.854920101236	4426205.5248341765	923890254072.4944	1008255.2680488344	1077134.888217551	1.245315	25.012943	0.0577647245572776	0.0295295176401624	-0.0337287229	0.0641477697	-0.0646907197	0.1198808397	0.1221460626	-0.0063789055	-0.0699480945	-0.1678409616	0.0366440968	-0.041789781	-0.0339263153	0.012711927	0.124217348	-0.088238128	-0.0960427237	0.0156987425	0.0327662275	-0.1212668638	0.0813732273	-0.0227144593	-0.117463553	0.0753875913	-0.122887193	0.0638622458	0.0314370221	0.0580590111	0.1052506439	0.0204319586	-0.0733699358	-0.102289928	-0.0947704599	0.0704007395	-0.0035247514	0.0305590557	0.0063230812	0.0700007936	0.2301663511	0.3140651158	-0.0801380552	-0.0620444351	0.0048256275	0.1408647828	0.0020709999	-0.0708929427	-0.0367768985	0.0978011259	-0.2277813164	-0.0975486534	-0.0525616471	-0.00660319	-0.0712642436	0.0715336542	0.0246766609	-0.0282445702	0.0732625716	0.0653270972	-0.0425632457	0.1221498299	0.0213347948	-0.0180787981	-0.1021552295	0.0524786994	-0.1626901604	-0.0973367365	0.200535276	-0.2075034006	-0.0575708125	-0.0732642098	0.1277413177	0.2113822839	0.0724860913	-0.0535686934	0.1328021646	-0.00868529	-0.0733385939	-0.0888593201	0.0249028347	-0.0172860607	-0.0512486935	-0.0220591535	-0.0143255419	-0.1697009774	-0.0660769944	-0.131621307	-0.1135146181	-0.0031786703	-0.0580647389	-0.0695876587	-0.096044438	0.0484457893	0.0531169836	-0.1312345521	-0.1712069713	-0.4026897586	-0.0270585472	-0.0829266726	0.1039185564	0.0475741377	0.1029581449	0.1396328359	0.0881955685	0.0192567962	-0.0587790397	0.0172928797511247	0.0081604074213715	0.0002990436900868	6.659224928277507e-05	0.1131209703413702	-0.0039486816760642	0.0127963539309731	1.559208697888595e-05	0.0119570217981532	0.0042012987240554	0.0001429703702815	1.765091096874953e-05	-0.0002770528445175	-0.0002651802070815	7.675827865523804e-08	7.032054222780243e-08	-0.0001248823850075	-0.0004648866865526	1.5595610085161458e-08	2.1611963133385533e-07	-0.0008480174224289	-9.901984108159998e-05	9.804928927825316e-09	7.191335487429554e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
