global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
996993.0873820748	1259.0111867180094	1585109.1682810904	993995216287.6416	1421772.8295790616	-4250.479156397516	18066573.05896974	2021437978929.2512	1023209.1016491132	989.5401538248408	979189.7160316892	1046956865697.5852	1061395.7827557777	1026166.4046101484	1.375499	25.565557	0.0606039367678049	0.0426143944499618	0.0732935798	0.0873722476	-0.0554983691	0.0513777128	0.1441320368	-0.0693560799	-0.0245093734	0.0148769985	0.0738203782	0.1695767208	0.0308579542	-0.0696251466	-0.0215566206	-0.0552594455	-0.0183413208	0.0008358402	-0.157268518	-0.1028244714	-0.0030867766	0.022552095	-0.0105227399	-0.0397720354	0.0316353562	-0.1781789984	-0.2123551318	0.0323099952	0.0290443839	-0.0021448314	-0.0649971705	-0.0169332154	0.0757763917	-0.116966505	0.0200058892	-0.0163367585	-0.0335990975	0.0680545592	0.035770409	0.0185348998	0.1659301243	-0.0418374237	0.1570774357	-0.0860089634	-0.0835185812	0.073796846	0.0660265286	-0.0531347279	-0.0731443825	-0.0654534306	-0.0022883555	0.1221382868	0.0311471171	-0.0011587712	0.1454896687	0.0677799366	-0.0030445168	0.0274935525	0.0877743391	-0.1675734792	0.0053420687	-0.0116921583	-0.1903811084	-0.0615415592	0.065737676	-0.129346873	0.0853470032	-0.0329872507	0.0463350118	-0.006787562	0.037780789	-0.0528228344	0.1084159043	0.0109980829	-0.080092186	-0.1105869133	0.0106064158	0.0570031166	-0.0410398567	-0.0203474365	-0.1118830096	0.0363577113	0.0429090408	0.0612273429	-0.0186315139	0.0551115885	0.0557839404	0.060786971	0.0324681421	-0.0753305506	-0.0587240043	-0.0644821294	0.0542778472	-0.1209356673	-0.00319053	-0.0853570828	0.0118591485	0.0132871348	-0.0516588193	0.0745246404	-0.1250009751	-0.0249051842	-0.0714366416	-0.0856572334	0.0927013771	0.0333745172	-0.0391140859	-0.0008880658770777	-0.0017739669218172	3.146958639701592e-06	7.886610020297846e-07	-0.013081361605316	0.0358320317382095	0.000171122021449	0.001283934498488	-0.0339912371467931	-0.0229979381077782	0.0011554042027695	0.0005289051572091	2.798909490230702e-05	0.0	7.833894334503489e-10	0.0	0.0001080029059523	0.0	0.0	1.1664627694141357e-08	0.0002019987714745	0.0	4.0803503677207285e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
995190.6822258652	-1802.4051562095992	3248664.3471309496	990404493989.183	1425238.838426656	3466.008847594494	12013217.331603313	2031305746559.764	1023939.560594512	730.458945398801	533570.2709131285	1048452223750.4824	1060748.9990117422	1015618.0579788056	1.298307	24.13085	0.0923481015974612	0.0487437291413746	-0.0349110212	-0.0645774814	0.088940514	-0.0512728565	0.1152061222	0.0283888499	0.0051449129	-0.0802421611	-0.1117886926	0.0607174689	0.0094546318	0.1871033701	0.02743477	0.0253496941	0.1026811055	0.1861831884	0.1249729519	-0.0280505595	0.1196642841	0.0185254481	0.0231072529	0.021700066	0.0447102041	-0.0677942706	0.0516910519	0.0636999797	0.0094768981	0.0081490557	0.1383970724	0.0051099742	-0.0340725339	-0.0238461112	-0.0608943614	-0.0075229352	0.1322534059	-0.0328289054	-0.0225261189	-0.0385292522	-0.0634284791	-0.026185167	0.1042849011	0.0147682823	0.0571593336	0.0401107545	-0.0706427064	-0.0827440812	0.0208222129	0.2824974463	0.0025535263	-0.0518749476	-0.1267554513	-0.1061244474	-0.1024132773	-0.0756513835	-0.1439772146	0.1106017739	0.0409598232	0.0094708877	-0.052099937	0.0299599587	-0.0333333849	0.0791794828	0.0447081254	0.0121218033	0.0115595141	0.0521448422	0.1292186077	0.0281224863	-0.0463910719	-0.0091150822	-0.1289185353	-0.0911519371	-0.1276250953	-0.0765799355	-0.0305125288	-0.0211463581	-0.0226343434	-0.0903473817	0.0391326212	-0.1571117646	-0.1302685872	0.0010390946	0.0465498293	0.1130699508	-0.0151287724	0.0157693932	-0.0450058291	-0.074341347	-0.0613144586	0.0881400961	0.0354547421	0.0141215268	-0.051436137	0.0124285807	0.0004126416	-0.1125375891	0.0967406353	-0.1052848019	0.0710440939	-0.0120951637	-0.0483716477	-0.0554538681	0.0912392418	0.0287162347	-0.0458586883	0.0022070093905455	0.0030950752676231	9.579490912252822e-06	4.870890449956019e-06	0.0163979385554142	0.0294793001607302	0.0002688923888671	0.0008690291379664	8.213512434451786e-05	0.0340733722711376	6.74617865108941e-09	0.0011609946979275	2.799561148405839e-05	6.5165817513704956e-09	7.83754262366342e-10	4.246583772229496e-17	-0.0001420008884518	-0.0002500037944041	6.250189721644751e-08	2.016425232110055e-08	-6.199799549905353e-05	-0.0002639967669735	3.843751445900662e-09	6.969429297248872e-08	0.0	0.0	0.0	0.0	0.0	0.0
993838.8961800452	-1351.7860458199866	1827325.513673635	987715751560.3708	1421990.2346953864	-3248.603731269716	10553426.202819517	2022056227569.04	1024427.0539426276	487.4933481155895	237649.7644569473	1049450788849.5712	1062859.4925939138	1019957.157367729	1.304745	24.250509	0.0944787496752359	0.0594742802315357	0.0517003748	0.1533102707	-0.1275921615	0.0353455845	0.0503893863	-0.0574004996	0.0879018927	0.0890951495	-0.0044044552	-0.0222163423	0.017502605	-0.0053584622	0.0349855251	-0.1387612056	-0.0844676882	-0.0104174085	-0.0537760875	-0.0460216994	0.0894987335	-0.0354425823	0.173646897	0.039414855	-0.0223311605	0.0168178586	0.0058264962	0.0579837086	-0.0500661642	0.0921160113	0.136240371	0.0073586319	0.0417441866	-0.164562758	-0.0161617178	0.0611724618	0.0477751113	0.0195442132	0.0451277578	0.0554898155	0.0126177576	-0.0593302933	-0.0345900415	-0.0769075648	0.0342630069	0.0139821655	-0.159668654	-0.0480638934	-0.0617020547	-0.0441732606	-0.086670268	0.0626815598	0.1354717173	-0.0157722688	0.0556540281	-0.0580300794	-0.0743615749	-0.0602267284	0.0994060804	0.0101998543	-0.1309041725	0.0554134553	0.0600709374	0.1192638006	-0.027660509	-0.0325719589	-0.0578818066	0.1125393908	0.0125019632	-0.0026403122	-0.087482554	-0.0426387993	-0.0039027	-0.027972499	-0.1637336637	0.0009165352	0.0068450318	0.0104198029	-0.0486113672	0.0444255071	-0.1135291073	0.0385479552	0.0547740351	0.0940093346	-0.0361854716	0.1467734862	0.0237649743	0.0230082903	0.0570245553	0.0019977159	-0.0634577171	0.0625059993	-0.0143198479	-0.0218608125	-0.0841076731	-0.0539549655	-0.0056198428	0.0139815868	0.1198920824	-0.0137878143	-0.0272313906	-0.091340098	-0.0134219324	0.0029770438	0.089737086	0.0240075741	-0.0524223074	0.0030489060813607	0.0008418966908152	7.087900380055847e-07	9.29582829295826e-06	-0.0391670389076352	-0.0555649774630494	0.0015340569367922	0.0030874667204691	-0.0140902411148857	-0.0141723762392302	0.0001985348946756	0.0002008562482662	0.0002200014332745	0.0001920058217904	4.840063064283427e-08	3.686623560142282e-08	0.0001079971657531	0.0002499980542049	6.24990271062361e-08	1.1663387810702557e-08	-2.6011885851573498e-05	3.598610964748004e-05	6.766182055552894e-10	1.2950000875604555e-09	0.0	0.0	0.0	0.0	0.0	0.0
993441.8496365612	-397.0465434839716	157645.95769256935	986926708609.312	1423104.398264984	1114.1635695975274	1241360.4598183045	2025226128361.1416	1021320.3781873614	-3106.6757552662166	9651434.248358916	1043095314900.7748	1059486.3194938248	1001505.7406443378	1.363596	25.344324	0.0993050619258616	0.0752534502901218	0.0229664844	-0.0764185473	0.1329811501	0.0544198297	-0.0332885753	0.0343809074	-0.0041376989	-0.1192076884	-0.1192733123	-0.0738648617	-0.0171057806	0.2111337371	0.0933562191	0.001352483	0.0381088094	0.207726851	0.0286370674	-0.0319487048	-0.0431763905	0.0913127999	0.0055792313	0.021858942	0.0166798571	0.0243312344	0.1154785978	0.1342332221	0.0603145497	0.0116815996	0.0479399335	-0.0364063094	-0.1252822998	0.0918839569	0.0014927643	0.1218839527	0.0431864932	0.0754658454	0.0457597742	0.042211494	-0.0251929271	-0.096567272	0.1410310289	-0.1250439005	0.16769819	0.0741610178	0.0052602201	-0.0568183478	-0.0288052365	-0.0358636728	-0.0368436863	-0.0178322061	-0.1142216683	-0.1871099822	0.0116417712	-0.033107247	-0.0408272979	0.0552833944	-0.0111236156	0.0603677162	-0.0536462234	-0.0085978771	-0.0325766572	0.0726175066	-0.0030281607	0.1810787925	0.0288166681	-0.050766311	0.0541290202	-0.0075273033	-0.1107142152	0.0133970487	-0.0205312527	0.0663820325	-0.0552321443	0.0500741073	-0.1137821722	0.0135315438	0.010582345	0.1331407355	-0.0662923423	-0.1578117991	-0.0712538559	0.0751593678	0.091397205	0.0562850442	-0.1295047584	0.0001796661	-0.1285916095	-0.0106837337	-0.0699758587	0.045595299	-0.0729131962	-0.1269894233	-0.0270156543	-0.0052834448	0.0266073326	0.0227363249	0.0469969545	-0.0415141722	0.0866355016	-0.0232542468	-0.1384550008	-0.0141587892	0.0881955685	0.0192567962	-0.0587790397	0.0012264647199202	-0.0018224413614404	3.321292515889103e-06	1.504215709208935e-06	0.035228607440473	0.0743956463481081	0.0012410547821949	0.0055347121955527	-0.0118023925048049	0.0022878486100808	0.0001392964688374	5.234251262648651e-06	-0.0001009942878783	-0.0003209957211528	1.0199846184044934e-08	1.0303825299840613e-07	0.0001570037762881	4.900661053500001e-05	2.401647876129174e-09	2.4650185768723757e-08	-7.199206628841644e-05	-4.598018043684295e-05	5.1828576084757484e-09	2.114176993004635e-09	0.0	0.0	0.0	0.0	0.0	0.0
994593.051942007	1151.2023054457968	1325266.7480637175	989215338971.316	1423603.167167784	498.7689028000459	248770.41840036164	2026645977570.1453	1021761.124099224	440.7459118625848	194256.9588235813	1043995794720.5098	1060539.290796337	1012076.4819335938	1.328757	24.696796	0.1057578174872419	0.0823381760521911	-0.0008568368	0.1050913188	-0.1644258741	-0.0570141487	0.0401828008	0.0103601325	0.0953773828	0.1684068141	0.0265710027	0.0235655707	-0.0486113111	0.0458603377	0.0190658027	-0.0310312172	-0.0779147979	-0.0280942024	-0.0730115158	0.0713058331	0.1023256341	0.0633417023	0.0960154572	0.0420765953	-0.0615018215	0.0069602999	0.0502991574	0.0021918744	-0.0077786114	0.1422732018	-0.1035265348	-0.0355311714	0.0130099663	-0.0118467976	0.0419772905	0.1127350558	0.0824277024	-0.0288288881	-0.0430028519	-0.0230936955	0.0267180166	0.0193354561	-0.0319656691	-0.0850899255	0.0310598576	0.1248549386	0.0974203323	0.0555538515	0.0371442719	0.1496886361	-0.052384577	0.0023488159	0.1026895308	0.0730955649	0.092219054	-0.0904054621	-0.0857433648	-0.0239061345	0.0329957019	0.0281150991	-0.0835996718	-0.0478132297	0.0275039283	-0.0443285848	-0.1079247229	0.0376667575	0.0003392065	-0.0142402229	-0.0364275363	-0.1034723295	0.0154140898	-0.0071351916	-0.0723117905	-0.0304825794	-0.0683343397	0.0849189877	-0.0216675297	-0.0159468104	-0.0382129321	0.0861386989	-0.0698369531	0.0553709851	0.0031845637	0.0800987292	0.0141596949	0.1279276215	0.0416073277	0.0905054172	0.0727494631	0.0525949412	-0.124540444	0.0601210838	-0.0765334281	-0.0685197434	-0.0694123688	-0.0354362082	0.0367782233	0.0445925998	0.0899112404	0.0243924199	0.0394678767	-0.1230406294	-0.0292570246	0.0477120919	0.0866153656	0.0144722352	-0.0649037979	0.0012028302899693	-2.3634429950899994e-05	5.585862791039987e-10	1.4468007064676305e-06	-0.0464353888303179	-0.0816639962707909	0.0021562453358228	0.0066690082869157	-0.0190732752122926	-0.0072708827074877	0.0003637898273238	5.286573534604369e-05	0.0001560018234489	0.0002569961113272	2.4336568919381773e-08	6.604700123730258e-08	0.0001109971685722	-4.60066077159e-05	2.1166079535247096e-09	1.2320371431045384e-08	-3.900870375126785e-05	3.29833625371486e-05	1.5216789683541782e-09	1.0879022042569775e-09	0.0	0.0	0.0	0.0	0.0	0.0
993619.2889496926	-973.7629923144124	948214.365201118	987279291372.8928	1422756.906940063	-846.2602277209517	716156.373022317	2024237216245.655	1022095.9744318182	334.8503325942438	112124.7452384757	1044680180949.728	1060026.9436809977	995578.8049118192	1.529308	28.424313	0.0836203619051583	0.0441101905946582	0.0060072921	-0.0997673436	0.1929687464	0.0479169183	-0.0383736183	0.0320159512	-0.0263199108	-0.1111712279	-0.0586570649	-0.0231114361	-0.0773328995	0.1555942873	0.0603478721	0.0208652993	0.0058494317	0.1521404226	0.0401374314	0.0214137149	-0.0577245918	0.0511617077	-0.036970044	0.0164784419	0.0518904763	-0.0695996813	0.0121411108	-0.0345832691	0.0307655105	-0.0022074488	0.0092379996	-0.0688037377	-0.0931547778	0.1493005345	0.1308883589	-0.0154266783	-0.0232827964	-0.0044053084	0.0798214325	0.0863754851	0.1249908388	-0.0582618047	-0.0268205286	0.0469125755	0.0594399897	-0.0646041208	0.027513218	0.1329607429	-0.1039883885	0.0093556193	-0.0192907393	-0.0160501738	-0.096318038	-0.1369905006	0.0024089927	-0.0245639905	-0.0201393407	0.0615734284	0.03162615	0.0416786709	0.062839698	-0.0421350581	-0.0770158662	-0.0417314192	0.0468059156	0.168612169	-0.0450703616	-0.0642177069	-0.005716665	-0.0042468787	0.0620027595	-0.0955219568	0.0255913079	0.0180009858	0.1455711535	-0.0160199119	-0.0302703222	-0.0401937071	-0.0690965411	0.1247021946	-0.0237643832	-0.0665000968	-0.0693935788	0.0086428926	0.1466133159	-0.0504383297	-0.0932198354	-0.0224304357	-0.145767454	-0.1056983641	-0.0379809624	-0.0378141366	0.0052448758	-0.0221273924	-0.0448875424	-0.1003121983	-0.1534045369	0.0380631317	0.0416897187	0.038120607	0.0744653933	-0.0679356391	-0.0705615058	0.0129556093	0.0849971703	0.0096622851	-0.0707724105	0.0010466954875738	-0.0001561348023955	2.4378076519081877e-08	1.0955714437073549e-06	-0.0207502313057403	0.0256851575245776	0.0004305720992417	0.0006597273170623	-0.0175756431390539	0.0014976320732387	0.0003089032317513	2.242901826793253e-06	-0.00032102527999	-0.0004770271034389	1.030572303926579e-07	2.2755485741530707e-07	0.0006419868869429	0.0005309897183707	2.819500810153953e-07	4.121471630066359e-07	7.8603224538064e-05	0.0001176119282893	6.178466907781306e-09	1.3832565675934936e-08	0.0	1.0	0.0	0.0	0.0	0.0
996299.0823488391	2679.793399146525	7181292.662109287	992611861489.1388	1428060.984732354	5304.077792291064	28133241.22667525	2039358176114.7407	1023771.0372436251	1675.0628118069144	2805835.423498486	1048107136698.888	1061217.939910706	1007671.2768138924	1.409059	26.189314	0.1302338132112553	0.0802341829157163	0.0024018909	-0.0343492714	-0.1805061727	-0.0147944518	0.0783560336	0.0453052465	-0.1236577676	0.0888560672	0.1306790416	0.1175173649	-0.1039810504	-0.0980114054	-0.135131935	-0.040482614	0.0378079792	0.0343125573	-0.1082748358	0.0100437967	0.0047377153	0.0267955396	-0.0913616633	-0.0755750335	-0.029147238	0.0806311022	-0.0728238524	-0.0917545343	0.1750118429	0.2296565813	-0.142281764	0.0867580189	-0.065772024	0.0010070952	0.0072584799	-0.0890625675	0.1068478193	-0.0504280176	0.0076202702	-0.077343589	0.0650764435	-0.0370551696	-0.0370669718	0.0030577208	-0.0538269306	0.0460273893	-0.1184599321	-0.0796949285	0.0209925467	-0.2236273564	0.1269705953	0.0906671122	0.0045081867	0.0201375023	0.0993302587	-0.0547520609	0.0131808232	-0.0663965561	-0.1324681113	-0.1202268632	-0.0043076309	-0.0271390994	-0.0655792443	-0.0223497791	-0.1580555738	-0.0986299492	-0.1055163656	-0.1484555218	-0.0105519302	0.0744094286	0.0102489986	-0.0922779623	-0.1627180459	-0.0349830425	0.0951872163	-0.0872725934	-0.1450947357	-0.1491199274	-0.0494668932	-0.0515011161	-0.0373306075	0.1518427635	-0.0192125756	0.0516568176	0.0495483612	0.0510700048	0.0387669543	0.1461371294	0.0150717603	0.1297911308	-0.1079249142	-0.1469677119	-0.0445422364	-0.1161148387	0.131517015	0.0523247734	-0.1093267442	-0.0303807892	0.0454296296	0.1707917883	0.0692842184	0.0041523422	0.0707330743	0.1748527274	0.0833416924	0.004835384	-0.0763617167	-0.0030911364772521	-0.0041378319648258	1.7121653369134963e-05	9.55512472099852e-06	-0.0964700935754194	-0.0757198622696791	0.0093064789544501	0.0057334975421391	-0.0234204273422733	-0.0058447842032194	0.0005485164168947	3.416150238220306e-05	2.800730755747679e-05	0.0003490325875474	7.844092766190963e-10	1.2182374717008705e-07	0.0002399994209367	-0.0004019874660061	1.6159392282608576e-07	5.759972204995132e-08	-6.100341737887884e-05	-0.0001396066419169	3.7214169319016973e-09	1.9490014467325503e-08	0.0	0.0	0.0	0.0	0.0	0.0
997072.4797508632	773.397402024013	598143.5414574927	994153529876.5354	1418226.7615832018	-9834.22314915224	96711944.9473218	2011367147270.776	1025105.8168999446	1334.779656319413	1781636.7309241712	1050841935842.1028	1062309.7059201908	1007170.9004873144	1.274025	23.679522	0.1285810497384682	0.0807397675059309	0.0184080125	0.0502306363	0.1760259229	-0.0409733349	0.0728728155	-5.43651e-05	0.1175539709	-0.0202536373	0.001196833	0.1326611842	-0.0149997888	-0.0346347714	0.0817327929	-0.1168026727	-0.0026170106	0.0133264899	0.0474795014	0.0714996752	0.0110829904	-0.0140353532	-0.0813984952	0.0943658194	-0.0901987606	-0.1899980021	0.0017650513	-0.011679296	0.1532800815	-0.0675563979	-0.0733455955	0.024041501	-0.0883423234	0.0967031506	-0.0147136578	-0.075199254	-0.0750870345	-0.0361792294	0.0801770151	-0.1127040532	-0.0220739172	0.0268701677	-0.1839607343	0.2568509966	-0.0706911248	0.1498154444	0.1283858563	-0.079389462	-0.2502641755	-0.0344358879	-0.1078530345	0.0375452962	0.0335504295	-0.0296124301	-0.0187968363	-0.1474887179	0.0107642291	-0.1012964367	0.0387659663	-0.0288253432	0.0326118246	-0.1165185564	-0.0711632655	-0.0902902456	0.1255619837	0.0628608614	-0.010202091	-0.0997710864	0.1719581828	0.0842393029	0.0753366644	0.029252931	0.0120404532	-0.0631654641	0.1099080856	0.0532505673	0.1398050111	0.0656871647	-0.0481501741	-0.0197526718	-0.0711876481	-0.0498545015	-0.0614665326	0.0245355395	0.0390896086	-0.0541876811	0.0758792269	0.1746214356	-0.1651800855	2.81122e-05	-0.039494694	-0.0497086005	-0.0299242794	-0.0816468503	-0.0155505364	-0.2058950753	-0.0783775223	0.0570001054	0.0494655855	0.1320339063	-0.0002858242	0.0282092795	0.0407597113	0.0121839181	0.0816496581	0.0	-0.0816496581	0.0068452627840684	0.0099363992613205	9.873203028037058e-05	4.685762258295186e-05	-0.0207946467398585	0.0756754468355609	0.0004324173330355	0.0057267732537618	-0.0264346529788923	-0.0030142256366189	0.0006987908781144	9.085556188451212e-06	-0.0001060649669204	-0.0001340722744778	1.1249777207825544e-08	1.797537478367113e-08	0.000641989416291	0.0004019899953542	1.6159595636495014e-07	4.121504106296589e-07	0.0002020338728883	0.0002630372902671	4.0817685794245765e-08	6.91886160711001e-08	0.0	0.0	0.0	0.0	0.0	0.0
997235.3391221396	162.85937127645593	26523.17481256252	994478321594.0488	1427218.0417857848	8991.280202582944	80843119.68135999	2036951338798.85	1023022.7213830376	-2083.095516906935	4339286.93255777	1046575488465.9562	1059483.7318590358	1025485.9309521968	1.206062	22.416348	0.1388030527391821	0.0777598996056485	-0.0815556358	-0.012732577	-0.0009887899	0.0641502898	0.2035693056	0.087982791	-0.0547581225	-0.0367628899	-0.0612122426	0.121277327	0.0772820237	-0.0030486207	-0.1194771378	0.0202964956	0.0042159558	0.090645212	-0.0980765771	0.012583039	0.0066893118	-0.0971699117	0.0003173848	0.0251265289	0.0017937833	0.0013684405	-0.0141325277	-0.1329684315	0.1622653933	0.1411894422	-0.0085040026	-0.0129767902	0.0753417697	0.0457751248	-0.0004646999	-0.0382134387	0.0277096433	-0.1051378309	0.216111287	-0.1282028923	-0.1675360518	-0.1022767582	0.0228116472	-0.1562560877	-0.0404061538	0.0102845096	0.0211647362	0.0282184635	0.0291084118	0.0617478965	0.119592108	-0.0062433734	-0.0079258323	-0.0250563797	0.1187331781	-0.0810154801	0.0276054565	-0.015259491	0.0583621803	-0.0224029906	0.0673566126	0.0631766977	-0.0303738138	-0.0628817411	0.0415845101	-0.0498413755	-0.1256230187	0.0096600999	-0.0106327763	0.22754485	0.0184847811	0.0707219194	-0.1377904691	0.0494836254	-0.0781714836	-0.0143329929	-0.1196572039	0.1619305877	-0.035359944	0.0720138763	-0.0135851474	0.1283609642	-0.0529936808	0.0456914507	0.0372835824	0.0184405019	0.103753231	0.1731577657	-0.1513912845	-0.0737295286	-0.0621706833	-0.0313422062	0.0725659273	-0.1012058139	0.1054443834	0.0367281482	-0.0644491166	-0.0682356348	-0.0045972068	0.0389416308	-0.0233991532	0.0468626444	-0.1032006246	0.0142044558	0.0799218096	-0.004835384	-0.0866153656	0.000441257540757	-0.0064040052433114	4.10112831563599e-05	1.9470821727491555e-07	-0.0889523596792543	-0.0681577129393957	0.0079125222925074	0.004645473833129	-0.0389729815512822	-0.0125383285723898	0.0015188932909965	0.0001572096833892	0.0004139868808427	0.0005200518477631	1.713851375098679e-07	2.704539243618146e-07	0.000128041742702	-0.000513947673589	2.641422111875452e-07	1.6394687874165168e-08	0.0002019732745587	-6.05983296000001e-08	4.0793203635964025e-08	3.672157550310249e-15	0.0	0.0	0.0	0.0	0.0	0.0
995986.954941542	-1248.3841805976117	1558463.0623663703	991990014413.7252	1428358.6334039827	1140.59161819797	1300949.239503464	2040208385619.693	1024877.6259700664	1854.904587028781	3440671.026980412	1050374148214.0392	1064175.3204674637	1019044.3865485768	1.192049	22.15589	0.1079085586225842	0.0725898566681947	0.0836098334	0.0960151487	0.1144961689	-0.008998077	0.0361058577	-0.1053983077	0.094699294	-0.0384969884	-0.1243579284	-0.0241917864	-0.0025534763	-0.1034427731	0.1196874118	-0.0977209899	-0.1155239327	0.0261632044	0.0519608101	0.0338181223	0.0091974896	-0.0559698396	-0.1217170768	0.0879268674	0.0385792259	0.0042406628	-0.001129853	-0.0271508516	0.0119734258	-0.023184617	-0.0731576106	0.0647562505	-0.055804768	0.0735629988	0.102698007	-0.0874498117	0.0236804705	-0.1040195554	0.156883458	-0.151542353	0.021675462	-0.1442365317	-0.1058852981	0.0199464168	0.1338909335	-0.2593971406	-0.1033070483	-0.0706761339	0.0168829859	-0.0525544739	-0.1488828103	-0.0423466443	0.0985721782	-0.0999395978	-0.0631931642	-0.0185886398	-0.0032976142	-0.0009535411	-0.1001203658	0.0557657518	0.1351970872	0.081984001	-0.0521971159	-0.0409322494	0.0214484155	-0.0818201726	0.0098867057	0.0669864862	0.1037662025	0.1001377934	0.0463363887	0.0095468421	-0.063616748	0.1559805516	0.0943883593	-0.0331477797	-0.1987491105	-0.0668224062	-0.1768061913	0.1014037732	-0.0833143559	-0.0324338181	-0.0144300543	0.0550581298	0.0267777325	-0.0384698103	0.0442397739	0.1095777532	-0.1710175768	0.0492807285	0.0186089257	-0.0782644352	0.0028136043	0.0659065086	0.0027275583	-0.0721568115	0.013141955	-0.1126663312	0.1373401711	-0.0795518916	-0.0375179457	0.0420086371	-0.0662725784	0.1170281976	0.0781589047	-0.0096622851	-0.0912392418	0.0051701243104389	0.0047288667696819	2.236218092540173e-05	2.6730185385391317e-05	-0.0219584308795646	0.0669939287996897	0.0004821726866926	0.0044881864960178	-0.0121871466559895	0.0267858348952926	0.0001485265436145	0.0007174809510378	0.0002979797407508	-0.0001160071400919	8.879192589791396e-08	1.3457656552301724e-08	0.0002000297724702	7.198802976820002e-05	5.182276429907252e-09	4.001190987447999e-08	0.0002019698812604	-3.393298300007931e-09	4.079183293634008e-08	1.1514473352836716e-17	0.0	0.0	0.0	0.0	0.0	0.0
