global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26
991786.9640798158	-168.32913190685213	983641382118.6578	28334.696648514426	1478552.2182306093	-31910.935076177582	2186116662034.6555	1018307777.436021	996345.7971678023	-4246.248260931228	18030624.29346148	992704947533.9436	1049717.6843870657	1151011.452129061	1.16591	26.831684	0.1027263551594321	0.0506589911629692	0.0722967142	-0.0098361938	-0.1514050146	-0.0456755303	0.1026672745	-0.0527971443	0.160213682	0.0761015799	-0.0008825456	-0.011349757	-0.1188946892	0.0746651133	0.0880368063	0.0413672942	-0.1488328603	0.0087048181	0.1098054089	0.0846816017	0.0415782052	-0.1089307423	-0.0693870339	-0.0361230297	-0.076019285	-0.0287459972	-0.0249913946	0.0470416219	-0.0083877942	0.0372128948	0.0335580911	0.09872397	0.0916460226	-0.1188976571	0.0510712899	-0.1486160155	-0.1198801905	0.1372838867	-0.1896982055	-0.0597246454	0.1231045147	-0.0018306416	0.0831729941	0.0824116235	0.1355959867	0.0525826228	0.0606662162	0.0578994277	-0.0324418042	-0.0883898127	0.0971230397	0.1193226827	0.0764638658	0.0308701724	0.0229201849	0.0798218763	-0.046603099	0.0139752236	-0.0451813331	0.0305459726	-0.0914799778	0.0632712906	-0.0811689671	0.0351969812	-0.0424224957	-0.1160542622	0.1420229918	0.0883357167	-0.0124955424	0.0062635304	-0.0635129034	0.060218832	-0.0343044884	0.1541385335	0.1504494397	-0.1449500698	-0.042188254	-0.0306999391	0.1205839019	0.0119133131	0.0264052713	0.0250239021	0.0672831603	-0.0112255442	-0.0076467351	-0.0155698327	0.1183872538	0.0763617167	-0.0144722352	-0.0955030384	0.0062532059971829	-0.007713749905747	5.9501937608413386e-05	3.9102585243204186e-05	-0.071471899744651	-0.0412828518918785	0.0017042738603267	0.0051082324531094	0.0160136786204958	-0.0185088180391943	0.0002564379029605	0.000342576345208	-0.0006599557001416	0.0003031340700693	4.355415261493895e-07	9.189026443677929e-08	-7.93705919417409e-05	-0.0002603970308749	6.780661368848493e-08	6.299690865182345e-09	0.0011249768100888	0.000140887605508	1.984931738577783e-08	1.2655728232375722e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
996254.6935132388	4467.729433423025	992523414347.1572	19960606.29027442	1497809.4878808863	19257.269650276983	2243433261986.003	370842434.383479	1000798.6568356048	4452.859667802462	19827959.221141856	1001597951523.9508	1055625.6947755793	1161541.235343812	1.223392	28.154533	0.1719410713376203	0.0814258978628485	-0.1045849459	0.0350979105	-0.1293359965	0.1061855166	-0.0959406449	-0.0367704449	0.0684373539	-0.0384006027	-0.1536780873	-0.0051263116	0.1354657438	0.0758121968	0.0828348994	0.1513017881	-0.0286521245	0.0029371529	-0.0334872273	-0.0256500836	0.070593376	0.0689574036	0.0744322682	-0.0494017889	-0.0510980886	-0.0507050876	-0.1555985483	0.0542717465	0.0194835024	0.098612188	-0.0431130384	0.1718353392	0.0441036282	-0.079535479	-0.0018216794	-0.0823230772	0.0321257125	0.0016760651	-0.1536005828	-0.1037157304	-0.1110549754	-0.0146166004	0.0485553374	0.1158718529	0.0636191978	-0.0817510864	-0.0022946837	-0.0768730439	0.0333070792	-0.0720968776	-0.0247754128	0.013096918	0.0185175613	-0.1423616132	-0.0185067515	0.1097827116	-0.1089932013	0.1033573914	-0.1124024147	0.0102735973	0.0220994793	0.1476864986	-0.0611636781	0.0913238855	0.0758172289	-0.0544348996	0.1207167273	0.0543425851	-0.0735179849	0.0300364131	0.0573678164	0.0915603325	0.0499580274	0.1283194931	0.0542170444	0.1186666304	0.0427774771	-0.075104141	-0.0125232783	0.0178342237	0.0542978947	-0.0379272965	-0.0808794459	0.0147860907	0.0269000158	-0.00958912	0.0563586931	0.074531034	-0.0192567962	-0.0993899282	0.017469239583022	0.0112160335858391	0.0001257994093986	0.000305174331609	-0.019168757012693	0.052303142731958	0.0027356187396395	0.0003674412454116	-0.0015963920222645	-0.0176100706427603	2.54846748874974e-06	0.000310114588043	-0.0013477656445588	-0.0006878099444171	1.8164722326529971e-06	4.730825196391916e-07	-0.000224920129068	-0.0001455495371262	2.1184667757668282e-08	5.058906445996578e-08	0.0021078538160866	0.0009828770059978	9.660472089191994e-07	4.443047709990842e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
997357.5615070658	1102.867993826978	994722105495.3206	1216317.811807943	1482666.7033414128	-15142.784539473476	2198300553197.293	229303923.6089169	999246.0844335604	-1552.5724020444322	2410481.063590018	998492737255.802	1051964.046380309	1165657.0526084297	1.277336	29.395967	0.1432132132189852	0.0773681124895302	0.0948809848	-0.0509472445	-0.1196657929	0.0281705871	0.0941887605	-0.0369960799	0.1324888495	-0.0766531258	-0.0814133918	-0.0523950839	-0.0900422865	0.1278623762	0.0623327791	0.0406925599	-0.062174888	-0.0852261844	0.0282772242	0.0514999974	0.1044527274	-0.0144984606	-0.0270658822	-0.0091316678	0.1089327282	-0.0775116868	-0.1074111869	0.0363433905	-0.042580758	0.0334867325	-0.0017094029	0.1608243537	0.0375955753	-0.0390109881	0.0940884175	-0.0828326679	0.1360308335	-0.0064467657	-0.1940730208	-0.111219635	0.1117218424	-0.0281529057	0.1336680283	0.0994402011	0.0710910999	0.0496520946	-0.0669384019	0.0921317487	-0.0288527628	-0.0244435559	0.0116192796	0.1022467628	0.0543047596	-0.1272709737	-0.0492645458	0.1215657706	-0.0135773116	0.1351210719	0.0086788601	0.0262013639	0.030207768	0.0439055221	-0.0057444293	0.0747623871	-0.034299075	-0.0794241306	0.0767052677	0.0636091184	0.0868031589	0.1334817741	-0.1100815344	0.0789590294	-0.0606354189	0.0283243282	-0.0424316688	-0.0755139223	-0.0004044943	-0.0182467525	-0.0088380137	-0.0420417145	0.0277956571	0.1435275901	0.0388235681	0.0413037258	0.0455243609	0.0432734569	0.0142906396	0.0726676594	-0.0240075741	-0.1028845713	0.0174849143850224	1.5674802000400362e-05	2.456994177517552e-10	0.0003057222310515	-0.0711212122566991	-0.051952455244006	0.0026990576058804	0.0050582268328624	0.0152404411445843	0.0168368331668488	0.0002322710462815	0.0002834789510882	-0.0014206293236421	-7.286367908330006e-05	2.0181876751918105e-06	5.3091157295541395e-09	0.0002241902548105	0.0004491103838785	2.0170013690749369e-07	5.026127035199691e-08	0.0011416628789258	-0.0009661909371607	9.335249270516648e-07	1.303394129117146e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
999972.336818464	2614.7753113982035	999944674402.1796	6837049.929097572	1500777.5960872576	18110.892745844787	2252333392917.448	328004436.05149335	1002512.5728279388	3266.488394378452	10669946.430609114	1005031458678.0934	1058128.246573359	1169463.6118241567	1.367496	31.470882	0.1091015060907267	0.0604881498683518	-0.1014258759	0.0910315188	-0.0550552819	0.1181853078	-0.0932050807	0.0058409707	0.0053509219	-0.0569103244	-0.1103531038	0.0154411778	0.1409733606	0.0905740983	0.0009976697	0.0329987744	0.0612202129	-0.1510685786	0.1226365468	0.0032707328	0.0646261601	0.0854963987	0.0079456327	0.0884509969	-0.0599867081	0.1162765571	-0.1549640281	0.0362022151	0.0315109437	0.0897567238	0.1275071183	-0.0462916217	0.1201494768	-0.0529359301	0.0264945285	-0.0366501088	-0.0725012126	0.0243676183	-0.0520486568	0.0738326585	-0.1149849939	0.0016695357	0.0753752017	0.0682834877	0.0530740982	-0.0051425953	-0.1087807996	0.0141590801	0.0040902852	0.1135997208	-0.1017693101	-0.0337630798	-0.03314067	-0.0144423456	-0.1804019199	-0.00158401	-0.1398732619	-0.0282765718	-0.1353611407	0.0511141162	-0.1015943308	0.0704175231	-0.1030168389	0.0895659878	0.0387515695	0.011176799	0.0539738308	-0.0268586911	-0.134964485	-0.0752487303	-0.0575718943	-0.0336649429	0.0601706006	-0.0054391082	0.0245053852	0.1707635856	-0.100519149	-0.1130213007	-0.0426289286	-0.0850625955	-0.013878828	0.066543304	-0.0234228223	0.0087564286	-0.0656400078	0.009224457	0.051427427	0.0707724105	-0.0287162347	-0.105973176	0.0140002530537515	-0.0034846613312708	1.2142864593654678e-05	0.000196007085569	-0.0259806587203712	0.0451405535363279	0.002037669573566	0.0006749946275444	-0.0236206560776537	-0.038861097222238	0.0005579353935387	0.0015101848773162	-0.0015717886298576	-0.0001511593062155	2.470519496949632e-06	2.284913585555133e-08	0.0005051027614246	0.0002809125066141	7.89118363722168e-08	2.551287995987564e-07	0.001141894946114	2.320671881998488e-07	5.385517983898404e-14	1.303924067960695e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1000167.172855498	194.8360370340524	1000334373657.7596	37961.08132713465	1483624.4394909972	-17153.156596260378	2201141477454.976	294230781.2158309	998838.8577512776	-3673.715076661203	13496182.464487828	997679063753.8772	1053578.31230695	1208403.802590991	1.559387	35.886948	0.151785046714941	0.0803898618144815	0.1321632767	-0.1019078845	0.0613698305	0.1432894254	0.105256253	-0.0366794648	-0.0584345157	-0.0727536729	0.0323605995	-0.0667528037	-0.0844488546	0.0661624891	0.0620755551	0.0573701152	0.0231658993	-0.1202311061	-0.1215760424	-0.0427299189	-0.0480652872	0.1366676734	0.0093118739	-0.0153784731	-0.0059346773	0.093753494	0.0232476147	-0.1432739075	0.0500311829	-0.1056015156	0.1800195664	0.068674872	0.1227056014	0.1069877917	0.0996846933	-0.0203691715	0.0237071637	-0.0468599464	0.0090945387	-0.0679662946	0.1026421647	-0.04423455	-0.0474174867	0.0987544666	-0.0628354533	-0.1071869716	-0.0725930719	0.0212059475	0.0317506055	-0.0355501663	-0.114987633	-0.0147324775	-0.0681861564	-0.0284105962	-0.0490848592	-0.0938929653	0.0133039137	-0.0244199261	-0.0772836507	-0.1627850621	-0.0842990686	-0.1350875902	-0.1080160116	0.0658965481	0.0012786837	0.0897250984	-0.0183018944	-0.0130762786	0.0550527055	-0.0647402412	-0.030997685	0.0027997174	-0.1503956493	0.0501365655	-0.1567873735	0.1523210399	-0.0651806704	0.0138682749	0.0039186882	-0.0998561187	-0.0803917756	0.0605381496	0.0126083039	0.0647516935	0.1176034261	0.131492999	-0.0478191843	0.0688461184	-0.0333745172	-0.108643553	-0.0015629656723916	-0.0155632187261431	0.0002422137771177	2.4428616930745264e-06	-0.0708568251021688	-0.0448761663817976	0.0020138703091267	0.0050206896635593	-0.0827564583612741	-0.0591358022836204	0.0068486314005012	0.0034970431117274	-0.0016950870962693	-0.0001232984664116	2.8733202639386866e-06	1.520251181947707e-08	0.0010250315516309	0.0005199287902063	2.703259468853868e-07	1.0506896818388505e-06	0.0011428648759636	9.699298496000652e-07	9.40763913145205e-13	1.3061401247112948e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
997224.1702400493	-2943.002615448786	994456045710.9548	8661264.394538395	1494294.7113919668	10670.271900969556	2232916684494.001	113854702.4406205	995594.1682992618	-3244.689452015795	10528009.64002256	991207747951.4988	1052762.9177002895	1189078.1604468937	1.384999	31.873672	0.2478370147400194	0.1112312123835453	0.0453300018	0.1649908556	0.0287614691	0.0368592708	0.0330999483	0.14947546	-0.0533453041	-0.0407313608	0.0909198179	0.1499530049	-0.0593396691	0.0622909685	-0.0426502112	-0.0267767112	-0.0256663958	-0.0648076005	-0.1285714921	-0.1251571075	0.0019876314	0.182021115	-0.0320910063	-0.050064545	-0.0327882371	0.050451619	0.0760749522	-0.095699995	-0.0093208823	0.0974373777	-0.067532879	-0.0642192318	-0.0831652428	-0.0790275604	0.1212963448	0.0366554499	-0.0024401953	0.0516375227	-0.0730072117	-0.0162128245	0.0424390877	0.158298622	0.0361446214	-0.0165718694	-0.1475457036	-0.0572587665	-0.0268546974	0.023395607	0.1648050334	-0.0731154298	-0.0455339413	-0.1203917031	-0.1097397425	-0.0069908525	0.0330866243	-0.0879918104	-0.0050444152	0.0318833741	0.0221165523	-0.0320693463	0.010858244	0.1372936846	-0.0222304953	0.0718871028	0.0064195966	0.0358610573	-0.0629999479	-0.1039591556	-0.1338358352	0.1839782015	-0.0160861078	-0.0664922541	-0.0580122347	0.1374355944	-0.1089023564	0.2338812897	0.0619476405	0.0943932056	0.0833080164	-0.063863614	0.0322464547	0.027960791	-0.013547566	0.0305446513	0.047832814	0.0323737276	0.0983591163	0.0668896282	-0.0379742494	-0.1108851636	0.0173557747029491	0.0189187403753407	0.0003579187373895	0.0003012229155395	-0.1197864725416337	-0.0489296474394649	0.0023941103985503	0.0143487990039675	0.0056248895967598	0.0883813479580339	3.163938297573662e-05	0.007811262666879	-0.000782968302468	0.0009121187938012	6.130393626696214e-07	8.319606940055383e-07	0.0005788673188749	-0.000446164232756	1.9906252259075027e-07	3.350873728614151e-07	0.0016167274287499	0.0004738625527863	2.24545718933149e-07	2.613807578872263e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
996055.1255972222	-1169.044642827008	992125813228.4982	1366665.3769225266	1497111.7770948757	2817.065702908905	2241343673116.177	7935859.1745056445	998417.4793086316	2823.3110093697906	7971085.055628666	996837462989.0018	1054191.5243243242	1168380.14679827	1.485203	34.179733	0.3345682678219663	0.177022518705476	-0.1054834939	-0.0434986454	-0.0506532062	0.0289949846	-0.0721895531	-0.0339557969	-0.1129999313	0.1076093572	0.0217867559	0.0111644233	0.0952844955	0.0353933594	-0.1421398225	0.0337068442	-0.0340722005	-0.0507316495	0.0107832103	-0.1008362905	-0.0917097633	0.2051742545	-0.0126199024	-0.0036543743	0.0565419293	0.1695224791	0.0111026784	-0.0517466015	-0.0100584054	-0.0234904292	0.0009299528	-0.0163271495	-0.0164813283	0.039742705	-0.0079372981	-0.0352155998	-0.0585996514	0.0254688067	0.0646237709	0.0058459261	-0.0871303704	-0.0134518063	0.0571950683	-0.0859407776	0.0062429115	-0.0434494767	-0.0447711476	0.0208721698	0.1591228468	0.0223683061	-0.1150992429	-0.0700207072	-0.1375823371	0.025162988	-0.0732482491	-0.1544880131	0.0685883653	0.0910417008	-0.0819919214	-0.0833764197	-0.0249467769	-0.0163132879	0.0355986367	0.0110399908	-0.0266595392	0.1322185577	-0.0430292078	-0.0734113775	-0.0037291644	0.1219101773	-0.0669561574	0.2189907528	0.0352104439	-0.0694682658	0.0113978407	0.1508233301	-0.0741568302	0.040133455	-0.0043841479	-0.0692712173	0.0489542963	0.0355478044	0.0247242196	0.0827616133	0.0536222197	0.1405219805	-0.0036602563	0.0649037979	-0.0425073619	-0.112689161	0.0094133624086367	-0.0079424122943123	6.308191305284473e-05	8.861139183633455e-05	-0.0992880161013261	0.0204984564403076	0.0004201867164351	0.0098581101413371	-0.1216473032959015	-0.1272721928926612	0.014798066399165	0.0161982110837067	-0.0035510048629567	-0.0027680365604887	1.2609635536742132e-05	7.662026400202112e-06	0.000980912055019	0.0004020447361441	1.6163996986117906e-07	9.621884596815975e-07	0.0020237502560108	0.0004070228272609	1.6566758191145657e-07	4.095565098703779e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
996035.7022746048	-19.423322617425583	992087120205.6652	377.2654615005962	1488647.6127943213	-8464.164300554432	2216071715078.2314	71642077.3067801	997976.3343980692	-441.14491056243423	194608.8321151381	995956764018.6068	1051504.3923624516	1185044.6376197452	1.453028	33.439259	0.1805596504164164	0.0924277747902714	0.0823697202	-0.0618837074	0.0284463878	0.0922536612	0.0628167396	-0.08621542	-0.0294695233	0.0672310145	0.0302760509	-0.1244442666	-0.0545827833	-0.0898839905	-0.086222589	-0.0611171375	0.0461115547	-0.0288659487	-0.0116514058	-0.0371318595	-0.0591243294	0.0414195394	-0.032206153	-0.0077919522	-0.0584730248	0.0982050088	-0.0137024754	-0.082522946	-0.0588892593	0.1130620439	0.0467247535	-0.0619125292	-0.0238776859	0.0127192828	-0.0726099303	0.0942893596	-0.0261153037	0.0844043004	0.1242956081	-0.082983337	0.0617388251	-0.1192093448	-0.0569789278	-0.0953693868	-0.0293658487	0.0429928388	-0.053982619	-0.0004085196	-0.0172195428	-0.037531034	-0.0474885	-0.0623660833	-0.0894332777	0.0748572747	-0.0272013494	-0.091214403	0.08201247	-0.0422551207	-0.0419488847	0.0457140942	0.0150562146	0.1132428025	-0.0765854314	0.0104958589	-0.0450033702	0.0754948673	-0.0224412464	-0.000701268	-0.0700205045	-0.1161505843	-0.0271239423	0.0054706125	-0.1492411795	0.0303839346	0.0327622316	0.1686877948	-0.0221287953	0.0731595085	0.0335980079	-0.0569444119	-0.0937212864	-0.0364967065	0.0720496928	0.0669663844	-0.1033702206	-0.01120611	0.0906053401	0.0628894987	-0.0469659021	-0.1140484259	-0.0025270958763883	-0.011940458285025	0.0001425745440564	6.386213568458751e-06	-0.0869696455124113	0.0123183705889147	0.0001517422539658	0.0075637192405544	-0.0685181629308999	0.0531291403650015	0.0046947386514253	0.002822705555924	-0.0020977724934737	0.0014532323694829	4.400649434374866e-06	2.1118843197131742e-06	0.0010419551576457	6.10431026267001e-05	3.72626037829384e-09	1.0856705505444757e-06	0.001474592104571	-0.0005491581514398	3.015746752927786e-07	2.17442187486313e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
996832.4956177548	796.7933431499405	993675024319.5212	634879.6316880588	1488836.153306787	188.54051246563904	2216633091393.35	35547.52484080579	999016.8566510504	1040.5222529812015	1082686.558949076	998034679872.9452	1055579.8511824324	1173626.022484189	1.284258	29.555271	0.2011263703960203	0.1019854352872045	0.0340350054	0.1291885852	-0.0117077987	-0.0385263617	0.0555876321	0.1223442281	0.0100757402	0.0616364564	0.0830715548	0.1631954857	-0.023485557	0.0462910652	0.0706081338	-0.0414030315	-0.0023949183	0.0136707022	-0.1590263074	-0.056355038	-0.0137087125	0.1484412515	-0.0274602963	-0.1557429956	0.0135284289	-0.0296233433	0.1509791077	-0.0629398892	-0.0532668123	0.1055979175	-0.0871577226	-0.0149867983	0.0023139469	-0.002559409	-0.1092722535	0.1421720593	-0.0190244303	0.133490934	0.0260686888	0.118725905	0.0166183559	0.1662399159	0.0078379252	0.0482129995	-0.1403904744	-0.0602195379	0.0850626952	-0.0700697167	0.0072684959	-0.2003084497	-0.0174032599	-0.1238549022	-0.1564246858	-0.066839647	0.0248835955	-0.0364399239	0.0480565732	-0.0196499371	0.0672554762	-0.0130863202	0.0928514101	0.0515859399	-0.0176142932	0.0682619106	0.0281547909	-0.0156103847	-0.0398744055	-0.0340588632	-0.1120603181	0.0915634349	-0.029269327	-0.0463833972	-0.0573273527	0.1330277475	0.0971455205	0.1246643036	0.0631606896	-0.0118385463	0.016619793	0.0477686155	0.0054111821	0.0089667425	-0.0700233317	-0.0333266785	0.2382371112	0.0692543905	-0.1149543458	0.0608476141	-0.0513420481	-0.1149575937	-0.0247891292662387	-0.0222620333898504	0.0004955981306508	0.0006145009297782	-0.0708577775888699	0.0161118679235414	0.0002595922879856	0.0050208246448337	0.0040375633849265	0.0725557263158264	1.6301918087299132e-05	0.0052643334212171	-0.0028340476265532	-0.0007362751330794	8.031825949571827e-06	5.421010715912353e-07	5.879100373595847e-05	-0.0009831641539097	9.66611753533058e-07	3.456382120281482e-09	0.0015590876729178	8.449556834680015e-05	7.139501070248775e-09	2.430754371844241e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
999377.5999458474	2545.1043280926533	998755587273.5222	6477556.040875956	1509175.3801073406	20339.226800553733	2277610327922.136	413684146.8443633	1002645.579855196	3628.723204145557	13167632.0923044	1005298158803.162	1056832.4596525095	1157529.0141872829	1.465229	33.720058	0.2014113964919066	0.1097681533011952	-0.1403969513	-0.0658809829	-0.1107932522	-0.0525886812	-0.1141839801	-0.1303555807	0.0932987252	0.0124021986	0.0523284515	-0.0503158107	0.0908387794	0.1289079079	-0.0404626949	-0.0967891746	-0.1563623388	-0.0505754359	0.1189858704	-0.0160316807	-0.0385714663	-0.0528430917	0.0320378812	-0.0841392116	0.2108715492	-0.0695763811	0.0967162196	0.0686957828	-0.0519411805	-0.0580245536	-0.1572535286	0.1315434989	0.0501776472	-0.0419020588	-0.0432258364	-0.0420145341	0.0006372682	-0.0841078516	0.0619362301	0.0566057635	-0.0986321954	-0.0863090581	0.1578836032	0.0283875631	0.0488906914	0.024782942	0.151044024	0.1234662851	-0.0379509329	-0.0543298958	-0.0414527774	-0.1250666169	0.0423747695	0.0415480758	-0.0200846054	0.0680934579	0.0757630558	0.0838494709	0.1710083457	-0.0030367884	0.0830317334	-0.1052209462	0.0642652954	0.0344923335	-0.0522893243	-0.1026286138	0.0461566673	0.0645529879	0.0065880601	0.1553880457	0.0482902257	0.2058956208	0.1133091491	-0.0119572228	-0.0353314172	-0.1030746279	-0.0197467849	0.0355013023	-0.0469802091	0.0239157532	0.0342920364	0.1135096906	0.0395976789	0.0298195622	0.0636880944	0.0489440239	0.0692182476	0.0587790397	-0.0556281227	-0.1154130763	-0.0078820339258811	0.0169070953403576	0.0002858498728479	6.212645880874061e-05	-0.1702776687907317	-0.0994198912018618	0.00988431476659	0.0289944844888061	-0.0278205140159286	-0.0318580774008551	0.0007739810001104	0.0010149370956788	-0.003031801841082	-0.0001977542145287	9.191822403588203e-06	3.9106729363902557e-08	0.0005152600310471	0.0004564690273111	2.083639728943797e-07	2.654928995946585e-07	0.0011487842637811	-0.0004103034091367	1.683488875491983e-07	1.319705284711084e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
999203.1451315886	-174.45481425884643	998406925240.8584	30434.48221808861	1477892.5728878116	-31282.80721952906	2184166456996.956	978614027.5342194	1000715.312322544	-1930.2675326518947	3725932.7476100335	1001431136316.8068	1052921.1017012547	1192529.174796937	1.691644	38.930645	0.2268461446678789	0.1542147783828463	0.1341507869	-0.0357670285	-0.0260345115	0.0901919342	0.1139622138	-0.0429879789	0.0528913433	-0.0822641694	-0.1319531722	-0.1024414857	-0.0769600666	0.0704540816	0.0290374191	-0.0550178831	0.0050497725	-0.1834330525	-0.0028557098	0.0240022896	0.0056978054	0.0063367365	-0.0422382919	0.0166743478	0.0908526067	0.0887312314	-0.0594666667	-0.0513232071	-0.0750729242	0.0045110183	-0.0344318947	-0.0765378432	0.0915584092	0.0012225154	0.1400807847	0.0526260563	0.020926629	-0.0606289063	-0.0080463557	-0.0568670306	0.1141353465	-0.0841226041	0.0765395334	0.071447562	-0.0274183417	0.0688802372	-0.1103872086	0.1332848303	-0.0662068658	0.0041176068	-0.0926852326	0.0644841557	-0.0126045379	-0.0472308084	-0.0687047776	-0.0540121977	0.0073135518	0.1011968344	-0.0558932993	-0.0545974062	0.0989878756	0.036218503	0.0252199156	0.0554945502	-0.0204506758	0.0066263325	0.0662402606	0.0419069447	-0.0505558707	-0.0563461541	-0.1395277041	0.0116167461	-0.1332851549	-0.0140812826	-0.0123092439	-0.0003112424	-0.1127884928	-0.0295179	-0.0777564475	-0.0790239079	-0.0550193906	0.0350554354	0.0502237756	0.0599748927	-0.0741746147	-0.0363424779	-0.0527402492	0.0566846829	-0.0598166067	-0.1154130763	0.0049085479839163	0.0127905819097974	0.0001635989855912	2.4093843310408773e-05	-0.0252114112505807	0.1450662575401509	0.0210442190767054	0.0006356152572459	-0.0527221260730641	-0.0249016120571354	0.002779622577664	0.000620090283044	-0.0024549685863303	0.0005768332547516	6.026870759868591e-06	3.327366037874395e-07	0.0007660244399774	0.0002507644089303	6.288278878616273e-08	5.867934426426893e-07	0.001202940463315	5.415619953390012e-05	2.9328939479556035e-09	1.447065758280507e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
