global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
912873.1279955532	6163.132227529539	37984198.85401321	833337347816.3856	1324807.3188953488	19724.947529069846	1755114432198.6824	389073555.02455866	931899.8273766976	2025.550705861184	4102855.66201474	868437288264.7188	962706.2378490516	793775.2412645227	1.230978	24.226883	0.067331679186339	0.0297016143210988	0.2746720843	-0.1081304123	0.0038721037	-0.0530523922	-0.2180312155	-0.1976754436	0.2789535641	-0.0128030943	0.0687061742	-0.163158649	0.0967133391	0.0142716423	-0.1316375611	-0.1132675821	-0.012906888	0.0105960337	-0.0136888094	-0.0740700204	0.0439241971	-0.0653313921	-0.1545056276	-0.0936508701	-0.0873729912	-0.0329758617	0.0186348698	-0.0709804392	-0.0476444366	0.0308150409	-0.1499937845	-0.0718740986	0.1273503877	0.0934308453	0.0319985581	0.0814958587	0.083125526	0.0944299207	-0.095150136	0.0276006233	-0.0594472965	0.0866141987	0.0095514613	0.0639417089	0.0075403613	0.0106592559	0.1287173226	-0.0013832715	0.0400118993	0.0229012128	0.1069319223	0.0551513233	-0.2150121188	0.1741050935	0.0641023899	-0.0455052381	-0.1976944558	0.0368391459	0.0502602785	-0.0150007888	0.0862258289	0.0139941233	-0.0224524449	-0.1768229181	-0.0255743138	-0.0786420557	0.1216241571	0.0321318039	-0.0465790879	-0.0697925328	-0.050989358	-0.0624847757	-0.1041709773	-0.0454698105	0.0236487998	0.0191181999	0.090310408	0.0963911528	-0.1244404248	0.1002836262	-0.0909278802	-0.0963008449	0.0957940827	-0.2194343237	0.0303382344	-0.022293907	0.0857204117	0.0492758894	0.1209016743	0.0561108919	0.0506764013	0.1014357598	-0.0463108836	0.0688756834	0.0318557766	-0.0671841765	-0.0361869807	-0.0713878971	0.020696673	0.1085583058	0.0144393551	0.0216826956	-0.124255628	0.0868319941	0.0781589047	-0.0096622851	-0.0912392418	-0.0310963597408999	0.0053126190553456	2.8223921227222216e-05	0.0009669835891354	-0.0839026280747958	0.0081706372624097	0.0070396509978575	6.675931327387946e-05	0.1059823580764032	-0.0191369132489285	0.0112322602234349	0.000366221448697	0.0002152180466138	-0.0003809399632193	1.4511525557752166e-07	4.631880758825978e-08	0.0032978293924297	-0.000108127700118	1.1691599532808137e-08	1.0875678701573244e-05	-0.0016478598393825	0.0002051625290558	2.7154420502497186e-06	4.2091663328572014e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
919738.1003822448	6864.972386691603	47127845.87003821	845918173294.7402	1329179.644622093	4372.325726744253	1766718527677.7136	19117232.26074966	931505.9452734096	-393.8821032879641	155143.11129055044	867703326079.7084	961506.8978200738	813843.097350049	1.220073	24.012262	0.1188157882483595	0.0706952232233734	0.2047666877	-0.0335493593	0.0432634094	0.033846984	-0.1220815782	-0.2137734169	-0.0104214343	0.1129946406	0.0233790495	-0.1518249391	0.1349557567	-0.0560203987	0.0060880955	-0.0488465833	0.0510902652	-0.0240994339	0.0274117217	-0.0113518074	0.0904183083	0.0008156315	-0.1236468664	0.0116062563	-0.0963751874	-0.1687750326	0.0619814768	-0.1696343647	0.0481839341	0.0663904047	0.0342523082	0.0611121974	-0.0337574777	0.0853349002	-0.0235040053	-0.0222955141	-0.0373468178	-0.1273290146	0.00337573	0.1242591127	-0.0612174721	-0.1209833264	-0.045563926	0.1048501624	-0.1925713401	-0.0177322459	0.2085068355	-0.0098274007	0.075739733	0.0754950331	0.054721572	0.1286524335	-0.0583250316	0.1820044386	-0.0054693158	-0.019879415	-0.0817436961	0.092847183	0.0010178427	0.0549110542	0.1225733286	0.1585671501	-0.0918951453	-0.078550135	0.0711054305	-0.1280290133	-0.0451150521	-0.0001414087	-0.0519548569	-0.1451898109	0.0266159746	-0.2152157051	0.0093162541	0.0456050889	-0.0323954743	0.2264895954	-0.0602300093	0.0287369366	0.0764915339	-0.1137285796	-0.0986851225	-0.0767710302	0.0396621285	-0.1440303824	0.0406830215	-0.0057126642	0.0909326954	0.0536239043	0.0133654857	0.0526718648	0.0119057463	0.1028570564	-0.0595294557	0.0879224781	-0.0009331685	-0.0474094456	-0.069734248	-0.1039440567	0.0009492249	0.0943475592	-0.0316085904	-0.011517804	-0.0470731722	-0.0012701203	0.0763617167	-0.0144722352	-0.0955030384	-0.0445916473684349	-0.0134952876275349	0.0001821227881498	0.0019884150150308	-0.0856292580232604	-0.0017266299484645	0.0073323698296141	2.9812509789348398e-06	0.0736851556592483	-0.0322972024171549	0.0054295021645276	0.0010431092839746	0.00044316457943	0.0002279465328162	5.1959621822926944e-08	1.963948444613688e-07	0.0034059101494792	0.0001080807570495	1.1681450044393114e-08	1.1600223946325428e-05	-0.0027377659146209	-0.0010899060752384	7.4953622032600125e-06	1.1878952528415728e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923715.0255597885	3976.925177543657	15815933.867780646	853249448444.9207	1337536.251017442	8356.606395348907	1789003222785.7937	69832870.44678624	934754.1502412438	3248.204967834172	10550835.513062593	873765321393.2297	961286.6522655428	835410.280943799	1.321428	26.007025	0.2161852579961368	0.1165519514385265	0.1030966626	0.0116375047	0.0283697553	-0.1286072661	-0.0462391408	-0.0997952949	0.1383002442	0.0030222227	-0.1052615983	0.0947491383	0.0332517801	0.1000698021	0.004763822	-0.0684124389	-0.1209392447	0.0514798761	-0.0020061063	0.049175834	-0.0182925948	-0.1179007303	-0.082271552	-0.0301279914	-0.0602385221	-0.1038855114	-0.0468308219	-0.0672285643	-0.1979627299	-0.0111294606	-0.0619573977	0.0391956037	-0.026015532	0.0872755175	0.147652453	0.0898539129	-0.0126130519	-0.1077855981	-0.1131366399	0.0189332204	0.073636558	-0.0626956791	-0.0130800434	0.0123509599	-0.1163477224	-0.0524526653	-0.051018103	-0.0757623844	0.1221357962	-0.1009635611	-0.0279096188	-0.0387440605	-0.0704440369	-0.0290491819	0.0687948616	0.0560524582	-0.0392800078	-0.0617874792	-0.0042648384	-0.0411123065	-0.0500565848	0.0536324811	0.0265217637	-0.1720409378	0.0505550209	-0.0772835118	0.1579929597	-0.0203327097	-0.1329150899	0.0991152077	-0.019648382	-0.1514998857	0.0286900837	0.0962343319	-0.0476219887	0.0199398534	-0.1388037217	0.0653846273	0.0537569277	-0.0174393972	-0.0697158504	-0.0875918831	0.0296751465	0.0320338845	0.0108244525	-0.0031933897	0.0406440906	0.0061812437	0.1819947094	-0.0024861584	0.0530925896	0.0137782977	0.0895724547	0.0614316298	0.0845611781	-0.1769803099	-0.0525820607	-0.1473652533	0.0890458191	-0.0291863662	0.0105639414	0.0744176407	-0.018814042	0.0058821249	0.074531034	-0.0192567962	-0.0993899282	-0.0454196319060002	-0.0008279845375653	6.855583944472264e-07	0.0020629429624765	0.0092057161795224	0.0948349742027827	8.474521037792049e-05	0.0089936723320424	0.090718180213912	0.0170330245546636	0.0082297882213238	0.0002901239254797	0.001597861466461	0.001154696887031	1.333324900919082e-06	2.5531612660008973e-06	0.002968203370645	-0.0004377067788342	1.9158722423741145e-07	8.81023124950834e-06	-0.0022603840864636	0.0004773818281572	5.109336218337883e-06	2.2789340985480587e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928084.6661548644	4369.640595075907	19093758.93013533	861341147551.786	1352931.577325581	15395.326308139134	1830423852924.6848	237016072.13408092	934750.6191029308	-3.5311383130028844	12.468937785556856	873758719913.3124	963050.1159444152	855608.8656827408	1.381138	27.182178	0.3105262519578517	0.1519639881019372	0.0749735892	0.1013494089	-0.0826574898	-0.008293433	0.0332216734	-0.0136395741	0.0033526351	0.1475659621	-0.1125498746	-0.0779759169	0.1044761242	0.0271254363	-0.0112447456	0.0842748081	-0.0049455964	-0.1285181892	-0.0362457309	0.1771466343	0.1289189786	0.0240347703	-0.0403402221	0.0569478127	-0.0946157159	-0.2484669457	-0.077617987	-0.1252094428	-0.0236978558	0.0449813829	-0.0129550909	0.0472538113	-0.0954730717	-0.067551225	0.0750172049	-0.0118287542	-0.1453361885	0.0426658938	0.0043649843	0.0655072896	0.0782746601	-0.0837588808	-0.008781851	0.0965836378	-0.1869651818	-0.0096165471	-0.1805492615	-0.0784185855	0.0916284471	0.0727684379	-0.015752892	-0.1092328234	0.0208083404	0.1351932293	-0.0017720622	0.0377072479	0.1479835579	0.0874967106	0.0224681605	0.1124640203	-0.0196975426	0.1923758618	-0.0380967976	-0.137145815	-0.0555748566	-0.1270371357	-0.0293461019	-0.1305330946	-0.0166325874	0.1631766404	0.0368714068	-0.0533632734	0.0780156233	0.0237140619	0.0362969046	-0.0526424057	-0.0506109515	0.0128192223	0.1561020905	-0.0156886141	-0.11353462	-0.0367994104	0.0128372621	-0.0206127523	0.1972341206	-0.0163302274	-0.102904966	-0.0680959126	0.0648201896	0.1387392206	0.1330317967	0.0931305194	0.0934506893	0.1729785478	0.0251869433	-0.0050759952	0.0647144371	-0.0794463555	-0.0864244518	-0.0934876872	0.1461570994	-0.0418058417	-0.1970851915	-0.1686269196	0.0726676594	-0.0240075741	-0.1028845713	-0.0327985162547719	0.0126211156512283	0.0001592925602816	0.0010757426685145	-0.0050448186362359	-0.0142505348157583	2.545019507251305e-05	0.0002030777425351	0.0370875086165369	-0.053630671597375	0.0013754832953816	0.0028762489359854	-0.000854007421597	-0.002451868888058	6.011661044226772e-06	7.293286761427561e-07	0.0021588977169386	-0.0008093056537064	6.549756411211434e-07	4.660839352202699e-06	-0.0009210800303582	0.0013393040561054	8.483884223246627e-07	1.7937353547003764e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928904.1240815006	819.4579266362125	671511.2935269203	862862871735.6199	1363807.719767442	10876.142441860866	1859971496497.2693	118290474.41564724	937334.64233381	2584.0232308792183	6677176.057723474	878596231719.0515	966689.6283094046	870998.6692690107	1.493207	29.387823	0.3401552977475323	0.1909050363176033	0.0290764249	0.0336592135	0.108248149	0.088941551	0.0548615334	-0.012610298	0.0873430285	-0.0316677705	-0.0584330387	0.1017836835	0.0122963678	0.1213206016	0.021568948	0.0280846817	-0.0416276008	0.0757045185	-0.1571084644	-0.0535512065	0.0637355514	0.0012753659	-0.1990988898	0.1424745406	-0.1558435551	-0.0743177316	-0.0537154226	0.1993725325	-0.0073950814	0.0441360542	-0.0063364836	0.0054498347	0.0163743521	-0.0073800603	-0.172508564	-0.0509794339	-0.0106556869	-0.0865266306	0.0228704805	0.0901864263	0.0044490374	-0.0094465233	0.1131729134	-0.0670620031	0.1491263986	0.0025890181	-0.0873376968	0.1215762873	0.0483410524	-0.0342135563	0.0308635362	-0.007387017	0.0435716311	-0.0569439249	0.1739436267	-0.0838178322	0.0511615046	-0.0724325497	0.2155919482	0.0677893531	-0.0177684258	0.0898050573	-0.0452788028	-0.1404500661	0.155485273	0.082227788	-0.1053722124	0.0020377382	0.0070193017	0.0620329059	0.1312777339	0.0923905482	-0.0770461228	-0.0402879616	-0.0711073481	-0.1638972944	-0.0537604765	0.0126457046	0.1048346405	0.0653036957	-0.0385945897	-0.046154457	0.0664152828	-0.0138404365	0.0364414798	0.0674084576	0.0426444344	0.0268992645	-0.0673021036	-0.0408124947	0.1736003246	-0.1023921983	0.0581557156	-0.0113278791	-0.0313944703	-0.0400838256	0.1567998842	-0.0024751071	-0.0101173668	-0.085941778	0.0007886741	-0.1269557052	0.0776152411	-0.0476477879	0.0707724105	-0.0287162347	-0.105973176	-0.0214316832820031	0.0113668329727687	0.0001292048918308	0.0004593170483	-0.1035477417195238	-0.0985029230832879	0.0107221348152132	0.0097028258559521	0.0510446879012675	0.0139571792847306	0.0026055601629378	0.0001948028535861	0.0021200175335061	0.0029740249551031	8.844824433575996e-06	4.4944743423732885e-06	0.0031611637944797	0.0010022660775411	1.0045372901896228e-06	9.992956535529297e-06	-0.0012713562458489	-0.0003502762154907	1.6163467038590087e-06	1.226934271384873e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924568.4795791048	-4335.644502395764	18797813.251154613	854826873431.2175	1354072.9985465116	-9734.72122093034	1833513685392.7407	94764797.24923147	932076.7235525376	-5257.9187812723685	27645709.91045671	868767018588.4336	962112.5686084036	859456.2518853233	1.294549	25.478033	0.1218870356895054	0.0598981801545317	0.0434764453	0.0488840385	-0.0523520863	0.0885087245	0.0110538392	0.0303434141	-0.085391598	0.046651283	-0.0862035676	-0.0058636202	0.1264008376	-0.0634941088	-0.0063463808	-0.0162743814	0.006748213	0.0210785598	0.0206985555	0.0559609516	-0.0255817877	-0.0603700222	-0.0208052553	-0.0439290984	0.0135005075	-0.0805294462	-0.0258961082	-0.0368766378	0.0994667234	0.0544433004	-0.0443895816	0.003736333	0.0205643387	-0.0264826131	0.1216699994	-0.0087920845	-0.0566393667	-0.0382590936	0.1190484456	0.0943184487	-0.0469799083	-0.1955983659	-0.0688945198	-0.0355705204	-0.0071196612	-0.0218267855	0.0046223594	-0.0432375602	0.0687426986	0.1161006642	-0.0259314838	0.0466610541	-0.0099415567	0.0153065488	-0.0402216153	0.0751287106	0.0281355501	-0.0100748532	-0.094111866	0.0207972593	0.0233228298	0.0692971262	0.0517713349	-0.0555749029	-0.0049629723	-0.0108478703	-0.0824279565	-0.0468900935	0.0479134122	-0.0110818033	-0.045232787	-0.049835481	-0.0748218364	0.0067728367	0.0600859511	-0.0706307844	-0.1430799801	-0.1447412495	0.1481600888	-0.0046802341	-0.0612669094	-0.0618167918	0.0299440413	0.0210715637	0.0236345084	0.0639663808	-0.0300567813	-0.033052073	-0.0360129348	0.0850704847	0.0156439455	-0.1107704121	0.043157515	0.0801067579	-0.0694976486	-0.0192081491	0.0120460302	-0.0720748881	0.107796073	0.0331595762	-0.0419383106	-0.0424627912	0.1161961291	-0.0390797639	0.0688461184	-0.0333745172	-0.108643553	-0.0202267207326087	0.0012049625493944	1.4519347454430564e-06	0.0004091202315949	-0.0626867210991548	0.040861020620369	0.0039296250021632	0.0016696230061382	0.0230028184852955	-0.028041869415972	0.0005291296582674	0.0007863464403424	0.0018561679208779	-0.0002638496126282	6.961661808405129e-08	3.4453593504961858e-06	0.0032672118684591	0.0001060480739793	1.1246193994740284e-08	1.0674673393400005e-05	-0.0019370422213167	-0.0006656859754677	3.752132567163535e-06	4.431378179345163e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925991.0666833012	1422.5871041964274	2023754.069025977	857459455577.2781	1353816.8847383722	-256.11380813946016	1832820157402.711	65594.28271969622	931880.8698624016	-195.8536901359912	38358.66793988486	868401955615.5063	961446.2345725764	867254.4372752703	1.441364	28.367489	0.0934960880410301	0.0617726694812134	0.0263312718	0.0006254599	0.1851686346	0.0020467835	0.006004521	-0.0614851273	-0.0673173592	-0.0370125198	0.0205644417	0.0613560887	0.1097914243	-0.0351763781	0.1241973004	-0.0893117998	0.0917848566	0.0749297474	0.090463393	0.0809027874	-0.0123181093	-0.0718345415	-0.0942706478	0.0104551574	-0.0034757105	0.1109171331	-0.0281667989	-0.0892193572	-0.0076948605	0.0100628718	-0.0470831237	-0.0692769026	0.0645404521	-0.2046492932	-0.1087204869	0.1353162137	0.0006280639	0.0204556657	0.0695765205	0.0555265136	-0.0187783406	-0.0995314689	0.0943968615	0.1005783383	-0.0825745527	-0.0536895121	-0.0417931208	0.1620930941	0.0959607762	0.0150677006	-0.0100761281	0.1513941445	0.0348576239	0.0411059883	-0.1038519895	0.1179333277	-0.0940148975	-0.0480474628	0.0702610755	0.0330836731	-0.108057951	-0.0182918837	0.0611695546	0.0034078407	-0.0608485381	0.0615471865	-0.0194346102	0.0011506263	-0.002820893	-0.0351095743	0.035346561	-0.0404945444	-0.0761702724	-0.0473090469	-0.1553368263	-0.0995839637	0.096254736	0.0078954309	0.0756385059	0.1454008407	-0.0358600145	0.0060675213	0.0855303132	0.0669394897	-0.0205406188	0.0456981888	0.0490866332	0.096399007	-0.0498018394	0.0001302476	0.0716629079	0.2087913085	0.0506532546	0.0241666265	-0.0388626255	0.0182917425	0.1170771461	0.1008947755	-0.0810155756	-0.0902284943	0.1160809245	-0.0376048457	0.0682322163	-0.0798048977	0.0668896282	-0.0379742494	-0.1108851636	-0.019181314610563	0.0010454061220456	1.0928739600106262e-06	0.0003679228301893	-0.0560750199250321	0.0066117011741226	0.0031444078595927	4.37145924158954e-05	-0.0002725712762412	-0.0232753897615367	7.429510063175657e-08	0.0005417437685514	0.0028569208403677	0.0010007529194898	1.0015064058673585e-06	8.161996688127286e-06	0.0035137453871754	0.0002465335187162	6.07787758506401e-08	1.23464066458964e-05	-0.0019410276027771	-3.985381460400129e-06	3.767588154742616e-06	1.5883265384901067e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928079.7454664988	2088.678783197538	4362579.059379548	861332013945.1611	1361187.9109011628	7371.0261627906	1852832528783.472	54332026.69254352	935479.189599714	3598.319737312384	12947904.931931864	875121314174.1377	963433.8209299262	862179.2931043534	1.443095	28.401564	0.1126240416592385	0.0557114600800319	0.0024737444	0.0692752245	-0.0468846243	-0.1202722397	0.051970416	-0.0247112146	0.1519642964	-0.0427783418	-0.0576235734	0.0582406337	0.0355898005	0.1365398003	0.0142504808	-0.0767229883	-0.055654065	-0.001819589	-0.029832603	0.0615014069	-0.0223714121	0.0125211611	-0.0460313605	0.0322305192	0.0137118775	0.0548729616	-0.0375182385	0.0832327309	0.0001624543	0.0578523666	0.0503931394	-0.0629999546	0.0444443868	0.1465184622	0.0645990901	-0.0440947578	0.2480064692	0.0535495078	0.0373555475	0.1066175858	0.0533030046	-0.0213280934	-0.0637559629	-0.0518455092	0.0270264175	0.0611687105	0.0238966469	0.0810400193	0.1125257021	-0.1103956427	0.0189787608	-0.047538628	-0.0463114854	-0.0046870556	0.0373698956	0.0021999077	0.0163886958	-0.0396522112	0.0776628656	-0.008529924	-0.0263417127	-0.0338889018	0.0426972452	-0.0529277615	0.0514190747	-0.0577447595	-0.0128353676	0.0715404119	-0.0186657294	-0.0302750993	-0.1079535824	0.0989792483	-0.0092573879	0.0409877016	0.0009895674	0.1044672283	-0.0754189599	-0.0916805425	-0.0317788995	0.1168895623	-0.0508486021	-0.0292653646	0.035687276	0.0534041198	-0.0282919743	0.0162023396	-0.0133840811	-0.01292551	0.1086414162	0.0357559764	0.1029969228	-0.0764451628	-0.0609178306	-0.0450145735	-0.0805219642	-0.0182554533	0.0492253309	0.0676694488	0.0443104404	0.0288520162	-0.1293994789	0.0335440817	0.1287435002	0.06108398	0.0649037979	-0.0425073619	-0.112689161	-0.0304305801480211	-0.0112492655374581	0.0001265459751322	0.0009260202081451	-0.0977123753197304	-0.0416373553946982	0.0095477082906238	0.0017336693642644	0.0131966070980809	0.0134691783743221	0.0001741504389011	0.0001814187660793	0.0025209424097829	-0.0003359784305848	1.1288150581822545e-07	6.355150633442015e-06	0.0033370492423634	-0.0001766961448119	3.1221527591423164e-08	1.1135897645958142e-05	-0.0023537178744355	-0.0004126902716584	5.539987832437168e-06	1.7031326032148406e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
927296.0931587298	-783.6523077689344	614110.9394715767	859878044387.4437	1351678.4806686046	-9509.430232558168	1827034715102.5876	90429263.34789129	933332.7892691208	-2146.4003305932274	4607034.379170716	871110095524.8771	962967.3711307956	877337.9752775494	1.132351	22.285812	0.0963879932893072	0.0552968324176939	-0.0058572136	0.0638447706	-0.0423690321	0.0308735035	0.0016573557	0.0554490483	-0.0337725894	0.0507392666	-0.0967390654	0.0301404833	0.1020348116	-0.1050827356	-0.0061357704	0.0324217369	-0.0824923393	0.0213168817	0.0354861335	0.0737057868	-0.1047386193	0.0537496091	-0.0006710345	0.0678288321	-0.0249977779	-0.0174103363	0.0263014212	0.0093107264	-0.0417048085	-0.1009631417	-0.0412827924	0.1100149591	-0.0386563654	0.022411081	-0.1273450453	-0.0362340296	0.1332873006	0.0113951419	0.0513165823	-0.0690745918	-0.1356844235	-0.0013842219	-0.0606381334	-0.0871655614	-0.1235095249	0.0321974857	-0.0328319534	0.122909212	0.0369729099	0.1033993337	-0.0989594315	-0.0387752995	-0.0345148931	-0.0282670547	-0.0174071962	0.0920785147	0.0686025338	-0.0983841339	0.0122192013	-0.0310826978	0.0068266064	0.0358684387	-0.0801044547	0.0317248287	0.0365215252	0.0220967965	0.0830401088	0.0168474274	0.049858428	-0.0937298227	0.0891534286	-0.0585038756	-0.0110295769	-0.0363571606	-0.0720206021	0.0662245673	0.0424566169	-0.0342777706	-0.0528392274	0.0144813154	-0.0609739404	-0.0163898578	0.0421481009	0.0884618289	0.0076741811	0.0261277466	-0.0210148526	0.0020638211	-0.0161495743	0.0906790434	0.0345594159	0.0549477033	0.002697203	-0.0396901581	-0.0221613021	0.0952032104	0.1157923022	0.0067752459	-0.0014410732	-0.0451146426	0.0337122496	0.0903081867	0.1570716546	-0.0554118963	0.0628894987	-0.0469659021	-0.1140484259	-0.0250035171370512	0.0054270630109699	2.945301292503769e-05	0.0006251758692228	-0.0513688359255155	0.0463435393942149	0.0026387573043425	0.0021477236435831	-0.0006197701277415	-0.0138163772258224	3.8411501124071526e-07	0.0001908922796462	0.0019928356733059	-0.000528106736477	2.788967251123876e-07	3.971394020800579e-06	0.0032491679380681	-8.788130429530005e-05	7.723123644643123e-09	1.055709228976971e-05	-0.0023537501068292	-3.2232393699840184e-08	5.540139565398471e-06	1.0389272036214973e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925778.8363449648	-1517.2568137650378	2302068.238916435	857066453824.2372	1355590.313081395	3911.832412790507	1837625096920.1147	15302432.8257584	935049.5143852752	1716.7251161544118	2947145.1244353787	874317594352.1389	964648.7364166228	874253.4474679364	0.996269	19.607586	0.1105065594588668	0.0608644028160689	0.0286095497	0.0497044038	-0.0153799863	-0.0006105512	-0.0045642495	-0.0174530518	0.0628763014	-0.0889971759	-0.0310603508	0.1017411426	0.0876069583	0.0725228826	-0.0879240489	-0.0596391245	0.017658738	0.0223948652	-0.1052241697	0.0394817095	-0.0338260205	0.0070028174	-0.0048580773	0.067362825	-0.0764036438	0.0155901927	0.0055784339	0.1244542191	-0.080227334	-0.0158554046	-0.0280958121	0.1053658119	0.0132598736	-0.0465470218	-0.0445213065	-0.0128319374	-0.0497040288	0.0042164986	0.0892523989	-0.0362506106	-0.0946742287	0.0072367478	0.0201649007	-0.0892046221	0.0013136738	-0.0507574884	-0.1450098508	-0.0188159024	0.0818211555	0.0028894247	0.0669435555	0.0071754743	-0.0955606741	-0.0660529275	0.0300823195	-0.0300047536	0.1282870771	-0.0869878179	0.0634395415	-0.0283860999	-0.0728915137	0.0290526483	-0.0047256033	-0.0622639491	0.0371036779	0.0612118964	0.0146177854	0.0679570895	-0.0527328337	0.0561479931	0.087790542	-0.0001724091	-0.069141932	-0.0323541473	0.0167523447	-0.0677505494	0.0349481632	-0.0482888852	0.0382215856	0.0238419906	-0.0688836954	-0.0379448628	0.0507081754	0.0295766236	-0.0220773546	0.0345649845	-0.0189685372	0.0206440699	0.0475403747	-0.0293881881	0.0535597474	-0.0157002905	-0.0074007409	-0.061091601	-0.1110036931	0.1091330596	0.0785630998	0.0523561766	0.0407401475	-0.0200494629	-0.0747426858	0.0465285604	0.0770462467	-0.0190259596	0.0608476141	-0.0513420481	-0.1149575937	-0.0168126142504831	0.0081909028865681	6.709089009718964e-05	0.0002826639979355	-0.1012084776329516	-0.0498396417074361	0.0102431559447796	0.0024839898855256	0.0315485094437661	0.0321682795715076	0.0009953084481233	0.0010347982105906	0.0021331505566205	0.0001403148833146	1.9688266479589866e-08	4.550331297210349e-06	0.0035140018130515	0.0002648338749833	7.013698133872307e-08	1.2348208742129228e-05	-0.0023547560543983	-1.0059475691001109e-06	5.54487607572545e-06	1.0119305117784224e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
