global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
839246.0904869408	-1352.8021860942245	704334000397.6145	1830073.7547013129	1067669.2624251994	-9156.34307471756	1139917653927.569	83838618.5019282	880472.9561561071	-2353.908025800134	5540882.993926285	775232626522.2742	901909.320375504	765608.6222235898	1.159314	21.485231	0.0979046926225868	0.057958541350893	-0.0949374668	0.0345671518	-0.0454130184	-0.0851330375	0.05773882	-0.1306635409	-0.1357840433	0.0350907957	-0.0226304451	-0.0703416494	-0.0156009176	-0.1630494484	-0.0257300976	0.169562425	-0.0597645133	-0.0675952461	0.0348917046	0.1798161416	-0.0538945216	0.0126022508	-0.1273333306	0.1437338869	-0.0506103297	0.1039551001	-0.022859502	0.034161616	-0.0123428878	0.0647227252	-0.114096427	-0.0141661581	-0.0570240016	-0.0531845793	-0.0141710052	0.0287228839	-0.016010298	0.0419487218	0.0451721104	0.0526480706	-0.0614814012	0.0156845459	-0.0839101384	0.0433435135	-0.0213286779	-0.0430683625	0.1041743576	-0.0301734353	0.0512159479	-0.0459348315	0.039874334	0.1472763547	0.0561092174	-0.1023029819	0.0219007982	-0.1620374875	-0.0687908073	0.155044767	-0.0224795735	-0.067984993	-0.0080804141	0.1113704005	0.000766194	-0.0345279351	0.0485368807	-0.169862747	0.007965173	0.0717872364	0.1078621379	-0.0526001444	0.0944006029	-0.0438643113	-0.0108828442	0.1012248107	-0.0316090671	-0.0976597798	-0.0758454345	-0.040127072	-0.1187493654	0.0139773959	-0.0166013275	0.029449488	0.0843866544	-0.0383745011	0.1449850289	-0.0779466122	-0.0936619421	0.0489410176	0.0653725305	0.1368373241	-0.0599891578	0.0651111795	-0.1040167663	-0.112611065	-0.0180590922	-0.0156250494	0.0473191501	0.0861261854	-0.0080023182	-0.0613407224	0.0511899621	-0.1126688098	-0.0887060621	-0.0312653517	0.099538441	0.1243196184	-0.0994083959	0.1617185794	0.0849971703	0.0096622851	-0.0707724105	0.0194079511901037	1.3425908321099828e-05	1.802550142465776e-10	0.0003766685693974	0.0633250670879874	0.0475396289850778	0.0022600163240388	0.0040100641216981	0.0591417365132684	0.0030455420505291	9.275326381540996e-06	0.0034977449978048	0.0005760257780982	2.8091818062099997e-05	3.318056970336368e-07	7.891502420341273e-10	-0.0008539829990357	-0.0004933832540832	7.292869626420083e-07	2.434270354097275e-07	5.974566147677677e-05	0.0004246468414278	1.803249399346724e-07	3.569544065297608e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838858.2271320936	-387.8633548471844	703683125227.1992	150437.98203331287	1067861.8422332115	192.5798080121167	1140328914097.7085	37086.98245398373	879440.2939255389	-1032.6622305682397	1066391.2824421718	773415230579.8383	901233.8215095766	760560.3778716279	1.067076	19.775822	0.1042422278077532	0.0504912736050066	-0.0912175465	0.1130967162	-0.0699519989	-0.0670097171	-0.040083362	-0.1040784184	-0.123308262	-0.0492304616	-0.1065371626	-0.0765122713	0.0896211027	-0.0644845055	-0.0053955618	0.1335683622	-0.1531378064	-0.0007972947	0.0663454443	0.0056501103	-0.0854928483	-0.0208998904	-0.079904673	-0.1089724412	-0.062709039	0.1790161951	0.0611281959	-0.0266856554	0.0096361083	-0.0095512305	-0.0819818834	0.0176877424	0.0017934058	-0.0287296097	-0.1069655891	-0.1168440061	0.045786315	-0.0918559322	0.0130986282	0.1384787912	0.020042442	-0.0370926836	0.0434926091	0.0043958116	0.0685547542	-0.0818520769	-0.0870008087	-0.0479195134	-0.0957722873	0.0494023193	0.11392314	0.0309506404	0.0141583775	-0.055387186	0.1192639343	-0.1563082888	0.08850405	0.0766458676	-0.0734445167	-0.0478895225	0.0116203335	-0.0729719073	-0.0243756197	-0.0576589959	-0.0280095164	-0.1092034859	0.1232141951	0.0648188502	-0.0329197618	0.0103987155	0.1288711899	0.0588582858	-0.0563699416	-0.0824359198	-0.0259110219	-0.0709343001	-0.1143865516	0.0122644705	0.0091591744	0.0005919789	-0.0832031733	0.068148512	-0.0147883205	-0.0746293749	0.1165947403	-0.0496401969	-0.1327830442	0.0088761569	0.1144924477	0.0805501582	0.0081601409	0.0031457185	-0.0692310152	-0.0065843031	0.089519867	-0.092181395	-0.0297642769	-0.0064645688	-0.0064079239	-0.1349281126	0.0472895368	-0.1327923615	0.0680613719	0.0156401618	0.0151444473	-0.1007873492	0.0577671454	-0.1161060663	0.0833416924	0.004835384	-0.0763617167	0.0257493304566196	0.0063413792665159	4.021309100179774e-05	0.0006630280189641	0.0578223099152097	-0.0055027571727776	3.0280336502556337e-05	0.0033434195239305	0.0768219576460751	0.0176802211328067	0.0003125902193049	0.0059016131765753	-6.457750751108214e-05	-0.0006406032856092	4.170254476343871e-09	4.103725695334075e-07	-0.0004249884027403	0.0004289945962953	1.8061514246375146e-07	1.840363636506532e-07	-0.0003650138613316	-0.0004247595228083	1.8042065221639998e-07	1.332351189642045e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839501.0300596438	642.8029275501613	704761979471.203	413195.6036670579	1072280.8065575133	4418.964324301807	1149786128111.631	19527245.69945213	878858.8102955584	-581.4836299804738	338123.21193526854	772392808434.1244	899765.8035061744	759623.6872120243	1.456416	26.991346	0.0985644096539356	0.0571915056377118	0.144261477	0.1137932902	-0.0754992703	-0.0978744506	-0.1351193056	-0.0209037909	-0.1298647944	-0.0084678071	0.0818825988	-0.1374661041	0.143355089	0.0446830761	-0.094747902	0.0660622474	0.0864756032	-0.0386983348	-0.0396947703	-0.0022865287	0.0982903263	-0.0217760928	-0.0049512531	-0.0491374119	0.0119834652	-0.0308459194	0.126144678	-0.0337967382	0.0489225036	-0.0944645031	0.1312924913	0.1086775497	0.0121690032	-0.0079533933	-0.0501081424	0.0290947643	0.0037041802	-0.0037250021	-0.0032768671	0.0715162326	-0.1321496534	-0.0802193534	0.061159428	-0.0864936833	-0.1399547164	0.0316412236	0.1900515874	-0.0198299534	-0.1249131883	-0.082976645	0.0957977012	-0.1074774885	0.1089570834	-0.0787691361	-0.0656949318	-0.0151588665	-0.0358053521	0.0243938468	0.0177936177	0.0443909443	-0.1632375602	-0.1391582141	-0.0296596893	0.0218464012	0.0925007763	0.0642285605	-0.0191091837	0.019869043	-0.0912635946	0.0622174703	-0.0816917199	0.0478686864	0.0388410127	0.0629105278	0.0633297603	-0.0102556099	-0.0157854665	-0.0278256487	-0.049799636	0.0186061086	-0.0687065747	0.0156216877	-0.2150191585	-0.0505672876	0.0837480385	0.0435713148	-0.0940634612	-0.13329111	0.0605744112	0.0279976068	-0.1334049525	0.0096642466	-0.0764283319	-0.0635982498	0.1058950247	-0.1063393445	0.1162720879	0.0035210289	-0.0337080757	-0.2069570818	-0.0451435562	0.1231019957	0.0376728843	-0.1059816013	0.1526400453	-0.0271353446	-0.0258983614	-0.0511219747	0.0816496581	0.0	-0.0816496581	0.0293579048622234	0.0036085744056038	1.302180924077882e-05	0.0008618865778993	0.0986979031348909	0.0408755932196811	0.0016708141210608	0.0097412760832243	0.0961739602846449	0.0193520026385697	0.0003745000061232	0.0092494306368324	-0.0006690942527022	-0.0006045167451911	4.476871189991154e-07	3.654404952164629e-07	-0.0005148780107651	-8.988960802480006e-05	2.650993659694265e-07	8.080141630852198e-09	-0.0003651722959173	-1.584345856999944e-07	2.5101517945928876e-14	1.333508057055121e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840331.0132386812	829.9831790374592	706156211810.7487	688872.077485127	1079676.385035738	7395.578478224808	1165701096403.8394	54694581.027581975	883151.0520901371	4292.241794578731	18423339.623128444	779955780807.9161	904416.7526934224	772958.762075236	1.318238	24.430532	0.1485112791762177	0.0818623059996349	0.0639554364	-0.047882216	-0.1174394545	-0.0564118197	-0.0484948956	0.0947470157	-0.1098088043	-0.0526750975	0.1572045719	0.0987854775	-0.0173172257	0.0886442214	0.0042389367	0.0468601101	0.2032991855	0.1108381078	0.0819052446	-0.0498474309	-0.1936925042	0.1073446721	-0.1151964823	0.1161497338	0.0317915434	0.0223806045	0.0859488347	-0.016338646	-0.0820223908	-0.1756299409	-0.1147642874	0.0772841443	-0.0467977263	-0.0258668285	-0.1022493738	-0.1515300656	-0.0584570596	-0.1233353291	0.0467446889	-0.1274838431	-0.1671726845	0.0673071128	-0.099797933	0.1794859951	-0.1173702128	-0.0600831058	-0.1250708111	0.1051903052	-0.0031413107	-0.1177680117	-0.0596542722	-0.0768530606	-0.0167859967	-0.0705778951	-0.117463047	0.0767068397	0.089437949	0.1132946797	-0.2665352749	0.0218334399	0.1178095303	0.055134674	-0.0548441865	-0.0059028398	0.0083645284	-0.0931872233	-0.0071464069	-0.132177514	-0.0549370132	-0.0499191709	0.1441568621	-0.003100502	-0.1471566199	0.0929499904	0.1801264285	0.000623517	-0.043893539	-0.1230784325	-0.0042518954	0.1346537023	0.0421459324	-0.1995597106	0.124878443	-0.1047525075	0.0388527654	0.0572419598	0.0564172621	-0.0715282871	0.1133654599	0.0663608384	-0.0871620012	0.098900975	0.0615503778	-0.0531586046	0.1676113223	-0.0295934664	0.0848591589	0.0065194226	0.0422075332	-0.1515251136	-0.0906123297	-0.01287687	0.0291217106	0.0724932073	-0.0968523718	-0.0837094357	0.0367311356	0.1029576608	0.0799218096	-0.004835384	-0.0866153656	0.0190889178490749	-0.0102689870131485	0.0001054520942762	0.0003643867846487	0.0373953401589375	-0.0613025629759533	0.0037580042274207	0.0013984114656026	0.1179901037511257	0.0218161434664808	0.00047594411575	0.0139216645832014	-0.0015301606994545	-0.0008610664467523	2.3413917661550847e-06	7.414354257226315e-07	-0.0005310488783394	-1.6170867574299974e-05	2.820129111855349e-07	2.6149695810554627e-10	-0.0005904066960034	-0.0002252344000861	5.0730534982145386e-08	3.485800666856512e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840760.7824012148	429.769162533572	706878693223.903	184701.53306480777	1079101.9707446808	-574.41429105727	1164461063265.054	329951.7777708261	883852.7083197257	701.6562295885524	492321.4645204233	781195610004.1141	905618.9171024446	756082.507165716	1.182686	21.918388	0.2107379105210169	0.1095174324433848	0.0760442752	-0.1023691556	-0.1347769315	-0.0476158193	-0.0324040276	0.0519386509	-0.0330888463	-0.0248582547	0.1520599447	0.2108249793	-0.0440377575	0.0959791336	0.0764909317	0.0375915526	-0.0147113707	-0.1272912472	-0.0433617471	0.0268007618	-0.0621840858	-0.1412280355	0.0832134617	0.1023461589	-0.195437852	-0.2048740319	-0.1899803973	-0.1281013581	0.1531596774	-0.1270837252	0.099100045	-0.032443538	-0.10075177	-0.0446469655	0.1369736333	-0.0223881071	-0.0448928812	0.0920554539	-0.087739493	0.0531410026	0.1555483147	-0.0282818841	0.0016622755	0.0425485879	0.066776463	-0.0016628677	-0.0943473383	-0.0194402334	-0.1765724531	0.0039515764	-0.0670372283	-0.0446245434	-0.1164548913	0.010795866	-0.0413683676	-0.1111664776	-0.0952981968	-0.0411353378	-0.087598793	-0.2225835905	-0.044457929	0.1421162453	-0.0263426341	0.0299364507	0.1195883147	0.2035856044	0.0625905807	0.1112365434	0.0284489513	0.1395244914	-0.2090573744	-0.1418734077	-0.0479204897	-0.0717964006	0.1085486199	0.0091965036	0.0895978948	0.0474799647	0.0542119559	-0.0121245831	0.0700678419	0.0976484866	0.0349609758	0.1735656802	-0.0221154622	-0.0997973051	0.1438856515	-0.1542833109	0.2039141421	0.0548712925	0.0723429545	0.2079355097	0.0601290811	0.0233987588	0.0627861612	-0.1436784587	0.1814952897	-0.1057407952	0.0633318441	0.03918302	-0.1113881832	-0.1469033021	0.0165903615	0.0562733618	-0.1391786403	-0.1735258043	-0.035894612	0.0844581259	0.0781589047	-0.0096622851	-0.0912392418	-0.0071811663126908	-0.0262700841617657	0.0006901173218662	5.1569149610525175e-05	-0.0356082461719466	-0.0730035863308841	0.0053295236171708	0.0012679471954419	0.0480568192170238	-0.0699332845341019	0.0048906642857276	0.0023094578732577	-0.0012210212740232	0.0003091394254312	1.4908929516172386e-06	9.556718435599425e-08	-0.000540952278071	-9.903399731599942e-06	2.926293671502045e-07	9.80773262438538e-11	-7.883041128099505e-05	0.0005115762847224	2.617102950903792e-07	6.214233742730831e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841910.4570453297	1149.6746441149153	708813217682.276	1321751.787320757	1093341.6638962766	14239.69315159577	1195395994011.4788	202768861.05160347	882631.9644431744	-1220.743876551278	1490215.6121374418	779039184656.8171	905034.144310736	771744.7311863666	1.273639	23.603994	0.1036930976066387	0.047531152571812	-0.0722581627	-0.0839068331	-0.0343272997	0.1072850275	0.1179011718	0.021983758	-0.014518338	-0.1288586974	0.0454426233	0.0585341184	-0.1121261927	-0.0063159242	0.0099890234	-0.0375339504	-0.1656439833	0.0224650691	-0.0671687975	-0.0229985584	0.0567253918	-0.2111343267	0.0990724839	0.1300387089	-0.0235000388	0.004314952	0.0168567442	-0.0408810896	-0.0298543873	-0.0960395859	-0.0124556433	0.1005721248	-0.0153872446	-0.0709321276	-0.0080049591	0.0264372269	-0.0703550287	-0.0942949069	-0.0463426358	-0.2002988982	0.0717859642	-0.0621796932	-0.0686751081	0.0735332546	0.0152757723	-0.0229482361	0.0407910884	0.0042104416	0.1722652997	0.0849631192	-0.0977567426	0.0830367961	-0.0536904745	0.1193108672	0.1610041069	-0.0617824632	-0.0007997118	-0.0178604848	-0.0243897937	-0.1240877792	-0.1316973142	0.0145594462	0.0562467222	0.1955280366	0.0559619288	0.0285049873	-0.0049718236	-0.0811424398	-0.0505533034	0.0041139424	-0.021360534	0.0449254639	-0.1072740273	0.0506157488	-0.0244736044	0.0501568366	-0.0162883557	0.1139329923	-0.1389206366	0.0113982961	0.1100761612	-0.0984100222	0.048641236	0.0210572481	-0.0350990327	-0.1112480967	0.0193827062	-0.0243451922	0.0498109651	0.0957423634	0.2156788041	0.1097025331	-0.1098511797	-0.0079025668	0.0907568023	-0.0212029902	-0.0068360502	-0.1922056658	0.0411618148	-0.0066526004	-0.0169473211	-0.0559274501	0.0232744388	0.0843827091	-0.024171923	-0.0572810441	0.1399517072	-0.0248712465	0.0763617167	-0.0144722352	-0.0955030384	0.0193572470666794	0.0265384133793702	0.0007042873846943	0.0003747030140004	-0.0355169769160426	9.126925590399736e-05	8.330077073269361e-09	0.0012614556492547	0.0205375473058495	-0.0275192719111743	0.0007573103265211	0.00042179084934	-0.001820074210374	-0.0005990529363507	3.31267013126854e-06	3.588644205505156e-07	-0.0004241784562424	0.0001167738218285	1.799273627401857e-07	1.3636125464457605e-08	-0.0003538865143054	-0.0002750561030244	7.565585981097207e-08	1.252356650072261e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840138.8131138526	-1771.6439314770978	705833225300.353	3138722.219939628	1077784.8029213764	-15556.860974900192	1161620081408.2705	242015923.39237252	881348.6221832136	-1283.3422599608311	1646967.3562013735	776775393824.249	902350.4743888607	756060.9935530619	1.392327	25.803604	0.0983209383655653	0.0554179163348761	0.0424081874	0.112400623	-0.0947254726	0.0777892155	-0.0656842241	-0.0838980791	0.0080504248	-0.1086609718	0.0215709126	0.024730247	0.1149161394	-0.0085812529	0.1055134961	-0.015804433	-0.143244389	0.087770541	0.0424657241	-0.0603245974	0.0321363123	0.1616502042	-0.0825684661	-0.031858977	-0.0486691764	-0.1244858497	-0.1656395671	0.021995982	0.0956864685	-0.0902090927	-0.0533285533	0.0144707816	-0.1550901827	-0.0748870037	-0.0508174357	0.0586568525	0.1168733429	0.0573248596	-0.0051293374	0.0966447811	-0.0165381208	-0.1191860632	0.0257748293	0.1335462829	-0.0527449618	0.0316415578	0.0760745998	0.0555987994	-0.0247920869	-0.0989042003	0.1216523689	-0.014222978	-0.0834093622	0.0177527259	0.1194908497	0.0048332807	0.0572490784	-0.0225020302	-0.0061339901	0.0716378802	0.0690229892	0.0590347495	-0.0338060785	-0.1432254363	0.0789622297	0.116604523	-0.0825781934	0.0768583747	-0.0017782511	0.1892713089	-0.0389085348	-0.1113221012	-0.2000490118	0.0650728469	-0.0949308003	0.0445333749	-0.1049641144	-0.063848642	0.0214341577	-0.0196439363	-0.022071663	0.0883032713	0.107029975	-0.0006913449	-0.0278460432	-0.0994375921	-0.0571913829	-0.1470873075	0.1159311015	0.0647613892	-0.0154845041	-0.0968435664	-0.1373530659	0.0006501256	0.0138409316	0.1976775674	-0.1285853111	-0.0350421641	-0.0604846713	-0.0254774415	-0.0424779671	0.0136565555	-0.1249098572	0.1054329193	-0.0916585304	-0.0502589631	0.0388175805	0.0307277163	0.074531034	-0.0192567962	-0.0993899282	0.019442953794325	8.570672764560139e-05	7.345643163717293e-09	0.0003780284522482	0.0127084836400541	0.0482254605560967	0.0023256950458476	0.0001615055564295	0.0415186502871876	0.020981102981338	0.0004402066823135	0.0017237983216697	-0.0017090887033953	0.0001109855069786	2.920984196073428e-06	1.2317782759319062e-08	-0.0002659315605382	0.0001582468957042	7.071959489028234e-08	2.5042080000015957e-08	-0.0006652274736322	-0.0003113409593268	9.693319295453213e-08	4.425275916750793e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841033.2066823752	894.3935685225297	707336854742.4388	799939.855414465	1076674.1768409242	-1110.6260804522317	1159227283076.0818	1233490.290580687	885507.1262246898	4158.504041476175	17293155.862973683	784122870594.7086	906754.355531754	770989.8380044218	1.256063	23.278261	0.0783830557036179	0.0443336111860021	0.0102136512	-0.05488847	-0.14487292	0.0463020945	0.0493957203	0.049065261	-0.1625408089	0.0253411817	0.0603990478	0.0691366974	-0.1172822981	0.1048268709	0.06445682	0.0200715698	-0.0203320284	-0.0833169316	-0.0153789697	-0.2353630999	0.0378295074	-0.0690121243	-0.1614134156	0.1144127199	-0.0671855406	0.1279531738	0.013494008	-0.0038948206	0.0713740381	0.0507220817	-0.0385738741	0.1004494849	0.0386348271	-0.1219486104	-0.1171791567	-0.0267034098	0.0191977885	0.1089866314	-0.0642727136	0.1134565729	0.0117042345	-0.1879261022	0.0992997338	0.0219213021	0.0246411623	0.0363199199	-0.0479506674	0.0385417757	-9.23886e-05	-0.072324054	-0.1274660212	-0.0122022199	-0.105033374	0.0132599781	-0.0010200243	-0.099535834	0.1097782375	-0.1592802957	-0.1788390079	0.0080042531	-0.1234145873	-0.0917767616	0.0774291671	-0.0402572514	0.0829709552	-0.2049892537	-0.0148583096	0.0553469851	0.0737128355	0.017506445	0.0493082912	0.0913547395	-0.0756800417	0.0619288155	0.0180275314	0.0134444529	-0.0784256471	0.0102774655	0.0759020878	-0.0370401682	0.0271724454	0.1142715707	0.0309115283	0.0595606747	0.0099330831	-0.0666536365	-0.0084333805	-0.0671757635	0.024166639	0.09189424	0.044209814	0.2095765498	-0.0455064812	-0.0424719072	0.0138848379	0.1275422561	-0.0156354049	0.0710409916	-0.1831602058	-0.0077312343	0.0485491551	0.0533529673	0.0627544543	0.0465112454	-0.0212619803	0.1467120679	0.0921193533	-0.0593665978	0.0726676594	-0.0240075741	-0.1028845713	0.0192023456134364	-0.0002406081808885	5.78922967105208e-08	0.0003687300770578	0.0510116732360756	0.0383031895960215	0.0014671343332287	0.0026021908063441	0.0572016201140854	0.0156829698268978	0.0002459555425913	0.0032720253436761	-0.0013911418564395	0.0003179468469557	1.9352756647379382e-06	1.0109019748913487e-07	-0.0004310372373046	-0.0001651056767664	1.857930999431821e-07	2.725988450049096e-08	-0.0006653007119062	-7.323827399998827e-08	5.363844778497358e-15	4.426250372628965e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841227.6027616085	194.3960792333819	707663879648.0427	37789.83562131129	1067113.5330576794	-9560.64378324477	1138731292434.843	91405909.55009688	880721.6290006532	-4785.497224036604	22900983.68126205	775670587789.5642	901045.3819146926	759607.6267255314	1.1292	20.927141	0.0980220748330544	0.040302671786899	-0.0354417566	0.1021718486	-0.1098617622	-0.0663867632	-0.0683338136	-0.1316423097	-0.0055102238	0.0110303846	0.1279191812	0.0332485166	0.0979231612	-0.0165232871	0.04186956	0.0619966287	-0.0696906351	-0.0470470085	0.0490041253	-0.1089650003	-0.0931274835	0.0772147763	0.0608400894	-0.0282585257	-0.1287698825	-0.0023873004	-0.1305176883	0.052165099	-0.0067510459	0.1615575847	-0.033184343	-0.1280794157	-0.0370644336	-0.0523249949	-0.1414519271	0.1766866204	-0.0443403788	-0.0382802921	0.0017294715	-0.1687314999	-0.0567935008	-0.1095602212	-0.0046405319	-0.0207575696	0.142931121	-0.2053257205	0.064320752	-0.0732054478	-0.0118274916	-0.0151841913	0.1014515327	0.0020774012	-0.0205161396	-0.0735552169	0.019095012	-0.0482563697	0.0929572448	-0.1387250969	-0.01544898	-0.0798971174	0.0776550618	0.0560281258	-0.1231516922	-0.0502605162	0.0007117804	-0.0337261783	-0.0052871424	0.0576915709	0.0199739888	0.01337764	-0.0100296595	0.0533072683	-0.0945014405	0.0236506858	-0.2398643253	0.090016717	0.1902533347	0.0239555217	-0.1471386613	0.0009440781	-0.1462908472	0.0532596812	-0.0310879248	-0.1278885731	0.0182158122	-0.0735582169	-0.1133063875	-0.0555720015	0.0166634842	0.0450979423	-0.0214691035	-0.0057224816	-0.1135013177	0.0181568033	0.0940650498	0.0259753143	-0.0627901266	0.0834687917	-0.1845493786	0.066043644	0.0071811372	0.0581340901	0.0731826362	0.0467601493	-0.1362739605	0.0906568999	0.0703895938	-0.0607947885	0.0707724105	-0.0287162347	-0.105973176	0.0260417327107234	0.006839387097287	4.67772158665359e-05	0.0006781718425767	0.0652626490026051	0.0142509757665295	0.0002030903102982	0.0042592133548372	0.0755395004130576	0.0183378802989721	0.0003362778538594	0.0057062161226543	-0.0009910004001492	0.0004001414562903	9.820817930958744e-07	1.601131850421222e-07	-1.6175751849090148e-09	0.0004310356197294	2.6165494788334333e-18	1.8579170547552092e-07	-0.0010060002692918	-0.0003406995573856	1.1607618840274375e-07	1.012036541815174e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843437.8744556872	2210.271694078692	711387448066.3276	4885300.961645492	1085893.4490317486	18779.915974069158	1179164582650.067	352685243.9930978	884388.2816786414	3666.652677988284	13444341.860998657	782142632770.5	906240.7218056956	776133.2791528872	1.152081	21.351181	0.1134570214990723	0.0553759478199326	0.042168634	-0.0591245856	-0.0469163628	0.0141955102	0.0556400443	0.0588113529	-0.0360079125	0.0224364285	0.0025817689	-0.0432162198	-0.0737325821	0.106621756	0.0616936774	0.0533862748	-0.0288113225	-0.0557556714	-0.0630032874	-0.0858126405	-0.0185897074	-0.1194268562	-0.020999526	0.0144955758	-0.0192884204	0.1259419712	0.133067762	0.0304518194	0.0230332342	0.1286385678	0.0323719706	0.0367787366	-0.019719636	-0.0009984801	0.0391648546	0.2156730347	-0.0466272665	0.0888261697	0.1197732593	-0.1995049094	-0.1084231992	0.0220004369	0.1562410949	0.1235895866	-0.1073033028	0.2073128394	0.0400011169	0.0075387073	-0.0299593292	0.194970153	-0.1018209001	-0.0493341766	-0.0899000687	-0.0262432144	0.0322200166	-0.0563031478	0.0304650623	-0.0726051343	-0.0610773951	-0.0177096163	-0.0574502261	-0.1827937543	0.0668648012	0.0703368266	0.0208041057	-0.141734874	-0.0342688511	0.0669760336	0.0318612247	0.0127655849	0.0427032215	-0.0099679283	0.1475071771	0.128975665	-0.1090434618	0.0946991404	0.0156213997	0.0373582115	-0.1334321905	-0.0795337076	-0.1608929158	-0.0723850557	0.0479691334	0.1553134525	0.0335136067	-0.1066128517	0.022212432	-0.1084007377	0.0205371218	0.1029826423	-0.0283709334	0.0472505549	0.0630251705	-0.0150266897	-0.0238551841	0.1153458508	-0.0660922688	-0.0091976502	-0.205194802	0.1190433442	0.0644335852	-0.0164632912	0.0624970571	0.1049123735	-0.012424203	0.0977944514	-0.0339599068	0.0299344133	0.0688461184	-0.0333745172	-0.108643553	0.033783740481212	0.0077420077704885	5.993868431830584e-05	0.0011413411209018	0.0222626306757405	-0.0430000183268646	0.0018490015761106	0.0004956247246044	0.0538270676372292	-0.0217124327758284	0.0004714297370448	0.0028973532104228	-0.0011001230501536	-0.0001091226500044	1.2102707254792602e-06	1.1907752743982788e-08	-0.0003701341718072	-0.000370132554232	1.369993051394019e-07	1.369981077023156e-07	-0.0006652042210104	0.0003407960482813	1.1614194652421827e-07	4.4249665565005325e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
