global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23
905178.7956470588	2120.048141389503	4494604.121809087	819348652089.0597	1273028.644133772	-7729.455866228091	59744487.98796784	1620601928785.0698	914105.8943291216	-869.5510303850751	756118.9944437458	835589586047.2432	954986.711255108	876868.7925349383	1.953431	53.100452	0.6257924167961251	0.3697815807070276	0.0243797261	-0.0557661099	0.0375426833	0.0514423096	0.1334056157	0.0247161662	0.0032836388	-0.0758303035	0.0143119634	-0.0185473189	0.028552668	0.0571578274	-0.0714296891	-0.0149504405	-0.086014481	-0.0797508727	0.1735749579	0.0225743381	-0.0463897798	0.1375433075	0.1142222104	0.1227803839	-0.0558493506	-0.1565141892	0.0575395973	0.0733882394	-0.0044137774	-0.0428715249	0.0866913544	0.018869921	0.0139837681	0.0131739736	-0.0398884643	-0.0613390075	0.0018409923	0.0059142319	-0.0734451537	-0.0305124232	-0.0535162854	0.1216352227	0.0358583635	-0.0307967318	0.0811574792	0.1552158838	0.0928430653	-0.0209081749	-0.0784738305	-0.0767962252	-0.0886184022	0.1046704873	0.0462778445	-0.0274679433	-0.1694749359	0.0857249688	-0.0291163542	0.0249367523	-0.0200681784	-0.0676381507	0.0797610422	0.0026420204	-0.0173354957	0.0260957556	0.0516252622	0.1409820029	-0.1242548179	0.065339764	0.1322640754	0.0603975344	0.2323182553	0.1752376004	0.0779159557	0.0407207112	-0.0793172435	0.6181157834	0.1220767282	-0.2335381531	0.1956357388	-0.0895841786	0.0994111104	0.0912392418	0.0287162347	-0.0458586883	0.0472303862028979	0.0518516383122288	0.0026885923956621	0.0022307093808748	0.1713065320629709	0.1043080776782972	0.0108801750689416	0.0293459279274416	-0.0838473129880341	-0.1135740920674592	0.0070303718953133	0.0128990743889477	0.0014857507538633	0.0055791394012804	3.112679645891942e-05	2.207455302605364e-06	-0.0021713331145156	-0.0014381463227045	2.0682648455087627e-06	4.714687494192015e-06	0.0002301142550039	-0.0001038864507777	5.295257035599993e-08	1.0792394655208261e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905383.1780674172	204.38242035848089	41772.17375159078	819718699127.4565	1270903.5869517543	-2125.057182017714	4515868.026845067	1615195927326.8352	912151.52869284	-1954.3656362815527	3819545.040278199	832020411296.6849	957127.470577064	850197.1307640532	1.965715	53.434376	0.4781988662136494	0.3467898352274833	0.0282041693	-0.1576146858	0.0016291356	0.108269842	-0.0633540632	0.0219774822	-0.051301625	0.0083767528	-0.0205882546	-0.0460553412	-0.1233637941	-0.0557447879	0.1098627024	-0.0709348526	-0.2907161088	0.0729505462	-0.1599320054	-0.1119430842	0.0316251971	-0.1137758962	0.2717718814	0.1877764551	-0.0892636188	-0.0290892081	0.0679967592	-0.0223624978	-0.074309197	0.0521934006	0.01448084	-0.0051143412	-0.1909508552	0.0917382673	-0.0521598363	0.1059238471	0.0047474952	0.0194971616	-0.0085613004	0.0494146013	0.1243077756	-0.0362360578	-0.010656541	-0.3372742789	-0.2054353741	-0.1118354402	-0.2008572698	-0.0052609632	-0.1569499454	-0.072138394	-0.1240749922	0.0381314943	0.0760585352	0.0774908825	-0.0002110216	-0.0619914214	-0.0916536183	0.0262788544	-0.0848005316	-0.2510957234	0.2663985345	0.1290135982	-0.0555500442	0.077790282	0.0994143229	-0.0499314499	-0.2443846006	0.2754290681	-0.0790128972	-0.0992131208	0.1858860499	0.039744195	-0.0285950383	0.0035549153	-0.1374273359	-0.0065312771	0.1277329399	-0.0299377391	-0.1706992445	-0.1666384777	0.130065853	0.089737086	0.0240075741	-0.0524223074	0.0408685123723984	-0.0063618738304994	4.047343863519437e-05	0.0016702353035328	0.1584820924654195	-0.0128244395975513	0.0001644662509912	0.0251165736322177	-0.0952130468405627	-0.0113657338525285	0.0090655242886631	0.0001291799060065	0.0078527804328004	0.0063670296789371	4.053906693246587e-05	6.166616052577284e-05	-0.0011864026315064	0.0009849304830091	9.700880563607358e-07	1.4075512040453109e-06	-0.0013708619617112	-0.0016009762167151	1.8792625180666796e-06	2.5631248464873944e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900247.3698880194	-5135.8081793978345	26376525.6555697	810445326990.2964	1261073.4278508772	-9830.15910087712	96632027.94855727	1590306190431.5615	910971.6148089652	-1179.913883874775	1392196.773360456	829869282987.6537	953194.5803842728	816003.3578537413	1.742518	47.367172	0.4197831038902488	0.3194252821431079	0.0160052154	-0.0960687833	0.0569342165	-0.016741034	0.0602970192	-0.0308141629	-0.1727181277	0.1809149758	-0.0121402617	-0.0073870636	-0.0652816021	-0.0339250571	0.2046568719	-0.1687217058	-0.0219185884	0.0290652883	-0.0251814543	-0.2185453115	-0.0367066338	0.0183167482	0.0252312197	0.0079030513	0.0710938387	0.1022540111	-0.0053231403	-0.1303480355	-0.0099643363	0.1134674346	-0.0079089875	0.0393491362	-0.0045001982	-0.0566850412	0.0711760753	0.0733356146	0.1544882425	0.0117186049	0.0480275626	0.0670563748	0.0391506757	0.0029754188	-0.2483146504	-0.0907014999	-0.0245250133	0.0157651883	-0.1498296564	-0.0002528654	0.0318723629	0.0088546467	0.0331749462	0.0948447849	0.004322553	-0.0800169581	0.1328561286	-0.0705852562	-0.0051693914	0.0266863739	-0.0387039586	-0.1678859865	0.1137561743	0.0219558881	-0.0635526127	-0.0383884844	-0.0289409126	0.1089496275	-0.0479908239	0.1626387937	0.0171584178	-0.0100841149	-0.1038964217	-0.0648598786	-0.0278341238	0.0224331995	0.0549312117	-0.0816268042	0.0636129829	0.0834749373	0.023302501	-0.1560563367	-0.1423385125	0.0881955685	0.0192567962	-0.0587790397	0.0410255154845202	0.0001570031121218	2.4649977215930733e-08	0.0016830929207706	0.1565868651528319	-0.0018952273125875	3.591886566377994e-06	0.0245194463383911	-0.0072201754315983	0.0879928714089644	5.21309332630557e-05	0.0077427454187945	0.0023543315017729	-0.0054984489310274	3.023294064711745e-05	5.542876820240239e-06	-0.0011763378871942	1.0064744312199931e-05	1.0129907806996088e-10	1.3837708248485144e-06	-0.0002846155959194	0.0010862463657918	8.100603744055518e-08	1.1799311671958929e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
901657.3191338718	1409.9492458524182	1987956.875879803	812985921147.6808	1267078.9944078948	6005.566557017621	36066829.67076848	1605489178069.722	911724.8541290612	753.2393200959777	567369.4733386508	831242209636.658	955082.8517360385	838503.7503803147	1.196551	32.526054	0.1286776270619515	0.074972067728891	0.0398190261	-0.0833280542	0.0632040141	-0.0245049502	0.0645777738	0.0089736587	-0.0440688652	-0.0336356009	0.0115110902	-0.0441509766	-0.0208681936	-0.0576043608	0.0592645764	-0.0722317534	-0.164371696	-0.048830524	0.0688143619	-0.0605783709	0.0349846195	0.0625394757	-0.0380124131	0.0418941315	0.0868372205	0.0125085926	0.1279296548	-0.0875142424	-0.0407601215	0.0174208281	0.0052874458	0.023748837	0.0361976104	0.0465708701	0.0779009195	-0.1633669532	0.2021068767	-0.0151692834	-0.0680244668	-0.0743556663	0.0487541826	0.0297418619	-0.0336864191	-0.1647668322	-0.0572481039	0.0618035215	0.0352890047	0.0094821337	-0.0048836167	-0.0606362954	-0.0082837572	0.0851650276	-0.0074084167	-0.1571009455	0.1147968342	-0.0396512203	0.0110256478	0.030229927	-0.0155074524	-0.1496919911	0.111135203	0.0137341316	-0.0440803594	0.0075095624	-0.0022947333	-0.0242163692	0.0010387247	0.0649858843	-0.005528033	-0.0340348329	0.0103964154	0.0445805728	0.0466550969	-0.0849387125	0.0228858047	-0.0548825999	-0.0963433628	0.0695395984	0.0344943452	-0.0457088281	0.0002737375	0.0866153656	0.0144722352	-0.0649037979	0.03613438734628	-0.0048911281382401	2.392313446468503e-05	0.001305693948891	0.1206916100971966	-0.0358952550556353	0.0012884693355091	0.0145664647478537	0.0199040008478377	0.027124176279436	0.0003961692497507	0.0007357209388379	0.0014058710451014	-0.0009484604566715	8.995772378695104e-07	1.976473395454503e-06	-0.0009107015574285	0.0002656363297656	7.05626596913917e-08	8.293773267026955e-07	-0.000285860161255	-1.2445653356000196e-06	8.17160317927346e-08	1.5489428745771892e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900565.105906039	-1092.2132278328063	1192929.7350529577	811017509975.5553	1270939.6165570174	3860.622149122646	14904403.37829636	1615287508934.0984	911386.4695773164	-338.3845517447917	114504.1048595236	830625296928.6047	954974.596765638	832143.214102574	0.858079	23.325323	0.0585885873517268	0.0318501918259088	0.0269625861	-0.0484601694	0.022453848	0.0473151828	-0.060716213	0.0231426652	-0.0474017941	0.0610899951	0.0297018299	-0.0714081578	-0.0231678917	0.0036136213	0.0936465339	-0.0423163964	-0.077925152	0.0287413784	-0.0179584218	0.0100524555	0.0438092027	0.0279853846	-0.0864654425	-0.0539752413	-0.0829672358	0.182151827	0.1129020328	-0.1274984629	-0.0795908998	-0.0119379853	-0.0601489106	0.0188802242	-0.0039209937	0.056147036	0.0672360274	-0.1671294183	-0.0455152293	-0.0028517684	-0.0378912595	0.0635875043	0.0263930489	-0.0535361489	-0.0452529444	-0.1002663407	-0.0477302227	-0.03316861	-0.0089418063	0.0254127445	0.0135090017	0.0243155311	0.0368691998	-0.1330993332	0.0327630248	-0.1519368724	0.1625472917	0.0592093673	0.1029826733	0.026860535	-0.0079291538	-0.1010765558	0.085810366	-0.0242570506	-0.0580710821	-0.0371539771	-0.036033912	-0.0037463597	-0.0179165784	-0.0203337206	-0.0832135208	0.0097968124	0.0316514997	-0.0785264618	0.0056848059	-0.0095388438	0.0333698608	-0.0678444702	-0.0451526132	0.067484437	0.0474722168	-0.1064977501	-0.0277679524	0.0849971703	0.0096622851	-0.0707724105	0.0316625878622147	-0.0044717994840653	1.9996990625686685e-05	0.0010025194701324	0.1359183961078827	0.015226786010686	0.0002318550122152	0.0184738104005393	0.0199399318305282	3.593098269049841e-05	0.0003976008814061	1.291035517104896e-09	0.0008943318782001	-0.0005115391669013	2.61672319274076e-07	7.998295083649186e-07	-0.0011761299254786	-0.00026542836805	7.04522185657393e-08	1.383281601606297e-06	-0.0002859740437893	-1.1388253430002441e-07	8.178115372120449e-08	1.2969231618596236e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
898903.6350460774	-1661.4708599615842	2760485.418501486	808027745099.0515	1272976.7911184211	2037.174561403692	4150080.193630324	1620469910726.1523	912560.1206189832	1173.6510416667445	1377456.767605434	832765973744.133	956204.1995887468	816164.0021189655	0.920682	25.027073	0.1501924644368521	0.0885043811438095	0.0204401056	-0.0664070305	-0.0143769535	-0.0371638842	0.0945473387	-0.0125111511	-0.1034557957	0.0873671744	0.0117956517	0.0875839548	-0.0351342254	-0.0272413459	0.1488343896	-0.1590556187	0.0396004998	-0.0745197969	-0.0016146858	-0.0627968955	-0.0069096693	0.1142125434	-0.0534576589	-0.0430748054	0.0711433177	-0.0551853887	0.053143882	-0.0228787038	-0.0663221628	0.0124592849	-0.0660281914	-0.0867494529	0.1280693598	-0.0797187379	-0.1004148905	-0.02149065	-0.0048513491	-0.0433240159	0.0941851244	0.0095912839	0.0167378486	0.0386450277	-0.1775178955	-0.0500941419	-0.0740013242	0.0615159862	0.019870954	-0.0657213524	0.0820093207	0.0842896009	-0.0416707045	0.0695610916	0.0329319714	-0.1304837925	0.0200249074	-0.0228057554	0.0997852371	0.0286688554	-0.0025673749	-0.0916598566	0.0698859782	0.0050627798	0.0142719626	-0.0147571179	0.0111216408	0.0397604507	0.1178472543	0.0832173133	0.0532296969	0.0581340618	-0.1031320926	0.0185138909	-0.0287550202	-0.0084579734	-0.0134996475	-0.0051405577	-0.0444156955	0.0106142405	-0.0578085969	0.0131392746	-0.0376548388	0.0833416924	0.004835384	-0.0763617167	0.0265281040958882	-0.0051344837663265	2.636292354667037e-05	0.0007037403069222	0.0891236986918926	-0.0467946974159901	0.002189743706254	0.0079430336685232	0.0828271050590387	0.0628871732285105	0.006860329332461	0.0039547965566726	0.0003954220959109	-0.0004989097822892	2.489109708638571e-07	1.5635863393456898e-07	-0.0012260261671619	-4.989624168330012e-05	2.4896349341182966e-09	1.5031401625656993e-06	-0.0001272578672413	0.000158716176548	1.6194564774804334e-08	2.5190824698015917e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
901314.0818028072	2410.44675672974	5810253.567028921	812367074056.0374	1256581.858004386	-16394.933114035055	268793831.8136832	1578997965865.7551	912086.188026474	-473.932592509198	224612.10224248952	831901214388.6644	954571.7239463276	837705.4751448309	0.958159	26.045811	0.130176345007288	0.0665262766560251	0.0313736238	-0.029870158	0.1118799033	0.0203874404	0.054000335	0.0160106003	-0.0047655196	-0.087934894	0.0352431584	-0.0351665826	0.0316252029	-0.1193697811	-0.0077326314	-0.0557310789	-0.1274469192	-0.0689492751	0.0107502465	0.0444316497	0.042807745	0.0402996606	-0.013497087	-0.0584849653	0.0109900828	0.0293191619	0.0561108969	-0.0934600949	-0.0513136092	-0.0206920467	-0.0756650378	-0.0275375894	0.1149737955	-0.1043001338	0.0698235193	0.0957166394	0.0820135788	-0.0309348131	-0.0833909443	-0.1046133858	0.0306540106	0.0185121828	-0.0065633716	-0.0957901907	-0.0894087919	0.0055585285	0.0653895686	-0.0285465626	-0.0155078664	0.0616967748	0.0073711316	-0.0477029265	0.0116120293	-0.0443411673	0.0722685351	0.0062784357	0.0870695818	0.0324218382	-0.004447023	-0.0703441165	0.0635651198	-0.0239088481	-0.0293628888	-0.0356425422	-0.0147761157	-0.0509538254	0.0307403113	0.0080749115	-0.0074107724	-0.0496274013	-0.0466366255	0.0422572967	0.079030315	-0.0624826548	0.0356838875	-0.020439727	-0.1152052623	0.0482611438	0.0450415011	-0.0470346209	0.0223453733	0.0816496581	0.0	-0.0816496581	0.0279744585836994	0.0014463544878111	2.091941304411593e-06	0.0007825703330511	0.120497695837173	0.0313739971452804	0.000984327696872	0.0145196947020678	0.0233633924914471	-0.0594637125675916	0.0005458481087094	0.0035359331123211	-2.7045982428961868e-06	-0.0003981266941537	1.5850486459783033e-07	7.31485165547714e-12	-0.0014260013211562	-0.0001999751539942	3.999006221504399e-08	2.033479767939228e-06	-0.0002870016352253	-0.000159743767984	8.236993862199616e-08	2.5518071409726023e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
903418.8016535208	2104.71985071362	4429845.649987963	816165531181.0835	1282167.1407894737	25585.28278508759	654606695.1928995	1643952576920.254	915345.8725932612	3259.684566787211	10625543.474950727	837858066473.5188	958110.9285734164	823377.8119183423	0.945628	25.705173	0.169780898810766	0.0896464988825887	0.0218929055	-0.0447233199	-0.0612644058	0.1097004965	0.0119497313	0.0352890941	-0.010721074	-0.0117127125	0.0237224288	-8.04484e-05	-0.0111574611	0.0740907278	0.0261932502	0.0184997323	-0.097407366	-0.0708454276	0.1352995503	0.0235252051	0.0088487386	0.0854351496	0.0028070452	0.0468877834	0.0384657455	-0.0386125263	-0.0084828425	-0.0345538389	-0.0039355042	0.0531467931	-0.1866070656	-0.0791325577	0.0307632983	-0.1558362431	0.0576378065	-0.0632284747	-0.0257323714	-0.0070976452	-0.0250801176	0.0643683226	-0.0265956762	0.0540778811	0.067773156	-0.0945335551	0.006441609	0.1313942984	0.0276220445	-0.0287306931	0.0060956852	-0.0586542743	-0.0805869814	0.0067302085	0.0041017643	0.0222410396	0.0349914045	-0.0134508494	0.1637244727	0.0271662406	0.0032546817	-0.0689976186	0.0620046445	-0.0048611277	0.0218967779	0.0132369934	0.0184061524	0.0484732979	0.0643554287	-0.0054609207	-0.0522422114	0.0668910306	0.0557876517	-0.0361478472	-0.0164030076	0.0507852953	0.0285750895	0.0582281049	-0.0839691439	-0.0040832847	-0.0049757786	0.1012067803	0.0286272401	0.0799218096	-0.004835384	-0.0866153656	0.0315688291914995	0.0035943706078001	1.2919500066217296e-05	0.000996590976522	0.0517657443736681	-0.0687319514635049	0.0047240811519815	0.0026796922905599	0.0807245072675897	0.0573611147761426	0.0065164460735951	0.0032902974883618	0.0001820473141859	0.0001847519124287	3.4133269146097575e-08	3.3141224602299795e-08	-0.0011759927884289	0.0002500085327273	6.25042664364575e-08	1.382959038436779e-06	8.010715888497267e-05	0.0003671087941102	6.4171569046222555e-09	1.3476886671309856e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
901894.7542887497	-1524.0473647711333	2322720.370065836	813414147813.5641	1290082.503508772	7915.36271929834	62652966.97805802	1664312865859.4607	914614.6762184117	-731.1963748495327	534648.1385930984	836520005954.11	960587.366454055	833191.735201771	0.8902679999999998	24.200314	0.1255951417215	0.061337222022251	0.0241484347	-0.0175539944	-0.0932660894	-0.0289050699	-0.0462046936	-0.0077771142	-0.0854892087	0.1051776218	0.0211706337	0.0878028698	-0.0354710182	0.0177319042	0.0400026058	-0.0440535929	-0.0299037411	-0.0498437853	-0.1140781413	0.0384437956	-0.1129546932	0.0321845423	-0.0033764668	-0.0526718393	0.0448031411	0.0316516112	0.0226920816	-0.0207271433	-0.0102824768	0.1563184173	-0.0313221649	0.2224079545	0.0513980613	0.1107917097	0.0269144942	-0.0447548873	-0.0108982892	-0.0563974757	0.1053119542	0.0422597553	0.0190378817	0.0051176068	-0.0034388576	-0.019269741	-0.0761677615	-0.0469488564	-0.0137413435	-0.0917662356	-0.0888730695	-0.0104018241	0.0939650379	-0.0151079856	-0.1167304987	-0.0600559319	0.0549922001	-0.0284614546	0.0744214331	0.0276596	0.0089520045	-0.0309287037	0.0492819466	-0.0356155463	-0.0218360604	-0.0360747844	-0.0143700996	-0.0491682798	0.0716660452	-0.0198318405	-0.0229785627	0.0492652965	-0.0486948801	-0.0264007226	-0.0324596295	-0.0151539639	-0.0168756633	-0.0102852482	0.0020302139	0.0622093991	-0.0495811177	-0.0474948636	0.0038940451	0.0781589047	-0.0096622851	-0.0912392418	0.026257847323464	-0.0053109818680355	2.820652840260189e-05	0.0006894745460623	0.0941009233459055	0.0423351789722374	0.0017922673786113	0.0088549837745519	0.0396726375248661	-0.0410518697427236	0.0015739181681794	0.0016852560093735	-0.000484995151038	-0.0006670424652238	4.449456504119778e-07	2.352202965303724e-07	-0.0011759993253748	-6.536945900163446e-09	4.273166170166369e-17	1.3829744132819849e-06	9.213938284702696e-06	-7.089322060026997e-05	8.489665871431006e-11	5.025848727078543e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900535.2625154756	-1359.491773274029	1848217.881599763	810963759033.8167	1266612.7751096492	-23469.728399122832	550828151.1285927	1604307922070.9668	913051.2149330626	-1563.461285349098	2444411.1907854537	833662521090.7416	955246.6017163924	825436.9917225628	0.858936	23.348606	0.1079753300603039	0.0630567083782658	0.0182255727	-0.0177674253	0.0550051285	-0.0130806015	0.1436680611	0.0170965036	-0.0664399695	-0.014523236	0.0340174546	-0.0222505938	0.0018228351	-0.033953354	-0.0134645078	-0.081614843	-0.0113486068	0.0105599781	0.0851289319	0.0470412212	-0.089301006	0.0298439312	-0.0179957492	0.108039688	-0.0176032935	-0.0369160302	-0.0601104196	0.0505344331	0.0376839079	0.0786669723	0.098985657	0.0784935888	-0.0127975693	0.0083274277	0.2069638848	-0.0452157804	-0.0282336611	-0.0341783627	-0.0430334411	-0.046119217	0.0095593314	0.0868453664	-0.078238839	-0.0314863671	0.0768637122	0.0125914465	0.0612152209	-0.0461623933	-0.0285860419	-0.1275669095	0.0366990214	0.031183923	-0.061917802	-0.0258140405	-0.1067138245	-0.0487208405	-0.014086516	0.0261401274	-0.0016151016	-0.0282343577	0.030201908	-0.0157045986	0.0508048167	-0.0070384033	0.0402273508	0.0774574071	0.0722594763	0.0013911231	0.0060303395	0.0035355197	-0.0973709042	0.043685651	0.0383914623	0.0155672573	0.0638832937	0.0520089436	-0.0165160556	-0.0130640848	-0.051620678	0.0830220763	-0.0488558591	0.0763617167	-0.0144722352	-0.0955030384	0.0357333112776956	0.0094754639542316	8.978441714794235e-05	0.0012768695348686	0.0939359106882022	-0.0001650126577033	2.7229177202306668e-08	0.0088239553168219	0.0840109378889053	0.0443383003640392	0.0070578376849735	0.0019658848791717	-0.0010369046698818	-0.0005519095188437	3.046041169903947e-07	1.0751712944226844e-06	-0.0015945614268262	-0.0004185621014513	1.75194232771412e-07	2.542626143922007e-06	0.0001186733796761	0.0001094594413913	1.4083371043747785e-08	1.1981369309716742e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
902085.2842792892	1550.0217638135657	2402567.4682957167	813757860113.246	1266132.838486842	-479.9366228070576	230339.1619114439	1603092364694.7478	913607.5142524068	556.2993193442235	309468.9327028464	834678690098.4617	955617.9485769856	839189.7837385809	0.8560259999999998	23.269516	0.0661663692859432	0.0407569625015311	0.0279104514	0.0031855592	0.074442617	0.0248336894	0.0192085294	0.0288246153	-0.012398982	-0.0623657956	0.0468474937	-0.0196363657	0.0262636361	-0.0391623841	-0.0699030202	0.006958215	-0.1372687132	-0.0682051021	-0.0122710929	-0.001917248	-0.0340437897	0.0887249308	-0.001909227	-0.0303636608	0.0308899059	0.068152615	-0.0438851721	-0.033244494	0.1330390453	0.0804139934	0.0816295873	0.052376281	0.0002835474	0.1076793205	0.1051334279	0.0699046728	-0.1119776349	-0.0329240828	-0.078617821	-0.0653990782	0.0131588204	0.0460538669	0.0796419137	-0.0532586166	-0.0656191625	0.0298354686	-0.0029011853	-0.053050642	-0.0355758981	0.0046123283	0.0162517262	0.0026903828	-0.1013264115	-0.0374708626	0.0761980524	0.0583079071	0.02143884	0.0298107223	0.0059435786	-0.0126331482	0.0337726061	-0.0331811918	-0.0055981175	-0.0480406462	0.0114353355	-0.0888871727	0.0591006201	-0.0093015176	-0.0024921357	0.0021309158	-0.0533184307	0.0752568919	0.0684453701	-0.0639784874	0.0228290352	-0.0011046708	-0.0930812935	0.0216709048	-0.0742812611	0.0526927185	0.0789194106	0.074531034	-0.0192567962	-0.0993899282	0.0354714050935029	-0.0002619061841927	6.859484931838156e-08	0.0012582205793073	0.0853917123670129	-0.0085441983211893	7.300332495181405e-05	0.0072917445409706	0.0551558941337191	-0.0288550437551862	0.00304217265769	0.0008326135501137	-0.0005809960465979	0.0004559086232838	2.07852672784621e-07	3.375564061623892e-07	-0.0015940020994666	5.593273595999506e-07	3.128470951970525e-13	2.540842693103929e-06	5.036909812099612e-06	-0.000113636469864	2.5370460455225356e-11	1.2913247283151868e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
