global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
999732.8770003016	-2198.820174452383	4834810.159578809	999465825355.3002	1210906.937371926	4911.578701331746	24123605.33937564	1466295610975.4573	1024084.3987012987	-506.0855194804026	1048748855663.4006	256122.55302774892	1040853.3143882978	900519.435805049	1.270275	23.662926	0.2271874794436247	0.140865841592033	0.1517512994	0.0062997022	0.0904890809	0.0430540463	0.0447237863	-0.0696423159	-0.0113414308	0.0499054561	0.124004324	0.1187978999	-0.0333015662	-0.0594404593	0.0412089043	-0.0190007227	0.0117170981	-0.1180115193	0.0568198798	0.046775738	-0.0752251661	-0.0206063367	0.0904359124	0.0486118556	0.2254312458	0.0569716343	-0.0090823992	0.0101245979	0.0180239509	0.1029382835	0.0383085748	0.0420879169	0.0261070186	-0.068598705	0.0362609465	0.1553690715	0.0218810472	0.0022008412	-0.2537612856	-0.0061949042	-0.0103907184	0.0404157672	-0.0108551778	-0.0552164654	0.1454283674	-0.0757909614	-0.0790657707	-0.11134199	-0.13607688	0.0319249679	-0.0119774446	0.1171969574	0.0381551935	0.0817815422	-0.0769979938	0.0152639406	-0.110162133	-0.0190845837	-0.0747362896	-0.1406977913	-0.0008181262	-0.1098103028	-0.0247619514	-0.1321125186	0.0671135163	-0.0724102195	0.0127652459	-0.0519239102	0.0148125204	-0.0024028639	-0.2009268952	-0.0781216099	0.131841613	0.0757653958	-0.0107289936	-0.0366531099	0.0759600164	0.0891830243	0.0427416997	-0.1662680939	0.1682292878	-0.0890957961	0.1178547902	0.0086454813	0.1360292973	-0.0247753765	0.0409007695	-0.0939532165	-0.0417112825	0.0627581625	-0.0816983791	-0.0254905711	-0.0188139726	0.0224591593	0.1640198862	0.0976578576	-0.0747646034	-0.0150863523	-0.0362369103	-0.0778203043	0.0602275139	0.0794218168	0.0119409057	0.1100100143	0.1671871177	0.1005991057	0.0598166067	0.003627002	0.0089516843943897	-0.0096392517036605	8.013265349676008e-05	9.291517340652184e-05	0.0578878302002152	0.1257209154734652	0.0033510008852889	0.0158057485874861	0.0308635495566846	0.0531876569681343	0.0009525586912379	0.0028289268537599	-2.3091437860295208e-05	-0.0006980132019731	4.872224301288727e-07	5.33214502455875e-10	0.0003489942910261	-1.578052433999868e-07	1.217970151688102e-07	2.4902494844529083e-14	0.0005240040262326	7.462209875069999e-05	5.568457621959221e-09	2.745802195079753e-07	0.0	0.0
1002224.153168127	2491.2761678254465	6206456.944375042	1004453253193.5696	1200590.6366547132	-10316.300717212724	106426060.4879638	1441417876822.9695	1027017.0871753248	2932.688474026043	1054764097350.0886	8600661.6856852	1043084.174275266	891071.3918405683	1.314463	24.486059	0.1740018034183523	0.0824796429079093	-0.0651597234	-0.0677973693	0.0336329297	0.1281199951	0.0446675832	0.0813870651	0.0065514524	-0.0122515949	-0.0452546969	0.0569449648	0.1257050801	-0.0869193691	0.0048513314	0.0889603553	-0.119186194	-0.0061912746	0.122099153	-0.1546362936	-0.0085284663	0.0033475513	0.0673727584	-0.0220050584	-0.0699620291	-0.0328117973	0.1166038167	0.0350222975	0.017516071	-0.0404680277	0.1760672346	0.0007696181	0.0491295296	0.0389508573	-0.0631105848	0.0829015588	0.1104316812	0.0630695827	-0.1237089228	-0.1324996947	0.0290133025	0.1436911615	0.1161157594	0.1286853993	0.0861298066	-0.0768903646	-0.0867615718	-0.0562758569	0.0442419321	0.034471421	-0.1126485346	-0.0323186474	0.1031034874	-0.1596563364	-0.0664189368	0.0201164112	0.0157768767	-0.0534574708	0.0959562796	-0.0448987087	0.1206210848	0.0604464537	0.0631424066	-0.006487546	-0.144782553	-0.0779603044	0.0805326373	-0.0144227998	-0.038218607	0.0539771177	-0.0863192951	-0.1117057563	0.0733964493	0.1026769134	-0.2487399757	0.0639052789	0.0828259822	0.0393722803	-0.0655802775	-0.0494382972	0.0752293764	-0.0926834061	0.1524515649	0.0055796699	-0.1262980787	-0.0473113039	0.0433779098	-0.027766664	-0.0335494888	0.0065781409	0.0458026118	0.1031454642	-0.1018973209	0.001356768	-0.0374838141	-0.0138327829	-0.1292554461	0.0108720884	0.1188811289	0.1795538393	-0.0678672618	0.0615782144	-0.0163923002	0.1101348674	-0.1916091332	0.0993899282	0.0556281227	-0.003627002	0.0074529779337808	-0.0014987064606088	5.554688008142352e-05	2.246121055070856e-06	0.0031962559232567	-0.0546915742769585	1.021605192695354e-05	0.002991168296892	-0.0101820891762116	-0.0410456387328962	0.0001036749399923	0.0016847444589914	0.00052198516289	0.0005450766007502	2.971085006854968e-07	2.724685102772998e-07	0.0008500092018768	0.0005010149108506	7.225156432752345e-07	2.510159408947348e-07	3.477785887582023e-05	-0.0004892261673567	2.3934224282660384e-07	1.2094994679864682e-09	0.0	0.0
1004421.4214641326	2197.2682960055536	4827987.964631149	1008862391896.0288	1208823.6384797643	8233.00182505115	67782319.05129555	1461254588947.456	1024868.2701623376	-2148.817012987216	1050354971185.542	4617414.555303302	1041824.0031981384	908323.383873088	1.237504	23.052462	0.1284900043720065	0.0820912679857795	-0.0477774198	0.0750151658	-0.013297807	-0.0003307373	0.0050259479	0.0118613188	-0.0940930261	-0.1204338327	0.0351952407	-0.0128324418	-0.0432649478	0.061449084	-0.0973175087	0.1167950473	0.1159479956	0.0062276587	0.102672297	-0.0711031816	-0.0791015707	-0.1278922356	0.1530362149	-0.0855824199	-0.1212331665	-0.0046999763	0.1231989416	-0.0625132771	-0.0748089895	-0.1289629895	0.058719325	-0.084456651	-0.0054705348	0.1235338805	0.063565604	-0.0087210382	-0.2115969334	-0.019906421	0.0004497952	-0.0149683998	0.0992006655	0.0334427981	-0.1632629341	0.0033101638	-0.011115515	-0.1072290831	0.1866970563	0.0647025567	0.0348095887	0.0609334463	0.1145207825	0.0109512173	0.0960702922	-0.0643890918	-0.1203253914	-0.0944937508	-0.0238373569	-0.1012356113	0.1679540784	0.0909131347	0.0619230163	-0.038400151	0.0229969518	0.1721035459	-0.0930637114	0.0112486926	0.0690195248	0.0151734609	0.1974398363	0.0703740634	-0.009522027	-0.0518150043	0.0399505401	-0.0352953475	0.1254621652	-0.0247375024	0.0021563132	-0.0953870425	-0.1290404123	0.0983622455	0.0878896803	-0.0751492353	0.1039203867	0.1004763548	0.0185064302	0.0692397752	-0.0324180496	0.1208141199	0.053804858	-0.0826703564	0.0363807689	0.0714144152	-0.0592856904	-0.1193278114	-0.0467544341	-0.0018160236	-0.0093753587	0.0589520792	-0.0465757708	-0.116935316	-0.1706890596	-0.0151834336	0.064881428	0.0048900422	-0.071601951	0.098137155	0.0513420481	-0.010866692	0.0090171434273571	0.0015641654935762	8.130887558952934e-05	2.4466136912947897e-06	-0.0725078355985573	-0.075704091521814	0.0052573862231874	0.0057311094731431	-0.0181870847522702	-0.0080049955760586	0.0003307700517862	6.407995417271777e-05	7.383976169362714e-05	-0.0004481454011963	2.0083430061345801e-07	5.4523104069716464e-09	0.0009710121573953	0.0001210029555184	9.428646098094748e-07	1.4641715244212086e-08	0.0003299645377721	0.0002951866788962	8.713517539781538e-08	1.088765961871556e-07	0.0	0.0
999790.1581234531	-4631.263340679463	21448600.1307215	999580360280.5194	1221346.7286436989	12523.09016393451	156827787.25403327	1491687831568.665	1023645.930974026	-1222.3391883115985	1047850991999.6804	1494113.0912822569	1041164.851875	902058.9259642388	1.111232	20.700233	0.136698349596095	0.0751396023768863	-0.0785980957	-0.0247970577	0.0794465424	-0.1577339351	0.1144042369	-0.0792340768	0.0322949717	0.0750923045	-0.0616890679	0.0124125215	-0.0969541685	0.0637342637	0.0167524468	0.0196692651	-0.0438488246	0.0902150247	0.0714806566	0.0074860169	-0.0411799651	0.0229297349	0.0827846205	0.0162177933	0.1140499907	0.1071732549	0.0290762938	-0.070750454	-0.1784884109	-0.0140511751	-0.1187599121	-0.1013879921	0.0733303335	0.2248721002	-0.0176873015	-0.0594835568	0.1788457352	0.0672185737	-0.0116254539	0.1074568625	-0.0971528885	0.0057755821	-0.0328332858	-0.0910108116	0.0004899755	0.0949042428	0.0914955707	0.0944168785	0.0335854193	0.0502728293	-0.008176346	-0.1108921561	0.0706178177	0.0593838918	-0.0604595359	0.0371357273	-0.1540537254	-0.051138375	-0.1206575767	0.0013769363	0.0027487943	-0.1145959685	-0.0702944093	0.1291557814	-0.0273263764	0.2236308732	-0.0018352917	0.0653147904	-0.0907514445	0.0627575569	0.0705985317	0.077207725	0.0794115952	0.1165514156	0.0436889529	0.138352939	-0.1162952687	0.0601555063	0.0308670946	-0.017599524	-0.0271277621	-0.0993959559	0.1346596235	0.0553836669	0.0425045573	-0.0081499658	0.0323170946	0.1111485111	-0.0869785685	-0.1200218024	-0.0452881703	-0.0284481999	0.0121601734	-0.141779074	0.0540920399	-0.0601990577	0.0694781933	0.031856845	0.0235753592	-0.139282558	-0.0281754512	-0.087310781	0.0659811115	-0.0590699034	-0.022916415	0.0968413356	0.0469659021	-0.0180634961	0.0069328602269251	-0.0020842832004319	4.806455092607995e-05	4.344236459603058e-06	-0.0089931158462945	0.0635147197522627	8.087613262487323e-05	0.0040341196252084	0.0145246916700898	0.03271177642236	0.0002109666681111	0.0010700603167064	-0.0002100135079306	-0.0002838532696242	8.057267867636421e-08	4.4105673513316197e-08	0.0007819966492632	-0.000189015508132	6.115187594588723e-07	3.5726862314435937e-08	3.5081911107621164e-05	-0.0002948826266644	8.69557635085424e-08	1.230740486963033e-09	0.0	0.0
999611.1361061616	-179.0220172915142	32048.88267512321	999222423427.4512	1198517.1544889857	-22829.57415471319	521189456.0855485	1436443369604.375	1023348.1298376624	-297.80113636353053	1047241394842.2412	88685.51681941011	1040067.1651595744	890129.9565418017	1.314915	24.494486	0.1174610624596649	0.0730563736051059	0.1285248275	0.1094194062	0.069424923	0.0788757979	0.031821625	0.0620778771	0.0679871269	-0.0940536119	0.104471964	0.1807965577	0.0482211891	-0.0277284597	0.0525131378	-0.0222395847	0.1016376097	-0.0363617977	0.0798729651	-0.0702365427	0.0221688152	0.06335154	0.0561151072	-0.0756002592	0.1443602252	-0.0745970514	0.0379668247	-0.0757640559	0.0322067327	0.0024878806	0.1961115901	-0.0599119722	0.0568280536	-0.0118459998	-0.0655880068	0.036000789	-0.0690680358	0.1056553673	0.0260254159	0.1616650633	0.0041100231	-0.1402005645	0.073307983	-0.0137790884	-0.0727641794	-0.0366825177	0.0584225019	0.0761151039	0.0003002725	0.0271983484	0.0876192397	0.0724638056	0.0610764377	-0.0584565447	-0.0099729023	0.0725524896	-0.0067453406	-0.1205679873	0.0373329261	-0.187402306	0.0201475881	-0.0407678781	0.0488269847	-0.0833539853	-0.1659423205	-0.0294651397	0.0502610463	-0.0242385058	-0.0187334367	0.1340605044	-0.0481410249	0.0587239797	-0.0870628406	0.0692755333	0.0995482823	0.0053404308	0.0082806087	-0.1222245749	0.1480219881	0.0937284637	-0.0194158863	-0.1173742849	0.19035249	0.0511309369	0.0554992629	-0.0321078129	0.0746065911	-0.0571435782	0.0150774252	0.1511063116	0.021549945	0.1394062327	-0.0129863381	-0.087509056	0.0491893748	-0.0517943475	-0.071318628	-0.0393614532	0.000978767	0.095442205	-0.0518720615	-0.0197650002	-0.0175851619	-0.0256841989	0.0522260607	0.0955030384	0.0425073619	-0.0251890118	0.018663825476068	0.0117309652491429	0.0003483383814011	0.0001376155456765	0.055987481609506	0.0649805974558005	0.0031345980969747	0.0042224780457127	0.0146652156286251	0.0001405239585352	0.000215068549434	1.974698292243065e-08	0.0002770091272622	0.0004870226351928	2.3719104719013918e-07	7.673405658656573e-08	0.000526994536445	-0.0002550021128182	2.777232414428804e-07	6.502607754174602e-08	-3.507285680510411e-05	-7.015476791272528e-05	4.921691460888348e-09	1.2301052844713381e-09	0.0	0.0
1003298.2338966334	3687.097790471744	13594690.116501614	1006607346140.1036	1209414.3065445698	10897.152055584129	118747922.92252135	1462682964874.6826	1025196.5323376624	1848.4024999999676	1051027929917.1676	3416591.8020061296	1041712.285113032	901033.4112644524	1.285192	23.940798	0.1170069337165781	0.0554351003283587	-0.0185462412	-0.0968238251	0.0817943748	0.0598586276	0.0875038038	0.0341416454	-0.06542809	0.0644336757	-0.0031808859	0.0523086685	0.1110794193	-0.0646641342	-0.0463437015	0.1544433077	-0.0958112713	-0.0563378368	0.1133671449	-0.0647340039	0.0799484611	0.0027702573	0.1941220774	-0.0533601656	0.0829993287	-0.1606406437	0.0299610585	-0.1023987222	0.0777537372	-0.0205906422	0.0014856758	0.0066302417	0.0577492901	0.0996387285	-0.0389028783	-0.0123722801	-0.0601568542	0.0960256157	0.0165392484	0.0021328715	0.0990070973	-0.1151447761	-0.0133127779	0.0475050678	0.0174393374	-0.0660581987	0.0228029983	-0.118353379	-0.0042933596	-0.056771715	-0.1146194905	0.0258093763	0.1163528726	-0.0668970779	0.0066764218	-0.026046812	-0.051682311	-0.1039822211	0.1874236245	-0.1718547839	0.0093309542	-0.0890027453	0.0019722746	-0.0427957968	-0.027279516	0.059106884	-0.0045927727	0.0848518603	0.0211495765	0.1141002184	0.0106909946	-0.044959406	-0.0452003022	0.0248636439	-0.0129018681	-0.0620551333	0.0051434164	-0.1602437091	0.0059936951	0.0039550147	0.0778399357	-0.101381764	0.2295679883	0.0076485719	-0.0562661067	0.0816963845	-0.0060327252	-0.09141475	-0.0047287375	-0.0945042369	0.0104901993	0.182801723	-0.0772554428	-0.059158777	-0.1398434198	0.0024919097	-0.0627906597	0.0244129072	-0.0053827459	0.103332942	0.0108364102	-0.0749695885	-0.0371056908	0.0666290197	-0.0325018888	0.0941228505	0.0379742494	-0.032215118	0.0146351483280824	-0.0040286771479855	0.0002141875665849	1.623023956270138e-05	0.0201371322208103	-0.0358503493886957	0.0004055040940783	0.0012852475512915	-0.0141758680349965	-0.0288410836636216	0.0002009552345456	0.000831808106892	0.0006129216158332	0.0003359124885709	1.1283719997796219e-07	3.756729071555808e-07	0.0003631319638666	-0.0001638625725783	1.318648231816137e-07	2.68509426920114e-08	0.000430888552371	0.0004659614091761	2.1712003484138074e-07	1.85664944564376e-07	0.0	0.0
1001673.6926435723	-1624.5412530610338	2639134.282897114	1003350186534.2098	1200903.8427574283	-8510.463787141489	72427993.87224665	1442170039549.558	1022022.7910714286	-3173.7412662338465	1044530585469.433	10072633.62499562	1038881.842912234	897568.8007735476	1.282809	23.896399	0.1040795246772949	0.0497062581550844	-0.0017734453	0.1470571051	0.1191142632	0.0270006864	0.0064584332	0.0186952894	-0.0180068576	-0.1098514387	-0.0015027015	0.1232218266	-0.0628762365	0.0431237446	-0.0260542989	0.10458846	0.1166773582	0.0743931193	0.1148693449	-0.0333918763	0.072922813	0.0812054195	0.1944762372	0.013419847	0.1127297124	-0.1255110377	0.1163177045	-0.0946129686	0.0083697991	0.0712541609	0.0917541559	0.0120829708	-0.0463010881	0.0646180047	0.0195670128	0.0579879667	-0.0599440832	-0.0936778775	0.0289712645	0.1842730667	-0.0635748955	0.0262979234	-0.0712451482	-0.0005211306	-0.0377633018	-0.0353029776	-0.0428805724	-0.0384892793	-0.0197999285	-0.1109334835	0.1364993397	-0.0411982197	0.1308935683	-0.0211177523	0.0555556647	0.051906636	-0.1214386709	-0.0562390452	0.1285145148	-0.1742206494	0.1024511286	-0.088263314	-0.0047888109	-0.0338778345	-0.0643578384	0.0203456183	-0.0628358371	0.0603976068	0.1191987258	0.0312516134	-0.072864731	0.1420186974	0.0320892844	-0.0360879748	0.075913102	0.1077895052	-0.0498314957	0.0406509349	-0.0404992625	-0.0037562745	0.0368137081	-0.10188935	0.1953806759	0.1043778905	0.1002045915	0.1172468977	-0.0554290419	0.0892663902	0.0020605044	0.0190148516	0.0447537061	0.1448316951	-0.0018161978	-0.1441140517	0.0357341808	-0.021803664	-0.0322351864	-0.0403384317	-0.0672463606	0.0550776645	-0.0404467209	0.0087226485	0.045941282	-0.1700488691	0.0753877573	0.0927013771	0.0333745172	-0.0391140859	0.0085269709380071	-0.0061081773900752	7.27092333776177e-05	3.7309831028627096e-05	-0.0079887115301886	-0.0281258437509989	6.381951191256829e-05	0.0007910630867056	0.0063325334407693	0.0205084014757658	4.0100979778461466e-05	0.0004205945310911	0.0001119715694424	-0.0005009500463908	2.509509489789446e-07	1.2537632363394204e-08	0.0005270058772555	0.0001638739133888	2.777351946618392e-07	2.6854659489392693e-08	0.0001089704709416	-0.0003219180814294	1.036312511511858e-07	1.1874563537234093e-08	0.0	0.0
1001785.5320847682	111.83944119582884	12508.060606995256	1003574252294.362	1216892.4546298669	15988.611872438574	255635709.6074837	1480827246135.1023	1025611.0792207792	3588.288149350672	1051878085820.4116	12875811.84277047	1041912.982400266	897618.0275673511	1.248423	23.255856	0.0947721536443447	0.0547701992393272	0.0712125406	-0.0723888251	0.0610348452	0.0337055498	0.203423312	-0.0555819381	0.0230541977	0.083516906	0.1052329003	0.0413457304	0.1161458393	0.0657777524	0.0826273393	0.1389811413	-0.0381824467	-0.1066487134	0.0785823286	0.0314163179	-0.0398117987	-0.0201877461	0.1452673747	0.0418813552	0.1837709731	-0.0219538652	0.0529811498	-0.0609823954	-0.0077250709	0.0516142416	-0.0095226586	0.0175158103	-0.0187734746	0.098660965	0.0471313016	0.016316616	-0.0335503001	0.0018817111	-0.0900376745	0.01544122	-0.0677964591	-0.0574664178	0.0989848259	0.012797516	-0.0308368955	0.0847941486	-0.0501681922	-0.1483002776	0.0367287468	0.0382584103	-0.0641238268	0.0939688204	0.0690326857	0.0613736662	-0.0770554629	-0.0159940509	-0.1065625308	-0.0452999767	0.0085904487	-0.1646022582	0.0518315323	-0.1322555946	-0.016110485	-0.0278328538	0.0233107789	0.0543020582	-0.0335147984	0.0603477876	0.0927518223	0.0018049499	-0.0860315112	0.0436068881	0.0037514504	0.0849099841	-0.0159365792	-0.0296282664	0.0034512356	0.0956957309	0.054147985	-0.0734774509	0.0241259087	-0.1100264223	0.2008732091	-0.0024869702	0.0612014346	-0.0681787007	0.0342210257	-0.0592883761	-0.0643253483	-0.0718043409	-0.0821781849	0.0859652861	0.0122965383	-0.0854956024	-0.1227297787	-0.0652225966	-0.0295275316	-0.0075579431	0.0330470993	-0.0052212404	0.1389465528	-0.1081005327	0.0071721413	-0.1204734333	-0.0614700267	0.0912392418	0.0287162347	-0.0458586883	0.0064225357525486	-0.0021044351854585	4.124896549276501e-05	4.428647449795755e-06	0.0249158348254923	0.0329045463556809	0.0006207988250512	0.0010827091708731	0.0227812053054492	0.0164486718646799	0.000518983315169	0.0002705588061119	-0.0006810095699275	-0.0007929811393699	6.288190873963849e-07	4.637740343328386e-07	0.0005269880070071	-1.7870248399977362e-08	2.777163595293153e-07	3.193457778768934e-16	3.5679475789392146e-05	-7.329099515220786e-05	5.371569970400955e-09	1.2730249926058203e-09	0.0	0.0
1000717.5775810776	-1067.954503690591	1140526.8219530168	1001435670079.74	1213836.4914190574	-3055.96321080951	9338911.14582117	1473399027900.527	1021929.3593506494	-3681.719870129833	1044339615502.8289	13555061.202108834	1040028.123856383	904124.1596427612	1.127601	21.005163	0.0734758569188987	0.0499068067459207	-0.0365562021	-0.0521401898	0.1478603115	0.005650144	-0.0288418741	0.0698915305	0.0650925995	-0.0125295038	-0.1128252348	0.0160861024	0.0415918356	0.0460644441	0.055333228	-0.0212803667	0.0551022542	0.089307493	0.0364098332	0.1143080727	-0.0499986539	-0.138619749	0.173807394	-0.1404747746	0.1691510628	-0.0564877616	0.1117367916	-0.1501222741	0.094976607	0.0069627677	-0.0505243863	-0.0398611784	-0.0260116371	0.0860416598	-0.0348411206	-0.0472760239	0.0519049924	-0.0506104595	0.2446142136	0.1904775846	-0.0890687148	-0.0427184888	-0.1102148603	-0.0466692122	-0.0451182992	0.0061714126	-0.1347326358	0.0349998546	-0.0468427434	0.219944109	0.0659581481	-0.0878276308	0.0208706485	0.1461796696	-0.1028217421	-0.1359251881	-0.0475201156	-0.2200553332	0.090596061	-0.110674341	0.0286171095	-0.1275396197	0.1066105349	0.0280604365	-0.0636013068	0.1831312487	-0.1327829567	0.1151121313	-0.0921596937	0.035688643	0.0618802365	0.112015471	0.0145772777	-0.2037834681	0.1876381169	0.0359097932	-0.0852258138	0.0368018381	-0.0111926591	-0.0719534118	0.0811188576	-0.1134521267	0.2391471173	0.0813762688	-0.0253432855	0.106427489	-0.0193529475	-0.031718964	-0.0259949592	-0.0075106311	0.0204129363	0.0864573981	-0.0225974992	-0.2226978824	-0.0135886	-0.046112808	0.1677788377	-0.0132081433	-0.1097010323	-0.154468632	0.093822604	-0.0290597303	0.099516191	-0.0159468277	-0.0160184568	0.089737086	0.0240075741	-0.0524223074	0.0056103034703482	-0.0008122322822003	3.1475505029401056e-05	6.597212802484698e-07	-0.001257009895454	-0.0261728447209463	1.5800738772692755e-06	0.0006850178007867	0.0189273978327833	-0.0038538074726659	0.0003582463887204	1.4851832036375532e-05	0.000170990738416	0.0008520003083435	7.259045254174191e-07	2.9237832624048936e-08	0.0005270026932009	1.4686193800027109e-08	2.77731838641002e-07	2.1568428833195463e-16	3.495502146496875e-05	-7.24454324423394e-07	5.248340681757562e-13	1.221853525616426e-09	0.0	0.0
999614.9943772292	-1102.583203848335	1215689.721408459	999230136983.788	1218832.7689869364	4996.277567879064	24962789.53529153	1485553318756.3628	1025442.1001948052	3512.740844155778	1051531500851.9327	12339348.23820025	1043183.2371609042	893245.4755616635	1.179389	21.969889	0.2054492658472934	0.1076427689052227	0.0272801416	-0.0838402989	0.1305044302	0.0768295302	0.0990105022	-0.0256929544	-0.0874702468	0.1310712645	0.0046688148	0.1411741449	0.0862291796	-0.0701247534	-0.0939466481	-0.0679590874	-0.1003398718	-0.0767477613	0.0427670238	0.0868283584	0.0872418617	-0.0184576301	0.1071255082	0.0734607548	0.1366109134	-0.0760092553	-0.0560129986	-0.1802918366	0.0545649461	0.0896738449	0.1134995108	-0.0863221778	0.0106880149	0.0448313396	-0.0281466732	0.0050882021	0.2101165586	0.1228255412	-0.0396649967	-0.0772006019	-0.0172071259	-0.0377429605	-0.0738289986	0.0502399864	-0.0572794772	-0.0771034761	-0.1209114202	-0.0970218535	-0.0564386059	-0.2057015199	-0.1175966742	0.0491997176	0.0841421702	0.0683248016	0.0564439516	-0.0732749985	-0.0722879964	0.0166929986	0.0528365819	-0.1779824653	-0.0486514389	-0.1163827374	0.004011132	-0.1581582576	-0.1778259362	0.090456038	-0.0316380695	0.0212701141	-0.119282464	-0.0507344267	0.0466353181	-0.099478991	0.0627674297	0.1204778081	-0.0715308936	-0.0690117315	-0.0740635287	-0.0062079665	0.0096845566	0.0820344561	0.0687199571	-0.0450510982	0.1895623336	-0.04917165	0.063009292	0.0290850247	0.0154754791	-0.1444079079	-0.1136353684	0.0376322778	-0.1593649464	-0.0351115788	-0.1013885239	-0.0080340522	-0.0343909667	0.0501221903	0.0044111121	-0.1220117536	-0.0874912946	-0.1419536268	0.1789252871	0.2410823314	-0.0811719893	-0.2067571075	0.0931103002	0.0881955685	0.0192567962	-0.0587790397	0.0186841066382186	0.0130738031678703	0.0003490958408683	0.0001709243292722	0.0699734104529881	0.0712304203484421	0.0048962781704223	0.0050737727830157	0.0474830221109527	0.0285556242781694	0.0022546373887892	0.0008154236779159	-0.0012321281565834	-0.0014031188949994	1.968742633504337e-06	1.5181397942456074e-06	0.0005262029664399	-7.997267610000171e-07	2.7688956189015056e-07	6.395628922595786e-13	0.0004828247607608	0.0004478697392958	2.005873033769158e-07	2.3311974960372374e-07	0.0	0.0
