global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
946468.3286859028	1140.0295796779685	895802297205.4861	1299667.442540725	1380184.670696925	-3040.4523809521925	9244350.680837857	1904909725226.779	925901.9272699512	2807.6969666123623	7883162.25632426	857294378922.21	966717.2418795114	997974.1109912168	1.294909	24.148117	0.1022284846387552	0.0549330032626989	-0.0249659358	0.1275418602	0.087329737	-0.1088186906	0.0661232108	-0.1364787891	-0.0166340778	0.0624014145	-0.2001827281	0.1511430383	0.0780033786	0.0535313048	-0.010176814	0.0696944028	0.2570181199	-0.0893172154	0.0221735254	-0.0245040778	-0.0205739348	-0.1728053524	0.0064986872	0.0589205304	0.0383991109	0.0248798232	0.0358741345	-0.0294076541	-0.0730556278	0.0743790636	0.0173766285	0.0756706392	-0.0170713394	-0.0797221185	0.1016735411	-0.0459477252	0.1543279691	0.0268058515	0.1551987844	0.0043966381	-0.0764465014	0.0599109007	-0.0318925093	-0.0778448804	0.1452871738	-0.0795936753	0.020617954	0.0173530013	-0.1300406354	-0.0237730875	0.1788483029	0.0799793389	-0.0794981077	-0.0350045345	0.1525212211	0.0196693601	0.0671046523	0.175679335	0.0604581587	0.194380025	-0.0758969095	0.0667200913	0.117445408	-0.0188374643	-0.004355247	-0.0631314101	-0.0046066431	-0.0848743339	-0.1612813232	0.1338638193	0.0572672828	0.0065664239	0.0712983957	-0.0740460669	0.1092316523	0.0298881505	0.0518809572	0.0794705107	0.0253717162	-0.0448649595	-0.0142967851	0.0275951378	-0.2345174717	-0.1501870334	0.1777556236	-0.0033720958	-0.0217303438	0.136579269	0.0231898293	-0.0366756873	-0.0771541965	0.0158666172	0.0444699763	0.047531283	-0.1161493747	0.0485660284	0.0259603988	0.0697728832	-0.0209984038	-0.2136487488	0.0378346029	0.0881955685	0.0192567962	-0.0587790397	-0.0329644091737009	-0.0051032076101478	2.604272791227144e-05	0.0010866522721711	-0.0566203665267437	-0.0194680445810889	0.0003790047598112	0.0032058659056227	-0.1264152897365988	0.0153999809040784	0.0002371594118459	0.0159808254791882	0.000957927155988	-0.000172961127917	2.9915551770320846e-08	9.17624436179258e-07	0.001023135461686	0.0001931611807997	1.0468061729594245e-06	3.7311241767934406e-08	-0.0018089921204034	-0.0008790227221521	3.2724524916815893e-06	7.726809460596881e-07	0.0	0.0	0.0	0.0	0.0
945780.4295980794	-687.8990878233453	894500621010.7277	473205.1550281906	1393097.277126736	12912.6064298111	166735404.811199	1940720023537.9255	926106.5666734528	204.63940350164197	41877.28546550782	857673372835.6906	968949.3291964532	1013471.1662135292	1.375635	25.653549	0.1049039193791553	0.0525107715301175	-0.1156843734	0.0191443171	0.0317131104	-0.0183016817	0.1659955921	-0.0655958333	0.0554748532	-0.0329395445	-0.0335673953	0.0478695614	0.1338746709	0.1401517844	-0.052024017	-0.0184014298	0.0008372606	-0.1099126935	-0.0670953504	-0.0210288573	0.0023993366	0.042935822	0.103631951	0.0077045617	-0.0589356437	-0.1153313798	-0.0034258716	-0.0605737777	0.1784036287	-0.0339903845	-0.1047187453	-0.0653787569	-0.0262122096	-0.0031014621	0.0750186817	0.1027960123	0.0866786852	-0.1135921104	0.1029825152	0.1194060777	0.1398619018	0.1039253806	-0.0306393618	0.0505277732	0.0553061305	-0.2268100255	0.040172455	-0.1092748534	-0.1102210372	0.0730511921	0.0256660252	-0.0638347491	-0.1237306785	0.1477884949	0.0232976595	0.0600397737	0.0931068987	0.0609941427	0.0080464468	-0.0966744578	-0.0360127764	0.1139389586	-0.0420508167	0.0922023376	0.0958737262	-0.0872000329	0.1509517803	-0.0614217107	-0.0492370595	0.0775725318	-0.0492099729	0.0171176069	-0.0083688754	0.0457578062	-0.0762886315	0.0117251041	-0.0411534435	0.0533068861	-0.0732361042	-0.1558087329	0.0404193233	0.0181030482	0.0103061889	-0.1109513637	0.1453139917	0.0441611239	-0.0477199319	0.0467183799	0.1357715712	-0.0087167605	-0.0144176326	0.0551215993	-0.0506261382	0.075380228	0.0275904363	-0.0008274394	0.0395334694	-0.1023529531	-0.0055807114	-0.0032837301	-0.0378461527	0.0866153656	0.0144722352	-0.0649037979	-0.0602120905542733	-0.0272476813805723	0.0007424361406171	0.003625495848916	-0.0562750031096186	0.000345363417125	1.1927588988832557e-07	0.0031668759749875	-0.1146107050266209	0.0118045847099779	0.000139348220175	0.0131356137066991	0.0016951561517289	0.0007372289957409	5.43506592161136e-07	2.8735543787443334e-06	0.000650301486891	-0.000372833974795	4.228920238526456e-07	1.3900517276143874e-07	-0.0020090549472971	-0.0002000628268936	4.036301781258953e-06	4.002513470469848e-08	0.0	0.0	0.0	0.0	0.0
945623.465165783	-156.96443229645956	894203737872.1427	24637.83300614984	1384823.56296503	-8273.714161705924	68454346.02961317	1917736300543.161	924745.3279723128	-1361.2387011400424	1852970.8014814295	855153921606.6204	968361.777376284	1013653.8226685012	1.055391	19.681475	0.1182083398858159	0.0622167308777223	-0.0997076052	-0.040284351	0.036612189	0.0934875968	0.1071418214	0.0104035688	-0.0762799878	0.0044325406	-0.0673238742	-0.0614477151	0.1241708031	0.1151208871	0.0873807284	0.0269572853	0.0506214496	0.082721427	-0.0848213893	-0.1012843997	-0.0542646009	0.0094597268	0.0348377379	0.0679423025	0.0980202856	-0.1293997381	0.0456223818	-0.0664508718	-0.0310900713	0.0135206872	0.010833969	0.0023620575	0.1290390984	0.1423178063	0.0774604361	0.1365244852	-0.0944230314	0.0722344074	-0.0153913077	-0.0270036375	-0.1271082788	0.0657790098	-0.1113743216	0.0068364727	0.0493173482	-0.1574106456	0.044366443	-0.1321858342	-0.0167633552	-0.07781102	0.0180788055	-0.1054603782	-0.1262408093	-0.0796095428	-0.0702528022	-0.0257960215	0.0984255461	0.140195424	-0.0189735918	0.1353863196	-0.0272974064	-0.0518998342	0.0721250099	-0.0285952224	0.0371385942	-0.0693692123	-0.0064946292	0.1555025306	0.0146220747	-0.1143540459	-0.0272035112	0.0432084156	0.0196483343	0.1471188902	-0.0756007878	-0.0218101473	0.0885422966	-0.0147610526	0.0052291145	-0.0352295857	0.0365268751	0.1422561583	-0.0446545974	-0.0777464757	0.207332085	0.0213806747	-0.0105718331	-0.0745295051	0.0229765146	0.0549089149	0.1182021214	0.0574472544	0.0212674685	0.0735228267	-0.0265886637	0.0369113578	-0.0234590981	0.0212288985	-0.0482095563	-0.0594743407	-0.0023995222	0.0849971703	0.0096622851	-0.0707724105	-0.0531005003341817	0.0071115902200915	5.057471545850248e-05	0.0028196631357404	-0.0288987708048296	0.027376232304789	0.0007494580952057	0.00083513895403	-0.0761785798466405	0.0384321251799803	0.0014770282458496	0.0058031760274509	0.0011179683218485	-0.0005771878298803	3.331457909620455e-07	1.2498531686567517e-06	0.0005139852513511	-0.0001363162355399	2.6418083860645346e-07	1.85821160717695e-08	-0.0018167911690983	0.0001922637781987	3.3007301521135678e-06	3.6965360407277326e-08	0.0	0.0	0.0	0.0	0.0
943898.1176525909	-1725.3475131921005	890943656508.1042	2976824.0412781653	1380127.601345486	-4695.961619544076	22052055.532231014	1904752195995.6448	922547.0602605864	-2198.2677117263665	4832380.932418676	851093078395.4501	963858.3208894364	1008814.1792068756	1.233242	22.998131	0.1326851629260828	0.067665986856117	-0.0309241636	-0.1171194091	0.0314216072	0.0444314024	-0.009561455	0.0736754227	0.052913423	-0.0519620045	-0.1499124209	-0.0585891032	-0.0586392299	0.1709946771	-0.042043104	-0.0528800456	0.0976580553	-0.0131371201	-0.0606042398	0.0137096814	-0.0692093143	-0.0073063939	0.1819501211	0.1053258826	-0.1012861754	0.0147554977	-0.0501904316	0.0715150444	0.1130723379	-0.0031986194	0.0635571949	0.1121620279	-0.099503758	-0.0223264851	-0.1496746137	-0.0031136248	0.0942418835	-0.0582156106	-0.0862608102	0.0302292356	0.0787069359	0.0609048703	0.0710459694	-0.1181942843	0.1006113104	0.1307027222	0.0162519515	0.0073392863	0.0923357022	0.0731393926	0.0932393172	-0.016552526	-0.1572850947	-0.0361640663	0.0122090082	0.1435643128	0.0272637433	0.0290967378	-0.0199202932	-0.0146508681	0.0933746042	0.0747590133	0.0420456962	0.0665566317	0.1434501604	-0.0572917659	0.0438928237	0.0203573157	-0.0426020832	0.0819337416	0.0250076088	-0.1205887512	-0.1256203039	0.0225564496	0.0052593977	0.005087793	-0.1375713608	0.0128323411	-0.1659769152	-0.0471909239	-0.0451798507	-0.034177985	0.0863034333	-0.0927590544	0.153595539	0.0006802033	-0.0260428823	0.0757020763	-0.0427827692	0.0028550542	-0.0824065452	0.0273247804	-0.0812065825	0.0922877764	-0.0698764985	0.1009304837	-0.0749320846	0.044033158	0.1093457446	-0.0656986548	-0.0862668042	0.0833416924	0.004835384	-0.0763617167	-0.0454740008034946	0.0076264995306871	5.816349509157056e-05	0.0020678847490762	-0.0466734328658446	-0.017774662061015	0.0003159386113832	0.0021784093354825	-0.0696001097050498	0.0065784701415907	4.327626940380037e-05	0.0048441752709549	0.0021382875130592	0.0010203191912107	1.0410512519528572e-06	4.572273488504899e-06	0.0012217558815685	0.0007077706302174	1.4926874341472229e-06	5.009392649983355e-07	-0.002102811971526	-0.0002860208024276	4.421818187593063e-06	8.180789942138537e-08	0.0	0.0	0.0	0.0	0.0
943448.3142896898	-449.8033629010897	890094721736.0573	202323.0652771294	1378392.6450582838	-1734.9562872021925	3010073.3185024164	1899966283950.772	923023.2669991856	476.2067385991104	226772.85788720145	851971951421.8497	964823.2687699542	1007194.5443776388	1.402717	26.158577	0.0885595367275854	0.0436440362797671	0.1387744769	-0.0585719082	-0.0269656607	-0.0672954258	-0.0452313181	-0.0019500306	-0.0814499259	-0.0623086848	-0.0084514822	-0.0108614158	-0.0676833182	0.0528271	0.0436794124	-0.0310687743	-0.0207095046	-0.0389502996	-0.1386588521	-0.0826378869	-0.1044623081	-0.135878356	0.0098500989	0.0376580317	0.0660502663	-0.0832653178	-0.070306592	0.0547072907	0.050559401	0.0471289818	-0.0557141784	0.0542911885	-0.0498005166	-0.0474883858	0.0511753539	-0.0945804926	-0.0072091043	-0.0160536373	-0.0405381865	-0.1780575284	-0.0883237322	-0.1132889821	0.0290939604	-0.0381825705	-0.061495149	0.0998249248	0.0300233846	0.0414906421	0.0559458273	-0.0682100539	-0.0110890683	-0.0624663174	-0.1047281667	0.1402242687	0.0186763937	0.0599414948	0.0383780766	0.020788378	-0.0963994431	0.0478264482	-0.0695930197	-0.1009604043	0.1264812059	0.0464736189	0.1188696793	-0.1243873513	-0.0303269259	-0.0215982797	-0.0308492943	0.0481999982	-0.0697298194	-0.0293006679	0.0101842601	-0.0692171432	0.0161154258	-0.0821252211	-0.0090538373	-0.0334459229	-0.0818271587	0.0867531882	0.1155210483	-0.0151631789	-0.0443358995	-0.0143641953	0.1773380957	0.0774016193	-0.0095742814	-0.0335742436	0.1494097316	0.0728145454	-0.0738657626	0.0560391107	0.0450821911	0.0643329468	0.0126401741	-0.0099670126	0.0152278255	0.0748983303	-0.005663478	-0.0748808737	-0.0187519358	0.0816496581	0.0	-0.0816496581	-0.0607243487210809	-0.0152503479175863	0.0002325731116074	0.0036874465275994	-0.0528047030369833	-0.0061312701711387	3.7592473911495206e-05	0.0027883366628239	-0.0809384821337602	-0.0113383724287104	0.0001285586893321	0.006551037890117	0.0013670474679509	-0.0007712400451083	5.948112071786529e-07	1.8688187796309667e-06	0.0011332370288201	-8.851885274839999e-05	1.284226163489008e-06	7.835587291892921e-09	-0.0018457799451797	0.0002570320263462	3.4069036060275765e-06	6.606546256768497e-08	0.0	0.0	0.0	0.0	0.0
943032.1105145868	-416.2037751029711	889309561461.5958	173225.58240996455	1381540.6453373015	3148.000279017724	9909905.75669567	1908654554719.008	925852.8457858306	2829.5787866450846	8006516.10983187	857203492049.7211	967720.0889349668	990082.7122356568	1.399462	26.097885	0.0850025461766596	0.0446271856985025	0.0147650844	0.1023598525	-0.0387434367	0.0675442166	-0.0226049897	-0.112389294	-0.0445813335	-0.0566242365	-0.1112907157	0.1315396701	-0.0069513539	-0.024085069	-0.0303825895	-0.2179124042	0.1509327828	0.1722683336	-0.0541856527	-0.1610198509	0.0256161437	0.0825344659	0.0445444156	0.002161193	-0.0530027801	-0.0127077604	-0.0423930163	0.1772744686	-0.0845020499	0.0115908105	-0.0283732749	-0.1728812991	-0.1083571017	-0.1119133494	-0.0502752801	-0.0110167707	0.215005645	0.0177970069	0.0024985141	-0.0748771661	-0.1729066045	-0.0057151059	-0.0697320464	0.0625424894	-0.0397292972	-0.0448651895	0.0354583031	0.0731880751	-0.0847753298	-0.0850347601	0.0546464819	0.1537469494	-0.2760814203	-0.07386898	-0.0153989727	0.0416306939	0.0949794051	-0.1519075262	-0.0676835769	0.042646508	0.070373089	-0.0025449229	-0.0046394912	0.1129448738	-0.021406624	-0.1039886536	-0.0180211556	-0.1384791611	0.0887693461	0.0367184881	0.1084097627	-0.0076078021	0.0299811652	-0.0226538993	0.099298632	-0.1577501872	-0.0927538604	0.041383709	-0.0320012954	-0.0557875045	-0.0603746293	-0.0874146986	-0.1332582195	-0.0095365636	0.1421472008	0.0241171468	-0.0439205366	0.1167385921	-0.0385472905	-0.0806314518	0.0585225936	0.0412847671	0.0020485383	0.1689712141	0.0054116936	0.0089312675	0.0431881866	-0.0305733848	-0.0482715684	0.0418013578	-0.2116602268	0.0799218096	-0.004835384	-0.0866153656	-0.0469625109890898	0.013761837731991	0.0001893881777616	0.0022054774384003	-0.0177778921806464	0.0350268108563368	0.0012268774787656	0.0003160534503866	-0.0825805111903719	-0.0016420290566116	2.6962594227570792e-06	0.0068195408284631	0.0015073860225594	0.0001403385546085	1.9694909909602943e-08	2.272212621007448e-06	0.0011742290240335	4.099199521339996e-05	1.3788138008826658e-06	1.680343671575405e-09	-0.0023558867659922	-0.0005101068208125	5.550202454177187e-06	2.60208968639436e-07	0.0	0.0	0.0	0.0	0.0
942951.0496854022	-81.06082918460015	889156682102.8019	6570.858028094924	1393677.183872768	12136.538535466418	147295567.62286133	1942336092847.529	924529.7190044788	-1323.1267813518643	1750664.4795305445	854755201322.5005	969175.0460117644	1001348.8151363654	1.301035	24.262373	0.0760520326433794	0.0428688206901262	-0.0710510225	0.0391658936	-0.0709144564	-0.1375090935	0.148639912	-0.0664691077	0.014610911	-0.0399905572	0.0342226095	0.0155833549	0.1126845562	-0.0093897572	-0.010384501	-0.0715283818	-0.0191611677	-0.0889560346	-0.1103864242	0.0882939787	-0.0536119593	-0.0166887216	-0.0155989345	0.0082873064	0.0902700213	-0.0208033642	-0.0894472934	-0.0975868297	0.0575314544	0.0802838646	-0.0070930903	-0.0657177112	-0.0812584185	-0.1006955164	-0.0743682	0.0130809293	0.0685183074	0.0529406675	-0.0466424129	-0.1116137138	-0.1007004214	-0.0591725632	-0.0032748296	0.1236857317	0.0862745758	-0.0705325285	0.0061621827	-0.1127785723	-0.0851038627	-0.0178084757	-0.0059078584	-0.0403038149	-0.0557626177	0.2073483689	0.0331582162	0.1115418954	-0.0270645555	-0.0349147055	0.0544280017	0.0314643694	-0.0849745688	-0.0739842139	-0.028336786	0.1614555177	-0.0570004427	-0.0169600455	0.0319698835	0.0027582029	-0.0723971977	-0.0216293498	0.0619970599	0.0334182142	-0.0101579716	-0.0170763939	0.0449810223	-0.1223285002	-0.0299685063	-0.0257557555	0.0118432065	-0.0936181751	0.0701874596	0.0507466822	-0.0205460426	0.0190705961	0.1686170248	0.0092985647	0.0190421917	0.159309213	0.143154679	0.0805157137	-0.0758866231	-0.0841855859	-0.0637576984	0.0180119304	0.0193125704	-0.0647194486	-0.0425325933	-0.0793108953	-0.1506874105	-0.0879419592	-0.0032379913	0.0781589047	-0.0096622851	-0.0912392418	-0.049416741161238	-0.0024542301721482	6.023245737882584e-06	0.0024420143069967	0.0184399367082477	0.0362178288888941	0.0013117311294252	0.0003400312658041	-0.102222848136094	-0.0196423369457221	0.0003858214006892	0.0104495106810549	0.0015626443423448	5.525831978540007e-05	3.053481905505537e-09	2.4418573406622126e-06	0.001046798011927	-0.0001274310121064	1.0957860777743196e-06	1.6238662846486937e-08	-0.0021838233651518	0.0001720634008404	4.769084490182932e-06	2.960581390876417e-08	0.0	0.0	0.0	0.0	0.0
941645.3265010848	-1305.7231843173504	886695920921.3347	1704913.0340638414	1383026.401165675	-10650.78270709305	113439172.27371237	1912762026321.2783	924577.3266490228	47.60764454398304	2266.4878190262384	854843232953.4537	966279.731060869	983831.9052369196	1.289471	24.046707	0.1438985014771149	0.0719722419940258	-0.1135175208	-0.0192605426	-0.0375987275	0.1339536058	0.0645304287	0.0633497808	-0.0177771448	-0.090260453	-0.1553089639	-0.062810157	0.0560758982	0.0990938521	-0.0408289704	0.0123603674	0.0863622452	0.087035258	0.0849026465	-0.0615959259	-0.0524402578	0.0457924001	-0.0306662123	0.0359235137	-0.0694014149	0.0878455253	0.0978517857	-0.1318219785	-0.0752676139	0.0063788511	-0.0897336325	-0.0165304744	0.1013181121	-0.2141185994	-0.1071209391	0.0068238598	-0.0713734965	0.071989386	0.1211537949	-0.0652142909	0.012586102	-0.0917654121	0.0927635418	0.060692404	0.0681327745	0.1723366145	0.0752128637	-0.0708904529	0.0203571833	0.047886418	0.0678170959	0.0294185885	-0.0399029305	-0.2021338036	-0.0361865898	0.0375153832	0.0948635057	0.0782788175	-0.0217007818	0.0014671682	0.0408674387	-0.0627557402	-0.1049675095	0.0136615731	-0.0668720456	-0.0215375539	0.1098306348	-0.0345995851	-0.1990824492	-0.1258921303	-0.0212293398	-0.038989235	0.1902864597	-0.0760301048	-0.0520825442	-0.0195618885	-0.0289695111	-0.0411838604	-0.0246513415	-0.07282975	-0.1366075591	0.0241317767	-0.0083831608	-0.0141385701	0.1042880263	-0.0187204721	-0.0052695547	-0.0398017423	-0.0190049644	-0.0361678052	0.1425162605	0.1037950188	0.066112798	0.064044704	-0.0413403101	-0.0385109672	-0.034134502	0.0947413569	0.0568700364	-0.0984212797	0.0639215542	0.0763617167	-0.0144722352	-0.0955030384	-0.0415866877575581	0.0078300534036799	6.130973630447927e-05	0.0017294525986446	-0.011245582279642	-0.0296855189878897	0.0008812300375803	0.0001264631208081	-0.0496922457134587	0.0525306024226353	0.0027594641908849	0.0024693192840467	0.0011228345240478	-0.000439809818297	1.9343267627044017e-07	1.2607573683936497e-06	0.0006811211508428	-0.0003656768610842	4.639260221254203e-07	1.3371956673239333e-07	-0.0024553832190288	-0.000271559853877	6.0289067522882325e-06	7.374475423769768e-08	0.0	0.0	0.0	0.0	0.0
941234.2547274212	-411.0717736636289	885921922272.284	168980.0031029617	1375481.033141121	-7545.368024553871	56932578.62595999	1891948072530.9656	921158.2735138437	-3419.0531351791	11689924.34117803	848532564863.0052	963034.804162618	998466.785189234	1.245429	23.225388	0.1142439258523967	0.0540460869902724	-0.0035698878	-0.1214508257	-0.0498854569	0.0274282623	-0.0290326439	0.1133746916	0.0232231598	-0.0889785631	-0.0872567769	-0.0885431607	-0.0607007209	0.0133357335	-0.0350083151	0.0783141607	0.0441243368	-0.0537408632	-0.0978568504	-0.0565333596	-0.018178748	0.0536584249	0.1198123531	0.0158426222	0.0977384153	0.0188817733	-0.0071299702	0.0738427783	0.0341690315	-0.0129500484	-0.0731851979	-0.0732931416	-0.0297396937	-0.0974836532	0.0680814104	-0.0158927999	0.0148572158	0.0702497848	0.0043829999	0.1042282433	0.0839191049	0.0261402272	0.1259662457	-0.0015720669	-0.1242454965	0.077048014	0.0771057292	-0.0096210431	0.1166868422	0.0105288876	0.0660057958	-0.0149821493	0.0225185127	0.0800665712	-0.0095467143	0.0971957669	0.067115095	0.0146638439	0.0097286357	-0.0653953369	0.0822197612	0.0304844035	0.0993234543	0.0383091727	0.0287806969	-0.0336489054	0.0830456925	-0.0546978299	0.0720314112	-0.0027091234	0.0004331805	0.0455189143	0.0152934911	-0.0601458142	0.0423377263	0.0232122501	-0.091422508	-0.056873002	-0.0560604492	0.0087716099	0.0369140075	0.0305248973	0.0771637985	0.0153361755	0.1826553882	-0.0151602525	-0.0549741092	-0.0025042838	-0.0410524703	-0.004785892	-0.040116326	-0.0181291254	-0.0758648394	-0.0017384648	-0.0504798808	0.071606233	-0.0815483058	0.060412472	-0.0147578946	-0.0706813054	-0.1134836372	0.074531034	-0.0192567962	-0.0993899282	-0.0329308689661331	0.0086558187914249	7.492319894998611e-05	0.0010844421308646	-0.0013516748316675	0.0098939074479745	9.788940458908528e-05	1.8270248505633648e-06	-0.077953506325926	-0.0282612606124673	0.0007986988514057	0.0060767491485061	0.0015367235647961	0.0004138890407482	1.7130413805154787e-07	2.361519314599633e-06	0.0011994355509494	0.0005183144001066	1.4386456408812908e-06	2.686498173578647e-07	-0.0020389278798731	0.0004164553391557	4.157226899323815e-06	1.734350495112892e-07	0.0	0.0	0.0	0.0	0.0
942139.4631266288	905.208399207564	887626767980.5323	819402.2459959207	1376791.9311755951	1310.898034474114	1718453.6567880954	1895556021750.2249	923798.924470684	2640.650956840371	6973037.475861966	853404452853.1926	964640.9947425042	997327.754078238	1.23544	23.039122	0.0747142779540419	0.0378941332334469	0.1089968122	0.030750346	-0.0530089251	0.0379515196	-0.0931866824	-0.0578342004	-0.0621289109	-0.0434405634	0.0511037137	0.0585669627	-0.0801765009	-0.0489017796	-0.0418796152	-0.1031922864	-0.0417982197	0.0317518357	0.0133486582	-0.0771195366	-0.0075922375	0.0731910629	0.0073339081	-0.0049853238	0.0420900453	0.010173634	0.1634603466	-0.0599650238	-0.1064845651	0.0586579888	0.0799774787	0.0264406826	0.1132510517	-0.040492051	-0.0074984348	-0.0512995872	-0.0285845682	0.0027773152	0.056401485	-0.0607899399	-0.0262703975	-0.0499119144	0.1744356608	-0.0932793969	-0.0743862314	-0.0318193073	-0.0963442041	0.1099213188	-0.0165394138	-0.0274120031	-0.0991685185	0.0829313615	-0.045890859	-0.0053792004	-0.0497501852	0.0031221208	0.083924696	-0.0097613159	0.0094799876	-0.0857475914	0.1098534741	-0.0783744733	0.0265959334	-0.00020966	-0.0578834662	-0.0900264875	-0.0334986512	0.0803832598	-0.1314547367	-0.054027242	0.1005679366	-0.0114688017	0.1582422405	-0.0411107929	-0.0157098264	0.0901178118	0.1754848333	-0.0018822639	-0.0519670694	0.0286916938	-0.0721587238	-0.1459275471	-0.1139679466	0.0093846912	0.0888736723	-0.020319951	-0.0353628766	0.0092127938	-0.007412202	0.0173504764	0.1440537793	0.0067237057	-0.0051317667	0.0723672788	-0.0785879091	0.0181972073	-0.0572362055	0.0425302609	-0.0281012968	-0.0530862435	0.0055993186	0.0726676594	-0.0240075741	-0.1028845713	-0.0370138500795462	-0.004082981113413	1.667073477248806e-05	0.0013700250977111	-0.0110899199986391	-0.0097382451669716	9.483341893204574e-05	0.0001229863255762	-0.0694838932770238	0.0084696130489022	7.173434519813447e-05	0.0048280114249328	0.0018168560196796	0.0002801324548835	7.847419227905618e-08	3.3009657962459985e-06	0.0010261060700464	-0.000173329480903	1.0528936669860677e-06	3.0043108950103444e-08	-0.0026339347165817	-0.0005950068367085	6.93761209121432e-06	3.540331357299745e-07	0.0	0.0	0.0	0.0	0.0
