global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71
1047124.206315859	-3459.01923860237	11964814.09302132	1096469103452.6176	1460041.2970175638	-7312.579978330061	2131720588996.73	53473825.93947367	1025044.9942182412	3889.0053745929617	15124362.803612942	1050717240171.874	1054419.9161223278	935361.683305921	0.989007	35.32412	0.4155804505054384	0.2600958240421638	0.0424339398	0.0231422598	0.0520634499	0.081185824	-0.1118823415	-0.0908029705	0.1290802294	-0.094516498	0.0971857715	0.0381604712	0.1359608021	0.0123284146	0.035114875	-0.0008264782	0.0247525462	0.0849535658	0.072119994	-0.0655969306	-0.0200754648	0.1407917195	0.1838731208	0.0327894923	-0.0480727088	-8.57882e-05	0.0202338281	0.053044806	0.0632258536	-0.0720216277	-0.0321205013	-0.0019551704	0.0736793341	0.0027635142	-0.0940253974	0.200464489	-0.112277844	0.0026254644	0.0075835497	0.0338207894	-0.0305216238	0.0592184473	-0.0906518742	-0.0073179642	-0.0228994432	0.0027652045	-0.1752013018	0.0389179907	-0.1020131451	-0.0094561159	0.029574249	0.0414814889	0.0563641386	0.1136919525	-0.0490460182	-0.091533647	-0.0150939363	0.1250805015	0.0323928782	0.0340972222	-0.0193067686	-0.040727602	-0.0319753809	-0.0375194856	0.0475329411	0.0456832853	0.0348214786	0.0396562452	0.0816496581	0.0	-0.0816496581	0.017516768940581	-0.0147384932235325	0.0003068371941177	0.0002172231825001	-0.6974767170069498	0.0291082906194475	0.4864737707667927	0.0008472925827862	-1.170007108979334	0.0917899544446783	0.0084253957369561	1.368916635062179	-0.0174237527919211	-0.0038967104981093	0.0003035871613539	1.5184352706075998e-05	0.0092601706668236	-0.0003227239472634	8.575076077870023e-05	1.0415074613726986e-07	-0.000439375160925	0.0013794397989828	1.9305053203786962e-07	1.9028541590177075e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1043732.5519245528	-3391.65439130622	11503319.510066764	1089377639946.9392	1462694.4544365876	2653.1574190238025	2139475067039.5464	7039244.290121045	1024717.909242671	-327.08497557020746	106984.5812437632	1050046793522.6708	1056125.0875	941269.1884004936	0.948347	33.871883	0.5486779023244839	0.3762401316185249	0.002567475	0.0315490713	0.0822482603	0.0984689662	-0.1514889945	0.0305828365	-0.0725735046	-0.0706968763	0.0227211009	0.0843231538	0.0849980565	0.0651402201	-0.0290918083	-0.0151491631	-0.0382243324	-0.083465912	0.1019431789	-0.0696801671	-0.0278646767	0.1827804453	0.208647972	-0.0096048907	0.0576928757	0.0484620484	0.070086088	0.1159560453	-0.0539044134	-0.069309374	-0.0258983572	-0.0489928903	-0.0527846924	0.0816574344	-0.1099690544	0.1736437979	-0.1076834934	-0.0378590577	0.0712685495	-0.0327541002	-0.0925686129	-0.0031368279	-0.1513341239	0.0043177097	-0.0076593972	-0.0135928423	-0.2009594486	0.0870218603	-0.041931227	0.0082533481	0.0372822773	0.10174933	0.1539543899	0.1289518598	-0.0867226321	0.0112268486	0.0232147591	0.1732449985	0.0566102444	0.0456539128	0.0291446086	-0.0091395325	-0.0945842076	-0.0491807892	-0.0456460845	0.1490692891	0.0349899877	0.066740147	0.0799218096	-0.004835384	-0.0866153656	0.0371500913727231	0.019633322432142	0.0013801292890016	0.0003854673497244	-0.7886211622579395	-0.0911444452509897	0.6219233375610634	0.0083073099001106	-1.1318433262325271	0.0381637827468068	0.0014564743135454	1.2810693151371109	-0.0236077855905692	-0.0061840327986481	0.0005573275404902	3.824226165475547e-05	0.008512922032499	-0.0007472486343246	7.24698415314069e-05	5.583805214999806e-07	0.0006240704439932	0.0010634456049181	3.894639190658698e-07	1.130916554619836e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1042234.9162514032	-1497.6356731496053	2242912.609490271	1086253620653.5692	1471511.0390054744	8816.584568886785	2165344737914.971	77732163.46033257	1020915.4867263844	-3802.422516286606	14458416.992363364	1042268431037.7704	1052543.6840112826	915501.55328125	0.823797	29.423347	0.2286740868793071	0.1461587477904926	-0.0239014655	-0.0245349729	0.0598603531	0.0406652566	-0.1114985901	-0.0534915475	0.0412834274	-0.026643032	-0.0252731161	0.0810073052	0.074706373	0.0218644357	-0.069526014	-0.055820046	-0.0818993357	-0.0878661914	0.0055018447	0.005233256	0.0228387204	-0.005496746	0.2291615376	-0.0383055369	0.014178749	-0.0793565344	0.0815046506	-0.035003742	-0.0248794088	-0.0287116715	-0.0637863633	-0.067407645	-0.102162942	0.0092458498	-0.0446477186	0.0413001336	-0.0917306474	0.0500784307	0.1861507262	-0.0186264841	-0.0016574541	0.0395485996	-0.0431361405	0.0073749989	-0.0143099665	-0.0251566842	-0.1709121222	0.0675537047	-0.0152148251	-0.0278891595	0.0597102547	0.0677574985	0.1526168431	0.0805440185	-0.1302739371	0.0033302519	0.0347433058	0.1659254243	0.0504482949	0.045005561	0.0206632776	-0.0409569099	-0.0642070305	0.0165694683	0.0081497987	0.1970901737	-0.0199060993	0.0464797744	0.0781589047	-0.0096622851	-0.0912392418	0.0280851880737884	-0.0090649032989346	0.00078877778914	8.21724718190372e-05	-0.765565291513397	0.0230558707445425	0.5860902155699925	0.000531573175789	-1.0680989280322422	0.0637443982002849	0.0040633483019164	1.1408353200636248	-0.0257091227862048	-0.0021013371956355	0.0006609589944361	4.415618009761687e-06	0.0083803983413131	-0.0001325236911858	7.023107635908336e-05	1.7562528725535565e-08	0.0002017530381038	-0.0004223174058893	4.070428838411337e-08	1.783519913171522e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1041666.8743059856	-568.041945417528	322671.6517537299	1085069877026.402	1482067.644787865	10556.605782390572	2196524503727.049	111441925.64480206	1019343.1934446254	-1572.293281759019	2472106.163864546	1039060546021.887	1053702.4337589073	931972.9651778372	0.8653159999999999	30.90629	0.1183221676461655	0.0599717943122307	-0.0313730981	-0.0146935558	0.0808965934	0.1068030884	-0.1442216979	-0.0302797459	0.0532428024	0.0087138068	-0.0278862248	0.0740619402	0.0240218885	0.0981132917	-0.0011365866	-0.0977944344	0.0513646134	-0.0448389128	-0.0567168882	-0.0028154601	0.0207561217	0.0291094425	0.1993044126	-0.0490147966	0.0032924552	-0.033730925	-0.0272232913	0.038831656	-0.0104352592	0.0170499192	-0.0478161612	0.0871992188	-0.0837109468	-0.0600067422	-0.0313821193	0.0388499168	-0.1145337808	0.0266499672	0.1407678852	0.056004052	0.0024383419	-0.0354486112	-0.0456008409	0.0722195301	-0.0119699732	-0.021750535	-0.1926853229	0.0916977193	-0.0309541951	0.0092878799	0.0403598692	0.0941761021	0.2056208118	0.0913547972	-0.0900211341	0.0789758662	0.0334278412	0.1845818076	0.0697159669	0.0485674304	0.0341810757	-0.0177720802	-0.0380258972	-0.041752824	-0.0869851989	0.1751808739	0.0797195923	0.0556357369	0.0763617167	-0.0144722352	-0.0955030384	0.032853892521345	0.0047687044475565	0.001079378253804	2.274054210814608e-05	-0.7202524428614367	0.0453128486519602	0.5187635814478672	0.0020532542529554	-1.0612822352370586	0.0068166927951835	4.646730066390798e-05	1.1263199828297672	-0.0259089899611225	-0.0001998671749177	0.0006712757608055	3.994688760958299e-08	0.0091679342572856	0.0007875359159724	8.405101854591086e-05	6.202128189466445e-07	0.0004428283822429	0.0002410753441391	1.96096976119864e-07	5.8117321551785515e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1043707.3461442072	2040.471838221536	4163525.3225751743	1089325024395.384	1513475.883553832	31408.23876596708	2290609250099.0527	986477462.3799973	1030048.1063517916	10704.91290716629	114595160.35001545	1060999101398.912	1066309.1511876483	965789.1339967104	2.081302	74.337334	2.3043049938596143	1.3828410708858494	0.0931713606	0.0495073809	0.0110387539	-0.0487912104	-0.0001422863	0.1766403039	0.0924525443	0.1626223392	0.0155925304	0.1492531185	-0.1381555642	-0.073911415	0.1259116054	0.093079644	0.0908549342	0.0885110864	-0.095978118	-0.0211023079	0.0709502275	0.0784321745	-0.1304836591	0.2755847842	0.2334090067	0.1265669703	-0.0497492857	-0.1118787799	-0.0722210646	0.0907802382	0.0973546062	0.0548219307	0.143044986	-0.0766098377	-0.0097902874	-0.0700351111	0.047675759	0.0008855107	-0.1590477874	-0.3313545217	0.1643520976	-0.2909314763	-0.2236556885	0.1171725679	0.0170564061	0.0172741282	-0.0092743012	-0.0550723013	0.0350757512	-0.2559411198	-0.1476552019	-0.1510885619	-0.1209522411	-0.0578749336	-0.2157246227	-0.1432206307	0.1380817699	0.1043485492	0.0699515078	0.2679996493	0.3565322787	0.1679681932	0.0172442119	-0.0748845616	0.1625050309	0.0086551813	0.3334744293	0.0611310401	0.074531034	-0.0192567962	-0.0993899282	0.1147616338421357	0.0819077413207907	0.0131702326021164	0.0067088780882735	-0.021450977979498	0.6988014648819387	0.0004601444562769	0.4883234873211434	-0.7492225997519739	0.3120596354850846	0.0973812160990839	0.5613345039791066	-0.004667127303719	0.0212418626574035	2.178207726911938e-05	0.0004512167291559	0.0077697998335919	-0.0013981344236936	6.036978945408472e-05	1.9547798667173136e-06	-0.0011478975800959	-0.0015907259623388	1.3176688543900233e-06	2.5304090872587016e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1046553.2811466628	2845.9350024556043	8099346.03820198	1095273770278.8458	1457244.412180657	-56231.47137317504	2123561276831.7483	3161978372.792204	1022404.4977605864	-7643.608591205208	58424752.29554606	1045310957041.077	1054751.3432749405	924011.85411801	2.027913	72.430458	0.929373391287208	0.4191384026155105	-0.0238477068	-0.0345263824	-0.0068820125	-0.123912948	0.0748892313	0.0595438449	-0.116630331	-0.1008668253	-0.0516494759	-0.0552662942	0.1262368773	-0.1255046177	0.0232740134	-0.0386201443	-0.1196310964	-0.01220156	-0.0351187035	0.0798437273	-0.019546562	0.0305410403	-0.1172638671	0.0212838546	0.1782557087	0.1298603196	0.005589246	-0.0152299395	0.0054713843	0.0116941592	-0.0545079654	-0.095563278	-0.0552866603	0.0089162917	0.0939745872	-0.0614510065	0.0285976085	-0.0468284728	-0.0939449278	-0.0664341202	-0.0927068753	-0.1243793291	-0.049704819	-0.1145285774	-0.0013374931	-0.0516953653	0.124773078	-0.0473670789	0.0515327173	-0.1525640157	-0.2261583584	-0.01543189	-0.0475114797	0.0484017147	-0.0167812865	-0.1665981373	-0.1200692264	-0.0364897065	-0.0012759294	-0.0019924878	-0.0285739415	-0.0134963316	-0.0152193382	-0.0516456515	-0.0887201107	0.0524699386	-0.0965416159	0.0306487795	0.0726676594	-0.0240075741	-0.1028845713	0.0512091398453549	-0.0635524939967808	0.0026223760037011	0.0040389194932108	-0.2552319822318907	-0.2337810042523927	0.0651433647540201	0.0546535579492572	-0.4136960539696446	0.3355265457823293	0.1125780629246215	0.1711444250700551	0.0001142366228893	0.0047813639266083	1.3050006009152141e-08	2.286144099867114e-05	0.0075279587763879	-0.000241841057204	5.6670163338995607e-05	5.8487096949548727e-08	-0.0020549595413977	-0.0009070619613017	4.222858716781445e-06	8.227614016406679e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1035249.0713831448	-11304.209763517953	127785158.3776146	1071740639799.6636	1464425.6256130247	7181.213432367658	2144542412952.0989	51569826.361217685	1017108.3343648209	-5296.163395765587	28049346.71464727	1034509363834.3802	1048091.0068735154	904555.5950822368	1.240586	44.309711	0.5831900909745368	0.4703306519906286	-0.1426555906	-0.0291224464	0.0595394463	-0.0278019285	0.0269087068	-0.005048189	0.0230757553	-0.057861055	-0.1357953776	-0.052727857	0.0586146779	-0.0535546267	-0.1442188153	-0.1082608034	-0.0674228016	0.059201677	-0.0901557182	0.0493996887	-0.0703674858	-0.0457327681	-0.0322971473	-0.0026534764	-0.0366475898	-0.0851179179	-0.00823024	-0.0676046693	0.0322822422	0.0600401375	-0.1200282625	-0.0175135846	-0.0344064741	-0.0786332283	0.1062165454	-0.0126264385	0.04260224	-0.0066946895	0.0048836848	0.0306181403	0.0548874849	-0.0170354085	0.0684873425	0.080654778	-0.0749419832	-0.1253520361	0.0937666627	0.0174176609	-0.0119232054	0.0081989996	-0.1150995973	-0.0389606397	-0.0133678801	0.0126391799	0.016802094	-0.0004739587	-0.0233290308	0.0056722647	0.0224250495	-0.0116228694	-0.0542753641	-0.0059376883	0.0361034164	-0.0165531755	0.0019149605	-0.0916826687	-0.0148692944	0.0542380829	0.0707724105	-0.0287162347	-0.105973176	0.0509669239468877	-0.0002422158984672	0.0025976273366078	5.8668541470273146e-08	-0.2255667647017389	0.0296652175301518	0.0508803653380096	0.0008800251311112	-0.4761365699814774	-0.0624405160118328	0.0038988180398239	0.2267060332737263	-0.0089734809749286	-0.0090877175978179	8.052336080740555e-05	8.258661113768913e-05	0.0072668388489702	-0.0002611199274176	5.280694685690254e-05	6.818361649462475e-08	-0.0015869542359516	0.000468005305446	2.5184237470047266e-06	2.190289659256973e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1037606.4970607004	2357.425677555613	5557455.825198542	1076627242742.5774	1457203.8697821624	-7221.755830862327	2123443118108.109	52153757.28059401	1023655.4544381108	6547.12007328996	42864781.25407632	1047870489400.8951	1054668.9598574822	919696.8088733552	0.8100859999999999	28.933638	0.1120789567174813	0.0495688999836782	-0.0965207389	-0.0299574434	0.0294193363	0.011688959	0.0519402397	0.0996630456	-0.0163419427	-0.0762099762	-0.1258605049	-0.0531967042	0.0289131606	0.0036187797	0.0539884978	-0.0469027774	-0.0055176909	0.1356432793	-0.0166838341	0.0658604005	-0.1300891927	0.0507605318	-0.0180366747	0.0115123588	0.0335084723	0.009853546	-0.0955055907	0.0197307449	0.0248542662	-0.0331670501	-0.0747525734	0.0104820194	0.0667439713	-0.0384606769	0.1263712245	0.0837402324	0.0038480054	-0.0321723974	-0.0594205593	0.0279077762	0.0186950823	-0.0299195171	0.0088237757	-0.0656834417	-0.0652203377	-0.11444314	0.081674199	0.0148327157	-0.0078883948	-0.025132882	-0.0902132198	-0.0484314082	-0.0430943645	0.0131357535	-0.0250203219	-0.0557056484	-0.0414885786	-0.0089269472	0.0064809994	0.0008249086	-0.0822849527	-0.029362668	0.0063191483	0.022353464	-0.0354855166	-0.0739650401	-0.019349867	0.0251880681	0.0688461184	-0.0333745172	-0.108643553	0.0459789452868477	-0.0049879786600399	0.0021140634096909	2.4879931113014423e-05	-0.2436949723757493	-0.0181282076740104	0.0593872395612172	0.000328631913472	-0.4925012592448183	-0.0163646892633408	0.0002678030546857	0.2425574903577317	-0.0096575414608473	-0.0006840604859186	9.32681070679846e-05	4.679387483953274e-07	0.007684728531297	0.0004178896823268	5.905505259973015e-05	1.7463178659519413e-07	-0.0012369427817953	0.0003500114541563	1.5300274454354949e-06	1.225080180406078e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1039477.6334680876	1871.13640738721	3501151.4550499152	1080513750480.416	1471391.3158787638	14187.44609660143	2164992404443.44	201283626.7439712	1022180.5647394136	-1474.889698697254	2175299.6233232766	1044853106930.9865	1054473.7640736343	889431.2239782072	0.765892	27.355173	0.0905434344856274	0.0357975552737111	-0.1567349183	-0.0082254924	0.0384312998	-0.047283393	-0.0412969156	0.0780081672	-0.0544115473	-0.0289540476	-0.1186753468	-0.0592634692	0.0162565155	0.0404746502	-0.0468315315	-0.074224806	-0.0194024969	-0.1085898947	-0.0639453306	0.1028160832	-0.0902457724	0.0476779509	-0.1092430409	0.017769784	0.0300037499	-0.0238296525	-0.0436275008	0.0036297329	0.0675786054	-0.0392669205	-0.0604633954	0.0245854305	-0.0878606229	0.0163222396	0.1225354229	-0.0489777694	0.0286943817	-0.1549539855	-0.0310021921	0.0061081085	0.0405088466	0.0015696137	-0.0925263433	-0.0480470212	-0.0881917027	-0.1327705134	0.0719814709	0.0080899955	-0.0399518199	-0.0211329083	-0.0595347603	-0.0433532621	-0.0185362579	0.0010073389	-0.0025989143	0.0109264597	-0.0225839067	0.0115331613	0.0092719379	-0.0060672788	-0.0638977727	-0.0065696239	0.012939933	-0.0014384433	0.0038374304	-0.0865144838	-0.0636425952	0.0395961528	0.0668896282	-0.0379742494	-0.1108851636	0.0620775589987232	0.0160986137118755	0.0038536233312399	0.0002591653634441	-0.2233022246944074	0.0203927476813419	0.0498638835534716	0.0004158641579948	-0.5097792380911983	-0.0172779788463799	0.0002985285530159	0.2598748715888426	-0.0100567413017714	-0.0003991998409241	0.0001011380456107	1.593605129938272e-07	0.0079491459978611	0.0002644174665641	6.318892209531115e-05	6.991659662417702e-08	-0.0011650782043629	7.18645774323999e-05	1.3574072222814797e-06	5.1645174895374005e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1042615.3773873508	3137.743919263128	9845436.902872736	1087046825164.568	1491439.6672131617	20048.351334397918	2224392280936.9067	401936391.2274546	1022972.7576954396	792.1929560260614	627569.6795773093	1046473262987.0126	1059832.2891330167	927844.854214638	0.803699	28.705505	0.1739891327553862	0.1011455946199209	-0.0829783468	-0.0170610891	0.0796207491	-0.0180011676	0.0295900333	0.0182926257	0.0205897319	0.0430449047	-0.0965462912	0.0100698801	-0.0239615667	0.0492126256	-0.0086097605	-0.040550918	0.0081371039	-0.0370151927	-0.1245618856	0.0736512508	-0.1007953838	0.0095375262	-0.0532300145	0.0598672015	-0.0207727031	0.0304594739	0.003641493	0.0309478906	-0.0638459755	0.0123821954	0.0011066155	0.0415960868	-0.071260387	-0.0864456852	0.1423930901	-0.000142717	0.0345825173	-0.0305775751	-0.0634487917	-0.0036705405	0.0273089952	-0.000552387	0.0169561829	0.020465876	-0.0730806518	-0.1289422647	0.0507234096	-0.0046645314	0.0018621469	-0.032806291	-0.0742629776	0.0268176209	-0.0624503903	-0.0224468043	-0.0112995211	-0.0225885516	0.0138063145	-0.0076080955	0.0264904934	0.0045882465	-0.0879090257	0.0204188828	-0.0218378585	0.0142941214	0.0313297875	-0.0873825953	-0.0436218344	0.0113866228	0.0649037979	-0.0425073619	-0.112689161	0.0578810154796656	-0.0041965435190575	0.0033502119529572	1.761097750734434e-05	-0.24277934188882	-0.0194771171944126	0.0589418088479685	0.0003793580942048	-0.5362249274018893	-0.026445689310691	0.0006993744831175	0.2875371727671614	-0.0118090255207708	-0.0017522842189994	0.0001394530837502	3.070499984154337e-06	0.0086521587689774	0.0007030127711162	7.485985136359251e-05	4.942269563526173e-07	-0.0011429795398541	2.209866450880011e-05	1.30640222852509e-06	4.883509730725014e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
