global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40
1033376.9422752282	4624.495805180981	1067867904826.1003	21385961.452136487	1175504.1617342716	5361.224208402447	28742725.01276045	1381810034254.5923	1061514.058908046	5279.1246081504505	1126812097259.4346	27869156.628379647	1073944.3503275109	877469.7714004612	2.201955	59.49028	0.9798064570744152	0.5675015201054598	-0.0603550648	0.1387244237	0.1067292769	0.0162088514	-0.1504384002	-0.0757437857	0.003103485	0.1045818199	-0.1595541269	0.0972675714	0.1043624287	-0.0239677047	-0.107516541	0.124249202	0.0449487084	0.1212914025	-0.1305589071	0.0949089441	-0.1388638159	0.092136713	-0.1030678094	0.0034938435	-0.0213565138	0.0857792871	-0.0126366043	-0.0393241508	-0.0962874826	-0.0571562825	-0.2246207465	0.1474364456	-0.0145585096	-0.084909705	0.0550771748	-0.0059573909	0.0933395893	-0.1383268497	-0.0755709393	-0.1415809409	0.0470419717	0.174566739	-0.1702946077	0.0661857423	-0.115726787	-0.0319528548	-0.0146060188	0.0269227373	0.0344891679	-0.013977073	0.0680889794	0.0614313726	0.1750758466	-0.1224753321	-0.144849247	-0.0115481446	0.0427475327	-0.068785054	0.1257908269	0.0541642939	-0.079912086	-0.1306478645	0.1248799365	0.0415296213	0.0572440433	0.0898354354	0.0221944208	0.0090786197	0.0475150922	0.0502354633	0.0560147915	-0.0812556238	0.1126923868	0.0300539447	0.0939419671	-0.1407396261	0.0436799152	0.06945723	0.0045301202	0.0955030384	0.0425073619	-0.0251890118	-0.010860026152585	-0.0728036501685236	0.0001179401680348	0.0053003714778607	0.0638364051105355	0.2185149779221545	0.0040750866174364	0.0477487955763197	-0.0305957013607383	0.497915654177774	0.0009360969417554	0.2479199986752807	-0.0052160862366864	0.0001418811966324	2.720755562854929e-05	2.013027395784187e-08	9.88774456942565e-05	0.0017547311324314	9.77674926702064e-09	3.079081347124181e-06	0.0011972653196095	-0.0019148311670554	3.666578398326746e-06	1.433444245539638e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1021342.9460930903	-12033.996182137867	1043141413534.1132	144817064.11170876	1148030.2465852648	-27473.91514900676	754816013.6148231	1317973447074.624	1053039.2936912226	-8474.765216823434	1108891754057.709	71821645.48028035	1065116.9727074236	894241.2458140372	1.49161	40.298866	0.3077944901606708	0.1656243423940346	-0.0753182354	0.100117693	-0.0973407395	0.0670207429	-0.2004801182	-0.2409920629	0.0957912488	0.0252103259	-0.1667378624	0.0513210343	0.0263185167	-0.0048504224	0.0509474132	0.0714198063	-0.1015034913	0.1606496746	-0.1040863906	0.0404149727	-0.1184564066	0.01364467	-0.0355343552	0.0456932899	-0.0880980236	0.1189981303	-0.0293910754	0.0031294502	-0.0288874181	-0.0655116047	-0.0225472965	-0.0476992911	-0.1753564305	-0.2104115902	0.0268812958	-0.0081145083	-0.0484064704	-0.0794649056	0.1023103226	-0.1353740955	0.068905002	0.1053301281	-0.1519538102	0.0144730962	-0.0390525107	-0.0214454231	0.0629870307	0.1349069929	0.0024802434	0.0353195419	0.121503952	-0.0127179937	-0.0262016369	-0.1465741389	0.1143945324	-0.0576212108	0.0044040702	-0.0181562886	0.1036461179	-0.0112385939	-0.0568348066	-0.1782395489	0.1406857071	-0.0241545493	0.0858774097	-0.0250967907	0.0436664442	0.0697065318	0.0608701437	0.1103263048	0.1302524619	0.0271814037	0.0563118012	-0.0160227666	0.0251258931	0.0746484267	-0.0271583367	0.0903742923	-0.0035456963	0.0941228505	0.0379742494	-0.032215118	-0.0434688783814181	-0.0326088522288331	0.0018895433877385	0.0010633372436818	0.0254644127592484	-0.0383719923512871	0.0006484363171733	0.0014724097970072	0.1231175587146395	0.1537132600753778	0.0151579332638527	0.0236277663230007	-0.0044082956701618	0.0008077905665245	1.943307071556727e-05	6.52525599366134e-07	-0.0004770274276715	-0.0005759048733657	2.2755516675088814e-07	3.31666423166428e-07	0.0009189530493964	-0.0002783122702131	7.74577197511696e-08	8.444747069949423e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1015064.168266144	-6278.777826946345	1030355265697.8387	39423051.000153065	1132870.8631131002	-15159.383472164627	229806907.2561381	1283396392490.6206	1053023.1504049113	-16.14328631130047	1108857755288.6843	260.6056929286212	1065228.239342249	823948.1436945439	1.217711	32.898918	0.1533517745268797	0.0765778527325859	-0.0412918987	0.1407610188	0.0001379567	0.2177666609	-0.0254625425	-0.2937241815	0.1140682096	0.053415451	-0.0646752016	-0.0316178907	0.0136919906	0.0117372814	0.0787183187	0.0975231591	-0.168256185	-0.0169467741	-0.08259254	-0.0016648211	0.0248461446	0.0591766178	-0.0616469272	-0.0785122055	-0.1561652309	0.0691290453	-0.030423874	0.0110597825	0.0329792872	0.0471607356	0.0046163694	0.1194629245	0.0244507678	-0.1945786786	0.0410141069	0.0124477995	-0.069102509	-0.1096570939	0.1675517789	-0.0605976487	-0.049804105	0.0379509352	0.0173035531	0.0091512694	-0.068857139	-0.0226874297	-0.054964422	0.1808554949	0.0112548527	-0.0400742027	-0.0866266881	0.0073939651	0.0544856398	-0.1424800923	-0.027813015	-0.0406502949	0.004053933	-0.0294544847	0.1075410279	0.0203126743	-0.1003824884	-0.1747331352	0.1597055434	0.031434546	0.1183431595	0.0364156214	0.0972716701	-0.0318781755	-0.0275066483	-0.0030936218	0.1802863296	0.0545247393	0.0053274048	-0.0528953738	0.0206836607	0.1036458928	-0.0647155378	-0.0121126314	-0.0875907988	0.0927013771	0.0333745172	-0.0391140859	-0.0311655292025108	0.0123033491789073	0.0009712902104725	0.0001513724010181	0.0370645002645773	0.0116000875053288	0.0013737771798628	0.0001345620301312	0.0608670756475859	-0.0622504830670536	0.0037048008978889	0.0038751226420815	-0.0049911267147041	-0.0005828310445423	2.4911345882232943e-05	3.396920264822688e-07	0.000210022951365	0.0006870503790364	4.410964010006515e-08	4.720382233341982e-07	0.0009930287213294	7.407567193300007e-05	5.487205172325454e-09	9.861060413851033e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1023163.7881733966	8099.619907252607	1046864137429.3352	65603842.64196273	1147102.155732616	14231.292619515909	202529689.622288	1315843355686.415	1053886.478970742	863.3285658308305	1110676710557.3484	745336.2125795186	1066281.2568777292	850984.1997939855	1.092878	29.526302	0.0588868614089557	0.0352242985067673	-0.0230880921	0.1264644122	0.0603803438	0.149941659	-0.1038095394	-0.1761187927	0.1454305667	0.1007780607	-0.0197500755	-0.0055045172	0.0261995643	0.0593898728	0.0825975299	0.008861333	-0.0692473754	0.0634366403	-0.149872279	0.1787149734	0.022889697	0.0886889314	-0.0074875104	-0.0814068565	-0.1607645167	0.0113120941	-0.0203553744	0.0834963561	0.0219582204	-0.0022529669	-0.0460454705	0.0414228487	0.0621534072	-0.0977149783	-0.0109112799	0.043837087	-0.0939969828	-0.0026021694	0.0699573871	-0.159226599	-0.0374262945	0.1690706763	-0.0014792083	-0.0676755594	-0.0705015295	0.0776648622	-0.085227052	0.1385291195	-0.0200820004	-0.1135790739	0.0331695826	-0.0282767366	0.0425846992	-0.0265535401	-0.0088694041	-0.047624324	0.0153319168	-0.0156801412	0.1298242166	-0.0248410835	-0.0562443481	-0.1523026482	0.1273670161	0.0145324401	0.1059936669	-0.0123112749	0.0501285471	0.0241880863	-0.0273224613	0.0726776707	0.0466671108	0.0002083538	0.0582732437	-0.0037176472	0.0175214773	0.0751060094	0.0262873205	0.0300562533	-0.0461056181	0.0912392418	0.0287162347	-0.0458586883	-0.0293254145362311	0.0018401146662797	0.0008599799377217	3.3860219850576587e-06	0.046008898524704	0.0089443982601267	0.0021168187434565	8.000226023575761e-05	0.0281073190573266	-0.0327597565902593	0.0007900213845903	0.001073201651853	-0.0050311932580797	-4.006654337559978e-05	2.5312905600146624e-05	1.6053278980688187e-09	0.0003817429384151	0.0001717199870501	1.4572767102979482e-07	2.9487753952486514e-08	0.0008979634139093	-9.506530742010008e-05	9.037412674878135e-09	8.063382927196447e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1025641.4847264764	2477.6965530797606	1051940455191.9308	6138980.209143328	1162099.0694070775	14996.913674461422	224907419.759248	1350474247116.7957	1053461.894004702	-424.5849660399836	1109781962119.974	180272.393387174	1066243.6814683406	836940.508724607	1.081485	29.218506	0.275066538600974	0.15875031757248	-0.059970089	0.1033666167	-0.0278094219	0.175204921	0.0141178172	-0.1356507637	0.0218674776	0.0439592827	-0.1122081111	-0.0829543721	0.0657112267	0.0176779512	0.1018688231	0.0149949991	-0.0661436979	-0.0359438478	-0.0805851039	-0.0406716962	-0.037610416	0.0708948153	-0.0601893461	-0.0902242215	-0.0813066746	0.0321293029	-0.1044333468	-0.0166115002	0.0427799997	0.0622023101	0.0067877913	0.1878763659	0.0704971904	0.0102486526	-0.0203905178	0.0122734118	-0.1038118296	-0.0153502486	0.0798961492	-0.0502722147	-0.083277952	-0.014335177	-0.0494994676	0.0314233263	-0.0609023653	-0.0175983021	-0.0913582348	0.1233678296	-0.0451879302	0.0071732064	-0.1201223251	0.0172056356	0.081307312	-0.1172310339	-0.0830902626	0.0019693363	0.0392945268	-0.067682593	0.1115514168	0.0323728417	-0.0743859708	-0.0306550466	0.083951779	-0.0234971046	0.0837721091	0.0570679932	0.1094977475	-0.0889252804	-0.0356398404	-0.0745885218	0.0736010107	-0.0784027245	0.0030888303	-0.052994577	-0.1055603447	0.1052439787	-0.002225604	0.0367521321	-0.1181492435	0.089737086	0.0240075741	-0.0524223074	-0.0386194039676013	-0.0092939894313702	0.0014914583628127	8.637823955042102e-05	-0.0247731576431817	-0.0707820561678857	0.0006137093396139	0.0050100994753537	-0.1068201423532215	-0.1349274614105481	0.0114105428123625	0.0182054198426949	-0.0055203817273125	-0.0004891884692328	3.047461441524574e-05	2.393053584303301e-07	-0.0003269706064228	-0.0007087135448379	1.0690977746449359e-07	5.022748886367021e-07	0.0008946047961566	-3.3586177526999774e-06	1.1280313208751448e-11	8.003177413063918e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1032926.2141804828	7284.729454006418	1066936563941.2246	53067283.21806864	1166414.727700745	4315.658293667482	18624906.507700924	1360523316997.2031	1059410.603317659	5948.709312957013	1122350826421.8865	35387142.4900615	1072186.7381550218	856345.9157067247	1.126417	30.432426	0.1321706239793253	0.0690234652591519	-0.0024104787	0.0861713653	0.0337098744	0.0909953497	0.0062286853	-0.0609957521	0.0781929365	0.0691286564	0.0502588794	-0.0110719093	0.0934643279	0.0208540757	-0.0543838617	0.0608646702	0.0110123351	0.0614215305	-0.1077381576	0.1156250627	0.0315059286	0.0527606656	-0.0723221223	-0.1109225059	0.0031510937	-0.0424489645	-0.004386556	0.0356449451	0.0152626788	0.1048981929	-0.0665646291	0.1568851341	0.0242859048	0.0127515445	0.1720519342	0.0160286245	0.0324525326	-0.0729101079	-0.0349602286	-0.1367968651	-0.0150660226	0.1156561288	0.0367570839	-0.0032107685	-0.0408309431	0.0314895108	-0.1125951916	-0.0190711679	0.0424368903	-0.0639325293	-0.0940206003	0.0677818192	0.096418829	-0.0749277122	-0.0537035518	-0.021685695	0.0391558995	-0.0436128144	0.1192702486	-0.0123374904	-0.033281778	-0.0736948987	0.0586298249	-0.007844047	0.0391093385	0.000200512	0.0545144783	0.0151399941	-0.059282362	0.066588888	-0.0134959134	-0.0731608753	0.0291527294	0.0092471005	-0.0306459747	-0.0223710995	-0.013629287	-0.0194938931	-0.0255022341	0.0881955685	0.0192567962	-0.0587790397	-0.037944614294318	0.0006747896732832	0.0014397937539445	4.553411031697817e-07	-0.0098383263690493	0.0149348312741324	9.679266574393076e-05	0.0002230491851868	-0.0589498530987668	0.0478702892544547	0.0034750851803661	0.0022915645933051	-0.0054828195311357	3.7562196176799297e-05	3.00613100110031e-05	1.4109185816243555e-09	0.0003818300795741	0.0007088006859969	1.4579420966756359e-07	5.023984124696761e-07	0.001522056189532	0.0006274513933754	3.936952510487311e-07	2.3166550440926715e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1035610.0658660708	2683.8516855880152	1072488208523.1274	7203059.870233631	1171044.68522351	4629.957522765035	21436506.662608538	1371345654790.2295	1060279.2895768024	868.6862591432873	1124192171905.4888	754615.8168243585	1072188.6141375543	838092.6367771248	1.210023	32.691223	0.30040474780386	0.1553786475823202	0.0816761163	0.053147745	-0.0508936108	0.1395861359	0.056106505	0.0114629151	0.0816205512	0.1487822764	-0.0260733345	-0.0292847831	0.060815477	0.0775433038	-0.0683630921	0.1001984907	-0.0739468344	-0.0705164132	-0.0057464176	0.0089594647	0.098036198	-0.05152792	-0.0151133603	-0.0530584063	-0.1953401174	-0.0137412866	0.0586439947	-0.0716381821	-0.14118284	-0.1098132569	-0.0383085343	-0.0181926906	-0.1497907839	-0.0651998367	0.0292097297	0.0805845428	0.0525969294	-0.0996793449	0.0470022057	0.0049886473	-0.0712734545	0.0084355754	0.0824556194	-0.017911099	0.0566888737	0.0304377733	-0.0588477135	0.174838358	-0.0287116945	-0.0329023801	0.2344662625	0.0091583231	0.0094906026	-0.1091623423	0.0129993526	-0.0675122255	-0.0158118578	0.0292346449	0.0512116172	-0.0085183584	-0.0467337397	-0.1274567453	0.0485558555	0.040954515	-0.0029263291	0.0809410378	0.1313812694	-0.047349114	0.0020835081	0.0024657433	0.1435587762	0.0402915946	-0.0298101151	-0.059094932	-0.0834587467	0.0434871867	0.0144451865	0.0309855434	-0.0742229249	0.0866153656	0.0144722352	-0.0649037979	-0.0705066632509243	-0.0325620489566063	0.0049711895627792	0.0010602870322524	-0.037976951040207	-0.0281386246711577	0.0014422488103102	0.0007917821983842	0.0686613903922293	0.1276112434909961	0.0047143865305941	0.0162846294653182	-0.0061840476143957	-0.0007012280832599	3.8242444897113145e-05	4.917208247524928e-07	-0.0008286933090668	-0.0012105233886409	6.867326004920829e-07	1.4653668744466476e-06	0.0011919510477309	-0.000330105141801	1.0896940464352433e-07	1.4207473001867903e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1038130.4664538295	2520.400587758748	1077714865379.6458	6352419.122774642	1175746.5984064569	4701.913182946853	22107987.57996941	1382380063664.3542	1059814.9452063742	-464.3443704282399	1123207718082.7898	215615.6943483985	1071502.406823144	868761.9554162127	1.109028	29.962646	0.1975867600136039	0.1062820991548615	0.0867520449	0.0447458748	0.0495201251	0.0034646313	0.0814578976	0.0176702088	0.0851595413	0.0178467427	0.0495212972	-0.1003179085	0.1336774071	0.0767780199	-0.0334738925	0.0399324846	0.0098531304	-0.0588387237	0.0456397251	0.0880316116	0.092246145	0.0282954703	0.0593166645	-0.0717101596	-0.0513270845	-0.0198073428	0.0683988167	-0.0356471175	-0.0491701218	0.1456017667	-0.0045951799	0.0936679652	-0.040855316	0.0158072684	0.1461818358	0.0818531161	0.0150339159	-0.0350001915	-0.0311809569	0.0463375127	-0.0243256254	0.0308884487	0.1068093803	-0.0955824921	0.0144999359	0.08187642	-0.0489151125	0.0325988797	0.1187485196	-0.0137521725	-0.0618926987	0.0993535786	0.0415464306	-0.0557896951	-0.0448418666	-0.0781983434	0.0123438319	0.0320606493	0.0856249956	-0.0503351586	-0.0040613592	-0.1296119413	0.0381643049	-0.011060806	-0.0403905677	0.042000869	0.023405883	0.0804149232	-0.1042489889	0.0704812357	0.0095810269	0.0694032966	0.0067888686	-0.0155164795	0.0242903329	0.0246140942	-0.0022925051	-0.1755886655	0.0178002412	0.0849971703	0.0096622851	-0.0707724105	-0.021025215955305	0.0494814472956193	0.0004420597059672	0.0024484136264691	0.0452621159787725	0.0832390670189795	0.0020486591428758	0.0069287422781901	0.0745410139688544	0.0058796235766251	0.0055563627635049	3.456997340280584e-05	-0.0062291896021047	-4.514198770899994e-05	3.880280309896931e-05	2.037799054319501e-09	0.0002410885294339	0.0010697818385007	5.812367902460046e-08	1.1444331819859377e-06	0.0012567596639688	6.480861623789987e-05	4.200156738671378e-09	1.579444852978971e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1039330.7005700524	1200.2341162228258	1080208305147.436	1440561.9337451877	1173302.7598820364	-2443.838524420513	5972346.73344183	1376639366346.8037	1057084.754375653	-2730.190830721054	1117428177933.4348	7453941.97215332	1069424.7526746723	856350.1796032061	1.112312	30.051363	0.0777140353310393	0.0479058007454518	0.1165368071	0.0106378218	0.0918264851	0.0204910189	-0.04456793	0.044285619	0.0676368687	0.1652174783	-0.0765390809	0.0083008354	0.0245428298	0.1096124169	0.0163615617	-0.0674403792	-0.0127040786	0.0528489188	0.0243305593	-0.0619730213	-0.0398142027	-0.0066744034	0.0905913862	0.0049852699	-0.0217126623	-0.0542620079	0.063662539	0.0076363383	0.0008132201	-0.0983820854	-0.018125898	0.049429888	-0.2131107564	-0.0585780354	0.0020914979	0.1100697842	-0.0072449314	0.0761479887	0.022271182	-0.0077992677	0.0397665755	-0.0739258064	-0.0749494105	-0.0650430502	0.0391529488	0.0234826278	0.0177743481	0.0076969926	-0.0043853339	-0.0324656673	0.0968541966	-0.1125722753	-0.0025652472	-0.0804333987	0.055649346	-0.0770182787	-0.0194009025	0.0592758061	0.0303713002	-0.0076333716	-0.0097260337	-0.0779861504	0.0387755142	-0.0155082107	-0.0743232098	0.0729912083	0.0386421979	-0.0025248954	0.0621206719	-0.013542568	0.0814192654	0.1008197827	0.031712088	-0.0056789635	-0.0296344997	0.024613171	0.133624415	-0.0365585483	-0.0114425194	0.0833416924	0.004835384	-0.0763617167	-0.0288227974513688	-0.0077975814960637	0.0008307536529226	6.080227718775655e-05	0.0373599893272995	-0.0079021266514729	0.0013957688025359	6.244360561591982e-05	0.0852635023572219	0.0107224883883674	0.0072698648342199	0.0001149717572386	-0.0063561387541281	-0.0001269491520234	4.040049986172912e-05	1.6116087199460395e-08	-0.0006519820624024	-0.0008930705918363	4.2508060969448716e-07	7.975750820028393e-07	0.0012509426319258	-5.817032042999956e-06	3.383786178928824e-11	1.5648574683694475e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1038598.670520014	-732.0300500383601	1078687198405.9408	535867.9941591639	1180367.4951883275	7064.735306291143	49910484.9479566	1393267423697.1665	1054595.754898119	-2488.999477534089	1112172206249.1335	6195118.399164969	1067395.7240720524	884226.1886188511	1.12173	30.305805	0.2880279040847254	0.1546105250899216	0.0365304637	0.0473185085	0.0820554885	-0.0795134515	-0.0414794667	0.0333465935	0.0182191385	-0.0108353654	-0.0524512315	-0.1365459058	0.0589477062	0.0763047862	0.0902247432	-0.0741760038	0.0089750106	-0.0159918004	0.011014429	0.0531065415	-0.0373793769	0.0451532046	-0.055457993	-0.0510882638	-0.0255595536	-0.0215014459	0.0330304105	0.086050943	-0.0087120533	-0.0051784515	-0.0018583041	0.1379345644	-0.0577033656	0.0549499563	-0.0123184847	0.0597269541	-0.0894002223	0.0829756019	0.0062303018	-0.0112307172	-0.0001245275	0.0230129718	0.01037851	0.0497388122	-0.0167655651	0.0693707657	-0.054482949	0.0119737246	0.064056909	-0.0938667915	-0.0523861916	0.0006934823	0.0209802954	-0.0776713521	-0.048826101	-0.0397821534	0.0451360505	-0.0091882645	0.0807197143	-0.0160771656	-0.0002745916	-0.0426266267	0.0026658195	-0.0211464175	-0.0854300471	0.1074846139	-0.0026615317	0.0296044389	0.0134066398	0.0723147491	0.0443926878	-0.1307709973	0.0267814116	-0.0137386914	-0.048761111	-0.0275045457	0.0330333573	0.0413257762	0.1056773835	0.0816496581	0.0	-0.0816496581	-0.0004921973093274	0.0283306001420414	2.4225819130913225e-07	0.0008026229044082	-0.0304647849001042	-0.0678247742274037	0.0009281031190096	0.0046001999989982	-0.0425603976759134	-0.1278239000331353	0.0018113874503318	0.0163389494196809	-0.0064063984123637	-5.025965823560012e-05	4.1041940617936136e-05	2.526033245959327e-09	-0.0001533544305942	0.0004986276318082	2.3517581382871304e-08	2.4862951520265386e-07	0.0019830279355249	0.000732085303599	5.359488917457861e-07	3.932399793072146e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1041835.556018782	3236.8854987679515	1085421325784.9646	10477427.73213425	1179386.8647040562	-980.6304842713288	961636.146682221	1390953376636.4636	1059131.660331766	4535.905433646869	1121759873917.123	20574438.10298719	1070798.740283843	850116.8035297323	1.322629	35.733509	0.273463208088387	0.123398499239623	0.1184479781	-0.0109485524	-0.0709685256	0.0777719889	0.101337148	0.0673800079	0.0770352043	0.0595183848	0.036552281	-0.0978376284	0.0815176507	0.0935227758	-0.0027679826	0.0241377377	0.0080427175	-0.0802560518	0.0604939838	-0.0718448387	0.0777644198	0.0884412635	0.027036571	-0.0706064569	-0.0516965547	0.0194369441	-0.0441405377	-0.0836507736	-0.0324839465	-0.185929787	-0.0188971992	-0.0145643989	-0.0677916411	-0.0249749988	-0.0366960746	0.1016613126	-0.0078097687	0.0010463843	-0.0153371657	0.0992084645	-0.0505057208	-0.1021458682	0.019582042	-0.0729017055	-0.0529579591	-0.0164898081	-0.1142208398	0.0548830663	-0.0591480313	0.0288426627	0.1568099726	-0.0702376484	-0.0144034415	-0.0676063136	-0.0497244119	-0.0639403655	0.0119662226	0.0609449287	0.0494559965	-0.0205217299	-0.0115532891	-0.056956265	0.0099052394	0.0104508123	-0.0764326077	0.0005659656	0.1011967501	-0.0414968608	0.0518649418	-0.0609938564	-0.0140950786	-0.0266383194	-0.0441586229	-0.0297506429	-0.0651394201	0.0256592936	0.0631202616	-0.025023893	-0.0360923507	0.0799218096	-0.004835384	-0.0866153656	-0.0271354792000551	-0.0266432818907277	0.0007363342314166	0.0007098644699087	0.032796198470379	0.0632609833704831	0.0010755906341084	0.0040019520170005	0.0103132655522628	0.0528736632281762	0.0001063634463514	0.0027956242631665	-0.0080424886135775	-0.0016360902012137	6.468162309952373e-05	2.676791146507812e-06	-0.0011229621935311	-0.0009696077629368	1.2610440881001796e-06	9.401392139474996e-07	0.0019750203076956	-8.007627829299813e-06	6.412210345257683e-11	3.9007052158100224e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
