global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
944439.9102338584	2367.784389434149	891966744042.5385	5606402.914848048	1387358.2945023149	1126.0687500000931	1268030.8297267722	1924763037324.372	926966.2676031296	1810.2102299670223	3276861.07667726	859266461274.0769	960601.1738551876	1107673.2120861695	1.163558	22.41983	0.0683028760698195	0.0476797958813482	-0.1496368226	0.0565222536	-0.0940574801	-0.0882289075	0.1467164988	0.0526332805	0.0906072874	-0.0754144756	-0.0149132739	0.0002054435	0.1494899308	0.0606856709	0.0098182336	0.0070722785	0.1247151276	0.0091321893	0.1136784846	-0.1533886508	-0.1676644142	0.1610110996	0.0600740346	-0.0721247409	0.0515696934	0.0350504923	-0.05688322	0.0109504228	-0.038354505	0.1318980294	0.0526269137	-0.0484095781	-0.0534422011	-0.0799445007	-0.0872648314	0.025284687	-0.1155622094	0.0692620771	0.0489280823	0.0042879296	-0.0990721777	-0.1115273558	-0.0966224856	-0.0496343048	0.0689479578	0.1369225772	-0.1909812351	-0.0201092877	0.0061623605	-0.0459634047	-0.1374292877	0.1073339935	0.0924512623	-0.0817508033	0.0796265652	0.0089621503	-0.036834836	0.1406455116	-0.0381069627	0.0542963858	0.0163108556	-0.1390664129	0.0662380927	-0.1053359787	0.04129697	-0.0835014503	0.0285345362	0.0683692546	0.1425003044	0.0657546646	0.0301521656	-0.0838233257	0.0753336444	0.0253109977	-0.0197480555	0.0344496359	-0.0998028767	-0.0192809884	0.0841067743	-0.1585344458	0.0731212066	-0.1456051528	-0.2059645442	-0.0858233445	-0.1246005677	-0.0446586479	-0.0994745823	0.0037433353	-0.1033619961	-0.0451023365	-0.1825018528	0.019594915	-0.0613696294	-0.0107023373	0.0427567706	-0.0987207598	-0.0154297062	-0.0424793971	0.1761121394	0.0912392418	0.0287162347	-0.0458586883	-0.0042288787811486	-7.628220113529982e-05	1.7883415745648867e-05	5.818974210046337e-09	0.0619160194470396	0.0402468498310782	0.0038335934641661	0.0016198089213253	0.0426243400130772	-9.798798697599476e-05	9.601645591607718e-09	0.0018168343615504	0.0007035665511008	0.0004514833366081	4.950058918278746e-07	2.038372032347829e-07	0.0004068857913075	-0.000106073103225	1.1251503227781514e-08	1.6555604716793046e-07	-0.0003251433360132	-7.868117950004867e-08	1.057181889537927e-07	6.190728007518877e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
946677.1786349408	2237.2684010823723	896197680548.2115	5005369.8984816745	1392915.196267361	5556.901765046176	30879157.2263733	1940212743992.541	928772.9159554292	1806.648352299584	3263978.268866802	862619129412.3507	963460.1024311422	1098620.146538521	1.138163	21.930519	0.0177969395812144	0.0119153427853538	-0.1697280143	0.0433981748	-0.0250237688	-0.1281814207	0.1179742937	0.0292898481	0.1397869824	-0.1004463233	-0.0040752255	-0.0015930773	0.1199511364	0.0203689935	0.0575413131	-0.0751492433	0.1712581463	-0.0147790908	0.1500766383	-0.0666676559	-0.0303869102	0.0781619272	0.0786397193	-0.0485297702	0.0645303167	0.0092171044	0.0398422384	0.0407501062	0.0246954363	-0.070231426	-0.0858682831	-0.0528639733	0.0610014032	0.0810949185	-0.0466552385	0.0010627552	0.0200398578	-0.073558815	-0.0602773576	0.0411005026	0.0576063473	0.0404467937	-0.1365775293	-0.0641972312	-0.0601810798	-0.0274498058	-0.1535039451	0.0100239267	-0.0258391668	0.0678409352	-0.155920988	0.1498111623	0.0150097703	-0.0066207069	0.0842039048	0.0082367312	-0.097067822	0.0919203178	-0.0094495293	0.0832433649	0.0148241506	-0.0414620176	-0.0742316906	0.0430091052	-0.0504243729	0.100788071	0.1376227093	-0.0324583631	-0.0386779617	-0.0026164794	-0.0447189938	0.0263265485	-0.0169946772	0.1344134217	0.0915628336	0.0157495844	-0.0438946729	-0.093786979	0.1302519512	-0.1204571684	0.0425572762	-0.1874205891	0.0343415688	-0.0317982141	0.0202805298	-0.0365505106	-0.0648405994	0.099676223	-0.0959869775	0.0351462036	-0.0408711929	0.0602624101	0.0198304178	0.0220474119	0.1667809336	-0.0024755438	0.0172272097	0.0831487457	0.1588967157	0.089737086	0.0240075741	-0.0524223074	-0.0042284554727416	4.2330840699985467e-07	1.787983568495839e-05	1.7919000743675464e-13	0.051821897611461	-0.0100941218355786	0.0026855090720527	0.0001018912956315	0.0425483807621134	-7.595925096380574e-05	5.769807806982422e-09	0.0018103647054777	0.0006030580010713	-0.0001005085500294	3.636789526561121e-07	1.0101968629032493e-08	0.0003549017881432	-5.198400316430002e-05	2.702336584985954e-09	1.259552792272408e-07	-0.0003251071854817	3.6150531500050126e-08	1.0569468205183249e-07	1.306860927736116e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
944535.241820264	-2141.9368146767374	892146823040.4646	4587893.318067528	1393851.5827546297	936.38648726861	876819.6535392465	1942822234747.5864	925685.8385787104	-3087.0773767187493	9530046.729848716	856894271745.1704	960701.990437014	1124257.7731435644	1.504978	28.998432	0.0801347819394269	0.0503514115280007	-0.1404085291	-0.1506016991	-0.0039725877	0.0166727371	-0.0329587959	0.0168305073	0.1881985665	0.0047102942	-0.0293971374	0.0652639388	0.1245068637	0.0644613206	0.0203625181	0.0203269578	-0.0013652046	0.1451434344	-0.0679858304	-0.0334808804	-0.0085843245	0.0356639963	-0.0348538107	0.055132944	0.0097195158	0.1085643235	-0.0502481125	-0.0391465566	0.0905287649	0.0105066204	-0.0209188101	0.0538951274	-0.0199510552	-0.0968421142	0.1272694838	0.014444905	-0.1344979636	0.102422014	-0.1007085773	-0.0014886176	-0.02192769	-0.0113788568	-0.0030979518	-0.0610031918	0.0222585543	-0.0509168063	-0.1197235573	0.0090284137	0.0891603873	0.024059017	0.0895803079	4.37958e-05	0.0041346466	-0.1472329306	0.0537562596	-0.0483891031	0.0394909445	-0.0034051805	-0.0123160361	-0.0045164985	-0.0155542874	0.0173333376	-0.0364157975	0.0054000174	-0.0641536023	-0.0133899927	0.1335311341	-0.0047148173	0.0599816978	-0.0498879466	0.0989163786	-0.0824498132	-0.1179385276	-0.065104212	-0.1344276916	0.0176667435	-0.0186361007	-0.0985541771	0.1009678367	-0.1209928354	-0.0982586827	0.0297704349	-0.0168170561	-0.0022976888	-0.0015181729	0.1064907968	0.0536609227	-0.0776945334	-0.0401791572	-0.0285824243	0.0320881823	-0.098324197	-0.0548079361	0.0514234712	0.0525882704	0.0034107594	-0.0858476	-0.0492410347	0.0079608614	0.0881955685	0.0192567962	-0.0587790397	-0.0041751118799595	5.334359278210028e-05	1.743155921017895e-05	2.8455388909025404e-09	0.0048062565274307	-0.0470156410840303	2.310010180747021e-05	0.0022104705065423	0.0545364365829499	0.0119880558208365	0.0001437134823634	0.0029742229151661	0.000758014204135	0.0001549562030637	5.745855336704175e-07	2.401142486791863e-08	8.837686590323912e-05	-0.0002665249222399	7.103553417501718e-08	7.810470426879111e-09	-0.0003250334819498	7.37035318999573e-08	1.0564676438841099e-07	5.432210614528022e-15	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
941891.1300642858	-2644.1117559782	887158900893.7773	6991326.978102119	1388154.682146991	-5696.90060763876	32454676.53331487	1926973421566.6133	928476.9016417734	2791.0630630629603	7790033.021994394	862069356882.3074	962858.4284650644	1091355.6422522818	1.130096	21.775074	0.1070601241233479	0.0589119934224684	-0.086169063	-0.0737182144	0.0561210061	0.0602570481	-0.0439235382	-0.0163003096	0.0664377428	0.0541028258	0.109102059	0.0630578797	0.064037922	0.0024562019	0.0868562203	-0.0448007075	0.0856248638	0.1276016617	0.0398051787	0.1348935727	0.0747910069	-0.0546996276	-0.0198393631	0.0436036782	-0.0145281421	0.0245544354	-0.0727294274	-0.0055192269	0.1129884896	0.0767369708	0.0221290143	-0.0359470541	-0.0192802376	-0.0832916139	-0.0474943819	-0.0349311867	0.1139606415	0.0103617495	-0.0745633676	-0.0016362584	-0.0086881614	-0.0075868214	-0.0765147873	0.1796790927	-0.0011144669	-0.0202228182	-0.0527488729	0.0796028011	0.0375318821	0.0799008383	0.0212083206	0.0638010816	-0.2010822513	-0.0575043512	-0.0146634517	-0.0822451378	0.0470962193	0.0047451208	0.0627032588	-0.0169069822	-0.0015095791	0.0059128182	0.021828883	0.0077531022	-0.0606408517	-0.0595695314	0.1425657507	0.113656652	-0.0229444002	0.1217824955	-0.022673344	-0.0506450912	0.0305877282	0.0844894586	0.0071525354	0.0117971331	-0.0265957076	-0.1071485594	0.1294429708	-0.0606366453	-0.0902669725	0.0307759917	0.116715633	0.0542970634	-0.0170218694	0.041575402	0.0887611669	-0.0264092227	0.0481786068	-0.022747441	-0.0354064733	-0.0420368372	-0.0358412287	-0.0024795067	0.2355789016	-0.0155678538	-0.0277355873	0.0196044517	-0.0985629787	0.0866153656	0.0144722352	-0.0649037979	-0.0211400738830747	-0.0169649620031152	0.0004469027237818	0.0002878099357671	0.0516710950308265	0.0468648385033958	0.0026699020616847	0.0021963130879493	0.0847682693128604	0.0302318327299105	0.0009139637102092	0.0071856594822976	0.0010170144142474	0.0002590002101123	1.034318318786982e-06	6.70811088382673e-08	8.933440775926726e-05	9.575418560281437e-07	9.168864060458218e-13	7.98063640969903e-09	-0.0003250455477199	-1.2065770100004505e-08	1.0565460809252981e-07	1.4558280810616272e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
941293.4367937114	-597.6932705744402	886033334150.9167	357237.245689971	1384347.8814236112	-3806.800723379711	14491731.74752429	1916419056802.0408	926566.8219831674	-1910.0796586059728	3648404.302220312	858526075599.9867	961129.435461727	1097244.0264310024	0.925204	17.827148	0.0525556276708924	0.0298406878158796	-0.0531730423	-0.0647702161	0.0586322979	0.0797545393	-0.0295757873	0.0272675668	0.0823667859	0.0936147284	0.0237673149	0.021135298	0.0729533794	0.0798668618	0.0412309049	0.0319954797	0.0189885638	0.096228441	-0.1109303021	-0.0143361092	0.0249792026	-0.0074605331	-0.0794689633	0.0691426969	-0.1178034433	0.0397192465	-0.007627783	-0.0271810892	-0.0117084908	-0.0256330447	-0.0559877043	-0.0367008535	0.0334768674	0.021702956	-0.0042701028	0.0432709061	-0.063579037	-0.0115207888	-0.0619197065	0.0283558053	0.054814592	-0.1221502809	-0.1550921447	0.0933732446	0.1328490486	0.0549114585	-0.0626381984	0.0088384037	0.1115930932	-0.0091396731	0.0899487482	0.0168426386	-0.0085081851	-0.1100020708	-0.0015850044	-0.0554457307	0.0711310505	-0.0476718537	-0.0184298479	0.0244063917	-0.0541515733	-0.0558308227	-0.0316010714	0.0181041139	-0.082171421	0.0686568291	0.0262336409	0.0135620228	0.0616024392	0.0181457716	-0.0494207322	0.0347567743	0.0692278762	-0.0047886718	0.0833076052	0.0375492466	-0.0637980335	-0.0550485274	0.1004188858	-0.074454022	-0.0764708295	0.0122529432	0.0259354814	0.0290956235	-0.0058828211	0.0314458305	0.0703456922	-0.06480301	-0.0114273433	-0.0428801715	-0.038764756	-0.1389830074	-0.017642218	0.0301355214	0.0353178946	0.016135334	-0.0557574416	0.0388096379	-0.080907338	0.0849971703	0.0096622851	-0.0707724105	-0.0212318067954839	-9.17329124092009e-05	0.0004507896198007	8.414927219074124e-09	0.0539148733999041	0.0022437783690775	0.0029068135737276	5.03454136954052e-06	0.0581690390852003	-0.0265992302276601	0.000707519048704	0.0033836371080955	0.0007030074237082	-0.0003140069905391	4.942194377888407e-07	9.860039010748521e-08	8.49394878219556e-05	-4.39491993731167e-06	1.9315321255379608e-11	7.2147165914561435e-09	-0.0001710297349615	0.0001540158127584	2.9251170241000937e-08	2.372087057963053e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
942026.3234483174	732.8866546059726	887413594069.5538	537122.8484995342	1388641.5413773148	4293.659953703638	18435515.79803833	1928325330438.765	928809.3541370316	2242.5321538641583	5028950.461114621	862686816332.4498	963573.283172102	1086589.242005724	0.985456	18.988115	0.0856912326338321	0.0440688443071969	-0.1018913682	-0.0224611884	0.0456958161	0.0538125015	0.0089457348	0.0069396685	0.0698925431	0.0441374737	0.0715341135	0.0355407717	0.0681357283	-0.0070178183	0.0913349094	-0.0443702113	0.0455278699	0.0699377598	0.0487847463	0.0805182604	0.0891881683	-0.069291523	-0.0003204277	0.0744762275	-0.0428083214	-0.0355768127	-0.0636548855	0.0312606723	0.0312437092	-0.153190189	0.0219288621	0.021695396	-0.0249780362	-0.0305311347	-0.1311517719	0.0338399708	0.0929391848	-0.0281041642	-0.007757336	0.0690564598	0.0509544994	-0.0073931789	-0.1566348393	0.1081464154	-0.0378898067	0.0363051003	-0.0664107336	0.069061179	0.0192815263	0.0571914947	-0.0156898459	0.0303387657	-0.1438140057	-0.0146367918	0.0089716663	-0.0629452395	0.0582602564	-0.0066725217	0.0845351929	-0.0523976709	-0.0156915201	0.0103048669	0.0207486619	0.1061117861	0.0408935825	0.037704769	0.0188317444	0.0838255657	-0.1475357727	0.0087414416	0.0129388257	0.0348732584	0.0982585493	0.1413246138	0.0142698287	0.0199909437	0.0064816664	-0.116268361	0.1207740865	-0.0536149432	-0.0444343455	0.0104395503	0.1214335419	0.0096697362	0.0012838029	0.0549922787	0.0436037579	-0.0415258096	0.0683077695	-0.0279040445	0.0566864001	-0.0362714133	-0.0045103947	0.0195469613	0.1503068164	0.0528010285	-0.0324958667	0.031463302	0.0334605852	0.0833416924	0.004835384	-0.0763617167	-0.0211933242287329	3.84825667509997e-05	0.0004491569918641	1.4809079437451476e-09	0.0231792834016033	-0.0307355899983007	0.0005372791790118	0.0009446764925436	0.0800028808583306	0.0218338417731303	0.000476716646574	0.0064004609456322	0.001210016032125	0.0005070086084168	1.4641387979995293e-06	2.5705772900874013e-07	8.430337805065413e-05	-6.36109771301463e-07	4.046356411451995e-13	7.107059550751513e-09	-0.0003250513826864	-0.0001540216477249	1.0565840138634049e-07	2.37226679678932e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
941035.4389932832	-990.88445503416	885547697441.2812	981852.0032283444	1386295.0319155094	-2346.509461805457	5506106.654342537	1921813915513.623	926639.215416074	-2170.1387209575623	4709502.068199324	858660235546.9172	961292.6122079884	1111823.881748917	1.080863	20.826439	0.1019418655541164	0.0544917218318386	-0.0578684213	-0.0933549799	0.0191528885	0.0918538178	-0.0166834164	0.0401107223	0.1019936439	0.0698254226	0.0336558963	-0.0041226404	0.1040281707	0.0626332821	0.0208689277	-0.0095255892	0.0480239301	0.1268939477	-0.0948004923	0.0147635509	0.0176777807	0.0164668438	0.0080766999	0.0409927696	-0.0601345321	0.0805080456	-0.0965927708	-0.0228078197	0.0818748295	-0.0519658899	-0.0567106691	-0.0256278493	-0.1255269842	0.0513887714	0.0995933288	-0.0452645741	0.0324100174	0.1185794653	0.003609924	0.0611341119	-0.0360170053	0.0688368562	0.0596693025	0.0453778366	-0.0461143453	-0.0961933854	-0.0859877426	0.0003161609	0.0809266728	0.0190553792	0.0775844321	0.0275666534	-0.0463228885	-0.1262182125	0.0044061248	-0.0680630089	0.0758458551	-0.0118889775	-0.0359805617	-0.0472243634	-0.0283360155	0.0206813449	-0.030001403	-0.0436015526	-0.0790339444	0.0177337178	0.155176958	0.0049669485	0.0599752564	-0.1155934848	-0.0255841547	-0.0129927888	-0.0374720202	-0.0362888789	-0.0122466296	0.0204280479	-0.0429921945	-0.0571532617	0.1129230013	-0.0554331255	-0.072112727	0.0780951494	0.0403420856	0.0148485466	-0.0321744909	0.0491882109	0.0763752534	-0.0948142134	0.0324208752	-0.0616473447	-0.023199191	-0.1119378939	-0.0073137556	0.0002228877	0.0812210525	-0.0524378958	-0.0124395001	-0.0048314427	-0.0825400588	0.0816496581	0.0	-0.0816496581	-0.037600880016015	-0.016407555787282	0.0014138261779787	0.0002692078869127	0.0661252608785645	0.0429459774769612	0.0043725501262582	0.0018443569814516	0.0798473423990202	-0.0001555384593104	2.4192212324654792e-08	0.0063755980881863	0.0007504507852514	-0.0004595652468736	5.631763810844429e-07	2.1120021613399307e-07	-0.0003046216515321	-0.0003889250295827	1.512626786359462e-07	9.279435058214416e-08	-0.0003248857825315	1.6560015490000226e-07	1.0555077169110513e-07	2.742341130290473e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
939719.1982868284	-1316.240706454846	883072171628.8395	1732489.5973287525	1385720.5069155092	-574.5250000001397	330078.9756251605	1920221323286.176	927134.2279220008	495.0125059267739	245037.38102390437	859577876584.5245	962550.4290908036	1097164.0604347154	1.068565	20.589481	0.0523218173278748	0.0322111915390503	-0.0961766662	-0.0116192259	-0.0324063802	0.1106617351	-0.0446112486	0.0604792575	0.0482548653	0.0679793649	0.0888481559	0.027067439	0.0699848942	0.0323281679	0.0113449219	-0.0196833808	0.0585575985	0.0686234858	0.0601599657	0.0448547604	0.126053433	-0.0765709436	0.0227092935	0.1675470489	0.0848317877	-0.0326731576	-0.0824539077	0.0938874412	0.0290512199	0.0162768601	0.0833772473	0.0449043203	0.0106425539	0.0051622	-0.0928673545	-0.0528595944	0.0185028257	0.0185277567	-0.0983309448	-0.0401955531	0.0313348778	-0.0660748583	-0.0222851484	-0.007135697	-0.1176838317	-0.0312214676	-0.060620421	0.0014127691	0.0337668733	0.0564847094	0.0264834847	0.0328390911	-0.1343478156	0.0169532763	0.1056836467	-0.0702954625	0.0593183436	0.015478808	0.1914255907	-0.0293016214	0.0618506298	0.0657070034	0.0324445031	-0.0133458854	0.0866492188	-0.0761622429	0.0649122938	0.0592748501	-0.0531722474	0.0507791014	0.0043821697	0.0132114153	0.0114291934	0.0354527857	-0.0611172435	0.0252931598	-0.0312404311	-0.0591509261	0.1374393094	-0.0723602856	0.0022213975	0.0390994585	0.0584499981	-0.0221112503	-0.0082490804	0.0199148137	-0.0019977706	-0.0629659898	0.1336975746	0.0119912818	0.0673009495	-0.0533939361	0.0217300722	-0.1286827295	0.1257585556	-0.0683869345	0.0277670137	-0.0077500833	0.0416277716	0.0799218096	-0.004835384	-0.0866153656	-0.0380865914127213	-0.0004857113967062	0.0014505884454395	2.359155608903843e-07	0.0704219012607012	0.0042966403821367	0.0049592441771719	1.846111857340782e-05	0.1054824005549619	0.0256350581559417	0.0006571562066585	0.0111265368268374	0.0007020142449763	-4.843654027509995e-05	4.928240001496446e-07	2.3460984338213795e-09	8.488627461700204e-05	0.0003895079261491	1.5171642453297434e-07	7.205679618353085e-09	-0.0003250294639691	-1.4368143760000714e-07	1.0564415244804048e-07	2.0644355510804743e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
940170.2817029438	451.0834161154926	883920158597.3928	203476.24829442264	1382659.705787037	-3060.801128472201	9368503.548056705	1911747862007.096	926083.2935633002	-1050.9343587006442	1104463.0262975344	857630266617.0496	960945.5124804622	1098850.3502204518	0.946101	18.229809	0.0610510469455218	0.0370472365757537	-0.1005047936	0.039495439	-0.0637466945	0.0999601225	-0.0212907492	0.1154669131	0.0431558099	0.0469916926	0.0355845689	0.0309923457	0.1013112199	0.0699278057	-0.0603491661	-0.0579887559	0.0730155941	0.0964118606	-0.0394470482	-0.0441392303	-0.0187901095	0.0886495408	0.0645704867	0.0594238505	0.074911062	-0.0233101843	-0.0012735875	0.0628904318	-0.0355177189	0.0552689951	-0.0478267629	-0.0972610032	0.0560650421	0.0262737402	0.0942817645	-0.0266851193	-0.0830077887	0.0560748213	-0.1251708257	-0.0483843319	-0.1211560923	0.1366393831	0.0170730237	-0.0626746492	-0.0045336845	0.1566338793	-0.1005829672	-0.096939794	0.032107953	0.0627236635	0.0417875641	0.03892878	-0.0043058354	-0.0925979308	0.090483542	-0.0262642786	0.0055273214	0.114387752	0.0698926233	-0.0102413344	0.061075438	0.0049770985	-0.0156642236	-0.0293494571	0.0342741823	0.0178966354	0.0332485641	-0.0288592275	0.0568066768	-0.0139740434	-0.0258331575	0.0239827954	-0.0538217552	-0.170507992	0.0657879067	0.0128354171	-0.0034421085	-0.0835494019	0.1385992934	-0.0496217125	0.0650651445	-0.0093934844	0.0317234682	0.005652588	-0.0952324491	-0.0277478598	-0.0215478653	0.0024915787	-0.0006369246	0.0115441815	0.1376616081	0.0055273208	0.0725268514	-0.0044896693	0.0253787304	-0.0894408352	-0.0200887505	0.0643895333	-0.0012238172	0.0781589047	-0.0096622851	-0.0912392418	-0.0353654216328038	0.0027211697799174	0.0012507130472659	7.404764971136223e-06	0.0401551569367768	-0.0302667443239244	0.0016124366286171	0.0009160758119698	0.0884715087666165	-0.0170108917883454	0.0002893704394347	0.0078272078634415	0.0009230134819418	0.0002209992369655	8.519538878463256e-07	4.884066273933322e-08	8.48500664130114e-05	-3.620820399063973e-08	1.311034036227779e-15	7.199533770292446e-09	-0.0003250388398663	-9.375897199956093e-09	1.056502474216302e-07	8.790744830414447e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
940226.9026959072	56.62099296331871	884026628553.1389	3205.9368441521874	1387532.6763020833	4872.970515046269	23745841.6405103	1925246927806.022	927268.7956081082	1185.5020448080031	1405415.0982439567	859827419308.5115	963008.303346253	1107427.6850764812	0.900785	17.35664	0.0742329571226712	0.0345989282698321	-0.0961986446	0.0430783081	-0.1120143365	0.1042952568	-0.02128117	0.1129094599	0.080191864	0.0414566918	0.0550336758	-0.0428311295	0.1066983634	0.0291255993	-0.0372786344	-0.0982942476	0.0984234056	0.0669928883	0.0261667149	0.0223304913	0.0044954731	0.0461387186	0.04508636	-0.0416329488	0.1323398148	-0.0226507651	0.1415034863	0.0754359779	-0.0523677451	-0.0211174415	0.0486359827	0.0039428805	0.0407789062	-0.0580456327	-0.0557685698	-0.0701794691	-0.1225524679	0.0572037559	-0.0643552987	0.0858624188	-0.0845528568	0.0043879826	-0.0628445251	0.2673678074	0.0652980058	-0.0615210646	-0.1078876923	-0.0892700559	-0.0106491907	0.1154799309	-0.0134065324	0.0611602499	-0.0776295941	-0.0203248643	0.0731229652	0.0365448032	-0.1307258777	0.097631766	0.0379738494	0.0628289022	0.0732601366	0.0156890786	-0.0350601097	0.0282339472	0.0629438724	-0.0651930468	0.0628667571	0.0472875379	0.0199259657	0.0210149867	-0.0427917763	0.0622685453	-0.0582725585	-0.104658486	0.0221853204	0.0177600795	0.0082308376	-0.0865528179	0.1446985052	-0.0506544384	0.1107972591	0.0218559132	-0.0056297978	-0.0273887589	-0.1194662273	0.0123184334	-0.0276873721	0.0389194364	0.0512260805	0.047238489	0.065376739	0.1190530773	0.1061718788	-0.0428534833	0.0917759426	-0.118401544	0.0208612305	-0.0013592368	0.0872373021	0.0763617167	-0.0144722352	-0.0955030384	-0.0382030729029452	-0.0028376512701413	0.0014594747792277	8.052264730935094e-06	0.0313025293287836	-0.0088526276079932	0.0009798483423793	7.836901556580339e-05	0.1087469970310337	0.0202754882644172	0.0004110954243605	0.0118259093632676	0.0011880818615924	0.0002650683796505	1.4115385098448626e-06	7.026124589059458e-08	0.000212037932983	0.0001271878665699	1.6176753402625224e-08	4.49600850237032e-08	-0.0007781263932481	-0.0004530875533818	6.054806838692967e-07	2.0528833102950545e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
