global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
988330.5186083596	-1249.3016413025323	976797214012.6692	1560754.5909612016	1356907.3090745192	-21559.48942307685	464811584.1837628	1841197445419.8528	1010153.7139151726	2680.52431938902	7185210.626835969	1020410525736.6165	1048806.7340045029	871158.5096704515	1.350723	27.945221	0.1413017338650057	0.0663469951981116	-0.080624255	-0.1232269806	0.0876812909	0.0031454064	-0.0885852535	0.0024125119	0.0169479925	0.0687885349	0.053769065	-0.0467290716	-0.024772493	0.1406589704	-0.0553617449	-5.91451e-05	0.0697032555	0.1580084682	0.0240272374	0.1443675067	0.0025482054	0.013977826	-0.0194029313	0.1043359716	-0.0635331507	0.0608702927	-0.0953545934	-0.0426675259	0.0382712819	0.0391920907	-0.0072372299	0.0753242587	-0.0341299759	0.0673028004	-0.1367937652	0.0122788751	-0.046247368	0.1532335237	0.0396554875	0.077898671	-0.0073072852	0.0245488262	-0.021685894	-0.2445124714	-0.0369109896	-0.0448529324	0.0317813759	0.0769633668	-0.0416577229	-0.1222047564	-0.0342843562	-0.0932792326	0.1354114517	0.0425177649	0.0893187717	-0.0527156343	0.0690031057	0.0203123255	-0.066288625	-0.0718096498	-0.0209032438	0.0290058423	0.0386489527	0.0856975179	-0.0530426072	0.0235331856	-0.1276173032	0.0279754702	0.1062938266	-0.0393459299	0.1372947518	-0.0470387063	0.0720968294	0.0522845052	-0.0054384639	0.0736325445	0.0327817864	-0.0020428276	0.00844265	0.1081450079	-0.0906053167	0.0956549333	-0.2198621377	-0.0231106378	0.026583796	0.0078769593	0.0859832629	-0.1396452811	0.0413765842	0.1562146858	-0.0074664872	0.1079658634	0.1218668331	0.074531034	-0.0192567962	-0.0993899282	-0.0486685003753848	-0.0062494012979784	0.0023686229287888	3.905501658317412e-05	0.0430598768347749	0.0355718076381635	0.0012653534986465	0.0018541529930259	0.1677286703666851	-0.0277260929950529	0.0007687362327703	0.0281329068629761	-0.0031639575591095	0.000400138087548	1.0010627435846144e-05	1.6011048910657098e-07	-0.0010251533267309	0.0006197588369112	3.8410101592952346e-07	1.050939343307431e-06	9.38786788402821e-05	-0.000415191714217	1.7238415955446585e-07	8.813206340796831e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
987497.1323927748	-833.3862155848183	975150586483.9534	694532.5843267852	1352571.7317908653	-4335.577283653896	18797230.3825357	1829450289639.7405	1006870.5717131476	-3283.1422020250466	10779022.718717871	1013788348181.9608	1043727.211375684	868798.2979229426	1.268076	26.235342	0.0583851947215149	0.0335690242574427	0.070447245	-0.0957006451	0.1713133362	-0.0663014279	-0.0070558495	-0.0542254755	-0.0019425141	0.0430507667	0.1702383026	0.0029536901	-0.0030892975	0.0989959072	0.0861172073	0.0590651358	-0.0653698063	0.0857556737	-0.0261953855	-0.0050300864	-0.0804011415	0.0946893613	0.0287306622	0.113577235	0.0799822426	-0.0233921308	-0.04626357	0.0315923148	0.0074031372	0.0592955587	0.1086624282	0.0920916564	0.0751394728	0.1780400285	-0.068448757	-0.0911055151	-0.1510874097	0.126210467	-0.1194982922	0.0606360993	0.0342199281	0.0888406035	-0.0148457085	-0.0588275079	-0.0015342921	0.0966527107	0.0320262007	-0.0377223676	-0.0608684471	-0.0748528366	0.0806733558	-0.1060652061	-0.0487068615	0.0084339413	0.0662360165	0.0286173304	0.0174685346	-0.0647246106	0.0041633056	0.0066107062	0.0287632961	0.0913223003	0.1202921773	0.0459499679	0.1012003497	0.0642138421	-0.1438385701	-0.0399393226	0.0435278813	0.0153345605	0.1446226565	0.0716776157	-0.0688042434	0.004407353	0.0449810428	0.0302487123	0.0480397191	0.0798965997	-0.0151483414	0.0448967268	0.0771234606	-0.0047545082	-0.1982832107	0.0971690271	-0.0265871984	0.0768875824	0.0858047153	-0.1061241711	-0.070216178	0.0755350784	-0.0165679088	-0.0730398681	0.0552906454	0.0726676594	-0.0240075741	-0.1028845713	-0.0530993907438954	-0.0044308903685105	0.0028195452973728	1.963278945775997e-05	0.0204106746726893	-0.0226492021620856	0.000512986358579	0.0004165956405943	0.1618187320455604	-0.0059099383211246	3.492737095949807e-05	0.0261853020408328	-0.003208676190538	-4.471863142850021e-05	1.0295602895725452e-05	1.9997559968380468e-09	-0.0009989512566948	2.620207003609988e-05	6.865484741766828e-10	9.979036132521203e-07	-0.000343103897091	-0.0004369825759312	1.9095377166753874e-07	1.1772028419903154e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
986307.5959309771	-1189.5364617976593	972802673791.1436	1414996.993946094	1351788.268359375	-783.4634314903524	613814.9484826381	1827331522474.0376	1007873.8335408368	1003.2618276892464	1006534.2948983668	1015809664336.3024	1046158.6818606076	841986.1295466019	1.207537	24.982841	0.12090460075575	0.061657591842516	-0.0381220531	-0.1464796366	0.0454420216	-0.0007474078	0.0831298161	-0.0396054929	0.0105383024	0.0811882538	0.1285624907	-0.0850903855	-0.0262007419	0.0426247478	0.0628163808	0.0044178083	-0.097040016	0.0658043964	-0.04360745	0.1120788605	0.0376367233	0.0073710366	-0.0031986835	-0.0277956949	0.1440715605	-0.0070600217	-0.1519227171	-0.0388570662	0.0418497112	0.0563853183	-0.0005544319	0.0193312058	-0.0497477924	0.0197440923	0.0427636872	0.0847739429	0.0831048144	0.0936129016	0.024708562	0.062125406	-0.011026058	-0.1986664474	-0.060343554	-0.0835637509	-0.0305069509	0.0652211483	-0.0179753579	-0.0972926042	-0.0301934511	-0.1072005505	-0.0716859873	-0.0405943937	0.0623089609	-0.1168681927	0.0145587736	0.0246003354	0.0343313907	-0.0453241478	-0.0500891316	0.1080310682	0.0210730771	-0.0166128911	0.0147153613	0.0537509086	-0.0517404385	0.0611939618	-0.0158419328	0.0580690195	0.0209905323	-0.0297200519	0.136183767	-0.014734131	0.0166172555	-0.0036601575	-0.142195737	0.0584909922	0.0157910789	0.0224155716	0.0298056835	-0.057858588	0.0108317318	0.0068887463	-0.2221348343	0.0219319925	0.0610729025	0.1273688525	-0.0100161303	0.0283561112	-0.0097176626	-0.0022572202	0.1427403691	0.0031077632	0.0132663619	0.0707724105	-0.0287162347	-0.105973176	-0.0741194791356036	-0.0210200883917082	0.0054936971873331	0.0004418441159952	-0.0188801580281818	-0.0392908327008711	0.0015437695343278	0.0003564603671691	0.1574709186247247	-0.0043478134208357	1.890348154239908e-05	0.0247970902125146	-0.0033006832578243	-9.200706728630008e-05	1.0894509968481636e-05	8.465300430625752e-09	-0.0004366591145754	0.0005622921421194	3.161724530892236e-07	1.9067118234177234e-07	-0.000813722012532	-0.000470618115441	2.2148141058123843e-07	6.621435136791283e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
986136.947791872	-170.64813910517842	972466079800.2692	29120.787380060323	1365684.960576923	13896.692217548143	193118054.5892632	1865095411545.992	1006977.6144588314	-896.2190820054384	803208.6429506707	1014003916021.1989	1048585.8747791268	845723.592380847	1.100804	22.774626	0.1524797666021051	0.0732941183695598	0.0609914761	-0.1568023505	0.0169389732	0.1085632334	0.0152808829	0.0570645113	-0.0964998789	0.0101700481	0.1491260435	0.0820000588	0.0186357647	0.000732689	0.0400191591	-0.152136695	-0.0349286959	0.0114661635	0.0234458015	0.0752796269	0.0113069745	-0.018474924	-0.1055190309	0.1047953267	-0.0627818428	0.0423127591	-0.0368584839	0.0460111932	0.023087015	0.0532587705	-0.0087525069	0.0114238648	-0.0749443932	0.1291050543	0.0451705224	0.1064814421	-0.0731198188	0.1587197382	-0.0415674926	0.0037426444	-0.1094292783	-0.0562429675	-0.0463286526	-0.0194098284	-0.1682910234	-0.0116756537	-0.1716077297	-0.0408640171	-0.013471243	-0.036483616	0.0143754448	-0.0248489971	0.1312134902	0.0457139183	0.0335031146	-0.1225022574	-0.0276759436	-0.0485059605	-0.0168050041	-0.0603695306	0.0553806086	0.0502071148	0.0766549417	0.0489960371	0.0207614957	0.0226144943	-0.0293804557	0.2039670598	-0.0152325713	0.0279140024	0.1145348753	0.0351230027	-0.0190266762	-0.0340885082	0.0870394517	1.11414e-05	0.0279565215	-0.0714570378	0.1275692085	-0.040265887	-0.0196332389	0.0293788618	-0.1995847335	0.0917266155	0.0194609625	0.0436298589	-0.0446060767	-0.1206914963	-0.0112939816	-0.0190577138	-0.0699604471	0.0902196535	0.0395126331	0.0688461184	-0.0333745172	-0.108643553	-0.0506042978599197	0.0235151812756839	0.0025607949618954	0.0005529637504282	0.0211663560165931	0.0400465140447749	0.0016037232871383	0.0004480146270211	0.1208480370594884	-0.0366228815652363	0.0013412354541413	0.0146042480611314	-0.0028049536874214	0.0004957295704029	7.86776518857891e-06	2.457478069718439e-07	0.0001116385773882	0.0005482976919636	3.006303590126109e-07	1.2463171961261121e-08	-0.0008118454805703	1.876531961699998e-06	3.5213722032816432e-12	6.590930843224213e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
988210.39076677	2073.442974898033	976559776419.4122	4299165.770154005	1361465.6537860576	-4219.306790865492	17802549.795443658	1853588726439.0967	1008291.8675506308	1314.2530917994443	1727261.189304399	1016652490168.7388	1046941.1034327976	851046.1879717293	1.129505	23.368429	0.1517425988665877	0.0698426912977766	-0.0225155069	-0.0826023019	0.0533254468	0.0825256412	-0.0756923633	0.031624339	0.0266949056	-0.014389539	0.1074342478	0.0496272004	-0.1428046339	0.0792680142	0.0152393758	-0.0364124874	0.0302149158	0.0960834928	0.1036178871	0.027649558	-0.0261774795	0.0349108474	0.0342694153	0.0737671445	0.0875266387	0.0188908668	0.0069188019	-0.0039644454	-0.0740510532	0.0754556611	-0.0342615315	0.0732380617	-0.0817895727	0.07601168	0.0192334231	-0.0860193393	0.0051242994	0.0825400986	-0.0531485346	0.0959452013	-0.0901054862	0.119002669	-0.1343866524	0.038352276	-0.0331732822	0.0007706116	-0.0300653344	0.0727099445	-0.1038190486	-0.0427928656	-0.0178155922	-0.0268072136	0.0436243493	-0.0077468415	0.0517956411	0.0074881781	0.0650800418	-0.0639681863	0.0841121007	0.0616148781	0.1156051552	0.0803378808	0.1008914268	0.1363042967	-0.021370437	0.0534524116	0.0829412086	0.0698294686	0.0161389388	-0.0114817993	0.1074326497	0.0026157053	0.0512805941	-0.0477055994	0.0384816549	0.0752997009	0.0019387135	0.0546193616	-0.0491080418	-0.0534902804	-0.1054993726	0.0045254435	-0.2385270645	0.0303442994	-0.0021397372	0.0691989969	0.1201605837	-0.0734206192	-0.0830907064	0.0153281327	0.055007213	-0.0446893982	-0.0317675452	0.0668896282	-0.0379742494	-0.1108851636	-0.0739457812519077	-0.023341483391988	0.0054679785649549	0.0005448248469384	0.0638069737417765	0.0426406177251834	0.0018182222799852	0.0040713298980837	0.1490572023326848	0.0282091652731963	0.0007957570054105	0.0222180495672469	-0.0034481525917235	-0.0006431989043021	1.188975629580949e-05	4.13704830495422e-07	-0.0003229746877275	-0.0004346132651157	1.888886902145298e-07	1.0431264891267617e-07	-0.0008850599606769	-7.321448010660003e-05	5.360360097279732e-09	7.833311339933957e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
988419.1992464478	208.80847967776936	976972513438.989	43600.98118534142	1362994.9255408654	1529.2717548077926	2338672.1000529053	1857755167050.1487	1010017.547310757	1725.6797601261642	2977970.6345090955	1020135445875.6372	1048571.3123931258	856815.0284300336	1.123841	23.251257	0.1879911642709235	0.0913156811428849	0.0640787019	-0.0670314186	0.0729862699	-0.0591682066	-0.0568573878	-0.0722309305	0.1282954418	0.0089305204	0.0998344294	-0.0291596862	-0.0353294199	-0.0561733428	0.012819577	0.1034570583	0.0807655693	0.0626576495	0.0516079589	0.0445805743	-0.0175217608	-0.017764129	-0.0844961263	0.0006958313	0.0163520732	0.105177811	-0.0117908315	0.131053923	-0.0236940224	0.0098074135	-0.1312530409	-0.0398018041	-0.0544743745	0.0134461722	0.0706455754	-0.0099783853	0.0730231471	0.0158992921	-0.0821769909	0.1093016659	0.0970626205	0.260128966	0.0765776237	0.1162492757	0.0342380473	0.0325034807	0.0978671344	0.0791500832	-0.0083135029	-0.0351342972	-0.0300668597	-0.0174707581	0.0953844708	-0.1037466217	-0.0140515603	-0.0510573529	-0.089184344	-0.0412694426	-0.0475473022	-0.0347408508	0.1329107244	-0.0694093544	-0.0105437168	0.0628042534	-0.0028087692	0.0335463233	0.1137289492	0.0799238763	0.0943573222	0.0454531389	0.0642265094	0.0499242135	-0.0421323761	-0.0530878872	-0.0484543821	0.0259035884	-0.0096432258	-0.0546684822	-0.0308238023	0.0902393715	-0.0156386	0.0823001532	-0.1769735272	0.1005317776	-0.0563131111	0.0405350868	0.0781135981	-0.0849847046	-0.0096131694	-0.0077808319	-0.0385018787	0.2002134846	-0.1677778526	0.0649037979	-0.0425073619	-0.112689161	-0.0505540739533501	0.0233917072985576	0.0025557143932807	0.0005471719703413	0.0079215780975232	-0.0558853956442533	0.0031231774463147	6.275139955515927e-05	0.1210584923856572	-0.0279987099470275	0.0007839277586977	0.0146551585786882	-0.0023409590006304	0.0011071935910931	5.4800890426324805e-06	1.2258776481576347e-06	0.0001109505130398	0.0004339252007673	1.8829107986094162e-07	1.231001634379483e-08	-0.0008118717249156	7.318823576129999e-05	5.3565178538516314e-09	6.591356977174317e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
989364.360929764	945.161683316226	978841838677.9604	893330.6076091621	1357180.4435096155	-5814.482031249907	33808201.29172804	1841938756244.9563	1008556.1419737716	-1461.4053369853646	2135705.5589693068	1017185491513.0186	1047461.6433324784	846040.0144518836	1.132	23.420048	0.1032625317955735	0.0476650153914238	-0.0082905857	-0.1036327069	0.0322078759	-0.0272218492	0.0594787847	-0.0636956722	0.0003144657	0.0031165383	0.078475748	0.0762061925	0.0641483401	-0.0410819031	0.0691901304	-0.0077636586	-0.0430727009	-0.0103522915	-0.0828379638	-0.0111010501	0.0505186253	-0.0364440715	-0.0062749686	0.0121833245	0.0576155859	-0.0305933639	-0.0728315018	-0.0241360027	-0.0576944892	0.0853082355	-0.1215897625	0.069998821	-0.2507132837	0.0623555026	0.1770819733	-0.0592598152	-0.1164392139	0.103254191	0.0347075764	0.0084187976	-0.0800712087	-0.2089215007	-0.0527540289	0.0094802444	-0.1048781143	0.0724469529	-0.0205993746	-0.0540804529	0.0703936797	-0.0314241784	0.0394670829	0.0142301248	0.0280702845	0.0045122807	-0.0618140657	-0.0504985683	0.0174087492	-0.0732803219	0.0114746442	0.0805025165	0.0655910781	-0.0271208871	0.1511282671	0.1179518821	-0.1832712975	0.0765728817	0.103643774	0.1361708619	-0.1104430525	0.0175462188	0.0616998041	-0.0292170628	0.0655382668	-0.0207464026	0.0958674771	0.0019808489	0.0079176967	-0.0653713351	0.0517590345	-0.0461815237	0.088494278	-0.0099007376	-0.2594930669	0.0673105547	-0.0324403658	-0.0249140785	-0.0558407709	0.0199561583	-0.1203027142	-0.0876193167	0.1144494675	0.0546576298	-0.137015303	0.0628894987	-0.0469659021	-0.1140484259	-0.0351538888519087	0.0154001851014414	0.0012357959014123	0.0002371657011586	-0.0141206393913222	-0.0220422174888453	0.0004858593518255	0.0001993924568197	0.0958532011522805	-0.0252052912333766	0.0006353067061593	0.0091878361711395	-0.0025362006592057	-0.0001952416585753	6.432313783755428e-06	3.811930524323412e-08	-0.000451902214356	-0.0005628527273958	3.168031927368908e-07	2.0421561133985614e-07	-0.0008660740983827	-5.420237346709996e-05	2.937897289466981e-09	7.500843438894067e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
992151.717221602	2787.3562918379903	984365029985.7736	7769355.097648832	1372472.411778846	15291.968269230563	233844293.5471545	1883680521094.0425	1008649.3435424968	93.20156872516964	8686.53241283252	1017373498228.7096	1046546.5792863657	853593.6468852415	1.15901	23.978863	0.1248822330276912	0.0796217391765429	0.0838103746	-0.0261583263	-0.0201346979	0.1360175968	0.0124289616	0.0165671423	-0.0001812093	-0.0716150297	0.0180238026	0.1411995651	-0.0828600573	-0.050900039	0.0467944111	-0.0802768552	0.0222189757	0.0137808008	0.0826287196	0.0063800366	0.0420651263	0.1443285283	0.0907664551	-0.0908877548	-0.0016135995	0.0321196724	-0.101981034	0.0541947976	-0.0057824153	-0.0656317306	-0.1862368162	0.0392478736	-0.0671203157	0.0129905629	0.1579185759	-0.0829699146	-0.0468756531	-0.0796769642	-0.1163563906	0.0604631681	0.0635310612	-0.0731223754	0.0311054767	0.175658281	-0.0420391622	0.0166690182	-0.071077197	0.0649166926	-0.1360961129	0.0335495929	-0.0549525537	0.0464301554	-0.1340281424	0.0009770542	-0.0304182245	-0.0602398055	-0.0257299935	-0.0463170999	-0.0596827815	0.0039302024	0.0661000373	-0.1509025133	0.0822724744	0.0166283035	-0.1787400735	0.0287205825	0.087094138	0.0245705629	0.0088433435	0.0505684181	0.0462876918	0.0724632395	-0.0200358611	-0.0573718575	0.0590723445	0.0469259824	0.0075337149	0.0077778618	-0.0405377635	-0.1503516225	-0.0884483925	0.0978279624	-0.1217028667	0.0388890149	-0.0574983176	-0.0255817523	-0.0193477945	-0.0280206408	0.0162999174	-0.0915039468	-0.066723163	-0.0415016148	-0.1524143731	0.0608476141	-0.0513420481	-0.1149575937	-0.0500292956927523	-0.0148754068408436	0.0025029304275128	0.0002212777286806	0.0583498415685852	0.0724704809599074	0.0052519706105603	0.0034047040110789	0.0962825167250258	0.0004293155727452	1.8431186100162087e-07	0.0092703230269048	-0.0026829562281141	-0.0001467555689083	7.198254121976238e-06	2.1537197005628054e-08	0.0001117048334839	0.0005636070478398	3.1765290437480725e-07	1.2477969823665826e-08	-0.0008978520747183	-3.177797633560002e-05	1.0098397799859544e-09	8.061383480759558e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
993930.5015246336	1778.784303031629	987897841861.0096	3164073.596711718	1373146.7115384615	674.2997596154455	454680.1658174476	1885531891408.8909	1011983.485869024	3334.1423265271587	11116505.053539935	1024110575671.621	1051135.8734325126	871120.7683327885	1.179428	24.401291	0.1407703479368393	0.0799826425564955	-0.0055134163	0.015308066	-0.0308600261	-0.0358871298	-0.1428854305	0.0118873811	0.1011742087	-0.1324013652	-0.0866055016	0.0166470619	-0.0558914091	0.0206176599	-0.0447319153	0.0346039656	0.1508943259	0.0259721444	0.0486025649	0.0408920712	0.0971521924	-0.0085667247	-0.0361083316	0.0524854381	-0.0755679691	0.1391961789	0.0060159787	-0.169542415	0.0404869922	0.0058459686	-0.1631034165	0.1252149541	-0.1943209852	0.0037992772	-0.0119769233	-0.1003389314	-0.1622751456	0.0114533138	-0.026825853	0.134559012	-0.018717438	0.0036123988	0.1018603273	0.0326649611	0.0613869197	-0.0399899108	0.0508780634	0.1471233633	0.0371652104	-0.0148553861	-0.0585264656	0.055494534	0.0917292394	0.0341324883	0.0281547735	-0.0811332723	0.0633597814	-0.0122572799	0.0823164186	-0.1181537172	-0.160292623	-0.0746971445	0.0933903202	0.0730827596	-0.1576828484	0.0646036874	0.0590859712	0.125793708	-0.1163248617	0.0432914364	-0.0162342042	-0.0097465392	0.0466227303	-0.0485575257	0.0307314618	0.0794381588	-0.0482216443	-0.1009708399	-0.0989866497	0.0543784616	-0.0838619576	0.1486100741	-0.1605177572	0.0432840032	-0.0549135594	-0.0338562525	0.0838739166	-0.0145327374	-0.0314972733	0.0455929704	0.0267284649	0.0059884843	0.0214245959	0.0587790397	-0.0556281227	-0.1154130763	-0.0496970433007675	0.0003322523919848	0.0024697961128383	1.1039165197962377e-07	0.0076710727103517	-0.0506787688582335	0.0025683376129862	5.884535652750258e-05	0.0698151451732798	-0.026467371551746	0.0007005217568581	0.0048741544955661	-0.0016549392583518	0.0010280169697622	2.738823948834006e-06	1.0568188901192613e-06	0.0001109394955558	-7.653379280999961e-07	5.857421441883948e-13	1.2307571674175368e-08	-0.0011349088697254	-0.0002370567950071	5.619592405903824e-08	1.288018142581385e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
992927.0102698328	-1003.4912548008142	985904047723.3888	1006994.6984617126	1354217.8154447116	-18928.896093749907	358303107.32798046	1833905891667.847	1007891.6439243028	-4091.841944721178	16743170.500579594	1015845565892.4336	1044410.682377166	877120.2214226157	1.179705	24.407021	0.0932714706010926	0.0557963276415551	0.0994463464	0.0533357004	0.0206075469	-0.0641943346	0.0334652271	-0.1150689537	0.019174364	-0.0400748035	-0.0083656837	0.1181847194	-0.0379766124	-0.0481782312	0.0940853154	0.0648894171	0.0329351023	-0.0753723003	0.0244838788	-0.1266493187	-0.014709497	0.0882169217	0.0302826646	0.0270925179	0.0316683418	0.0989392113	0.1172496905	-0.0023054457	-0.0884824037	0.0949880186	-0.0445139329	-0.0570809339	0.0088952978	0.1624813228	0.0497361736	-0.118101095	-0.1266160527	0.0433168356	0.0999638551	-0.0264279277	0.0639764089	-0.0653560602	0.1356926679	-0.0389054866	0.0002847114	0.1142667514	0.0556336292	0.0296740559	0.0056127078	0.0952617041	0.0630535788	0.0186895527	-0.0948170285	0.0199188723	0.0135522568	-0.0548784591	-0.0350533937	0.0174466599	0.1181242438	-0.0662334485	0.0696859477	-0.0119051741	0.1454576639	0.1684022433	0.0735804078	0.0004292865	0.0453034099	-0.048039999	-0.0363277046	0.0698972863	-0.0336272763	0.0618354716	0.0048452506	-0.0448278293	0.1664283769	0.0656624164	0.024598585	-0.0353209261	-0.0909704716	-0.0586446783	0.1028161496	0.0897362685	-0.0603069553	-0.0276451971	-0.1172957423	0.0890882656	-0.0035648146	-0.0672864907	0.001016612	-0.0353517502	-0.1111955574	-0.1495902535	-0.0959378306	0.0566846829	-0.0598166067	-0.1154130763	-0.0496604032323091	3.664006845839618e-05	0.0024661556491955	1.3424946166359587e-09	0.04561021802715	0.0379391453167982	0.0014393787473691	0.0020802919884841	0.0434565701126246	-0.0263585750606552	0.0006947744792281	0.0018884734859534	-0.0012159780565148	0.000438961201837	1.47860263392551e-06	1.926869367181836e-07	3.823025003768521e-05	-7.270924551811479e-05	5.286634383813495e-09	1.4615520179439302e-09	-0.0012019806254739	-6.707175574849995e-05	4.498620419186436e-09	1.4447574240146277e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
994533.7203900494	1606.710120216594	989097320992.8728	2581517.4104064223	1367908.7341346154	13690.918689903803	187441254.5735573	1871174304921.7656	1010294.6560424968	2403.0121181940194	5774467.240187308	1020695292028.0269	1048793.9302111834	860349.2493379237	1.192439	24.670483	0.0893920974996916	0.0617819709195315	0.0228103642	0.0464905008	-0.1333349966	-0.0139799621	0.0688594589	-0.047506478	0.0117192349	-0.0286789486	-0.0045947089	0.1503098633	-0.025266605	-0.1678755813	0.0358538448	-0.0872702092	0.0190880626	-0.067050849	-0.0123179199	-0.020814121	0.1250365565	0.124411488	0.0553803285	-0.0187647443	-0.0313035357	0.1308875968	0.0021049492	-0.0072421875	0.0092587021	-0.0845370399	-0.0231148095	-0.0689184386	-0.0551370375	-0.0402216346	0.0428731182	-0.0108931804	-0.0296200557	0.0506947089	0.0425693051	-0.1009992636	-0.0418902054	-0.0454336808	0.0259438384	-0.0557667507	-0.2682929724	0.0179658694	-0.0682067797	0.0196280233	-0.0273903805	0.0719680551	-0.0972738159	0.1115324218	-0.1600924174	0.017217854	-0.0446892401	-0.114963293	-0.0629684713	0.0033212132	-0.0403245167	-0.1125716968	-0.01940334	-0.1066018129	0.0181343064	0.1506524178	-0.1523823426	-0.0281694228	-0.0014309795	-0.0061478093	-0.0035546224	0.0584138897	-0.0776110931	-0.0087656676	0.0103249696	-0.0227935283	0.0010951749	0.1145418507	-0.0636127685	-0.060812035	-0.1248238096	-0.1661001596	0.0546366807	0.1159678723	-0.049239837	-0.0495747051	-0.0343659087	-0.0383274401	-0.0999817442	0.0787771081	0.0880642408	-0.0161771142	-0.0434071505	-0.0553296328	0.0769172655	0.0545654623	-0.063900152	-0.1149575937	-0.049610819237742	4.958399456710117e-05	0.0024612333854399	2.458572517230318e-09	0.0375612083924181	-0.0080490096347319	6.478655610000698e-05	0.0014108443758986	0.0177851710215577	-0.0256713990910668	0.0006590207312928	0.000316312308266	-0.0002419385871494	0.0009740394693654	5.853427995184783e-08	9.4875288788163e-07	0.0001096375213904	7.14072713527148e-05	5.098998402040243e-09	1.202038609663042e-08	-0.0011349852706055	6.699535486839989e-05	4.488377573942833e-09	1.2881915644914402e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
