global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
863471.9990167951	303.5803143726662	92161.00727460685	745583893086.0602	1116603.2593501576	-4585.688309518853	1246802838791.3953	21028537.27205788	859881.4088574841	1240.2602308917558	739396037298.7318	1538245.4403316714	877153.3904908778	869287.1839530912	1.156367	22.486996	0.048640994617063	0.0346966295029124	0.0968657	0.0949342362	0.0273804169	0.0504098068	-0.1103856312	-0.022644415	-0.0339322396	0.0660747799	0.0193150428	0.0856610878	0.0283432776	0.1162696108	0.0612544625	0.0500015957	0.0173152922	0.0562681059	-0.0805885354	-0.050812617	-0.1452748653	0.0654633169	0.0352489301	0.0616875867	0.0110771601	-0.0025196302	0.0899601907	0.0538402777	-0.032942699	-0.0711470973	-0.1219243482	-0.1142981821	0.0483665293	-0.0368234172	-0.1187605506	-0.0257930007	0.1185610995	0.0492441284	-0.0461965931	-0.2191868181	-0.0890067031	-0.0540663927	0.0231852566	0.098000469	0.0112346745	0.1217400871	0.017746764	-0.0909994115	0.0123222353	0.0713996038	0.0660407693	-0.0408081431	0.0721049057	0.0016594825	-0.0746552065	0.0700201399	-0.0943502322	-0.0243357982	-0.0478946203	-0.0919478018	0.0101165714	0.0494827999	-0.0512277183	0.0180024691	0.092788661	0.1349754143	0.0153807138	0.0143642636	-0.0774803652	0.0705917146	0.0826882764	-0.1015774059	0.1125607964	-0.0464396423	-0.0347778699	0.0566338112	-0.1141541903	0.0210883057	-0.1555954565	0.0849804549	0.0615095844	-0.0657122504	0.0346984019	0.0079324477	-0.022652064	0.0830804204	-0.0431690413	0.0155768636	-0.0267198985	0.2127990032	0.0158438516	-0.0378020844	-0.0604816303	-0.0956097932	0.0684332332	-0.0582821132	0.0866153656	0.0144722352	-0.0649037979	-0.0039438567471137	0.00025074348693	6.287229623786515e-08	1.5554006041754252e-05	0.0315559149741488	0.0326459344436215	0.0010657570356972	0.0009957757698557	-0.0331704680338305	-0.0027151430122814	0.0011002799495833	7.372001577140522e-06	0.0014509005644247	0.0001180429840192	2.1051124478479133e-06	1.3934146076157144e-08	-0.0003569094057116	0.000142466609566	2.0296734841231084e-08	1.273843238854075e-07	-0.0005642409277281	-7.387989940004294e-08	5.4582395353604655e-15	3.1836782452346695e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
862616.9712267427	-855.0277900523506	731072.5217618066	744108039048.399	1116311.19166324	-292.0676869174931	1246150676632.603	85303.53374133479	855434.6064490445	-4446.802408439573	731768365910.6317	19774051.659703985	872610.8249041575	856129.6046673664	1.094298	21.279993	0.2003768360992857	0.1181518779737963	0.0857388204	0.1104311524	0.0035699025	0.0391114178	-0.0935344534	-0.0397486267	-0.038239517	-0.0032677118	-0.0708020056	0.1059279822	-0.0893273393	-0.0235539539	0.0763184819	0.1641466633	0.021776693	-0.0190270648	0.0072330598	-0.0694519166	0.0480374506	0.0173947224	0.0889535021	0.0464753867	0.1283683718	-0.0519046187	-0.0235549428	-0.0060999441	0.0638500073	-0.1064893439	0.0375132326	-0.0576428438	0.0979003076	-0.0209515813	-0.045185437	0.0150462438	-0.0621284647	0.0382995043	0.1209834313	-0.0212267199	0.0223239619	-0.1356788805	0.0358859076	0.1132491055	-0.0661303041	-0.0459444947	0.0184166859	-0.1523611194	-0.0625487695	-0.0431924994	-0.0093598153	0.0079703383	0.0332529645	-0.0950529961	0.0054970983	-0.0293762377	-0.0758859719	-0.0920869931	-0.0322114011	0.0126222225	0.1132927212	-0.0234479712	0.0980503556	0.0420341639	0.1265856516	-0.0627319843	-0.0731632865	0.0004520984	-0.0223231684	0.1069579895	0.0905472648	-0.0503256578	0.0924925643	-0.0834596985	-0.0495430451	0.1017429371	-0.085066238	-0.076016221	0.0384529398	0.1820058518	-0.0237731328	0.1200455156	0.0381528506	0.0201915237	0.0199620961	-0.0253479644	-0.0106443263	0.0167856072	-0.0264739218	0.0734384545	-0.0559046506	-0.0443631052	-0.1079607115	0.0030880774	0.0133219013	-0.1172888027	0.0849971703	0.0096622851	-0.0707724105	-0.004291659355573	-0.0003478026084592	1.20966654451093e-07	1.841834002427725e-05	0.1162496241746993	0.0846937092005505	0.0071730243781474	0.0135139751207588	0.0030702945705485	0.036240762604379	9.426708749939598e-06	0.0013133928741469	1.1859031294560337e-05	-0.0014390415331301	1.4063662324536138e-10	2.070840534073543e-06	-0.0004990034370537	-0.0001420940313421	2.0190713743049707e-08	2.49004430191406e-07	-0.0005649965969738	-7.556692457000519e-07	5.710360088968854e-13	3.192211545919746e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861348.0232068901	-1268.948019852629	1610229.077087908	741920417082.4172	1116453.5170298794	142.32536663929932	1246468455688.3872	20256.50998901097	858923.6905453822	3489.0840963376686	737749906180.0995	12173707.831316443	876505.3446129643	858234.3284167005	1.209645	23.523067	0.1984627813463221	0.1309293024018301	0.067156616	0.1129062945	0.05736085	0.0576070162	-0.107424637	0.0028567083	-0.0337794426	0.0977736051	-0.0060823772	0.0676368681	-0.0020108814	0.0693283009	-0.0319111893	0.0235142643	-0.0162022026	-0.0023299275	0.0239813526	-0.0473970002	-0.1552045038	0.1594739283	0.0374457753	-0.0354668665	-0.0329801768	-0.0090688045	0.0311807574	0.1553995967	0.0142585931	-0.0448171333	0.0220694205	-0.0644277911	0.0729916122	-0.0394789984	-0.0226179171	0.0589250996	-0.0542294021	0.0550854976	-0.0158597733	0.0743605738	-0.1002834369	-0.0943145576	0.0367585248	0.0871374804	-0.0111810144	0.0879175644	-0.0232061879	0.0369882328	-0.0315831498	0.0218224055	0.0836583096	-0.0061230387	0.1252094617	0.0770545339	-0.1637605028	-0.0088442414	-0.0203021763	-0.0181096311	-0.005765979	0.0029539239	0.0330054144	0.0907569384	0.0438331966	-0.0452355674	-0.0357052386	-0.0027428827	-0.0061527925	-0.0081417073	-0.0741709905	0.0203517147	0.0233846601	-0.2153327205	0.1116503774	0.0281116446	-0.0024500346	0.0578395412	-0.0981684861	0.0059424605	-0.1647340618	-0.0197792554	-0.106718945	-0.0766446263	0.0296780327	-0.0284169462	0.0686820075	0.1591127325	-0.0643492525	-0.0123091737	-0.1234120153	0.0867857644	0.0639845353	0.000678654	-0.0663611119	-0.1099071858	-0.0431077313	0.0519604423	0.0833416924	0.004835384	-0.0763617167	-0.0041985033166298	9.315603894319983e-05	8.678047591586966e-09	1.762743009975143e-05	-0.0022493230353148	-0.1184989472100141	0.0140420004898817	5.059454117197784e-06	-0.0241225031005143	-0.0271927976710627	0.0005818951558343	0.0007394482451793	0.0010643569341442	0.0010524979028496	1.1328556832608409e-06	1.1077518355028893e-06	-0.0004993008240075	-2.973869537999628e-07	8.84390002904212e-14	2.4930131285456845e-07	-0.0005642342782512	7.623187226000333e-07	5.811298348265465e-13	3.183603207536526e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863752.2007467055	2404.177539815428	5780069.642952963	746067864294.7771	1120417.019025836	3963.501995956525	1255334296522.7402	15709348.07195136	859272.8733280255	349.1827826432418	738349870837.4009	121928.61569447746	877085.8778762296	857332.9233482989	1.039751	20.219252	0.0997185531271078	0.0534922805326095	0.0688889896	0.0980973729	0.0744716933	0.0823847911	-0.0993844492	-0.0265113481	0.0246942374	0.0364057675	-0.0148437294	0.0451835921	-0.0643919858	0.0998260079	0.0374295799	0.0157228281	0.0567647408	0.042345964	-0.0472827526	-0.0783653491	-0.1499073461	0.0443229083	0.1112109743	0.0769383997	0.0921600013	-0.0320718068	-0.0755076804	0.0860775775	-0.054236467	-0.0895957262	-0.2024969597	0.0154206356	-0.0547933741	0.0171172657	-0.0530293672	-0.1356965905	0.1096546427	0.0903068977	0.0771027195	-6.42091e-05	-0.0421799667	0.0356928129	0.0149594317	0.0660495553	-0.0715949808	0.1049944988	0.0169390365	-0.0486656544	0.0357487454	0.0680184531	0.0866078734	0.0163474901	0.1239545576	-0.0499994581	-0.0219652566	-0.0181757943	-0.1364664885	-0.1720203869	-0.0673650202	-0.0398581136	0.0557411549	0.1160850266	-0.0602837203	0.0585100817	0.103097597	0.1185689275	0.0982776573	0.0891707711	-0.0234768453	-0.0989894359	-0.0243732988	0.0186497985	0.0912194734	-0.027578765	-0.0151914547	0.1335712178	-0.0255156605	-0.0474282833	-0.0772930991	0.1294976531	0.0722264324	-0.0835875911	-0.0029957841	-0.0220362028	-0.0546681255	0.073046241	-0.0243140128	-0.0014417566	0.0587917329	0.0195595034	0.1187633229	0.0193179324	-0.0511218863	-0.0769231425	0.0317610374	-0.0148504874	0.0816496581	0.0	-0.0816496581	-0.0244748404315657	-0.0202763371149359	0.0004111298467985	0.0005990178141506	0.0323933655041202	0.0346426885394349	0.0012001158692403	0.0010493301286835	-0.0126906385635123	0.0114318645370019	0.0001610523071497	0.0001306875267923	0.0003978591623255	-0.0006664977718186	1.582919130463486e-07	4.442192798392919e-07	-0.0004991119543422	1.8886966529998476e-07	3.5671750470528256e-14	2.491127429672903e-07	-0.0005649008954819	-6.666172307000055e-07	4.443785322661444e-13	3.1911302171625255e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864290.432568927	538.2318222214235	289693.494451794	746997951830.1829	1122202.6965246368	1785.6774988009129	1259338892087.166	3188644.129723884	860198.5990843949	925.7257563694149	739941629866.7555	856968.176005725	877262.641523762	865176.331531343	1.014549	19.72917	0.1045173839441472	0.0606164941018173	0.0759555318	0.1029958054	0.0682912042	0.0830134868	-0.0869722565	0.0397952895	0.0482285665	-0.0387507874	0.0191913467	0.1211251399	-0.0316771934	0.1052237113	0.0124486496	-0.1633661529	0.0007491791	-0.0161337022	-0.0199108817	-0.1125270529	0.0145856569	0.0243859135	-0.0076438892	0.0276317771	0.0370437368	-0.0167117942	-0.2305043154	0.0314252721	0.0113690325	-0.0695379638	0.1029658895	0.1192606853	-0.0114542617	0.1183861564	0.1011244706	-0.1826460565	-0.038912984	-0.098427983	-0.019796651	0.001488837	-0.0144715501	-0.169674025	-0.0992129053	0.1319343943	-0.0329644288	0.0682562097	0.1002966428	0.1117413595	0.1110804527	0.0139977459	-0.0332500756	-0.1046999045	0.0803655624	0.0140723857	0.0152467776	-0.0731099561	-0.076703002	-0.0172765276	0.1070847394	0.1307560296	0.0931762109	0.0103705046	0.0261130962	-0.0039599016	0.1036558383	-0.0605740103	-0.0108238812	-0.0141174738	0.008776575	-0.1347145914	-0.0568674858	0.0110026906	0.0628850537	0.0077123421	0.058741576	0.1750456932	-0.0209961646	-0.1680871219	0.0489366281	0.0871262507	-0.0860254756	-0.0274869969	0.066285158	-0.0514330523	0.0254696022	0.1576206369	-0.1174907699	-0.0140275059	0.0685903396	-0.0632359611	0.0713735998	-0.0234954367	-0.0387768536	-0.0894908536	-0.0112069784	-0.0592117793	0.0799218096	-0.004835384	-0.0866153656	-0.0137973367750134	0.0106775036565523	0.0001140090843356	0.0001903665020831	0.0517929224770767	0.0193995569729565	0.0003763428107469	0.0026825068187164	0.0230757208469611	0.0357663594104734	0.0005324888926068	0.0012792324654791	-0.0003666436000851	-0.0007645027624106	1.3442752948336274e-07	5.844644737334383e-07	-0.0005078964617293	-8.784507387099962e-06	7.716757003401379e-11	2.5795881583714225e-07	-0.0005650929037675	-1.9200828559994958e-07	3.6867181739031794e-14	3.19329989888385e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863650.0851681025	-640.347400824423	410044.7937425942	745891469610.8707	1118374.1120476974	-3828.5844769394025	1250760654498.4756	14658059.097061358	859277.8236265924	-920.7754578024616	738358378176.4532	847827.4436913325	876889.8447198803	862344.3087776481	1.185002	23.043844	0.1296363650349603	0.0698369792733663	0.0674423364	0.0661132076	0.1170093411	0.087935835	-0.107058136	-0.0040140808	0.0434375428	0.030719238	0.0132248034	0.0501202424	-0.0983345284	0.122203799	0.0440771954	0.0081916495	0.0458488917	0.0732889151	0.0204973148	-0.0598701369	-0.0733244298	-0.00332155	0.1478787284	0.070514053	0.0969562987	-0.0624115715	-0.076322917	-0.0265120108	-0.0638017445	-0.0895883318	-0.0477877789	0.1409444771	-0.0697319402	0.1299772341	0.0405331923	-0.0038421851	0.0911348315	0.0675337263	0.0653140554	-0.0358814307	0.0418187556	-0.0413738597	-0.019081193	0.0727845698	-0.1017836703	0.1116678274	0.0168440625	-0.0220696752	0.0215345271	0.0876590672	0.0467334881	0.034754499	0.1031146551	-0.045018754	0.0180020918	-0.109253472	-0.0429736827	-0.175683511	-0.0377740231	0.0142557534	0.0349609287	0.0014847418	-0.1461275523	0.0339766461	0.0647582956	0.0654866512	0.018355691	0.014322276	-0.0623961146	-0.0531461608	-0.169771841	0.058527505	0.076257908	-0.0552698273	-0.0261341589	0.144186074	0.0222120514	0.0239715276	-0.1309059171	-0.0054128395	0.0299794313	-0.1354530697	-0.1051218846	-0.1073036285	-0.1259679308	0.0548863803	-0.0680637738	-0.0295988316	0.0255901966	-0.1064197585	0.0235622569	0.035003001	-0.0493208407	-0.1228092784	-0.0183710613	-0.0808207067	0.0781589047	-0.0096622851	-0.0912392418	-0.0070715141854265	0.0067258225895868	4.523668950659743e-05	5.0006312874688216e-05	0.0822892194777438	0.030496297000667	0.0009300241307528	0.0067715156422562	-0.0108118696979602	-0.0338875905449213	0.0001168965263656	0.0011483687929402	0.0004569368163307	0.0008235804164158	2.0879125411843585e-07	6.782847023036226e-07	-0.0002831012259052	0.000224795235824	5.053289804921272e-08	8.014630410902709e-08	-0.0004429354580117	0.0001221574457557	1.4922441553581213e-08	1.9619181996403445e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864901.5293929499	1251.4442248473642	1566112.6479038205	748054655546.2638	1126654.3420709977	8280.230023300275	1269350006507.4326	68562209.23876327	861098.2485469745	1820.4249203820943	741490193650.6671	3313946.890748156	878418.4861543867	851535.6910447951	1.313809	25.548656	0.1341265846365372	0.083906925941306	0.0675848916	-0.047559258	0.1155903448	0.0891168649	0.0159565748	-0.0730197885	0.0966395426	-0.0382031278	0.0153180363	-0.0806874408	-0.0950759711	0.1158132933	0.0145689345	-0.0470963747	-0.0071687294	-0.1032573105	0.0647703282	-0.0071854371	0.1083941436	0.000361066	0.032563387	-0.0797764364	0.0266021722	0.1452276065	-0.0112075241	0.0315475229	-0.1509072302	-0.0269151077	0.0328175238	0.0084097016	0.0258212831	0.0448645741	-0.0376780171	0.0889172313	0.0092900408	0.1558579407	0.0772394509	-0.0056616324	0.1389075957	-0.0144543852	0.1395385057	-0.0548173279	-0.1243595456	0.0746976438	0.0873027758	0.0294781397	-0.0026485835	-0.1048823576	-0.1082774101	-0.0230179782	-0.0406963945	-0.0671172599	0.0121193063	0.0337412036	0.0289492121	0.0548421682	-0.0324999517	0.1377344216	0.0912741416	0.1662710322	-0.0590405134	-0.0264948993	0.0621116966	-0.079059691	0.0273769063	0.0058986104	-0.0574742451	0.1047870164	-0.0586818311	0.0317449516	0.0488078265	-0.077648982	0.028438522	0.1352371588	0.1325023925	-0.0429063905	0.0100107464	0.1076662698	0.0299498598	0.0634330687	0.0245470169	0.0236475462	-0.0160013992	-0.0066970461	0.0661923465	-0.0948780665	0.0444117635	-0.1186284996	0.0050194802	-0.0495382202	-0.215519205	-0.0580736417	-0.0484774896	-0.0944889252	0.0763617167	-0.0144722352	-0.0955030384	-0.0242568312087314	-0.0171853170233048	0.0002953351211914	0.0005883938602888	0.0882264834908852	0.0059372640131414	3.525110396174395e-05	0.0077839123891674	0.0231180384273557	0.0339299081253159	0.0005344437007286	0.0011512386653923	-0.0008800950235689	-0.0013370318398996	7.745672505107426e-07	1.7876541409053096e-06	-0.0004588175019726	-0.0001757162760674	3.087620967499474e-08	2.1051350011637686e-07	-0.0004142016644832	2.8733793528499987e-05	8.256308905384676e-10	1.715630188606534e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863722.912438613	-1178.6169543368742	1389137.9250503294	746017269471.44	1124330.5768743148	-2323.7651966828853	1264119246094.5295	5399884.6893146485	862262.8692476115	1164.620700636995	743497255683.1235	1356341.3763522052	879175.7415555505	846841.5878694872	1.284533	24.979347	0.1846957050450162	0.0971105103510751	0.0621935346	-0.1365634952	0.04459318	0.0914812526	0.0485899653	-0.0726106638	0.0527174611	0.0251079194	-0.0846318767	-0.1375846384	0.0306216935	0.0140238473	-0.0351545688	-0.003532169	-0.0448358069	-0.0664734245	-0.0146479148	-0.1926934644	-0.0140984242	0.1258554772	-0.0079261843	0.0327186402	-0.1420478501	-0.025696608	-0.0932119533	0.1610719569	0.0218944241	0.0234505848	0.0038548786	-0.058967527	0.0067334186	-0.0710838037	-0.0154763755	-0.0362803581	-0.062022698	0.1486063687	0.0781335672	-0.0156221318	0.0041801514	-0.0089451186	0.002424964	-0.1260689224	-0.0044766047	0.0437421912	0.0099941358	0.0672735037	-0.0889950009	-0.0515089515	0.0070498916	-0.1027507842	0.096978409	0.1005123595	-0.0742188798	-0.1305938906	-0.1042386235	0.0297850745	0.0294533201	-0.0124279814	0.0440514914	0.1393055308	0.0961180545	-0.0042767295	0.0100547346	0.0465729872	0.0192608248	-0.0081203361	0.0081641452	0.0214316117	0.011190843	-0.0313772736	0.0974298909	0.017197789	0.0570640264	0.0012935686	0.155703017	0.0062971519	-0.0191229861	0.022392287	-0.1620495389	-0.0098152972	0.0065783953	0.0739384439	0.0805380321	0.1649758784	0.046847586	-0.0799497261	0.0350691982	-0.0102587129	0.0198729097	-0.0094897932	0.0719564797	-0.0553134896	-0.1439346204	-0.2044315509	0.074531034	-0.0192567962	-0.0993899282	-0.0060552281990879	0.0182016030096434	0.0003312983521206	3.666578854302929e-05	0.0185841475210679	-0.0696423359698173	0.0048500549593329	0.0003453705390848	-0.0161864615039348	-0.0393044999312904	0.0002620015360183	0.0015448437148488	0.0001008647792715	0.0009809598028404	1.0173703697488415e-08	9.622821347886765e-07	-0.0004780283731045	-1.9210871131899987e-05	3.6905756964646833e-10	2.2851112549293506e-07	-0.0005649763131962	-0.000150774648713	2.2732994694528553e-08	3.191982344727707e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865678.7259631545	1955.813524541445	3825206.5427792296	749399656585.1903	1126143.1381236294	1812.5612493145743	1268198367542.9358	3285378.282516811	863091.6628582802	828.7936106687412	744927218495.4713	686898.8490853289	880084.790020925	882545.5338959136	1.523293	29.622341	0.1936327655424449	0.1273633807623164	0.081644423	-0.0978893951	-0.0497568369	0.0832071933	0.0861066861	-0.0017677707	-0.0140901094	0.098859103	-0.1777096047	-0.0760868085	0.1136072822	0.0030235314	0.0537089272	0.1058511853	-0.0735996829	0.0103086073	0.0932180112	-0.0364713815	-0.0768608959	-0.0904438703	0.1949720485	0.1687290637	-0.0048346981	0.088504773	0.040788952	0.013849188	-0.0410496051	0.166271306	0.0636462042	0.130830383	0.0704626938	0.0409188092	-0.0731573678	-0.0330045153	0.0457900488	0.0049589884	-0.0380915753	-0.0407127027	-0.1296212262	0.0495385077	0.0611421856	-0.0882768325	0.0930070198	0.0498735392	0.0365959509	-0.0604820469	-0.1125643605	0.0612147543	-0.0162270345	0.0783918183	0.1796114358	-0.1965271976	-0.0224213091	-0.0585188885	0.0023401388	-0.0302760255	-0.0054000426	-0.0174872282	-0.0456584051	0.0455867726	-0.0448023368	0.0341732569	-0.1926227351	-0.0698259049	-0.02480795	-0.0217732383	-0.0558160037	0.0622039614	-0.0262333298	0.1531741088	0.0958928895	-0.1232034775	-0.0467429384	0.0499087175	0.1362560437	0.1023224497	-0.0421895422	0.1570850808	-0.0026454048	0.0142229454	-0.0929215852	0.0247763574	-0.0123874039	0.0318523665	-0.0653893675	-0.0261887755	-0.1050068109	0.004403429	0.0193864294	0.0991364542	0.0725915814	-0.0455058483	0.1272885424	0.1255398829	0.0726676594	-0.0240075741	-0.1028845713	-0.0214852019053068	-0.0154299737062189	0.0002380840885746	0.0004616139009117	0.1376413177601847	0.1190571702391168	0.014174609785346	0.0189451323547601	-0.022716661455874	-0.0065301999519392	0.0005160467077007	4.264351141230675e-05	0.0006622064146174	0.0005613416353459	4.385173355604319e-07	3.151044315728094e-07	-0.0008102398935541	-0.0003322115204496	1.1036449431943498e-07	6.564886851065593e-07	-0.0007237315903041	-0.0001587552771079	2.5203238009606122e-08	5.237874148041017e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863547.709107405	-2131.016855749418	4541232.839488136	745714645904.6475	1124797.741604989	-1345.396518640453	1265169959519.683	1810091.792369851	862688.5671576433	-403.0957006369717	744231563904.5076	162486.14387201113	879194.78399163	864073.5894569298	1.179837	22.943401	0.1255017308444417	0.0926189042857445	0.0643647634	-0.139433813	-0.0370223268	0.0457365639	0.1091079731	-0.1125296111	-0.0458302206	0.0159742797	-0.2089639882	-0.0395431183	0.1034147964	0.0279375031	0.072209929	-0.0181267822	0.0022380086	0.0929423438	0.1295660354	-0.114813005	-0.0517409649	-0.10806086	0.0219666881	-0.0153855019	0.0652556128	0.0946325133	-0.0164476867	0.1279705024	0.0095578844	0.2433342737	0.1412040218	-0.0861009885	0.1677336179	0.1207394167	-0.0151109649	0.0532023771	0.0449971777	-0.0985103474	0.0663375877	0.0003719976	-0.1001201721	-0.0364873957	-0.10182833	-0.0760151938	0.0786458624	0.0368447579	0.0230989848	-0.093487764	0.0775290764	0.0570409809	-0.1707401063	-0.0236566927	0.1944372458	-0.0797542417	0.021029787	0.0163403956	0.0639644188	-0.0221162949	0.105494726	0.0083874047	0.0729957176	0.170581412	0.0574519972	-0.0939527297	-0.1426556485	-0.0737364941	-0.0822504016	-0.163463916	0.0889935928	0.1466198353	-0.0892714963	-0.0591647961	0.1089011989	-0.0201259594	0.0409364633	-0.0213566548	0.1359932709	-0.0313785761	0.1059505963	0.1837080179	-0.0298408595	-0.021561762	-0.1179333164	0.1460400888	-0.0126789105	0.0938609145	0.0519436723	0.0078237245	-0.1835154906	-0.1734397916	0.0369786424	0.0174167877	-0.0181943049	-0.0715068626	-0.0022649762	-0.0055029231	0.0707724105	-0.0287162347	-0.105973176	-0.0097972312634908	0.011687970641816	0.0001366086577239	9.598574043032154e-05	0.0488065711382574	-0.0888347466219273	0.007891612207382	0.0023820813862737	-0.0130365968056906	0.0096800646501834	0.0001699528562741	9.370365163173029e-05	0.0003967238667749	-0.0002654825478425	1.573898264688286e-07	7.048098320894533e-08	-0.0008101357661576	1.041273965000445e-07	1.0842514701877471e-14	6.563199596077614e-07	-0.0006833392869328	4.0392303371299967e-05	1.6315381716391304e-09	4.669525810658276e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
