global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
995021.2190599592	-2342.8923702868638	5489144.658748397	990067226379.5673	1327413.8546565594	-90.88910455978476	8260.829327679487	1762027541534.1855	1027355.9303740266	3257.297865684028	1055460207674.682	10609989.385789722	1052277.4254859905	941400.764647356	1.404135	30.5278	0.2836990894225687	0.141826124484078	-0.0352135078	-0.086743223	-0.1318835748	0.0327438998	0.1813036754	0.0476924771	-0.0452118783	0.0455527515	-0.0474864508	-0.0170543054	0.0553735835	0.0899159753	0.2361150202	-0.0644157682	0.0957752362	-0.1896710766	-0.1348941375	-0.0464931441	-0.0433012841	-0.0154089139	-0.0811201804	-0.0772150102	0.0535798416	-0.0809848266	0.0452830214	0.0352675363	-0.0615129364	0.1536288323	-0.0279881779	0.011963463	0.0456921807	-0.1060921546	-0.0089999224	-0.1621013728	-0.0344732176	-0.1099307535	0.0058703611	0.0347327502	-0.0118925802	-0.0804650371	-0.1175574859	-0.037589792	-0.1641364989	-0.0490291836	0.0098911874	-0.0697694211	-0.1089436919	-0.2393953916	0.0820770202	0.0946893297	0.0369863364	0.0715888822	0.0591991603	-0.0978993421	-0.0162748887	-0.0611495329	-0.00336091	0.0548277174	-0.0362435644	0.0520219236	0.0104987645	0.1526746081	0.1197954009	0.0259015086	0.0468044869	0.0130149632	-0.1136129143	-0.134004262	-0.0617421885	-0.0103502519	-0.1059065654	-0.0675150457	0.0326563618	0.2529779213	0.0117400318	0.0030021017	-0.0016336474	0.1161997588	0.0709142016	0.0808504632	-0.0092461961	0.0233106914	0.0839434809	-0.0902700303	0.0313124054	0.0400424093	0.0746324871	-0.0054142765	-0.0964508417	0.1118545288	-0.1191217364	-0.0408801038	-0.0148006925	-0.0239149551	0.1107747922	-0.1380549161	0.1005991057	0.0598166067	0.003627002	0.0302552692481725	-0.0253346894301956	0.0009153813172794	0.0006418464885244	-0.0576634931884001	-0.0467879208223677	0.0021891095348801	0.0033250784466886	0.0137239424781938	0.0562046002951603	0.0001883465971447	0.0031589570943387	0.0006588087421263	-0.0010409486102738	4.340289587020376e-07	1.0835740092309558e-06	-0.0011228237089662	0.0019987721050374	1.2607330814166137e-06	3.99508992787564e-06	0.0005488712450924	6.771686218569995e-05	3.012596436892814e-07	4.58557342427708e-09	0.0	0.0	0.0	0.0
994636.2840001646	-384.9350597945741	148175.0002590523	989301337449.656	1314051.5700030942	-13362.284653465264	178550651.1602333	1726731528627.5967	1025213.6239919356	-2142.306382091017	1051062974818.678	4589476.634747905	1047965.4770172676	938057.797086967	1.127413	24.511486	0.1761186915472659	0.0854095003725705	0.07290409	-0.0619889687	-0.1764589855	0.0957980795	0.1668362741	0.1188314586	-0.132254543	0.079296303	-0.1375767913	-0.0684664723	0.0341721288	-0.001515946	0.0961396046	0.0966791045	0.1206694418	-0.0992075369	-0.1980739436	0.060836756	-0.0451406133	-0.050550626	-0.0561811607	0.0338518265	-0.020559443	0.0257774885	0.0540530668	-0.0411722924	0.0990341991	0.0940786607	-0.0455124992	0.077952812	-0.0468129632	-0.0349632445	0.0022826963	-0.0254155949	0.0941895113	0.0223191553	-0.0132068565	0.0183955736	-0.0443096938	-0.0188981849	0.0812696788	-0.1116975681	0.1051076349	-0.0738409045	0.1243947885	0.056266963	-0.0568424944	-0.1023656495	0.1533885194	0.178378142	0.0050436628	-0.0184407689	-0.069281796	0.0185897437	-0.0116004373	-0.0454603741	0.0818428986	-0.032649317	0.0852974843	0.0198385606	0.010827533	0.0568822128	0.0956612551	0.0485769172	-0.1235723809	0.0190842521	-0.023677545	0.0258079539	-0.0296318271	0.0211054305	-0.0848719699	0.126291534	0.045389393	0.2782863468	-0.0493460199	0.055428685	0.0070835895	-0.0273772436	0.0078765723	0.043541195	0.0632553281	0.0669003805	0.0285581076	-0.0089807577	0.0931186345	0.0072798163	-0.0723103078	-0.0470528181	-0.0365939738	0.0386952009	-0.1663787124	0.1200339066	0.1165801768	0.0271522551	0.0403374057	0.0207569677	0.0993899282	0.0556281227	-0.003627002	0.0097478151433136	-0.0205074541048589	9.501990006821396e-05	0.0004205556738628	-0.0114062814957378	0.0462572116926622	0.0021397296335797	0.00013010325756	-0.003623862220266	-0.0173478046984598	1.3132377391471224e-05	0.0003009463278559	0.0017430853006508	0.0010842765585245	3.038346365344889e-06	1.1756556553657334e-06	-0.0006567749099652	0.0004660487990009	4.313532823597966e-07	2.172014830502745e-07	0.0002590721815922	-0.0002897990635002	6.711839527494186e-08	8.398349720559294e-08	0.0	0.0	0.0	0.0
996199.1887014098	1562.9047012452502	2442671.1051745047	992412823569.3472	1341204.279122834	27152.709119739942	737269612.5412086	1798828918337.4011	1025204.8767380422	-8.747253893408924	1051045039287.4644	76.51445067575759	1050517.4586229366	963226.5880398672	1.278745	27.801636	0.1003345002366682	0.052970818529493	-0.0073940184	0.0858064266	-0.1123783822	0.1720019921	0.1830713014	0.1729341789	0.1145383804	-0.0400226575	-0.0918866147	0.0428223957	0.0645934669	0.1484615388	0.1043976211	-0.0868154632	-0.0372621526	-0.2054609095	-0.1507224695	0.1678091499	0.0159680975	0.0345477191	-0.1020926742	-0.1387464025	-0.0359065262	-0.0627419358	0.0629652032	-0.0723308407	-0.0704204885	-0.0082349172	-0.1167796402	-0.0047773152	-0.1072997065	-0.0360112563	0.0238884794	0.1839943126	0.008822433	-0.0269115224	-0.0061386407	0.070369298	-0.0760939246	-0.0897699779	-0.00761414	-0.0778701904	0.0072919088	-0.0187166992	-0.1017413947	-0.0794695598	0.0293983457	-0.1550163591	0.1726738509	0.1993659471	-0.0254900248	0.0990743816	0.0821791654	0.0088185001	0.0661311489	-0.0980813275	0.1066965545	0.0660966072	-0.0588579807	-0.108952338	-0.0338609055	-0.0353426844	0.0022922306	-0.0193997361	-0.0315843585	-0.061260068	-0.0220572095	-0.0957663645	0.1941886026	0.076208446	-0.0245106846	0.1021689902	0.058201768	0.2434641722	-0.0403818738	-0.0865931106	0.0030398489	0.1011036435	-0.0258141153	0.0173953204	0.0406959989	0.1166844663	0.0595262423	0.0384438326	0.0433931112	0.0462533449	0.0424600692	0.1775075764	-0.1419848883	0.0330693894	-0.1136894267	0.0052338071	0.0091202223	0.0005807752	0.0436168973	-0.0302140958	0.098137155	0.0513420481	-0.010866692	-0.0125085106356124	-0.022256325778926	0.0001564628383212	0.0004953440371776	-0.0117762485925254	-0.0003699670967875	1.368756527054449e-07	0.0001386800309129	0.0156953420821537	0.0193192043024197	0.0002463437630758	0.0003732316548786	0.0010270186153943	-0.0007160666852565	1.054767236366425e-06	5.127514977342315e-07	-0.000361947798642	0.0002948271113232	1.310062089417898e-07	8.692302557118257e-08	0.0001021859170012	-0.000156886264591	1.0441961633376137e-08	2.461330001731726e-08	0.0	0.0	0.0	0.0
992607.497893383	-3591.6908080268186	12900242.86046434	985269644874.1624	1310788.2694538983	-30416.00966893579	925133644.1807954	1718165887337.9456	1024587.0408787542	-617.8358592879958	1049778604336.682	381721.1490221362	1047836.1524896828	952413.2689861918	1.21931	26.509449	0.1596271105978721	0.0897482470679978	-0.1129640262	-0.001749348	-0.1155386706	0.1367305071	0.1709190485	0.0077817215	-0.1008401849	-0.1379994296	-0.0729193633	0.0114362179	0.0657327031	-0.0488285893	0.0275620208	0.044157746	0.0301768114	-0.1528858066	-0.1627577056	0.0426804262	0.0203022186	-0.0726810747	-0.021289676	-0.1626205862	-0.062716798	-0.0533189988	0.024102008	-0.0542188821	0.0556130275	0.0064026786	0.0133949627	-0.0153638859	0.0147189256	-0.0011353525	0.0801672128	0.0645994028	0.0389859707	0.0848499653	-0.0388133326	0.05236513	-0.0359257946	0.052262942	0.0886555675	0.0145009077	-0.1364330326	-0.1571860714	-0.0293553526	0.0793158767	-0.0536781959	-0.1283020756	0.1248259467	0.133608875	0.075200104	-0.0324841886	0.152821051	0.0214060415	0.0864653251	0.0068653906	0.0902488083	-0.0272609514	0.0224445532	-0.0115584626	-0.0868714507	0.004426517	-0.0249797693	-0.0120635464	0.0840715675	0.0645855782	0.0158333364	0.0966487155	-0.0270954481	0.0276472104	0.0889802144	0.1441570462	0.0519184071	0.2086432456	0.0246228215	-0.0216420666	0.0626747925	0.0453193258	0.0517682907	-0.0344523168	-0.0232306882	0.1137152815	-0.0701248433	0.0292168538	-0.0006531789	0.029926668	0.0278656287	0.0794546743	-0.0295911292	0.0755127922	-0.0559090901	0.034301776	0.0063971023	-0.1098942453	-0.0186281075	0.0509264865	0.0968413356	0.0469659021	-0.0180634961	-0.003746280115763	0.0087622305198493	1.4034614705761238e-05	7.677668368298026e-05	-0.0478305991401697	-0.0360543505476443	0.0012999161934124	0.0022877662141076	0.034345992547756	0.0186506504656022	0.0011796472040905	0.00034784676279	-0.0004120045579471	-0.0014390231733414	1.6974775576918525e-07	2.070787693413553e-06	-8.797782878877669e-05	0.0002739699698532	7.740098358387305e-09	7.505954438137612e-08	-0.0001080185210997	-0.0002102044381009	1.1668000900566337e-08	4.41859057973151e-08	0.0	0.0	0.0	0.0
992252.992783765	-354.5051096180687	125673.87274531888	984566001688.3384	1318897.0190284653	8108.7495745669585	65751819.66303983	1739489346802.172	1022139.1981368188	-2447.842741935397	1044768540367.7788	5991934.089245805	1044694.6554422784	919024.5552541874	1.318699	28.670294	0.2716891035011706	0.1340605966310301	0.090809487	-0.0709611863	-0.0989720933	0.2379917762	0.0255218414	0.0598085359	-0.0843657373	-0.0180706236	-0.0690640176	0.06218259	0.1374427922	-0.1187854206	-0.0049563372	0.1206641787	-0.0120131501	-0.0883461559	-0.1265027831	0.084771299	0.043130312	-0.1651195822	-0.0078850073	-0.0706310898	-0.1139499903	-0.1807750768	-0.0239031764	0.03814129	-0.0553610645	0.0426092106	0.1448214027	-0.09759564	0.0194579236	0.0750323466	0.0065074405	-0.0668542856	0.0719084792	0.2399320335	0.0797467355	-0.0006664743	0.1962196165	-0.2212289228	0.1051488637	0.0120458588	0.0904031163	0.046600011	0.0510388884	0.1236117581	0.0044828836	-0.0397169208	0.0679206819	0.2335167968	0.0148033303	-0.0968980165	0.0625403277	-0.0533690947	0.156537878	-0.0377394746	-0.0439485428	0.0561279443	-0.0577408348	0.1097174398	0.077323104	0.0848129553	-0.0967717496	-0.082968164	0.017608174	0.0120850964	0.0143131758	0.2670614068	0.0674274151	-0.0007721246	-0.220418515	0.0689543756	0.0563946559	0.1880554933	0.0035707116	0.0403013213	0.1869362409	0.0334166263	0.0507554823	0.0707916421	0.0859530365	0.0065096245	-0.082689797	0.0285389279	-0.079783265	0.0898797074	-0.0323255752	0.1210511049	0.0010950859	-0.1098440984	-0.0244117243	0.1105337721	0.0823005628	-0.0406303052	-0.1309424806	0.0496012083	0.0955030384	0.0425073619	-0.0251890118	0.0162733398101835	0.0200196199259465	0.0002648215885777	0.0004007851819793	0.0546598670174489	0.1024904661576185	0.0105042956532059	0.0029877010623651	0.0889047035255004	0.0545587109777443	0.0079040463089571	0.002976652943553	-0.0009352773560501	-0.000523272798103	8.747437327400655e-07	2.73814421234543e-07	-0.0005768618519867	-0.0004888840231979	3.327695962775253e-07	2.390075881381876e-07	0.0007722307863966	0.0008802493074963	5.963403874587113e-07	7.748388433477159e-07	0.0	0.0	0.0	0.0
994149.7321693224	1896.7393855574771	3597620.296724957	988333689972.3356	1328926.1242168162	10029.105188350892	100582950.87900676	1766044643625.9287	1027805.2630005562	5666.064863737323	1056383658651.6425	32104291.04007865	1052837.222415291	934029.5208982212	1.274151	27.701765	0.2258822857563436	0.1210401103077928	0.0380976454	0.0207749958	-0.1033476102	0.1731114398	0.0039599454	0.0900073467	-0.0361883458	0.0267538992	-0.1195752882	-0.0024133926	-0.0255679008	-0.0802966018	0.1812042353	0.0471893047	0.1012615969	-0.0859198781	-0.1663715525	0.0668023258	-0.0173564967	0.0030547413	0.0982750998	0.1697823248	-0.0854901273	0.0769395707	0.0652207378	-0.0207071626	0.1508447075	-0.1239266689	-0.0140767638	0.0153677751	0.0179867491	-0.2756613731	-0.1321835827	0.0836855293	-0.0656362715	-0.0928181874	0.1284215642	0.0481239144	0.0128500882	-0.0886497493	-0.0034263176	-0.0949156962	0.0490847438	0.0848188671	0.042560811	0.0236569178	0.0064277272	-0.1059273689	0.2037282979	0.0096221032	0.0027912106	-0.1138243519	-0.1367494175	0.0463067303	0.0222246764	-0.0556351284	-0.0416170702	-0.2747464904	-0.0048338865	-0.019537878	0.0429876937	-0.0211547559	0.1880294976	-0.0061352162	-0.0482756419	-0.1776585653	0.1008873309	-0.055370903	-0.010985967	0.1699311065	0.0132549306	-0.0212838917	0.0669262928	0.1783479103	0.064552859	-0.0759305857	0.0282396146	0.0519869576	0.023412288	0.0797509366	0.0608156036	0.0073710055	-0.1303738604	0.1754367973	-0.0161982629	-0.0027834229	-0.0815432731	0.0108947189	0.111733985	-0.081148651	0.0404881651	-0.0045545883	-0.0323712885	0.0072453755	-0.0237177239	0.0500492511	0.0941228505	0.0379742494	-0.032215118	0.010953568709084	-0.0053197711010995	0.0001199806674646	2.82999645680934e-05	-0.0378928398676094	-0.0925527068850582	0.0085660035517515	0.0014358673132322	0.0187894955679013	-0.0701152079575991	0.0003530451436961	0.0049161423869373	-0.0013210145472168	-0.0003857371911667	1.745079433958407e-06	1.4879318064917528e-07	4.309045615813467e-05	0.0006199523081448	1.8567874119161262e-09	3.84340864374108e-07	0.0006200282894564	-0.0001522024969401	3.844350797262294e-07	2.316560007483158e-08	0.0	0.0	0.0	0.0
994694.4065167255	544.67434740311	296670.14471900376	989416962355.6608	1323638.8444896736	-5287.279727142537	27955326.913052466	1752019790641.9585	1024743.9328420468	-3061.330158509314	1050100127896.5854	9371742.339398662	1049199.1992289317	943546.15710652	1.148452	24.968906	0.0998518495298273	0.050496272864462	-0.1422802423	0.0384237354	-0.06311738	0.1048662207	0.0141904792	0.1378296539	0.0128181277	-0.1780665781	-0.0718960343	-0.0085662339	0.041894935	-0.0390642201	0.063348418	-0.0502742791	-0.0954179471	-0.1378118716	-0.1367158679	0.0214254286	-0.0160330068	-0.1298313188	0.024993347	0.0116872583	-0.1375733786	-0.0049951347	0.0376462918	-0.0583764273	0.2076919378	-0.1693351184	0.1908673785	-0.0073256203	0.0046151423	0.0232944797	0.0228015884	-0.0220005388	-0.0824892464	-0.0245413638	0.0455746667	-0.0037243297	-0.0601269711	0.0215191098	-0.0533741527	0.0720143835	0.0882835938	0.055651289	-0.1509395411	0.0311412361	-0.05713432	-0.0928966068	0.0597028393	0.140797683	0.0696685282	-0.1173497274	0.0085374934	0.052467568	0.0639030337	0.0137526253	0.0304581929	-0.2791390397	0.0021313881	0.1000374741	-0.0260776248	-0.1370289955	-0.0449317429	-0.0263239787	0.0426128964	0.0548758162	0.0380624235	-0.003110753	-0.0012179106	-0.0289862129	0.0660323776	-0.0799895207	0.0715449705	0.1720226533	0.1482926654	-0.148944444	0.1013624403	-0.0061691414	0.0905421888	-0.0469358305	0.0231606736	-0.0178805921	-0.1296091954	0.1260604788	0.0224188538	0.0693128232	-0.0492867253	0.0392059182	0.1243997436	-0.0456329757	0.1265178559	-0.066937677	-0.1797558414	-0.1296155349	0.0303850301	0.0589512036	0.0927013771	0.0333745172	-0.0391140859	0.0342253615224592	0.0232717928133751	0.001171375371343	0.0005415763407486	-0.0402764259791865	-0.0023835861115771	5.681482751303248e-06	0.0016221904896568	-0.0023623309244555	-0.0211518264923568	5.580607396638778e-06	0.0004473997639627	-0.0012698450729888	5.1169474227999966e-05	1.612506509393931e-06	2.6183150927699524e-09	0.0007098895329593	0.0006667990768011	5.03943149005173e-07	4.4462100882288644e-07	0.0009629526206776	0.0003429243312212	9.27277749669858e-07	1.175970969435073e-07	0.0	0.0	0.0	0.0
994919.6543545296	225.24783780402504	50736.58843538837	989865118620.9366	1323712.4193707458	73.57488107215613	5413.263124781918	1752214569196.353	1025053.832974138	309.90013209113386	1050735360494.972	96038.09187010222	1049186.5917408776	917683.940947709	1.193794	25.954687	0.0815208542709473	0.045469877677593	-0.0374472121	-0.0926944576	-0.1311823821	0.1303111764	0.0499742613	0.0793444808	-0.0724745723	-0.0076618513	-0.0339306039	-0.0395548188	0.0995293095	0.0102238565	0.1539819392	0.0396459546	0.0209693716	-0.1255554177	-0.2004088523	-0.0085788939	-0.0648016879	-0.1005469887	-0.042960022	-0.1142067626	-0.0389213943	-0.0688234119	-0.0531283655	-0.0042692779	0.0885304327	-0.1563095541	0.213293202	-0.0669922033	-0.0537510637	-0.0675102584	-0.0207328474	0.0653167608	0.0887264771	0.0062488166	-0.1647595716	0.0422580121	-0.0310373508	-0.0766365338	-0.1152708744	-0.0164264626	-0.1067865076	0.0673541091	0.008523712	0.0619390706	-0.1083783306	-0.1310510368	0.0990304535	0.1583305856	0.0698897898	0.0003048616	0.1045288548	-0.0298134351	0.038334151	0.0455946298	-0.0114265934	-0.1520933577	-0.0064158496	0.0401794759	0.0789860617	-0.1274771463	-0.0203086834	-0.1520686473	-0.00616776	0.022592071	0.0277634649	-0.0918909974	0.1820904029	-0.1282819399	-0.039800297	0.0458857979	0.0831823171	0.1978516178	0.0752356175	-0.0603452322	0.1097516115	0.0595091848	0.0566523339	0.1211171062	-0.0462270968	0.0953485853	-0.1364773442	0.0524991971	-0.0154296449	0.0343803283	-0.0371976046	0.1011753759	0.079178885	0.037359094	0.0964738015	-0.0729916749	-0.176501004	-0.0670276809	-0.0697523862	0.0265481216	0.0912392418	0.0287162347	-0.0458586883	0.0364211806681424	0.0021958191456832	0.0013265024012614	4.821621720548913e-06	-0.0398965921210106	0.0003798338581759	1.442737598167908e-07	0.0015917380628702	0.0298714364620877	0.0322337673865432	0.0008923027163085	0.0010390157599297	-0.0016707831211212	-0.0004009380481323	2.7915162378234984e-06	1.6075131844021866e-07	0.0009019819280995	0.0001920923951402	8.135713986180915e-07	3.6899488270698735e-08	0.0006217543863393	-0.0003411982343383	3.865785169321596e-07	1.1641623511557348e-07	0.0	0.0	0.0	0.0
994190.700940866	-728.9534136635484	531373.0792917403	988415149837.2904	1327033.0673731435	3320.6480023977347	11026703.155828066	1761016761901.774	1025180.7219827586	126.88900862063748	1050995512725.0902	16100.82050872821	1049343.9158476326	951581.2044573644	1.226358	26.662682	0.0344207906057223	0.0191795188356045	0.0109139164	0.0344036831	-0.0925708782	0.1435910941	-0.0093805244	0.1257814145	-0.0398139469	-0.0120941473	-0.1251158478	-0.0151353423	0.0031806559	-0.0144042823	0.0930244296	0.0040835905	0.072292375	0.0161094364	-0.0857957681	0.0614703485	-0.0526457341	-0.1164635167	0.0711320049	-0.0599537141	-0.1391133885	-0.0384267394	-0.1089039603	-0.0026900102	0.0294504268	-0.1305792464	-0.0008886497	-0.1184683416	-0.0585288762	0.0358257842	-0.0410588408	-0.1161510583	-0.0049562484	-0.0641195999	-0.0520440324	-0.1385169156	0.0870081097	0.0135632209	-0.0939752069	0.0012147589	-0.0996877983	0.2598205893	0.0348318055	0.0074264299	-0.0322452166	0.0081136185	0.0929232507	0.0668307995	0.1533431027	-0.0918703275	0.0556773095	0.0227386966	0.12245692	0.0705869102	-0.0704577946	-0.1153638243	-0.0210033105	-0.0474311423	0.119429373	-0.0034522782	-0.0604570208	-0.0001636964	-0.0294242949	0.021495715	-0.012352935	-0.1006029812	-0.044071255	-0.0749063773	-0.0878292916	-0.1069682213	0.0913625719	0.0851781305	0.0857544591	-0.0726552	0.1123549861	-0.0523494301	0.0701693651	0.0980137695	0.0461271241	-0.076451294	-0.1189784183	0.0486811593	0.0300210977	-0.0165893038	-0.0161400493	0.0633578201	-0.1526878584	-0.1457884196	0.1587339925	-0.0275978675	-0.0841842606	-0.0403220511	0.0232357043	-0.0459840773	0.089737086	0.0240075741	-0.0524223074	0.0223692485130584	-0.014051932155084	0.0005003832790389	0.000197456797291	-0.0399821429964077	-8.555087539709877e-05	7.3189522812099205e-09	0.0015985717585851	0.0246418723731665	-0.0052295640889211	0.0006072218740554	2.734834056013421e-05	-0.0016203635419246	5.041957919660008e-05	2.625578007998435e-06	2.542133966362228e-09	0.0011279775899319	0.0002259956618324	1.2723334433885776e-06	5.107403916706454e-08	0.0006464140150367	2.465962869739992e-05	4.17851078835867e-07	6.080972874936296e-10	0.0	0.0	0.0	0.0
989088.2517500148	-5102.4491908511845	26034987.74521791	978295569749.9008	1325364.092686417	-1668.974686726462	2785476.5049336925	1756589978182.4895	1024613.5317714128	-567.1902113457909	1049832889489.088	321704.7358464829	1049473.6745764553	951052.1035956534	1.301393	28.294048	0.1158815674444781	0.0517533867140462	-0.1243209958	0.0882731528	-0.0172361463	0.1583051475	-0.0684060579	0.0740278458	-0.0155923997	-0.1094758506	-0.0336254605	0.1394263887	0.1374459152	0.0129790207	0.0458893331	-0.1035536759	-0.0818102882	0.0816926436	-0.0169302334	-8.0502e-05	0.0140175749	-0.0487636414	0.0191836604	0.0142038114	-0.23603533	-0.0198367204	0.0215453547	0.1397823473	0.0057287649	-0.2153524764	0.0384155312	0.0079235724	0.1110636041	0.1134042631	0.1379165008	-0.1595331846	-0.1221915468	-0.0684624414	-0.1076505597	0.0199937249	0.1157202971	-0.0510738835	-0.0631045435	-0.2167567059	-0.0035549579	0.0580423523	-0.1239363644	-0.0451676997	-0.0455895565	0.0846872778	-0.0067480423	0.0192047551	0.0395441632	-0.0346421865	0.0210316272	0.0533584683	0.1759095402	-0.0300493109	-0.2413458771	-0.2063011476	-0.0874463495	-0.0229928385	0.0187249081	0.0092217965	-0.0749873988	0.010138178	0.1125172029	0.1742409095	-0.1659455554	0.0748050293	0.0104025282	-0.0930688279	-0.0556282212	-0.0289245445	0.077254982	0.00107688	0.1154371979	-0.156973098	0.0554400051	-0.0371006597	0.119891396	-0.0430207455	-0.0817192987	-0.233951977	-0.0719296065	0.0081170735	-0.0263746822	-0.1696499114	-0.1443402185	-0.1021064361	-0.2982954785	-0.2329649385	0.2593900543	-0.0895347009	0.1473339482	-0.247817322	0.290760101	0.0365276659	0.0881955685	0.0192567962	-0.0587790397	0.0053948282776445	-0.0169744202354139	2.9104172145272725e-05	0.0002881309423284	-0.0179252618205367	0.022056881175871	0.0004865060072064	0.0003213150113347	0.0554363189563247	0.0307944465831582	0.0030731854594273	0.0009482979403629	-0.0018917615572322	-0.0002713980153076	3.5787617894215985e-06	7.365688271290438e-08	0.0014761788377888	0.0003482012478568	2.179103961135492e-06	1.2124410900910226e-07	0.0003448968892005	-0.0003015171258362	1.1895386418018196e-07	9.091257717252285e-08	0.0	0.0	0.0	0.0
993748.299935616	4660.048185601132	21716049.092124403	987535683624.927	1322808.7863576151	-2555.306328801904	6529590.434015064	1749823085264.9067	1025073.7671718576	460.235400444828	1050776228143.9038	211816.6238226112	1049023.1733682668	907343.2037868564	1.46454	31.841066	0.1379556978166528	0.0820077521518639	-0.1150854473	-0.0860737803	-0.0492746938	0.0844923508	-0.098715595	-0.0003451245	-0.0634377394	-0.0987777879	0.0212922687	-0.0600653653	0.0838377076	-0.0409974207	-0.0647111618	-0.0294676184	-0.1172402422	0.0708517103	-0.1404412418	-0.0611510694	0.0485125794	-0.022992619	0.0707556793	0.0885937111	-0.0708309252	-0.1267741048	-0.1715401036	0.1760951538	-0.0389991955	-0.1744469183	-0.1094194417	-0.1269487106	0.0814410603	0.1718226781	-0.0171487073	-0.1009887709	0.0235057605	-0.1165076466	-0.046272612	-0.0478665285	0.0470346957	0.1604739995	-0.0918520081	0.1224478725	0.1256781124	-0.0672972335	-0.1001840704	0.0602691821	-0.1204661379	0.0860563299	0.0351345106	0.018419337	-0.0426030029	-0.142657517	-0.0527486775	-0.0788930358	0.1337911829	0.0513401405	-0.2507253548	-0.0099621439	0.0392675477	-0.0967171581	0.0378804501	-0.0374135843	-0.1675332069	-0.0930203552	-0.025577759	0.0471409795	-0.080537619	-0.0205035199	-0.0967796441	-0.1043203729	0.0326021488	-0.1745633017	0.0936620783	0.0250846092	0.1484337692	-0.0566770275	0.1026285029	-0.2409445312	0.1471523631	-0.0057388653	-0.0924533841	-0.104319499	0.0250112588	0.0230474479	-0.145048111	-0.241364097	0.0071901138	-0.1327616882	0.0973756451	-0.1014042301	-0.0194836932	0.1226177175	0.0224433864	-0.0551803964	-0.2048582889	-0.0678503757	0.0866153656	0.0144722352	-0.0649037979	0.0180297558323303	0.0126349275546858	0.0003250720953734	0.0001596413943121	-0.0033325255266589	0.0145927362938777	0.0002129479525426	1.1105726385833178e-05	-0.0226506847555896	-0.0780870037119143	0.000513053519897	0.0060975801487045	-0.0021420086270716	-0.0002502470698393	4.58820095844916e-06	6.262359596320544e-08	0.0014347456694066	-4.14331683821999e-05	2.058495135880993e-06	1.7167074421877295e-09	0.0007060372561024	0.0003611403669019	4.98488607004606e-07	1.3042236460603894e-07	0.0	0.0	0.0	0.0
